"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"35505",2023-07-01,"2023","100+ Units",24580,"Srms","Condo Universe"
"35505",2023-07-01,"2023","Total",37175,"Srms","Condo Universe"
"35505",2024-07-01,"2024","3-19 Units",1270,"Srms","Condo Universe"
"35505",2024-07-01,"2024","20-49 Units",4408,"Srms","Condo Universe"
"35505",2024-07-01,"2024","50-99 Units",6959,"Srms","Condo Universe"
"35505",2024-07-01,"2024","100+ Units",25355,"Srms","Condo Universe"
"35505",2024-07-01,"2024","Total",37992,"Srms","Condo Universe"
"35505",2025-07-01,"2025","3-19 Units",1448,"Srms","Condo Universe"
"35505",2025-07-01,"2025","20-49 Units",4447,"Srms","Condo Universe"
"35505",2025-07-01,"2025","50-99 Units",7301,"Srms","Condo Universe"
"35505",2025-07-01,"2025","100+ Units",25599,"Srms","Condo Universe"
"35505",2025-07-01,"2025","Total",38795,"Srms","Condo Universe"
