"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"35505",2007-07-01,"2007","3-19 Units",404,"Srms","Condo Universe"
"35505",2007-07-01,"2007","20-49 Units",1903,"Srms","Condo Universe"
"35505",2007-07-01,"2007","50-99 Units",2841,"Srms","Condo Universe"
"35505",2007-07-01,"2007","100+ Units",14521,"Srms","Condo Universe"
"35505",2007-07-01,"2007","Total",19669,"Srms","Condo Universe"
"35505",2008-07-01,"2008","3-19 Units",971,"Srms","Condo Universe"
"35505",2008-07-01,"2008","20-49 Units",2373,"Srms","Condo Universe"
"35505",2008-07-01,"2008","50-99 Units",2925,"Srms","Condo Universe"
"35505",2008-07-01,"2008","100+ Units",14730,"Srms","Condo Universe"
"35505",2008-07-01,"2008","Total",20999,"Srms","Condo Universe"
"35505",2009-07-01,"2009","3-19 Units",1495,"Srms","Condo Universe"
"35505",2009-07-01,"2009","20-49 Units",2308,"Srms","Condo Universe"
"35505",2009-07-01,"2009","50-99 Units",3070,"Srms","Condo Universe"
"35505",2009-07-01,"2009","100+ Units",14987,"Srms","Condo Universe"
"35505",2009-07-01,"2009","Total",21860,"Srms","Condo Universe"
"35505",2010-07-01,"2010","3-19 Units",1791,"Srms","Condo Universe"
"35505",2010-07-01,"2010","20-49 Units",2884,"Srms","Condo Universe"
"35505",2010-07-01,"2010","50-99 Units",3414,"Srms","Condo Universe"
"35505",2010-07-01,"2010","100+ Units",16117,"Srms","Condo Universe"
"35505",2010-07-01,"2010","Total",24206,"Srms","Condo Universe"
"35505",2011-07-01,"2011","3-19 Units",2026,"Srms","Condo Universe"
"35505",2011-07-01,"2011","20-49 Units",3024,"Srms","Condo Universe"
"35505",2011-07-01,"2011","50-99 Units",3579,"Srms","Condo Universe"
"35505",2011-07-01,"2011","100+ Units",17505,"Srms","Condo Universe"
"35505",2011-07-01,"2011","Total",26134,"Srms","Condo Universe"
"35505",2012-07-01,"2012","3-19 Units",1081,"Srms","Condo Universe"
"35505",2012-07-01,"2012","20-49 Units",3311,"Srms","Condo Universe"
"35505",2012-07-01,"2012","50-99 Units",3902,"Srms","Condo Universe"
"35505",2012-07-01,"2012","100+ Units",17922,"Srms","Condo Universe"
"35505",2012-07-01,"2012","Total",26216,"Srms","Condo Universe"
"35505",2013-07-01,"2013","3-19 Units",906,"Srms","Condo Universe"
"35505",2013-07-01,"2013","20-49 Units",3792,"Srms","Condo Universe"
"35505",2013-07-01,"2013","50-99 Units",4456,"Srms","Condo Universe"
"35505",2013-07-01,"2013","100+ Units",18690,"Srms","Condo Universe"
"35505",2013-07-01,"2013","Total",27844,"Srms","Condo Universe"
"35505",2014-07-01,"2014","3-19 Units",814,"Srms","Condo Universe"
"35505",2014-07-01,"2014","20-49 Units",4078,"Srms","Condo Universe"
"35505",2014-07-01,"2014","50-99 Units",5010,"Srms","Condo Universe"
"35505",2014-07-01,"2014","100+ Units",19696,"Srms","Condo Universe"
"35505",2014-07-01,"2014","Total",29598,"Srms","Condo Universe"
"35505",2015-07-01,"2015","3-19 Units",975,"Srms","Condo Universe"
"35505",2015-07-01,"2015","20-49 Units",4112,"Srms","Condo Universe"
"35505",2015-07-01,"2015","50-99 Units",5315,"Srms","Condo Universe"
"35505",2015-07-01,"2015","100+ Units",21614,"Srms","Condo Universe"
"35505",2015-07-01,"2015","Total",32016,"Srms","Condo Universe"
"35505",2016-07-01,"2016","3-19 Units",898,"Srms","Condo Universe"
"35505",2016-07-01,"2016","20-49 Units",4130,"Srms","Condo Universe"
"35505",2016-07-01,"2016","50-99 Units",5580,"Srms","Condo Universe"
"35505",2016-07-01,"2016","100+ Units",23001,"Srms","Condo Universe"
"35505",2016-07-01,"2016","Total",33609,"Srms","Condo Universe"
"35505",2017-07-01,"2017","3-19 Units",965,"Srms","Condo Universe"
"35505",2017-07-01,"2017","20-49 Units",4174,"Srms","Condo Universe"
"35505",2017-07-01,"2017","50-99 Units",5795,"Srms","Condo Universe"
"35505",2017-07-01,"2017","100+ Units",23100,"Srms","Condo Universe"
"35505",2017-07-01,"2017","Total",34034,"Srms","Condo Universe"
"35505",2018-07-01,"2018","3-19 Units",1178,"Srms","Condo Universe"
"35505",2018-07-01,"2018","20-49 Units",4213,"Srms","Condo Universe"
"35505",2018-07-01,"2018","50-99 Units",5876,"Srms","Condo Universe"
"35505",2018-07-01,"2018","100+ Units",23600,"Srms","Condo Universe"
"35505",2018-07-01,"2018","Total",34867,"Srms","Condo Universe"
"35505",2019-07-01,"2019","3-19 Units",1211,"Srms","Condo Universe"
"35505",2019-07-01,"2019","20-49 Units",4267,"Srms","Condo Universe"
"35505",2019-07-01,"2019","50-99 Units",6139,"Srms","Condo Universe"
"35505",2019-07-01,"2019","100+ Units",23835,"Srms","Condo Universe"
"35505",2019-07-01,"2019","Total",35452,"Srms","Condo Universe"
"35505",2020-07-01,"2020","3-19 Units",1286,"Srms","Condo Universe"
"35505",2020-07-01,"2020","20-49 Units",4529,"Srms","Condo Universe"
"35505",2020-07-01,"2020","50-99 Units",6043,"Srms","Condo Universe"
"35505",2020-07-01,"2020","100+ Units",24005,"Srms","Condo Universe"
"35505",2020-07-01,"2020","Total",35863,"Srms","Condo Universe"
"35505",2021-07-01,"2021","3-19 Units",1216,"Srms","Condo Universe"
"35505",2021-07-01,"2021","20-49 Units",4583,"Srms","Condo Universe"
"35505",2021-07-01,"2021","50-99 Units",6381,"Srms","Condo Universe"
"35505",2021-07-01,"2021","100+ Units",24173,"Srms","Condo Universe"
"35505",2021-07-01,"2021","Total",36353,"Srms","Condo Universe"
"35505",2022-07-01,"2022","3-19 Units",1291,"Srms","Condo Universe"
"35505",2022-07-01,"2022","20-49 Units",4560,"Srms","Condo Universe"
"35505",2022-07-01,"2022","50-99 Units",6534,"Srms","Condo Universe"
"35505",2022-07-01,"2022","100+ Units",24589,"Srms","Condo Universe"
"35505",2022-07-01,"2022","Total",36974,"Srms","Condo Universe"
"35505",2023-07-01,"2023","3-19 Units",1305,"Srms","Condo Universe"
"35505",2023-07-01,"2023","20-49 Units",4443,"Srms","Condo Universe"
"35505",2023-07-01,"2023","50-99 Units",6847,"Srms","Condo Universe"
