"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"48825",2018-07-01,"2018","100+ Units",43990,"Srms","Condo Universe"
"48825",2018-07-01,"2018","Total",65784,"Srms","Condo Universe"
"48825",2019-07-01,"2019","3-19 Units",3198,"Srms","Condo Universe"
"48825",2019-07-01,"2019","20-49 Units",9068,"Srms","Condo Universe"
"48825",2019-07-01,"2019","50-99 Units",10289,"Srms","Condo Universe"
"48825",2019-07-01,"2019","100+ Units",46239,"Srms","Condo Universe"
"48825",2019-07-01,"2019","Total",68794,"Srms","Condo Universe"
"48825",2020-07-01,"2020","3-19 Units",3221,"Srms","Condo Universe"
"48825",2020-07-01,"2020","20-49 Units",9061,"Srms","Condo Universe"
"48825",2020-07-01,"2020","50-99 Units",9994,"Srms","Condo Universe"
"48825",2020-07-01,"2020","100+ Units",49004,"Srms","Condo Universe"
"48825",2020-07-01,"2020","Total",71280,"Srms","Condo Universe"
"48825",2021-07-01,"2021","3-19 Units",3331,"Srms","Condo Universe"
"48825",2021-07-01,"2021","20-49 Units",9396,"Srms","Condo Universe"
"48825",2021-07-01,"2021","50-99 Units",10637,"Srms","Condo Universe"
"48825",2021-07-01,"2021","100+ Units",49815,"Srms","Condo Universe"
"48825",2021-07-01,"2021","Total",73179,"Srms","Condo Universe"
"48825",2022-07-01,"2022","3-19 Units",3344,"Srms","Condo Universe"
"48825",2022-07-01,"2022","20-49 Units",9702,"Srms","Condo Universe"
"48825",2022-07-01,"2022","50-99 Units",10816,"Srms","Condo Universe"
"48825",2022-07-01,"2022","100+ Units",51214,"Srms","Condo Universe"
"48825",2022-07-01,"2022","Total",75076,"Srms","Condo Universe"
"48825",2023-07-01,"2023","3-19 Units",3411,"Srms","Condo Universe"
"48825",2023-07-01,"2023","20-49 Units",9684,"Srms","Condo Universe"
"48825",2023-07-01,"2023","50-99 Units",10880,"Srms","Condo Universe"
"48825",2023-07-01,"2023","100+ Units",52556,"Srms","Condo Universe"
"48825",2023-07-01,"2023","Total",76531,"Srms","Condo Universe"
"48825",2024-07-01,"2024","3-19 Units",3471,"Srms","Condo Universe"
"48825",2024-07-01,"2024","20-49 Units",10148,"Srms","Condo Universe"
"48825",2024-07-01,"2024","50-99 Units",10970,"Srms","Condo Universe"
"48825",2024-07-01,"2024","100+ Units",54848,"Srms","Condo Universe"
"48825",2024-07-01,"2024","Total",79437,"Srms","Condo Universe"
"48825",2025-07-01,"2025","3-19 Units",3470,"Srms","Condo Universe"
"48825",2025-07-01,"2025","20-49 Units",10252,"Srms","Condo Universe"
"48825",2025-07-01,"2025","50-99 Units",11960,"Srms","Condo Universe"
"48825",2025-07-01,"2025","100+ Units",56402,"Srms","Condo Universe"
"48825",2025-07-01,"2025","Total",82084,"Srms","Condo Universe"
