"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"48835",2007-07-01,"2007","3-19 Units",1345,"Srms","Condo Universe"
"48835",2007-07-01,"2007","20-49 Units",5876,"Srms","Condo Universe"
"48835",2007-07-01,"2007","50-99 Units",9351,"Srms","Condo Universe"
"48835",2007-07-01,"2007","100+ Units",11532,"Srms","Condo Universe"
"48835",2007-07-01,"2007","Total",28104,"Srms","Condo Universe"
"48835",2008-07-01,"2008","3-19 Units",1522,"Srms","Condo Universe"
"48835",2008-07-01,"2008","20-49 Units",6920,"Srms","Condo Universe"
"48835",2008-07-01,"2008","50-99 Units",9428,"Srms","Condo Universe"
"48835",2008-07-01,"2008","100+ Units",14828,"Srms","Condo Universe"
"48835",2008-07-01,"2008","Total",32698,"Srms","Condo Universe"
"48835",2009-07-01,"2009","3-19 Units",1534,"Srms","Condo Universe"
"48835",2009-07-01,"2009","20-49 Units",6855,"Srms","Condo Universe"
"48835",2009-07-01,"2009","50-99 Units",11075,"Srms","Condo Universe"
"48835",2009-07-01,"2009","100+ Units",15333,"Srms","Condo Universe"
"48835",2009-07-01,"2009","Total",34797,"Srms","Condo Universe"
"48835",2010-07-01,"2010","3-19 Units",1521,"Srms","Condo Universe"
"48835",2010-07-01,"2010","20-49 Units",6986,"Srms","Condo Universe"
"48835",2010-07-01,"2010","50-99 Units",11047,"Srms","Condo Universe"
"48835",2010-07-01,"2010","100+ Units",19859,"Srms","Condo Universe"
"48835",2010-07-01,"2010","Total",39413,"Srms","Condo Universe"
"48835",2011-07-01,"2011","3-19 Units",1647,"Srms","Condo Universe"
"48835",2011-07-01,"2011","20-49 Units",7054,"Srms","Condo Universe"
"48835",2011-07-01,"2011","50-99 Units",11243,"Srms","Condo Universe"
"48835",2011-07-01,"2011","100+ Units",21239,"Srms","Condo Universe"
"48835",2011-07-01,"2011","Total",41183,"Srms","Condo Universe"
"48835",2012-07-01,"2012","3-19 Units",1556,"Srms","Condo Universe"
"48835",2012-07-01,"2012","20-49 Units",7021,"Srms","Condo Universe"
"48835",2012-07-01,"2012","50-99 Units",10967,"Srms","Condo Universe"
"48835",2012-07-01,"2012","100+ Units",21053,"Srms","Condo Universe"
"48835",2012-07-01,"2012","Total",40597,"Srms","Condo Universe"
"48835",2013-07-01,"2013","3-19 Units",1657,"Srms","Condo Universe"
"48835",2013-07-01,"2013","20-49 Units",7186,"Srms","Condo Universe"
"48835",2013-07-01,"2013","50-99 Units",11481,"Srms","Condo Universe"
"48835",2013-07-01,"2013","100+ Units",22128,"Srms","Condo Universe"
"48835",2013-07-01,"2013","Total",42452,"Srms","Condo Universe"
"48835",2014-07-01,"2014","3-19 Units",1718,"Srms","Condo Universe"
"48835",2014-07-01,"2014","20-49 Units",7205,"Srms","Condo Universe"
"48835",2014-07-01,"2014","50-99 Units",11702,"Srms","Condo Universe"
"48835",2014-07-01,"2014","100+ Units",23727,"Srms","Condo Universe"
"48835",2014-07-01,"2014","Total",44352,"Srms","Condo Universe"
"48835",2015-07-01,"2015","3-19 Units",1811,"Srms","Condo Universe"
"48835",2015-07-01,"2015","20-49 Units",7179,"Srms","Condo Universe"
"48835",2015-07-01,"2015","50-99 Units",12135,"Srms","Condo Universe"
"48835",2015-07-01,"2015","100+ Units",24850,"Srms","Condo Universe"
"48835",2015-07-01,"2015","Total",45975,"Srms","Condo Universe"
"48835",2016-07-01,"2016","3-19 Units",2099,"Srms","Condo Universe"
"48835",2016-07-01,"2016","20-49 Units",7522,"Srms","Condo Universe"
"48835",2016-07-01,"2016","50-99 Units",12398,"Srms","Condo Universe"
"48835",2016-07-01,"2016","100+ Units",27521,"Srms","Condo Universe"
"48835",2016-07-01,"2016","Total",49540,"Srms","Condo Universe"
"48835",2017-07-01,"2017","3-19 Units",2202,"Srms","Condo Universe"
"48835",2017-07-01,"2017","20-49 Units",8032,"Srms","Condo Universe"
"48835",2017-07-01,"2017","50-99 Units",12991,"Srms","Condo Universe"
"48835",2017-07-01,"2017","100+ Units",29768,"Srms","Condo Universe"
"48835",2017-07-01,"2017","Total",52993,"Srms","Condo Universe"
"48835",2018-07-01,"2018","3-19 Units",2105,"Srms","Condo Universe"
"48835",2018-07-01,"2018","20-49 Units",7948,"Srms","Condo Universe"
"48835",2018-07-01,"2018","50-99 Units",13221,"Srms","Condo Universe"
"48835",2018-07-01,"2018","100+ Units",30513,"Srms","Condo Universe"
"48835",2018-07-01,"2018","Total",53787,"Srms","Condo Universe"
"48835",2019-07-01,"2019","3-19 Units",2227,"Srms","Condo Universe"
"48835",2019-07-01,"2019","20-49 Units",7979,"Srms","Condo Universe"
"48835",2019-07-01,"2019","50-99 Units",13544,"Srms","Condo Universe"
"48835",2019-07-01,"2019","100+ Units",31642,"Srms","Condo Universe"
"48835",2019-07-01,"2019","Total",55392,"Srms","Condo Universe"
"48835",2020-07-01,"2020","3-19 Units",2258,"Srms","Condo Universe"
"48835",2020-07-01,"2020","20-49 Units",7956,"Srms","Condo Universe"
"48835",2020-07-01,"2020","50-99 Units",13652,"Srms","Condo Universe"
"48835",2020-07-01,"2020","100+ Units",31935,"Srms","Condo Universe"
"48835",2020-07-01,"2020","Total",55801,"Srms","Condo Universe"
"48835",2021-07-01,"2021","3-19 Units",2164,"Srms","Condo Universe"
"48835",2021-07-01,"2021","20-49 Units",7989,"Srms","Condo Universe"
"48835",2021-07-01,"2021","50-99 Units",13523,"Srms","Condo Universe"
"48835",2021-07-01,"2021","100+ Units",32981,"Srms","Condo Universe"
"48835",2021-07-01,"2021","Total",56657,"Srms","Condo Universe"
"48835",2022-07-01,"2022","3-19 Units",2139,"Srms","Condo Universe"
"48835",2022-07-01,"2022","20-49 Units",8116,"Srms","Condo Universe"
"48835",2022-07-01,"2022","50-99 Units",13712,"Srms","Condo Universe"
"48835",2022-07-01,"2022","100+ Units",33654,"Srms","Condo Universe"
"48835",2022-07-01,"2022","Total",57621,"Srms","Condo Universe"
"48835",2023-07-01,"2023","3-19 Units",2182,"Srms","Condo Universe"
"48835",2023-07-01,"2023","20-49 Units",8185,"Srms","Condo Universe"
"48835",2023-07-01,"2023","50-99 Units",13973,"Srms","Condo Universe"
"48835",2023-07-01,"2023","100+ Units",33568,"Srms","Condo Universe"
"48835",2023-07-01,"2023","Total",57908,"Srms","Condo Universe"
"48835",2024-07-01,"2024","3-19 Units",2146,"Srms","Condo Universe"
"48835",2024-07-01,"2024","20-49 Units",8125,"Srms","Condo Universe"
"48835",2024-07-01,"2024","50-99 Units",13973,"Srms","Condo Universe"
"48835",2024-07-01,"2024","100+ Units",33570,"Srms","Condo Universe"
"48835",2024-07-01,"2024","Total",57814,"Srms","Condo Universe"
"48835",2025-07-01,"2025","3-19 Units",2124,"Srms","Condo Universe"
"48835",2025-07-01,"2025","20-49 Units",8264,"Srms","Condo Universe"
"48835",2025-07-01,"2025","50-99 Units",13810,"Srms","Condo Universe"
"48835",2025-07-01,"2025","100+ Units",34136,"Srms","Condo Universe"
"48835",2025-07-01,"2025","Total",58334,"Srms","Condo Universe"
