"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"35537",2015-07-01,"2015","3-19 Units",426,"Srms","Condo Universe"
"35537",2015-07-01,"2015","20-49 Units",2580,"Srms","Condo Universe"
"35537",2015-07-01,"2015","50-99 Units",4043,"Srms","Condo Universe"
"35537",2015-07-01,"2015","100+ Units",8337,"Srms","Condo Universe"
"35537",2015-07-01,"2015","Total",15386,"Srms","Condo Universe"
"35537",2016-07-01,"2016","3-19 Units",386,"Srms","Condo Universe"
"35537",2016-07-01,"2016","20-49 Units",2643,"Srms","Condo Universe"
"35537",2016-07-01,"2016","50-99 Units",4267,"Srms","Condo Universe"
"35537",2016-07-01,"2016","100+ Units",8900,"Srms","Condo Universe"
"35537",2016-07-01,"2016","Total",16196,"Srms","Condo Universe"
"35537",2017-07-01,"2017","3-19 Units",410,"Srms","Condo Universe"
"35537",2017-07-01,"2017","20-49 Units",2721,"Srms","Condo Universe"
"35537",2017-07-01,"2017","50-99 Units",4354,"Srms","Condo Universe"
"35537",2017-07-01,"2017","100+ Units",8572,"Srms","Condo Universe"
"35537",2017-07-01,"2017","Total",16057,"Srms","Condo Universe"
"35537",2018-07-01,"2018","3-19 Units",401,"Srms","Condo Universe"
"35537",2018-07-01,"2018","20-49 Units",2828,"Srms","Condo Universe"
"35537",2018-07-01,"2018","50-99 Units",4152,"Srms","Condo Universe"
"35537",2018-07-01,"2018","100+ Units",8486,"Srms","Condo Universe"
"35537",2018-07-01,"2018","Total",15867,"Srms","Condo Universe"
"35537",2019-07-01,"2019","3-19 Units",411,"Srms","Condo Universe"
"35537",2019-07-01,"2019","20-49 Units",2919,"Srms","Condo Universe"
"35537",2019-07-01,"2019","50-99 Units",4468,"Srms","Condo Universe"
"35537",2019-07-01,"2019","100+ Units",8839,"Srms","Condo Universe"
"35537",2019-07-01,"2019","Total",16637,"Srms","Condo Universe"
"35537",2020-07-01,"2020","3-19 Units",365,"Srms","Condo Universe"
"35537",2020-07-01,"2020","20-49 Units",2969,"Srms","Condo Universe"
"35537",2020-07-01,"2020","50-99 Units",4207,"Srms","Condo Universe"
"35537",2020-07-01,"2020","100+ Units",9740,"Srms","Condo Universe"
"35537",2020-07-01,"2020","Total",17281,"Srms","Condo Universe"
"35537",2021-07-01,"2021","3-19 Units",365,"Srms","Condo Universe"
"35537",2021-07-01,"2021","20-49 Units",2957,"Srms","Condo Universe"
"35537",2021-07-01,"2021","50-99 Units",4406,"Srms","Condo Universe"
"35537",2021-07-01,"2021","100+ Units",10134,"Srms","Condo Universe"
"35537",2021-07-01,"2021","Total",17862,"Srms","Condo Universe"
"35537",2022-07-01,"2022","3-19 Units",374,"Srms","Condo Universe"
"35537",2022-07-01,"2022","20-49 Units",2939,"Srms","Condo Universe"
"35537",2022-07-01,"2022","50-99 Units",4408,"Srms","Condo Universe"
"35537",2022-07-01,"2022","100+ Units",10405,"Srms","Condo Universe"
"35537",2022-07-01,"2022","Total",18126,"Srms","Condo Universe"
"35537",2023-07-01,"2023","3-19 Units",379,"Srms","Condo Universe"
"35537",2023-07-01,"2023","20-49 Units",2979,"Srms","Condo Universe"
"35537",2023-07-01,"2023","50-99 Units",4854,"Srms","Condo Universe"
"35537",2023-07-01,"2023","100+ Units",12405,"Srms","Condo Universe"
"35537",2023-07-01,"2023","Total",20617,"Srms","Condo Universe"
"35537",2024-07-01,"2024","3-19 Units",369,"Srms","Condo Universe"
"35537",2024-07-01,"2024","20-49 Units",3017,"Srms","Condo Universe"
"35537",2024-07-01,"2024","50-99 Units",4797,"Srms","Condo Universe"
"35537",2024-07-01,"2024","100+ Units",14262,"Srms","Condo Universe"
"35537",2024-07-01,"2024","Total",22445,"Srms","Condo Universe"
"35537",2025-07-01,"2025","3-19 Units",364,"Srms","Condo Universe"
"35537",2025-07-01,"2025","20-49 Units",2973,"Srms","Condo Universe"
"35537",2025-07-01,"2025","50-99 Units",4933,"Srms","Condo Universe"
"35537",2025-07-01,"2025","100+ Units",14578,"Srms","Condo Universe"
"35537",2025-07-01,"2025","Total",22848,"Srms","Condo Universe"
