"Regina — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"78,000","100,000","110,000","130,000","105,000","105,758",42,
1990 February,"75,000","99,000","110,000","128,000","105,000","101,776",41,
1990 March,"80,000","100,000","107,000","130,000","105,000","105,067",38,
1990 April,"89,000","100,000","114,000","130,000","105,000","108,374",32,
1990 May,"92,000","100,000","115,000","131,000","105,000","110,490",33,
1990 June,"95,000","103,000","120,000","135,000","112,500","114,804",38,
1990 July,"95,000","100,000","120,000","135,000","110,000","113,453",29,
1990 August,"96,000","110,000","123,000","138,000","120,000","118,198",25,
1990 September,"95,000","112,000","124,000","140,000","120,000","122,091",27,
1990 October,"95,000","110,000","125,000","140,000","120,000","123,141",29,
1990 November,"95,000","120,000","138,000","157,000","125,000","128,962",32,
1990 December,"95,000","120,000","140,000","160,000","130,000","131,269",30,
1991 January,"95,000","128,000","150,000","171,000","140,000","137,437",26,
1991 February,"96,000","134,000","150,000","160,000","140,000","138,250",25,
1991 March,"96,000","134,000","150,000","160,000","140,000","138,250",25,
1991 April,"98,000","140,000","150,000","160,000","142,500","139,284",22,
1991 May,"102,000","134,000","150,000","160,000","147,500","140,863",20,
1991 June,"100,000","130,000","150,000","160,000","140,000","137,748",19,
1991 July,"104,000","136,000","150,000","164,000","145,000","142,248",17,
1991 August,"120,000","135,000","150,000","162,000","142,500","151,256",28,
1991 September,"120,000","135,000","150,000","160,000","140,000","149,176",29,
1991 October,"110,000","135,000","145,000","160,000","137,500","143,556",32,
1991 November,"90,000","133,000","145,000","160,000","135,000","137,002",28,
1991 December,"85,000","95,000","142,000","151,000","135,000","131,931",23,
1992 January,"85,000","95,000","136,000","150,000","105,000","127,925",21,
1992 February,"85,000","95,000","142,000","151,000","127,500","133,580",18,
1992 March,"85,000","94,000","141,000","150,000","127,500","134,590",16,
1992 April,"89,000","113,000","142,000","171,000","125,000","140,764",13,
1992 May,"90,000","95,000","130,000","150,000","125,000","136,536",14,
1992 June,"112,000","134,000","148,000","165,000","142,500","148,634",20,
1992 July,"116,000","142,000","153,000","164,000","147,500","146,905",30,
1992 August,"120,000","145,000","155,000","165,000","150,000","151,199",29,
1992 September,"132,000","154,000","165,000","216,000","160,000","170,504",36,
1992 October,"120,000","148,000","162,000","212,000","160,000","165,474",33,
1992 November,"130,000","155,000","170,000","200,000","160,000","166,080",39,
1992 December,"130,000","155,000","170,000","200,000","160,000","166,080",39,
1993 January,"130,000","150,000","162,000","188,000","160,000","164,258",38,
1993 February,"130,000","150,000","160,000","185,000","150,000","158,255",39,
1993 March,"130,000","147,000","160,000","182,000","150,000","156,430",35,
1993 April,"130,000","150,000","160,000","185,000","155,000","156,140",28,
1993 May,"132,000","144,000","160,000","179,000","155,000","154,458",26,
1993 June,"131,000","147,000","160,000","182,000","155,000","155,236",25,
1993 July,"130,000","140,000","160,000","170,000","150,000","151,307",29,
1993 August,"112,000","139,000","151,000","177,000","142,500","145,978",36,
1993 September,"120,000","145,000","165,000","190,000","155,000","160,626",59,
1993 October,"135,000","150,000","170,000","190,000","160,000","162,943",69,
1993 November,"131,000","152,000","168,000","190,000","160,000","162,874",65,
1993 December,"129,000","150,000","165,000","190,000","160,000","161,377",63,
1994 January,"126,000","152,000","168,000","190,000","160,000","162,368",65,
1994 February,"133,000","155,000","169,000","192,000","160,000","164,015",62,
1994 March,"135,000","154,000","171,000","195,000","160,000","165,637",66,
1994 April,"140,000","160,000","186,000","219,000","170,000","178,303",55,
1994 May,"135,000","155,000","191,000","228,000","170,000","180,042",51,
1994 June,"135,000","150,000","184,000","220,000","155,000","173,567",53,
1994 July,"135,000","150,000","195,000","223,000","180,000","176,678",41,
1994 August,"135,000","155,000","195,000","225,000","180,000","178,899",39,
1994 September,"132,000","150,000","191,000","223,000","172,500","176,539",46,
1994 October,"140,000","150,000","195,000","225,000","175,000","178,939",44,
1994 November,"127,000","150,000","191,000","226,000","165,000","175,098",46,
1994 December,"125,000","150,000","180,000","220,000","165,000","174,171",35,
1995 January,"125,000","150,000","165,000","218,000","155,000","173,779",41,
1995 February,"125,000","150,000","155,000","195,000","150,000","162,943",39,
1995 March,"125,000","147,000","155,000","195,000","150,000","162,279",40,
1995 April,"125,000","145,000","155,000","180,000","150,000","157,566",39,
1995 May,"115,000","145,000","155,000","186,000","150,000","151,195",37,
1995 June,"109,000","139,000","151,000","174,000","150,000","142,957",41,
1995 July,"117,000","144,000","156,000","183,000","150,000","148,727",51,
