"Winnipeg — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"95,000","115,000","130,000","150,000","122,500","124,397",174,
1990 February,"95,000","115,000","130,000","150,000","125,000","125,211",168,
1990 March,"95,000","120,000","135,000","150,000","130,000","127,732",163,
1990 April,"95,000","120,000","135,000","150,000","127,500","127,458",150,
1990 May,"100,000","125,000","140,000","160,000","130,000","133,909",142,
1990 June,"108,000","125,000","139,000","162,000","130,000","137,113",132,
1990 July,"100,000","120,000","134,000","160,000","125,000","131,956",157,
1990 August,"100,000","120,000","130,000","160,000","125,000","130,316",172,
1990 September,"100,000","123,000","137,000","160,000","130,000","132,173",168,
1990 October,"95,000","115,000","136,000","160,000","125,000","131,477",181,
1990 November,"100,000","120,000","140,000","160,000","125,000","131,551",154,
1990 December,"100,000","115,000","135,000","160,000","125,000","130,188",144,
1991 January,"97,000","115,000","135,000","160,000","125,000","131,146",136,
1991 February,"95,000","115,000","135,000","160,000","122,500","130,489",136,
1991 March,"99,000","115,000","135,000","160,000","122,500","132,526",128,
1991 April,"100,000","115,000","135,000","160,000","125,000","131,560",115,
1991 May,"100,000","115,000","130,000","160,000","125,000","131,776",120,
1991 June,"100,000","115,000","130,000","160,000","125,000","131,836",98,
1991 July,"100,000","115,000","130,000","160,000","125,000","128,930",106,
1991 August,"98,000","115,000","125,000","155,000","122,500","126,572",112,
1991 September,"100,000","120,000","150,000","180,000","130,000","140,319",137,
1991 October,"100,000","125,000","145,000","172,000","135,000","140,453",132,
1991 November,"95,000","120,000","142,000","166,000","125,000","136,276",133,
1991 December,"96,000","120,000","138,000","165,000","125,000","134,941",131,
1992 January,"95,000","120,000","135,000","161,000","125,000","133,143",119,
1992 February,"95,000","115,000","130,000","160,000","120,000","131,074",116,
1992 March,"95,000","115,000","135,000","160,000","120,000","132,188",126,
1992 April,"99,000","118,000","140,000","160,000","120,000","133,911",109,
1992 May,"95,000","115,000","130,000","155,000","120,000","129,726",120,
1992 June,"86,000","110,000","128,000","155,000","120,000","125,820",116,
1992 July,"90,000","112,000","133,000","164,000","120,000","128,491",111,
1992 August,"90,000","115,000","150,000","170,000","125,000","132,434",115,
1992 September,"95,000","120,000","150,000","170,000","135,000","137,456",128,
1992 October,"102,000","120,000","150,000","170,000","130,000","137,069",152,
1992 November,"100,000","121,000","145,000","165,000","130,000","135,362",148,
1992 December,"100,000","125,000","145,000","165,000","135,000","136,128",131,
1993 January,"104,000","125,000","147,000","165,000","135,000","137,369",130,
1993 February,"100,000","125,000","143,000","160,000","130,000","135,212",147,
1993 March,"95,000","123,000","140,000","160,000","130,000","134,082",145,
1993 April,"95,000","120,000","140,000","160,000","125,000","133,278",130,
1993 May,"104,000","124,000","141,000","165,000","130,000","136,060",123,
1993 June,"115,000","130,000","155,000","180,000","145,000","146,635",161,
1993 July,"115,000","130,000","155,000","180,000","147,500","147,430",166,
1993 August,"115,000","125,000","150,000","180,000","137,500","142,899",164,
1993 September,"115,000","125,000","146,000","170,000","135,000","141,359",158,
1993 October,"115,000","130,000","150,000","175,000","140,000","143,228",171,
1993 November,"120,000","130,000","150,000","170,000","140,000","141,916",189,
1993 December,"115,000","128,000","150,000","165,000","135,000","138,501",215,
1994 January,"115,000","130,000","150,000","165,000","140,000","138,491",209,
1994 February,"115,000","128,000","150,000","165,000","140,000","138,794",200,
1994 March,"120,000","125,000","148,000","165,000","135,000","139,246",187,
1994 April,"120,000","130,000","150,000","165,000","140,000","139,638",171,
1994 May,"120,000","130,000","147,000","165,000","135,000","138,986",163,
1994 June,"115,000","125,000","145,000","165,000","135,000","136,721",155,
1994 July,"115,000","125,000","138,000","164,000","130,000","133,389",152,
1994 August,"120,000","130,000","145,000","165,000","135,000","137,035",162,
1994 September,"120,000","135,000","150,000","170,000","140,000","142,016",190,
1994 October,"120,000","135,000","150,000","165,000","140,000","141,552",218,
1994 November,"120,000","130,000","150,000","165,000","140,000","141,140",241,
1994 December,"120,000","130,000","150,000","165,000","135,000","140,277",231,
1995 January,"120,000","130,000","150,000","166,000","135,000","139,227",220,
1995 February,"115,000","130,000","150,000","170,000","135,000","139,372",208,
1995 March,"115,000","130,000","150,000","170,000","135,000","139,277",212,
1995 April,"120,000","130,000","150,000","170,000","135,000","139,056",207,
1995 May,"120,000","130,000","150,000","170,000","135,000","148,089",276,
1995 June,"120,000","130,000","150,000","170,000","135,000","148,664",306,
1995 July,"110,000","125,000","144,000","165,000","130,000","141,102",324,
1995 August,"110,000","125,000","140,000","165,000","130,000","141,103",326,
1995 September,"110,000","125,000","145,000","170,000","135,000","143,747",336,
1995 October,"115,000","125,000","145,000","170,000","135,000","142,883",288,
1995 November,"115,000","125,000","145,000","170,000","132,500","143,223",273,
1995 December,"115,000","125,000","145,000","170,000","130,000","143,849",253,
1996 January,"115,000","125,000","140,000","165,000","130,000","142,622",243,
1996 February,"110,000","125,000","140,000","165,000","130,000","142,966",221,
1996 March,"110,000","125,000","145,000","170,000","130,000","143,369",215,
1996 April,"110,000","125,000","145,000","170,000","135,000","144,733",215,
1996 May,"115,000","130,000","150,000","170,000","135,000","146,689",203,
1996 June,"120,000","130,000","150,000","175,000","142,500","149,592",205,
1996 July,"120,000","134,000","150,000","170,000","140,000","147,207",168,
1996 August,"120,000","131,000","150,000","170,000","140,000","147,776",154,
1996 September,"115,000","130,000","150,000","170,000","140,000","144,813",155,
1996 October,"111,000","130,000","145,000","169,000","135,000","142,837",147,
1996 November,"114,000","130,000","145,000","166,000","135,000","143,871",130,
1996 December,"113,000","130,000","150,000","167,000","135,000","143,429",119,
1997 January,"110,000","129,000","155,000","170,000","135,000","144,121",108,
1997 February,"110,000","125,000","146,000","165,000","135,000","137,914",98,
1997 March,"115,000","130,000","155,000","187,000","150,000","152,475",157,
1997 April,"115,000","130,000","156,000","180,000","140,000","151,435",150,
1997 May,"115,000","130,000","160,000","180,000","140,000","149,338",151,
1997 June,"113,000","130,000","155,000","175,000","137,500","145,982",124,
1997 July,"115,000","130,000","155,000","176,000","145,000","146,580",135,
1997 August,"115,000","130,000","150,000","170,000","145,000","144,870",156,
1997 September,"115,000","135,000","150,000","173,000","145,000","146,945",191,
1997 October,"115,000","136,000","150,000","170,000","145,000","145,626",210,
1997 November,"115,000","135,000","150,000","170,000","145,000","146,110",200,
1997 December,"116,000","135,000","150,000","175,000","145,000","147,352",152,
1998 January,"120,000","135,000","146,000","175,000","145,000","148,115",155,
1998 February,"120,000","135,000","150,000","180,000","145,000","149,072",155,
1998 March,"120,000","140,000","150,000","177,000","145,000","150,590",180,
1998 April,"125,000","140,000","155,000","180,000","145,000","151,576",200,
1998 May,"125,000","140,000","155,000","185,000","150,000","153,453",199,
1998 June,"125,000","145,000","160,000","185,000","150,000","158,559",182,
1998 July,"125,000","145,000","160,000","187,000","150,000","158,392",181,
1998 August,"125,000","140,000","155,000","180,000","150,000","156,680",187,
1998 September,"125,000","140,000","155,000","185,000","150,000","156,327",200,
1998 October,"129,000","145,000","155,000","180,000","150,000","156,583",188,
1998 November,"130,000","145,000","159,000","180,000","150,000","157,200",192,
1998 December,"130,000","145,000","160,000","185,000","150,000","158,945",164,
1999 January,"130,000","145,000","160,000","180,000","150,000","158,202",175,
1999 February,"130,000","145,000","160,000","180,000","150,000","158,671",162,
1999 March,"130,000","148,000","160,000","185,000","150,000","160,632",153,
1999 April,"130,000","145,000","160,000","190,000","150,000","162,124",144,
1999 May,"130,000","145,000","155,000","194,000","150,000","162,581",143,
1999 June,"130,000","140,000","155,000","190,000","150,000","162,126",120,
1999 July,"130,000","140,000","153,000","188,000","150,000","159,456",118,
1999 August,"130,000","140,000","155,000","190,000","150,000","161,385",106,
1999 September,"130,000","150,000","170,000","202,000","160,000","175,251",133,
1999 October,"130,000","150,000","170,000","195,000","160,000","172,895",146,
1999 November,"135,000","150,000","170,000","205,000","165,000","175,762",146,
1999 December,"135,000","150,000","170,000","201,000","165,000","172,346",143,
2000 January,"135,000","150,000","170,000","195,000","160,000","172,958",131,
2000 February,"135,000","150,000","170,000","195,000","160,000","173,917",139,
2000 March,"135,000","150,000","170,000","190,000","160,000","170,437",141,
2000 April,"135,000","150,000","170,000","191,000","160,000","170,895",134,
2000 May,"135,000","155,000","175,000","200,000","170,000","173,009",142,
2000 June,"141,000","160,000","175,000","200,000","170,000","173,059",137,
2000 July,"135,000","155,000","175,000","193,000","170,000","171,686",150,
2000 August,"140,000","160,000","180,000","205,000","170,000","172,256",152,
2000 September,"145,000","169,000","185,000","210,000","175,000","186,156",173,
2000 October,"150,000","170,000","190,000","210,000","175,000","185,982",187,
2000 November,"150,000","170,000","185,000","210,000","175,000","187,668",194,
2000 December,"145,000","170,000","185,000","225,000","175,000","193,456",199,
2001 January,"145,000","170,000","182,000","215,000","170,000","189,153",172,
2001 February,"145,000","170,000","180,000","210,000","170,000","188,375",165,
2001 March,"145,000","165,000","185,000","215,000","170,000","186,998",191,
2001 April,"145,000","170,000","185,000","215,000","175,000","187,244",178,
2001 May,"145,000","165,000","185,000","214,000","170,000","190,161",190,
2001 June,"145,000","165,000","190,000","252,000","175,000","199,853",173,
2001 July,"140,000","165,000","185,000","240,000","175,000","193,809",155,
2001 August,"145,000","165,000","185,000","252,000","172,500","196,801",129,
2001 September,"140,000","169,000","195,000","270,000","180,000","201,048",150,
2001 October,"149,000","175,000","190,000","262,000","180,000","202,122",167,
2001 November,"145,000","175,000","190,000","210,000","180,000","191,236",169,
2001 December,"150,000","175,000","195,000","226,000","187,500","196,225",157,
2002 January,"153,000","175,000","195,000","214,000","187,500","194,877",131,
2002 February,"154,000","175,000","195,000","210,000","190,000","195,971",125,
2002 March,"155,000","180,000","195,000","225,000","190,000","200,991",116,
2002 April,"160,000","185,000","200,000","238,000","190,000","208,287",113,
2002 May,"155,000","175,000","196,000","225,000","185,000","200,240",144,
2002 June,"155,000","175,000","195,000","240,000","180,000","201,346",231,
2002 July,"150,000","175,000","200,000","225,000","190,000","194,143",127,
2002 August,"155,000","180,000","202,000","250,000","190,000","207,766",106,
2002 September,"160,000","182,000","210,000","263,000","195,000","214,739",135,
2002 October,"164,000","183,000","205,000","251,000","190,000","217,016",147,
2002 November,"160,000","188,000","205,000","276,000","195,000","217,922",131,
2002 December,"166,000","195,000","223,000","289,000","205,000","231,956",94,
2003 January,"170,000","190,000","210,000","280,000","200,000","227,080",92,
2003 February,"170,000","192,000","210,000","279,000","200,000","227,112",92,
2003 March,"170,000","190,000","210,000","281,000","200,000","226,148",96,
2003 April,"160,000","190,000","210,000","281,000","200,000","223,130",111,
2003 May,"160,000","180,000","210,000","280,000","195,000","223,312",127,
2003 June,"165,000","186,000","210,000","262,000","195,000","216,672",142,
2003 July,"175,000","190,000","220,000","256,000","200,000","229,798",143,
2003 August,"175,000","190,000","220,000","280,000","195,000","234,860",138,
2003 September,"175,000","190,000","220,000","264,000","205,000","232,374",173,
2003 October,"175,000","190,000","220,000","275,000","210,000","237,279",180,
2003 November,"175,000","200,000","234,000","297,000","215,000","244,867",174,
2003 December,"160,000","190,000","225,000","285,000","205,000","239,826",133,
2004 January,"177,000","200,000","235,000","298,000","210,000","256,484",117,
2004 February,"180,000","199,000","226,000","290,000","210,000","253,179",97,
2004 March,"180,000","205,000","237,000","318,000","215,000","251,947",89,
2004 April,"185,000","207,000","235,000","327,000","220,000","250,182",101,
2004 May,"184,000","200,000","232,000","311,000","210,000","246,089",119,
2004 June,"182,000","205,000","241,000","330,000","220,000","252,222",134,
2004 July,"185,000","210,000","243,000","319,000","220,000","250,195",142,
2004 August,"175,000","210,000","261,000","320,000","235,000","250,556",144,
2004 September,"185,000","215,000","251,000","333,000","240,000","262,090",166,
2004 October,"185,000","210,000","257,000","336,000","230,000","259,131",179,
2004 November,"185,000","215,000","265,000","360,000","235,000","268,248",194,
2004 December,"180,000","215,000","260,000","355,000","235,000","259,189",183,
2005 January,"185,000","215,000","257,000","340,000","230,000","251,590",167,
2005 February,"175,000","200,000","245,000","325,000","220,000","248,707",161,
2005 March,"176,000","210,000","255,000","334,000","225,000","249,043",157,
2005 April,"174,000","213,000","255,000","331,000","230,000","254,251",156,
2005 May,"175,000","210,000","248,000","315,000","225,000","253,140",194,
2005 June,"180,000","209,000","245,000","320,000","225,000","254,530",185,
2005 July,"185,000","215,000","255,000","338,000","235,000","258,681",179,
2005 August,"182,000","215,000","255,000","320,000","230,000","256,819",163,
2005 September,"190,000","230,000","261,000","323,000","245,000","265,569",166,
2005 October,"185,000","215,000","255,000","315,000","240,000","255,454",204,
2005 November,"190,000","220,000","255,000","320,000","240,000","261,335",224,
2005 December,"185,000","220,000","255,000","330,000","240,000","261,904",186,
2006 January,"180,000","220,000","260,000","350,000","240,000","263,457",158,
2006 February,"180,000","221,000","260,000","332,000","240,000","259,781",151,
2006 March,"190,000","225,000","260,000","335,000","240,000","265,371",148,
2006 April,"188,000","225,000","260,000","337,000","235,000","261,125",145,
2006 May,"190,000","225,000","260,000","341,000","240,000","263,308",196,
2006 June,"190,000","225,000","280,000","350,000","245,000","270,873",229,
2006 July,"200,000","244,000","290,000","358,000","265,000","283,791",217,
2006 August,"200,000","245,000","290,000","350,000","270,000","279,479",238,
2006 September,"198,000","241,000","285,000","350,000","267,500","282,103",248,
2006 October,"200,000","255,000","285,000","378,000","270,000","287,872",245,
2006 November,"205,000","253,000","287,000","381,000","270,000","295,038",237,
2006 December,"205,000","255,000","290,000","396,000","275,000","298,706",203,
2007 January,"203,000","255,000","290,000","380,000","275,000","297,184",198,
2007 February,"200,000","255,000","290,000","381,000","275,000","293,544",185,
2007 March,"205,000","255,000","290,000","382,000","275,000","299,869",179,
2007 April,"211,000","255,000","285,000","340,000","275,000","288,305",173,
2007 May,"218,000","261,000","295,000","375,000","285,000","298,084",222,
2007 June,"215,000","257,000","293,000","354,000","275,000","290,315",232,
2007 July,"225,000","268,000","300,000","361,000","285,000","293,732",233,
2007 August,"235,000","280,000","308,000","373,000","290,000","308,497",238,
2007 September,"246,000","285,000","325,000","384,000","300,000","328,138",229,
2007 October,"250,000","285,000","325,000","390,000","300,000","334,928",255,
