"Kelowna — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"90,000","100,000","115,000","140,000","110,000","121,009",56,
1990 February,"90,000","103,000","117,000","142,000","110,000","127,094",48,
1990 March,"80,000","98,000","134,000","160,000","115,000","131,955",53,
1990 April,"91,000","130,000","155,000","178,000","150,000","145,880",65,
1990 May,"120,000","140,000","155,000","180,000","145,000","153,209",67,
1990 June,"123,000","141,000","155,000","180,000","150,000","148,200",62,
1990 July,"120,000","135,000","150,000","170,000","145,000","146,355",75,
1990 August,"119,000","130,000","150,000","182,000","145,000","151,584",103,
1990 September,"120,000","140,000","157,000","180,000","145,000","153,091",108,
1990 October,"120,000","140,000","160,000","184,000","150,000","155,090",115,
1990 November,"122,000","144,000","165,000","190,000","150,000","157,945",116,
1990 December,"125,000","140,000","155,000","182,000","145,000","153,705",92,
1991 January,"120,000","135,000","155,000","180,000","145,000","150,065",113,
1991 February,"120,000","130,000","150,000","180,000","140,000","150,580",116,
1991 March,"115,000","135,000","150,000","180,000","140,000","150,574",104,
1991 April,"125,000","140,000","155,000","180,000","145,000","151,463",96,
1991 May,"125,000","140,000","152,000","180,000","145,000","156,588",93,
1991 June,"125,000","140,000","155,000","180,000","150,000","155,905",87,
1991 July,"130,000","140,000","152,000","180,000","145,000","155,031",78,
1991 August,"125,000","135,000","150,000","180,000","145,000","154,609",84,
1991 September,"130,000","140,000","160,000","186,000","150,000","159,473",78,
1991 October,"125,000","142,000","160,000","200,000","150,000","159,815",110,
1991 November,"130,000","145,000","160,000","180,000","150,000","157,086",99,
1991 December,"125,000","145,000","155,000","180,000","150,000","155,195",94,
1992 January,"128,000","141,000","155,000","175,000","150,000","154,540",92,
1992 February,"130,000","145,000","155,000","175,000","150,000","158,792",90,
1992 March,"130,000","145,000","159,000","175,000","150,000","155,622",102,
1992 April,"140,000","157,000","170,000","184,000","160,000","165,098",115,
1992 May,"140,000","160,000","170,000","205,000","165,000","171,490",117,
1992 June,"140,000","155,000","170,000","212,000","165,000","172,366",102,
1992 July,"146,000","160,000","190,000","225,000","170,000","185,351",80,
1992 August,"155,000","165,000","190,000","225,000","170,000","186,682",74,
1992 September,"148,000","165,000","194,000","222,000","175,000","185,417",72,
1992 October,"149,000","165,000","175,000","215,000","170,000","180,143",88,
1992 November,"150,000","165,000","185,000","225,000","175,000","186,541",86,
1992 December,"150,000","165,000","183,000","219,000","175,000","182,613",85,
1993 January,"148,000","165,000","185,000","219,000","175,000","183,696",77,
1993 February,"150,000","165,000","180,000","215,000","175,000","181,389",79,
1993 March,"150,000","165,000","180,000","210,000","175,000","179,544",72,
1993 April,"150,000","165,000","180,000","205,000","175,000","178,059",79,
1993 May,"155,000","175,000","185,000","215,000","180,000","187,139",99,
1993 June,"160,000","175,000","185,000","225,000","185,000","197,852",113,
1993 July,"158,000","170,000","185,000","220,000","180,000","195,278",127,
1993 August,"155,000","170,000","185,000","215,000","175,000","193,913",135,
1993 September,"155,000","175,000","185,000","224,000","180,000","195,726",145,
1993 October,"162,000","175,000","185,000","225,000","180,000","198,775",161,
1993 November,"162,000","175,000","190,000","225,000","185,000","200,444",181,
1993 December,"160,000","175,000","190,000","235,000","185,000","202,442",175,
1994 January,"155,000","175,000","190,000","225,000","185,000","199,040",166,
1994 February,"155,000","175,000","190,000","235,000","185,000","203,554",153,
1994 March,"155,000","180,000","190,000","248,000","185,000","207,043",135,
1994 April,"155,000","175,000","190,000","240,000","185,000","205,342",144,
1994 May,"160,000","175,000","195,000","235,000","185,000","206,049",149,
1994 June,"156,000","175,000","198,000","230,000","185,000","205,985",155,
1994 July,"155,000","175,000","195,000","240,000","185,000","206,982",154,
1994 August,"155,000","175,000","193,000","244,000","185,000","207,011",160,
1994 September,"160,000","175,000","205,000","245,000","185,000","209,063",173,
1994 October,"159,000","175,000","202,000","245,000","185,000","209,440",168,
1994 November,"160,000","175,000","205,000","250,000","185,000","209,695",174,
1994 December,"157,000","175,000","206,000","250,000","185,000","209,991",161,
1995 January,"155,000","175,000","210,000","254,000","190,000","213,873",152,
1995 February,"155,000","175,000","210,000","245,000","190,000","211,327",144,
1995 March,"155,000","175,000","210,000","245,000","185,000","210,821",133,
1995 April,"160,000","175,000","215,000","241,000","187,500","208,952",118,
1995 May,"160,000","175,000","195,000","235,000","180,000","201,785",129,
1995 June,"160,000","175,000","215,000","275,000","190,000","218,697",111,
1995 July,"160,000","175,000","215,000","271,000","190,000","217,307",106,
1995 August,"160,000","175,000","215,000","273,000","187,500","216,718",110,
1995 September,"160,000","173,000","212,000","275,000","185,000","218,688",93,
1995 October,"160,000","170,000","216,000","276,000","180,000","222,259",88,
1995 November,"155,000","170,000","210,000","285,000","180,000","223,162",76,
1995 December,"150,000","170,000","213,000","278,000","180,000","220,437",76,
1996 January,"150,000","170,000","210,000","275,000","180,000","218,427",74,
1996 February,"150,000","175,000","220,000","280,000","180,000","221,791",69,
1996 March,"150,000","175,000","210,000","280,000","180,000","220,759",64,
1996 April,"150,000","170,000","189,000","275,000","180,000","214,045",67,
1996 May,"143,000","165,000","190,000","267,000","180,000","208,794",72,
1996 June,"146,000","160,000","185,000","254,000","177,500","203,198",80,
1996 July,"150,000","165,000","185,000","261,000","177,500","206,245",78,
1996 August,"150,000","165,000","210,000","270,000","180,000","220,053",79,
1996 September,"155,000","165,000","207,000","265,000","180,000","216,384",77,
1996 October,"160,000","180,000","220,000","265,000","190,000","218,001",74,
1996 November,"158,000","176,000","215,000","259,000","187,500","214,524",82,
1996 December,"155,000","177,000","215,000","265,000","190,000","214,959",75,
1997 January,"160,000","190,000","225,000","275,000","210,000","224,913",64,
1997 February,"170,000","210,000","243,000","285,000","225,000","236,448",60,
1997 March,"169,000","210,000","242,000","285,000","222,500","235,326",58,
1997 April,"170,000","215,000","250,000","305,000","225,000","245,491",69,
1997 May,"165,000","199,000","250,000","290,000","222,500","237,629",80,
1997 June,"164,000","190,000","230,000","285,000","212,500","229,127",88,
1997 July,"160,000","175,000","216,000","285,000","205,000","222,949",86,
1997 August,"165,000","175,000","214,000","271,000","190,000","216,715",97,
1997 September,"160,000","175,000","210,000","265,000","185,000","214,715",94,
1997 October,"160,000","171,000","210,000","267,000","185,000","214,816",92,
1997 November,"165,000","175,000","215,000","275,000","197,500","219,688",86,
1997 December,"160,000","175,000","210,000","255,000","185,000","210,492",89,
1998 January,"165,000","185,000","218,000","275,000","205,000","221,574",85,
1998 February,"165,000","180,000","220,000","275,000","205,000","222,602",81,
1998 March,"165,000","175,000","215,000","268,000","190,000","215,751",81,
1998 April,"165,000","180,000","207,000","257,000","190,000","214,229",93,
1998 May,"167,000","184,000","205,000","253,000","190,000","213,210",96,
1998 June,"170,000","190,000","210,000","268,000","195,000","220,424",95,
1998 July,"170,000","190,000","215,000","271,000","195,000","222,003",93,
1998 August,"170,000","190,000","215,000","273,000","195,000","221,300",86,
1998 September,"171,000","190,000","215,000","274,000","195,000","223,639",85,
1998 October,"165,000","188,000","210,000","263,000","195,000","219,406",93,
1998 November,"170,000","195,000","220,000","275,000","210,000","226,885",89,
1998 December,"170,000","190,000","215,000","250,000","200,000","220,566",86,
1999 January,"172,000","194,000","215,000","250,000","205,000","222,008",76,
1999 February,"167,000","185,000","215,000","256,000","197,500","218,917",76,
1999 March,"165,000","185,000","215,000","250,000","205,000","218,584",74,
1999 April,"170,000","190,000","220,000","263,000","210,000","226,507",83,
1999 May,"170,000","190,000","220,000","260,000","210,000","225,295",80,
1999 June,"170,000","190,000","215,000","266,000","205,000","221,101",72,
1999 July,"159,000","188,000","215,000","246,000","200,000","215,161",83,
1999 August,"167,000","194,000","220,000","253,000","210,000","216,500",86,
1999 September,"170,000","192,000","220,000","272,000","210,000","224,775",80,
1999 October,"171,000","195,000","220,000","270,000","210,000","225,840",75,
1999 November,"175,000","200,000","220,000","270,000","215,000","224,533",88,
1999 December,"175,000","200,000","220,000","250,000","210,000","219,354",83,
2000 January,"175,000","205,000","225,000","270,000","215,000","222,915",66,
2000 February,"175,000","200,000","225,000","270,000","215,000","221,312",59,
2000 March,"175,000","195,000","225,000","275,000","215,000","224,656",54,
2000 April,"181,000","212,000","230,000","266,000","220,000","229,684",75,
2000 May,"180,000","210,000","230,000","275,000","220,000","229,359",87,
2000 June,"180,000","209,000","230,000","271,000","220,000","231,213",91,
2000 July,"180,000","210,000","230,000","267,000","220,000","230,478",78,
2000 August,"180,000","210,000","230,000","270,000","220,000","229,997",69,
2000 September,"180,000","220,000","230,000","272,000","225,000","232,370",67,
2000 October,"180,000","210,000","231,000","273,000","220,000","232,332",81,
2000 November,"180,000","210,000","230,000","275,000","215,000","232,937",81,
2000 December,"185,000","210,000","230,000","275,000","215,000","232,333",69,
2001 January,"186,000","210,000","228,000","270,000","215,000","229,214",70,
2001 February,"190,000","210,000","225,000","270,000","215,000","228,986",69,
2001 March,"182,000","210,000","220,000","268,000","215,000","227,348",66,
2001 April,"190,000","215,000","247,000","275,000","220,000","237,956",68,
2001 May,"187,000","215,000","250,000","275,000","237,500","237,561",66,
2001 June,"190,000","220,000","250,000","291,000","237,500","243,750",76,
2001 July,"178,000","215,000","245,000","285,000","230,000","236,448",67,
2001 August,"175,000","210,000","250,000","285,000","230,000","237,261",69,
2001 September,"187,000","219,000","251,000","298,000","235,000","249,803",66,
2001 October,"190,000","225,000","255,000","295,000","250,000","253,000",74,
2001 November,"198,000","230,000","255,000","307,000","250,000","256,556",72,
2001 December,"194,000","225,000","255,000","287,000","245,000","252,540",63,
2002 January,"192,000","229,000","255,000","283,000","242,500","248,268",56,
2002 February,"200,000","235,000","255,000","295,000","245,000","251,894",49,
2002 March,"203,000","235,000","259,000","331,000","242,500","257,924",42,
2002 April,"194,000","230,000","260,000","322,000","240,000","255,352",42,
2002 May,"215,000","240,000","270,000","350,000","257,500","272,670",44,
2002 June,"199,000","235,000","271,000","324,000","260,000","264,456",45,
2002 July,"222,000","240,000","265,000","334,000","250,000","271,776",41,
2002 August,"209,000","235,000","254,000","302,000","240,000","257,847",43,
2002 September,"214,000","235,000","250,000","298,000","240,000","253,639",38,
2002 October,"224,000","240,000","260,000","306,000","250,000","260,276",41,
2002 November,"215,000","240,000","254,000","304,000","250,000","254,981",52,
2002 December,"226,000","242,000","260,000","324,000","250,000","261,944",50,
2003 January,"196,000","240,000","260,000","313,000","250,000","256,734",58,
2003 February,"195,000","240,000","265,000","338,000","250,000","263,004",55,
2003 March,"201,000","246,000","270,000","340,000","260,000","266,121",52,
2003 April,"216,000","247,000","273,000","348,000","260,000","272,724",50,
2003 May,"222,000","260,000","304,000","350,000","272,500","287,066",50,
2003 June,"229,000","256,000","292,000","350,000","275,000","292,466",53,
2003 July,"230,000","250,000","290,000","350,000","270,000","298,508",49,
2003 August,"230,000","275,000","320,000","370,000","287,500","322,995",44,
2003 September,"240,000","279,000","326,000","430,000","320,000","329,733",46,
2003 October,"250,000","297,000","336,000","419,000","320,000","329,989",45,
2003 November,"254,000","300,000","334,000","430,000","320,000","365,037",43,
2003 December,"260,000","299,000","350,000","433,000","330,000","378,085",46,
2004 January,"260,000","290,000","340,000","429,000","320,000","367,211",45,
2004 February,"260,000","295,000","340,000","425,000","312,500","372,481",44,
2004 March,"257,000","300,000","350,000","428,000","325,000","380,187",41,
2004 April,"263,000","327,000","366,000","460,000","340,000","391,963",50,
2004 May,"285,000","331,000","360,000","440,000","350,000","383,817",62,
2004 June,"280,000","330,000","360,000","460,000","347,500","382,223",64,
2004 July,"278,000","320,000","350,000","434,000","330,000","363,071",67,
2004 August,"285,000","320,000","360,000","434,000","340,000","376,218",57,
2004 September,"291,000","330,000","370,000","438,000","355,000","381,239",60,
2004 October,"300,000","350,000","400,000","440,000","370,000","391,502",79,
2004 November,"300,000","360,000","410,000","456,000","375,000","398,110",86,
2004 December,"300,000","369,000","420,000","469,000","395,000","408,044",86,
2005 January,"300,000","360,000","412,000","456,000","380,000","404,654",76,
2005 February,"300,000","369,000","420,000","469,000","385,000","414,288",76,
2005 March,"300,000","371,000","430,000","484,000","400,000","421,003",72,
2005 April,"324,000","368,000","430,000","500,000","400,000","430,035",63,
2005 May,"330,000","380,000","435,000","500,000","410,000","429,667",67,
2005 June,"312,000","380,000","435,000","496,000","410,000","440,881",71,
2005 July,"330,000","386,000","434,000","500,000","410,000","442,930",72,
2005 August,"330,000","395,000","450,000","500,000","422,500","450,748",64,
2005 September,"328,000","390,000","430,000","494,000","400,000","416,498",62,
2005 October,"330,000","395,000","430,000","500,000","410,000","426,490",59,
2005 November,"341,000","395,000","440,000","516,000","425,000","440,333",55,
2005 December,"340,000","395,000","440,000","520,000","425,000","444,420",49,
2006 January,"316,000","399,000","440,000","526,000","425,000","449,556",41,
2006 February,"316,000","400,000","432,000","566,000","422,500","534,911",36,
2006 March,"316,000","408,000","466,000","630,000","425,000","547,890",41,
2006 April,"348,000","430,000","498,000","733,000","450,000","513,864",47,
2006 May,"374,000","440,000","504,000","710,000","490,000","538,598",52,
2006 June,"350,000","440,000","500,000","640,000","460,000","503,846",54,
2006 July,"360,000","434,000","496,000","608,000","460,000","493,941",55,
2006 August,"364,000","438,000","500,000","643,000","480,000","571,699",56,
2006 September,"350,000","450,000","528,000","636,000","470,000","620,860",57,
2006 October,"364,000","459,000","546,000","639,000","500,000","623,098",61,
2006 November,"400,000","470,000","555,000","700,000","525,000","630,667",69,
2006 December,"424,000","508,000","574,000","699,000","545,000","653,652",66,
2007 January,"430,000","521,000","584,000","680,000","555,000","643,993",77,
2007 February,"430,000","536,000","595,000","713,000","560,000","659,066",73,
2007 March,"430,000","540,000","600,000","725,000","565,000","686,277",64,
2007 April,"462,000","545,000","619,000","737,000","590,000","700,879",65,
2007 May,"460,000","551,000","623,000","894,000","595,000","744,610",57,
2007 June,"460,000","558,000","630,000","890,000","600,000","766,893",47,
2007 July,"438,000","569,000","631,000","740,000","600,000","756,462",46,
2007 August,"446,000","546,000","604,000","724,000","585,000","722,534",48,
2007 September,"498,000","590,000","647,000","800,000","600,000","761,485",57,
2007 October,"470,000","580,000","630,000","800,000","600,000","738,535",64,
2007 November,"466,000","581,000","634,000","812,000","600,000","738,121",67,
2007 December,"470,000","570,000","630,000","800,000","600,000","730,797",69,
2008 January,"497,000","578,000","630,000","818,000","600,000","741,917",66,
2008 February,"500,000","600,000","660,000","890,000","630,000","816,637",69,
2008 March,"500,000","613,000","672,000","894,000","650,000","832,071",67,
2008 April,"500,000","597,000","660,000","870,000","630,000","768,367",75,
2008 May,"536,000","610,000","692,000","916,000","650,000","820,319",77,
2008 June,"530,000","612,000","695,000","970,000","645,000","852,859",82,
2008 July,"540,000","625,000","700,000","990,000","650,000","836,315",99,
2008 August,"540,000","625,000","720,000","966,000","650,000","811,793",107,
2008 September,"545,000","625,000","698,000","900,000","660,000","794,583",125,
2008 October,"538,000","621,000","695,000","900,000","650,000","785,191",147,
2008 November,"530,000","600,000","684,000","880,000","630,000","749,517",173,
2008 December,"530,000","600,000","693,000","849,000","630,000","744,329",185,
2009 January,"530,000","600,000","692,000","882,000","630,000","756,687",178,
2009 February,"526,000","600,000","693,000","880,000","630,000","750,983",185,
2009 March,"520,000","598,000","684,000","882,000","630,000","747,234",188,
2009 April,"518,000","595,000","688,000","880,000","630,000","745,527",182,
2009 May,"514,000","600,000","695,000","882,000","630,000","752,327",183,
2009 June,"520,000","600,000","700,000","895,000","650,000","797,431",175,
2009 July,"520,000","600,000","700,000","900,000","650,000","806,711",171,
2009 August,"530,000","600,000","730,000","924,000","680,000","828,539",171,
2009 September,"530,000","604,000","750,000","930,000","690,000","869,513",155,
2009 October,"530,000","610,000","750,000","945,000","695,000","880,462",154,
2009 November,"530,000","650,000","800,000","1,000,000","700,000","987,360",139,
2009 December,"548,000","664,000","800,000","1,046,000","725,000","1,062,614",117,
2010 January,"550,000","680,000","850,000","1,100,000","750,000","1,102,270",114,
2010 February,"556,000","684,000","880,000","1,130,000","755,000","1,094,450",110,
2010 March,"550,000","690,000","890,000","1,295,000","797,500","1,111,729",104,
2010 April,"550,000","694,000","892,000","1,295,000","797,500","1,104,844",106,
2010 May,"526,000","684,000","890,000","1,295,000","795,000","1,107,548",105,
2010 June,"530,000","680,000","900,000","1,350,000","770,000","1,128,751",99,
2010 July,"525,000","674,000","887,000","1,295,000","750,000","1,031,597",93,
2010 August,"505,000","630,000","845,000","1,230,000","725,000","987,817",104,
2010 September,"520,000","640,000","845,000","1,350,000","725,000","1,021,267",109,
2010 October,"525,000","640,000","848,000","1,339,000","722,500","1,032,002",110,
2010 November,"518,000","612,000","778,000","1,197,000","690,000","968,821",117,
2010 December,"495,000","600,000","747,000","1,155,000","645,000","925,304",128,
2011 January,"484,000","596,000","747,000","1,155,000","650,000","912,151",133,
2011 February,"480,000","610,000","750,000","1,200,000","677,500","932,435",124,
2011 March,"470,000","610,000","725,000","1,102,000","675,000","948,651",127,
2011 April,"484,000","623,000","750,000","1,230,000","675,000","972,289",123,
2011 May,"495,000","620,000","750,000","1,230,000","690,000","985,075",119,
2011 June,"495,000","628,000","750,000","1,166,000","695,000","986,391",113,
2011 July,"495,000","630,000","750,000","1,061,000","692,500","954,096",112,
2011 August,"495,000","610,000","725,000","990,000","650,000","937,003",114,
2011 September,"504,000","612,000","737,000","1,016,000","662,500","925,307",112,
2011 October,"490,000","610,000","725,000","987,000","650,000","905,033",117,
2011 November,"490,000","581,000","725,000","986,000","635,000","880,850",128,
2011 December,"490,000","563,000","707,000","969,000","627,500","901,842",128,
2012 January,"489,000","558,000","707,000","969,000","627,500","896,829",128,
2012 February,"485,000","555,000","682,000","919,000","620,000","862,205",131,
2012 March,"469,000","555,000","690,000","929,000","610,000","873,180",123,
2012 April,"464,000","555,000","677,000","912,000","610,000","866,618",123,
2012 May,"470,000","580,000","695,000","965,000","620,000","920,667",109,
2012 June,"466,000","594,000","737,000","962,000","645,000","887,586",100,
2012 July,"463,000","582,000","722,000","965,000","640,000","874,138",97,
2012 August,"464,000","555,000","701,000","965,000","630,000","856,793",93,
2012 September,"468,000","555,000","692,000","953,000","620,000","850,339",93,
2012 October,"451,000","536,000","675,000","933,000","595,000","819,990",100,
2012 November,"450,000","545,000","675,000","882,000","590,000","817,905",97,
2012 December,"450,000","525,000","647,000","870,000","562,500","788,522",106,
2013 January,"440,000","520,000","640,000","885,000","590,000","790,197",109,
2013 February,"440,000","520,000","620,000","855,000","555,000","746,338",109,
2013 March,"440,000","530,000","661,000","875,000","590,000","751,433",100,
2013 April,"440,000","555,000","695,000","885,000","610,000","775,945",94,
2013 May,"477,000","590,000","700,000","1,022,000","645,000","832,547",82,
2013 June,"490,000","592,000","737,000","1,022,000","690,000","841,554",77,
2013 July,"484,000","606,000","742,000","1,007,000","690,000","847,146",73,
2013 August,"455,000","587,000","734,000","986,000","645,000","820,804",80,
2013 September,"450,000","590,000","720,000","968,000","635,000","794,181",77,
2013 October,"446,000","573,000","749,000","968,000","660,000","782,199",77,
2013 November,"460,000","550,000","745,000","995,000","640,000","774,432",79,
2013 December,"460,000","573,000","749,000","962,000","660,000","780,553",77,
2014 January,"450,000","573,000","738,000","962,000","660,000","774,046",77,
2014 February,"444,000","550,000","730,000","973,000","667,500","773,119",76,
2014 March,"442,000","541,000","730,000","984,000","640,000","808,748",75,
2014 April,"438,000","536,000","730,000","951,000","675,000","801,585",73,
2014 May,"460,000","597,000","750,000","998,000","697,500","846,933",66,
2014 June,"475,000","580,000","730,000","920,000","677,500","796,068",74,
2014 July,"494,000","560,000","706,000","888,000","675,000","786,057",73,
2014 August,"480,000","550,000","696,000","894,000","590,000","780,457",71,
2014 September,"480,000","550,000","693,000","882,000","587,500","764,327",72,
2014 October,"477,000","548,000","677,000","848,000","560,000","757,779",71,
2014 November,"480,000","550,000","670,000","800,000","570,000","759,710",68,
2014 December,"486,000","551,000","683,000","800,000","580,000","765,527",67,
2015 January,"498,000","552,000","672,000","800,000","585,000","755,249",67,
2015 February,"495,000","550,000","660,000","780,000","600,000","732,414",69,
2015 March,"480,000","548,000","642,000","764,000","582,500","727,194",68,
2015 April,"462,000","550,000","630,000","738,000","600,000","697,804",80,
2015 May,"482,000","566,000","636,000","730,000","600,000","684,447",101,
2015 June,"483,000","550,000","630,000","730,000","600,000","669,673",97,
2015 July,"469,000","550,000","632,000","730,000","600,000","670,357",96,
2015 August,"487,000","580,000","641,000","746,000","600,000","692,605",101,
2015 September,"485,000","550,000","628,000","734,000","600,000","675,741",102,
2015 October,"495,000","545,000","620,000","778,000","585,000","691,785",100,
2015 November,"493,000","550,000","624,000","792,000","600,000","712,455",83,
2015 December,"480,000","550,000","640,000","790,000","602,500","696,884",84,
2016 January,"442,000","549,000","642,000","786,000","600,000","686,540",81,
2016 February,"475,000","550,000","656,000","800,000","600,000","693,765",90,
2016 March,"485,000","580,000","690,000","800,000","615,000","693,177",89,
2016 April,"455,000","548,000","673,000","812,000","605,000","679,983",91,
2016 May,"458,000","550,000","700,000","838,000","615,000","723,175",85,
2016 June,"455,000","550,000","700,000","840,000","615,000","709,254",89,
2016 July,"477,000","584,000","716,000","853,000","622,500","739,368",86,
2016 August,"483,000","589,000","750,000","934,000","685,000","808,167",67,
2016 September,"480,000","605,000","750,000","1,000,000","690,000","850,517",64,
2016 October,"494,000","620,000","788,000","992,000","725,000","845,646",73,
2016 November,"477,000","619,000","784,000","1,045,000","722,500","870,890",66,
2016 December,"483,000","670,000","800,000","1,060,000","730,000","876,469",70,
2017 January,"495,000","660,000","780,000","1,000,000","707,500","861,143",74,
2017 February,"496,000","660,000","792,000","1,076,000","715,000","882,935",65,
2017 March,"483,000","660,000","768,000","1,139,000","700,000","892,061",65,
2017 April,"495,000","660,000","780,000","1,150,000","700,000","908,767",59,
2017 May,"496,000","660,000","771,000","1,150,000","722,500","910,116",60,
2017 June,"530,000","685,000","765,000","1,150,000","730,000","910,996",64,
2017 July,"530,000","660,000","769,000","1,168,000","715,000","906,188",67,
2017 August,"536,000","703,000","804,000","1,250,000","750,000","946,840",67,
2017 September,"538,000","724,000","862,000","1,250,000","760,000","943,360",68,
2017 October,"568,000","718,000","896,000","1,404,000","770,000","981,715",77,
2017 November,"722,000","1,000,000","1,290,000","1,500,000","1,160,000","1,157,805",47,
2017 December,"690,000","1,000,000","1,300,000","1,500,000","1,200,000","1,169,182",44,
2018 January,"730,000","900,000","1,250,000","1,500,000","1,192,500","1,144,200",54,
2018 February,"728,000","926,000","1,297,000","1,500,000","1,185,000","1,152,397",53,
2018 March,"748,000","984,000","1,300,000","1,597,000","1,200,000","1,217,798",67,
2018 April,"750,000","1,004,000","1,300,000","1,600,000","1,185,000","1,248,015",77,
2018 May,"784,000","974,000","1,368,000","1,600,000","1,172,500","1,251,396",70,
2018 June,"800,000","980,000","1,440,000","1,600,000","1,192,500","1,218,206",64,
2018 July,"800,000","950,000","1,200,000","1,595,000","1,105,000","1,173,555",74,
2018 August,"686,000","890,000","1,172,000","1,592,000","985,000","1,132,510",62,
2018 September,"699,000","900,000","1,182,000","1,498,000","1,000,000","1,117,933",81,
2018 October,"680,000","890,000","1,100,000","1,475,000","960,000","1,080,902",104,
2018 November,"680,000","900,000","1,100,000","1,450,000","985,000","1,083,761",124,
2018 December,"680,000","887,000","1,050,000","1,458,000","962,500","1,151,656",120,
2019 January,"717,000","900,000","1,130,000","1,494,000","995,000","1,188,706",90,
2019 February,"730,000","900,000","1,190,000","1,550,000","1,000,000","1,178,791",99,
2019 March,"750,000","895,000","1,100,000","1,550,000","980,000","1,150,437",119,
2019 April,"685,000","804,000","1,000,000","1,477,000","900,000","1,086,611",122,
2019 May,"664,000","800,000","976,000","1,424,000","860,000","1,059,727",105,
2019 June,"738,000","820,000","1,060,000","1,459,000","912,500","1,114,107",106,
2019 July,"765,000","900,000","1,088,000","1,554,000","985,000","1,232,259",96,
2019 August,"730,000","850,000","1,080,000","1,590,000","950,000","1,208,297",99,
2019 September,"712,000","850,000","1,100,000","1,515,000","900,000","1,227,368",82,
2019 October,"768,000","900,000","1,186,000","1,600,000","1,000,000","1,248,209",102,
2019 November,"745,000","900,000","1,190,000","1,595,000","1,000,000","1,245,337",99,
2019 December,"764,000","894,000","992,000","1,500,000","920,000","1,197,584",91,
2020 January,"792,000","900,000","1,142,000","1,600,000","950,000","1,265,236",95,
2020 February,"800,000","900,000","1,130,000","1,600,000","970,000","1,264,669",99,
2020 March,"750,000","869,000","1,100,000","1,600,000","950,000","1,194,226",98,
2020 April,"756,000","860,000","1,100,000","1,594,000","950,000","1,161,522",95,
2020 May,"760,000","880,000","1,142,000","1,600,000","950,000","1,203,788",75,
2020 June,"771,000","900,000","1,162,000","1,600,000","1,000,000","1,237,021",71,
2020 July,"760,000","880,000","1,160,000","1,600,000","1,000,000","1,232,130",69,
2020 August,"666,000","850,000","1,000,000","1,600,000","900,000","1,182,451",73,
2020 September,"650,000","831,000","950,000","1,594,000","900,000","1,065,242",57,
2020 October,"725,000","856,000","1,030,000","1,600,000","900,000","1,129,719",68,
2020 November,"691,000","824,000","1,000,000","1,460,000","895,000","1,065,714",71,
2020 December,"691,000","824,000","1,000,000","1,460,000","895,000","1,065,714",71,
2021 January,"697,000","882,000","1,063,000","1,520,000","950,000","1,110,077",83,
2021 February,"680,000","880,000","1,050,000","1,390,000","980,000","1,058,730",69,
2021 March,"638,000","886,000","1,085,000","1,432,000","990,000","1,074,766",53,
2021 April,"578,000","888,000","1,100,000","1,469,000","1,000,000","1,074,465",51,
2021 May,"676,000","910,000","1,100,000","1,450,000","1,052,500","1,097,208",52,
2021 June,"670,000","868,000","1,064,000","1,409,000","970,000","1,046,217",46,
2021 July,"610,000","846,000","1,010,000","1,409,000","940,000","1,036,288",41,
2021 August,"614,000","786,000","1,037,000","1,430,000","940,000","1,081,240",43,
2021 September,"653,000","832,000","1,119,000","1,460,000","970,000","1,199,505",48,
2021 October,"625,000","780,000","1,000,000","1,425,000","892,500","1,123,507",44,
2021 November,"648,000","846,000","1,028,000","1,430,000","950,000","1,605,802",51,
2021 December,"672,000","828,000","1,107,000","1,450,000","950,000","1,122,892",67,
2022 January,"639,000","876,000","1,122,000","1,456,000","990,000","1,085,990",61,
2022 February,"680,000","864,000","1,183,000","1,502,000","990,000","1,143,254",67,
2022 March,"653,000","892,000","1,121,000","1,572,000","990,000","1,141,877",73,
2022 April,"592,000","850,000","1,208,000","1,524,000","975,000","1,117,222",76,
2022 May,"610,000","948,000","1,236,000","1,565,000","1,017,500","1,134,805",86,
