"Sherbrooke — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 2007 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
2007 January,**,**,**,**,**,**,1,
2007 February,**,**,**,**,**,**,1,
2007 March,**,**,**,**,**,**,1,
2007 April,**,**,**,**,**,**,0,
2007 May,**,**,**,**,**,**,0,
2007 June,**,**,**,**,**,**,0,
2007 July,**,**,**,**,**,**,0,
2007 August,**,**,**,**,**,**,5,
2007 September,**,**,**,**,**,"153,375",12,
2007 October,**,**,**,**,**,"162,786",16,
2007 November,**,**,**,**,**,**,4,
2007 December,**,**,**,**,**,"182,500",4,
2008 January,"142,000","180,000","226,000","255,000","190,000","213,053",19,
2008 February,**,**,**,**,**,**,6,
2008 March,**,**,**,**,**,**,8,
2008 April,**,**,**,**,**,**,11,
2008 May,"137,000","175,000","202,000","232,000","185,000","187,600",17,
2008 June,"127,000","164,000","206,000","236,000","187,500","185,670",21,
2008 July,**,**,**,**,**,"192,569",13,
2008 August,**,**,**,**,**,"181,960",15,
2008 September,**,**,**,**,**,"187,033",12,
2008 October,"108,000","142,000","196,000","220,000","167,500","171,800",10,
2008 November,"124,000","166,000","212,000","284,000","195,000","198,700",10,
2008 December,**,**,**,**,**,"180,222",9,
2009 January,"128,000","166,000","192,000","220,000","190,000","180,182",12,
2009 February,"128,000","166,000","192,000","220,000","190,000","180,182",12,
2009 March,"128,000","166,000","192,000","220,000","190,000","180,182",11,
2009 April,"132,000","154,000","190,000","220,000","180,000","177,000",14,
2009 May,"132,000","174,000","198,000","220,000","190,000","182,250",12,
2009 June,"126,000","164,000","194,000","220,000","185,000","189,882",20,
2009 July,"128,000","158,000","192,000","214,000","180,000","169,909",14,
2009 August,"100,000","140,000","195,000","210,000","150,000","161,897",34,
2009 September,"126,000","150,000","196,000","218,000","175,000","161,257",35,
2009 October,"122,000","148,000","200,000","220,000","180,000","160,677",31,
2009 November,"100,000","130,000","158,000","207,000","140,000","154,297",37,
2009 December,"100,000","130,000","162,000","209,000","140,000","155,343",35,
2010 January,"100,000","130,000","160,000","208,000","137,500","154,611",36,
2010 February,"135,000","160,000","200,000","220,000","182,500","167,088",34,
2010 March,"150,000","162,000","190,000","211,000","180,000","171,027",37,
2010 April,"150,000","160,000","196,000","228,000","185,000","169,081",37,
2010 May,"150,000","159,000","178,000","220,000","160,000","173,897",29,
2010 June,"154,000","178,000","190,000","231,000","187,500","180,045",44,
2010 July,"120,000","154,000","175,000","190,000","165,000","168,078",51,
2010 August,"120,000","150,000","175,000","190,000","160,000","168,306",52,
2010 September,"125,000","150,000","170,000","190,000","160,000","169,269",59,
2010 October,"100,000","125,000","160,000","190,000","150,000","158,776",72,
2010 November,"120,000","130,000","170,000","190,000","150,000","160,037",79,
2010 December,"120,000","141,000","170,000","187,000","152,500","160,665",72,
2011 January,"138,000","160,000","180,000","196,000","170,000","181,998",58,
2011 February,"140,000","160,000","180,000","194,000","170,000","182,289",55,
2011 March,"124,000","150,000","180,000","196,000","165,000","174,333",48,
