"Fredericton — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"122,000","139,000","180,000","194,000","150,000","152,903",31,
1990 February,"90,000","130,000","165,000","200,000","140,000","148,590",39,
1990 March,"92,000","127,000","156,000","185,000","130,000","146,625",40,
1990 April,"84,000","125,000","138,000","185,000","130,000","132,576",33,
1990 May,"86,000","100,000","128,000","176,000","120,000","124,333",45,
1990 June,"86,000","100,000","128,000","176,000","120,000","124,333",45,
1990 July,"80,000","85,000","100,000","125,000","90,000","101,321",54,
1990 August,"80,000","100,000","120,000","125,000","100,000","105,352",45,
1990 September,"71,000","90,000","120,000","135,000","105,000","102,798",61,
1990 October,"70,000","100,000","125,000","140,000","120,000","108,183",55,
1990 November,"88,000","120,000","130,000","145,000","125,000","117,180",51,
1990 December,"75,000","108,000","125,000","145,000","120,000","112,116",44,
1991 January,"92,000","114,000","125,000","139,000","120,000","117,222",37,
1991 February,"94,000","120,000","129,000","147,000","125,000","120,074",28,
1991 March,"77,000","90,000","120,000","128,000","100,000","104,469",27,
1991 April,"78,000","92,000","125,000","147,000","120,000","112,273",23,
1991 May,"70,000","80,000","95,000","105,000","85,000","87,526",20,
1991 June,"75,000","100,000","118,000","125,000","110,000","102,700",16,
1991 July,"75,000","108,000","120,000","125,000","120,000","107,000",21,
1991 August,**,**,**,**,**,"99,857",8,
1991 September,**,**,**,**,**,"104,857",8,
1991 October,"75,000","114,000","123,000","142,000","120,000","111,900",11,
1991 November,**,**,**,**,**,"104,857",8,
1991 December,"75,000","120,000","125,000","138,000","122,500","113,200",11,
1992 January,"75,000","120,000","125,000","138,000","122,500","113,200",11,
1992 February,"69,000","111,000","125,000","136,000","120,000","107,000",12,
1992 March,"75,000","120,000","125,000","138,000","122,500","113,200",11,
1992 April,"74,000","112,000","125,000","142,000","120,000","111,846",16,
1992 May,"75,000","100,000","120,000","130,000","110,000","107,526",22,
1992 June,"85,000","95,000","120,000","125,000","105,000","106,949",42,
1992 July,"75,000","98,000","111,000","126,000","102,500","104,167",20,
1992 August,"80,000","95,000","105,000","123,000","100,000","101,484",33,
1992 September,"87,000","100,000","105,000","123,000","105,000","104,875",38,
1992 October,"75,000","100,000","120,000","129,000","105,000","107,100",17,
1992 November,"75,000","102,000","120,000","129,000","115,000","108,200",17,
1992 December,"75,000","100,000","120,000","130,000","112,500","107,714",16,
1993 January,"75,000","102,000","123,000","138,000","120,000","110,533",17,
1993 February,"75,000","108,000","125,000","134,000","120,000","113,324",19,
1993 March,"79,000","105,000","120,000","134,000","110,000","115,840",22,
1993 April,"75,000","105,000","120,000","130,000","115,000","112,000",21,
1993 May,"75,000","104,000","121,000","136,000","117,500","111,938",18,
1993 June,"96,000","122,000","128,000","135,000","125,000","118,160",27,
1993 July,"83,000","110,000","120,000","130,000","115,000","112,190",23,
1993 August,"95,000","115,000","120,000","140,000","120,000","118,083",26,
1993 September,"75,000","102,000","120,000","129,000","110,000","107,733",17,
1993 October,**,**,**,**,**,**,0,
1993 November,**,**,**,**,**,"114,375",8,
1993 December,**,**,**,**,**,"120,000",8,
1994 January,**,**,**,**,**,"115,714",7,
1994 February,**,**,**,**,**,"115,714",7,
1994 March,**,**,**,**,**,"115,714",7,
1994 April,**,**,**,**,**,"117,544",9,
1994 May,**,**,**,**,**,"117,544",9,
1994 June,**,**,**,**,**,"112,863",8,
1994 July,**,**,**,**,**,"113,271",7,
1994 August,**,**,**,**,**,"113,271",7,
1994 September,**,**,**,**,**,"112,863",8,
1994 October,**,**,**,**,**,"112,863",8,
1994 November,**,**,**,**,**,"112,863",8,
1994 December,"105,000","110,000","115,000","124,000","112,500","113,790",10,
1995 January,"105,000","111,000","119,000","127,000","115,000","116,075",12,
1995 February,"105,000","110,000","116,000","125,000","115,000","114,809",11,
1995 March,"105,000","110,000","115,000","124,000","112,500","113,790",10,
1995 April,"105,000","110,000","115,000","124,000","112,500","113,790",10,
1995 May,"105,000","110,000","115,000","124,000","112,500","113,790",10,
1995 June,"105,000","110,000","116,000","137,000","115,000","120,718",11,
1995 July,"105,000","110,000","115,000","124,000","112,500","113,790",10,
1995 August,"105,000","110,000","115,000","124,000","112,500","113,790",10,
1995 September,"105,000","110,000","115,000","124,000","112,500","113,790",10,
1995 October,"105,000","110,000","115,000","124,000","112,500","113,790",10,
1995 November,**,**,**,**,**,**,0,
1995 December,**,**,**,**,**,**,0,
1996 January,**,**,**,**,**,**,0,
1996 February,**,**,**,**,**,**,0,
1996 March,**,**,**,**,**,**,3,
1996 April,**,**,**,**,**,**,2,
1996 May,**,**,**,**,**,**,2,
1996 June,"97,000","106,000","119,000","130,000","112,500","111,250",12,
1996 July,"105,000","110,000","115,000","130,000","110,000","114,655",29,
1996 August,"105,000","110,000","115,000","130,000","112,500","114,833",30,
1996 September,"105,000","109,000","115,000","130,000","110,000","115,161",31,
1996 October,"105,000","110,000","115,000","130,000","110,000","114,655",29,
1996 November,"105,000","110,000","115,000","130,000","110,000","114,655",29,
1996 December,"105,000","110,000","115,000","130,000","110,000","114,655",29,
1997 January,"105,000","110,000","115,000","130,000","110,000","114,655",29,
1997 February,"105,000","110,000","115,000","130,000","110,000","114,655",29,
1997 March,"105,000","110,000","115,000","130,000","110,000","114,655",29,
1997 April,"105,000","108,000","115,000","130,000","110,000","114,107",28,
1997 May,"105,000","105,000","115,000","130,000","110,000","113,750",24,
1997 June,"105,000","108,000","115,000","130,000","110,000","114,130",23,
1997 July,"105,000","110,000","115,000","130,000","110,000","114,348",23,
1997 August,"105,000","110,000","115,000","130,000","110,000","114,583",24,
1997 September,"105,000","110,000","115,000","130,000","110,000","114,583",24,
1997 October,"105,000","110,000","115,000","130,000","110,000","114,583",24,
1997 November,"105,000","110,000","115,000","130,000","110,000","114,583",24,
1997 December,"105,000","110,000","115,000","130,000","110,000","114,583",24,
1998 January,"105,000","110,000","115,000","130,000","110,000","114,583",24,
