"Moncton — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1995 June,"105,000","115,000","135,000","145,000","127,500","128,500",52,
1995 July,"101,000","115,000","130,000","145,000","122,500","125,633",46,
1995 August,"100,000","114,000","130,000","140,000","117,500","120,808",38,
1995 September,"100,000","115,000","130,000","141,000","120,000","121,609",33,
1995 October,"103,000","115,000","124,000","140,000","120,000","117,593",45,
1995 November,"107,000","115,000","120,000","138,000","120,000","119,290",45,
1995 December,"107,000","115,000","120,000","143,000","120,000","122,387",43,
1996 January,"108,000","115,000","120,000","137,000","120,000","121,351",59,
1996 February,"110,000","115,000","120,000","135,000","120,000","121,846",63,
1996 March,"110,000","115,000","122,000","136,000","120,000","122,684",61,
1996 April,"110,000","120,000","130,000","148,000","120,000","127,226",51,
1996 May,"110,000","120,000","135,000","150,000","125,000","130,625",33,
1996 June,"117,000","128,000","140,000","153,000","130,000","134,000",30,
1996 July,"110,000","120,000","136,000","148,000","130,000","117,704",27,
1996 August,"110,000","120,000","130,000","140,000","130,000","126,263",28,
1996 September,"100,000","118,000","130,000","141,000","120,000","111,061",33,
1996 October,"100,000","118,000","130,000","140,000","125,000","105,188",32,
1996 November,"104,000","120,000","131,000","146,000","130,000","109,528",36,
1996 December,"100,000","120,000","130,000","142,000","127,500","114,279",43,
1997 January,"100,000","120,000","127,000","140,000","120,000","112,923",52,
1997 February,"110,000","120,000","125,000","140,000","120,000","114,563",48,
1997 March,"115,000","120,000","130,000","140,000","120,000","115,366",41,
1997 April,"115,000","120,000","130,000","140,000","120,000","115,977",43,
1997 May,"115,000","120,000","126,000","140,000","120,000","113,868",38,
1997 June,"115,000","120,000","130,000","140,000","120,000","115,333",33,
1997 July,"115,000","120,000","132,000","143,000","122,500","115,359",39,
1997 August,"115,000","118,000","131,000","145,000","120,000","115,780",41,
1997 September,"115,000","120,000","140,000","145,000","125,000","117,935",46,
1997 October,"110,000","115,000","128,000","145,000","120,000","119,509",55,
1997 November,"110,000","120,000","137,000","145,000","120,000","118,695",59,
1997 December,"112,000","120,000","140,000","148,000","125,000","120,613",62,
1998 January,"110,000","120,000","140,000","145,000","120,000","118,869",61,
1998 February,"110,000","120,000","140,000","145,000","130,000","118,156",64,
1998 March,"110,000","120,000","134,000","145,000","127,500","115,150",60,
1998 April,"115,000","120,000","130,000","145,000","130,000","115,914",58,
1998 May,"115,000","120,000","136,000","145,000","125,000","115,873",55,
1998 June,"110,000","116,000","130,000","145,000","122,500","114,860",50,
1998 July,"110,000","116,000","130,000","142,000","122,500","115,765",51,
1998 August,"110,000","115,000","128,000","140,000","120,000","114,082",49,
1998 September,"85,000","90,000","90,000","110,000","90,000","94,684",44,
1998 October,"90,000","110,000","120,000","134,000","115,000","112,883",60,
1998 November,"90,000","100,000","120,000","140,000","115,000","117,708",83,
1998 December,"89,000","90,000","112,000","126,000","100,000","105,393",63,
1999 January,"85,000","90,000","115,000","136,000","95,000","106,245",53,
1999 February,"89,000","115,000","125,000","142,000","120,000","106,021",46,
1999 March,"83,000","100,000","120,000","137,000","115,000","102,436",42,
1999 April,"78,000","100,000","120,000","142,000","115,000","103,540",35,
1999 May,"74,000","100,000","112,000","131,000","100,000","100,663",27,
1999 June,**,**,**,**,**,"104,845",20,
1999 July,**,**,**,**,**,"112,300",18,
1999 August,"79,000","100,000","121,000","146,000","100,000","111,091",19,
1999 September,**,**,**,**,**,"103,833",21,
1999 October,"71,000","92,000","100,000","144,000","100,000","103,833",22,
1999 November,"75,000","80,000","100,000","140,000","95,000","100,286",24,
1999 December,"73,000","80,000","100,000","142,000","90,000","100,308",23,
2000 January,"78,000","92,000","116,000","144,000","100,000","106,500",23,
2000 February,"78,000","92,000","120,000","144,000","110,000","108,417",23,
2000 March,"96,000","118,000","122,000","142,000","120,000","117,846",24,
2000 April,**,**,**,**,**,"117,846",25,
2000 May,"96,000","118,000","122,000","142,000","120,000","117,846",25,
2000 June,"96,000","118,000","122,000","142,000","120,000","117,846",26,
2000 July,**,**,**,**,**,"117,846",26,
2000 August,**,**,**,**,**,"117,846",26,
2000 September,"103,000","120,000","123,000","148,000","120,000","121,267",28,
2000 October,"103,000","120,000","123,000","148,000","120,000","121,267",28,
2000 November,"103,000","120,000","123,000","148,000","120,000","99,728",40,
2000 December,"103,000","120,000","123,000","148,000","120,000","121,267",41,
2001 January,"103,000","120,000","123,000","148,000","120,000","121,267",42,
2001 February,"106,000","120,000","126,000","146,000","120,000","122,313",43,
2001 March,"106,000","120,000","126,000","146,000","120,000","122,313",45,
2001 April,"109,000","120,000","129,000","150,000","120,000","123,176",47,
2001 May,**,**,**,**,**,"120,375",12,
2001 June,**,**,**,**,**,"120,375",12,
2001 July,**,**,**,**,**,"110,164",11,
2001 August,**,**,**,**,**,"127,557",12,
2001 September,**,**,**,**,**,"154,767",16,
2001 October,**,**,**,**,**,"148,573",18,
2001 November,**,**,**,**,**,**,19,
2001 December,**,**,**,**,**,"118,424",25,
2002 January,"115,000","120,000","130,000","159,000","120,000","134,938",23,
2002 February,"115,000","120,000","125,000","165,000","120,000","126,276",41,
2002 March,"115,000","120,000","130,000","165,000","120,000","129,256",43,
2002 April,"115,000","120,000","150,000","170,000","125,000","147,279",53,
2002 May,"115,000","120,000","150,000","175,000","130,000","150,659",48,
2002 June,"117,000","120,000","150,000","173,000","130,000","148,626",45,
2002 July,"115,000","120,000","156,000","180,000","150,000","154,300",37,
2002 August,"117,000","128,000","161,000","186,000","150,000","160,386",31,
2002 September,**,**,**,**,**,"166,895",32,
2002 October,**,**,**,**,**,"167,440",18,
2002 November,"112,000","125,000","150,000","203,000","140,000","156,669",16,
2002 December,"118,000","125,000","148,000","176,000","125,000","151,212",23,
2003 January,"120,000","125,000","150,000","170,000","130,000","151,600",31,
2003 February,"115,000","125,000","137,000","170,000","125,000","148,376",27,
2003 March,"115,000","125,000","150,000","170,000","140,000","153,800",29,
2003 April,"115,000","120,000","120,000","127,000","120,000","131,741",33,
2003 May,"115,000","120,000","120,000","143,000","120,000","135,395",29,
2003 June,**,**,**,**,**,"143,829",16,
2003 July,**,**,**,**,**,"138,082",12,
2003 August,**,**,**,**,**,"145,122",10,
2003 September,**,**,**,**,**,"148,600",11,
2003 October,**,**,**,**,**,"155,650",9,
2003 November,**,**,**,**,**,"143,700",6,
2003 December,**,**,**,**,**,"143,700",9,
2004 January,**,**,**,**,**,"149,733",13,
2004 February,**,**,**,**,**,"127,669",13,
2004 March,"125,000","170,000","180,000","190,000","180,000","147,058",19,
2004 April,"124,000","140,000","144,000","182,000","140,000","133,869",32,
2004 May,"125,000","140,000","150,000","190,000","140,000","136,140",25,
2004 June,"125,000","140,000","148,000","190,000","140,000","134,317",24,
2004 July,"124,000","140,000","152,000","190,000","140,000","154,362",18,
2004 August,"125,000","140,000","140,000","190,000","140,000","153,329",19,
2004 September,"100,000","125,000","140,000","190,000","125,000","124,419",21,
2004 October,**,**,**,**,**,"164,704",14,
2004 November,**,**,**,**,**,**,4,
2004 December,**,**,**,**,**,**,6,
2005 January,**,**,**,**,**,"117,813",16,
2005 February,**,**,**,**,**,**,3,
2005 March,**,**,**,**,**,**,1,
2005 April,**,**,**,**,**,**,8,
2005 May,**,**,**,**,**,**,6,
2005 June,**,**,**,**,**,**,5,
2005 July,**,**,**,**,**,**,4,
2005 August,**,**,**,**,**,"143,067",16,
2005 September,**,**,**,**,**,**,10,
2005 October,**,**,**,**,**,**,2,
2005 November,**,**,**,**,**,**,6,
2005 December,**,**,**,**,**,**,17,
2006 January,**,**,**,**,**,**,40,
2006 February,"130,000","130,000","136,000","149,000","130,000","142,636",56,
2006 March,"130,000","130,000","140,000","175,000","130,000","150,036",66,
2006 April,"130,000","140,000","170,000","184,000","140,000","132,704",80,
2006 May,"132,000","140,000","170,000","188,000","140,000","128,967",75,
2006 June,"130,000","140,000","142,000","180,000","140,000","157,990",73,
2006 July,"130,000","140,000","170,000","170,000","145,000","155,946",71,
2006 August,"130,000","140,000","170,000","180,000","150,000","129,271",72,
2006 September,"140,000","170,000","170,000","195,000","170,000","133,165",82,
2006 October,"120,000","120,000","145,000","170,000","120,000","144,362",87,
2006 November,"145,000","170,000","186,000","222,000","170,000","148,037",92,
2006 December,"145,000","170,000","195,000","210,000","180,000","150,744",96,
2007 January,"145,000","170,000","180,000","210,000","170,000","144,850",108,
2007 February,"145,000","170,000","200,000","230,000","180,000","148,655",125,
2007 March,"148,000","170,000","200,000","230,000","187,500","150,811",113,
2007 April,"168,000","180,000","210,000","230,000","200,000","151,288",133,
2007 May,"170,000","174,000","206,000","230,000","197,500","156,457",136,
2007 June,"170,000","181,000","230,000","240,000","200,000","164,606",116,
2007 July,"170,000","189,000","218,000","240,000","200,000","158,836",107,
2007 August,"166,000","172,000","230,000","252,000","210,000","161,076",87,
2007 September,"170,000","200,000","230,000","249,000","210,000","167,690",116,
2007 October,"170,000","200,000","230,000","246,000","200,000","164,858",109,
2007 November,"170,000","200,000","230,000","240,000","210,000","163,253",114,
2007 December,"170,000","200,000","220,000","230,000","200,000","171,064",111,
2008 January,"170,000","200,000","210,000","230,000","200,000","169,452",106,
2008 February,"170,000","170,000","200,000","230,000","200,000","164,295",120,
2008 March,"170,000","192,000","210,000","230,000","200,000","173,507",161,
2008 April,"170,000","186,000","204,000","230,000","200,000","198,084",133,
2008 May,"170,000","200,000","200,000","230,000","200,000","199,518",153,
2008 June,"170,000","200,000","200,000","230,000","200,000","169,897",117,
2008 July,"170,000","200,000","200,000","240,000","200,000","166,325",98,
2008 August,"130,000","131,000","166,000","200,000","135,000","162,700",87,
2008 September,"130,000","130,000","170,000","212,000","135,000","167,958",73,
2008 October,"130,000","135,000","178,000","210,000","150,000","169,498",92,
2008 November,"130,000","135,000","170,000","200,000","155,000","166,902",100,
2008 December,"125,000","130,000","150,000","200,000","135,000","157,855",137,
2009 January,"130,000","135,000","145,000","200,000","135,000","157,227",140,
2009 February,"130,000","135,000","155,000","200,000","135,000","159,632",135,
2009 March,"130,000","135,000","170,000","200,000","145,000","161,257",124,
2009 April,"130,000","135,000","170,000","200,000","145,000","163,181",139,
2009 May,"130,000","135,000","170,000","200,000","142,500","161,979",144,
2009 June,"130,000","135,000","155,000","200,000","140,000","158,793",141,
2009 July,"130,000","135,000","170,000","200,000","150,000","163,947",102,
2009 August,"133,000","145,000","179,000","207,000","170,000","171,991",92,
2009 September,"140,000","170,000","202,000","240,000","200,000","203,048",131,
2009 October,"140,000","155,000","200,000","240,000","175,000","195,008",134,
2009 November,"135,000","150,000","200,000","230,000","170,000","190,930",114,
2009 December,"135,000","150,000","200,000","230,000","170,000","190,269",100,
2010 January,"135,000","150,000","198,000","230,000","155,000","188,550",100,
2010 February,"136,000","150,000","189,000","225,000","155,000","177,039",95,
2010 March,"140,000","150,000","200,000","225,000","170,000","180,821",87,
2010 April,"140,000","151,000","200,000","225,000","180,000","184,500",87,
2010 May,"140,000","145,000","165,000","200,000","150,000","171,529",127,
2010 June,"140,000","154,000","171,000","225,000","165,000","181,294",81,
2010 July,"140,000","150,000","170,000","230,000","165,000","181,835",69,
2010 August,"140,000","157,000","170,000","225,000","165,000","181,747",57,
2010 September,"140,000","165,000","185,000","225,000","165,000","184,237",55,
2010 October,"140,000","165,000","180,000","225,000","165,000","179,974",49,
2010 November,"140,000","165,000","174,000","225,000","165,000","180,162",42,
2010 December,"140,000","146,000","169,000","225,000","165,000","174,497",37,
2011 January,"140,000","147,000","165,000","200,000","162,500","168,012",40,
2011 February,"140,000","155,000","170,000","220,000","165,000","172,352",39,
2011 March,"140,000","150,000","165,000","200,000","160,000","170,612",49,
2011 April,"145,000","150,000","170,000","220,000","165,000","173,246",39,
2011 May,"145,000","161,000","172,000","225,000","165,000","177,145",33,
2011 June,"144,000","150,000","152,000","188,000","150,000","172,056",27,
2011 July,"143,000","150,000","150,000","191,000","150,000","169,005",26,
2011 August,"142,000","149,000","150,000","155,000","150,000","167,213",23,
2011 September,"134,000","145,000","150,000","155,000","150,000","163,447",17,
2011 October,**,**,**,**,**,"196,164",15,
2011 November,**,**,**,**,**,"166,804",13,
2011 December,"139,000","150,000","151,000","160,000","150,000","169,823",22,
2012 January,**,**,**,**,**,"170,484",17,
2012 February,"137,000","150,000","155,000","168,000","152,500","178,032",22,
2012 March,"138,000","150,000","155,000","161,000","155,000","169,938",23,
2012 April,"150,000","150,000","155,000","165,000","155,000","170,705",24,
2012 May,"150,000","150,000","150,000","168,000","150,000","170,600",19,
2012 June,"150,000","150,000","152,000","170,000","150,000","155,538",16,
2012 July,**,**,**,**,**,"153,662",11,
2012 August,**,**,**,**,**,"181,746",12,
2012 September,**,**,**,**,**,"154,608",12,
2012 October,"150,000","150,000","155,000","166,000","150,000","166,827",24,
2012 November,"150,000","150,000","155,000","187,000","155,000","172,655",25,
2012 December,"150,000","150,000","160,000","255,000","155,000","199,759",32,
2013 January,"150,000","155,000","164,000","255,000","160,000","206,557",32,
2013 February,"150,000","155,000","168,000","192,000","160,000","176,680",33,
2013 March,"150,000","164,000","200,000","300,000","180,000","219,779",61,
2013 April,"155,000","175,000","240,000","300,000","197,500","234,726",52,
2013 May,"155,000","168,000","244,000","300,000","212,500","229,357",48,
2013 June,"155,000","183,000","219,000","300,000","195,000","224,148",50,
2013 July,"155,000","195,000","235,000","300,000","195,000","227,719",44,
2013 August,"155,000","195,000","235,000","300,000","195,000","227,497",34,
2013 September,"156,000","195,000","195,000","247,000","195,000","244,994",23,
2013 October,"154,000","181,000","211,000","264,000","195,000","237,098",19,
2013 November,"246,000","290,000","296,000","366,000","290,000","297,766",21,
2013 December,"150,000","164,000","195,000","238,000","195,000","234,408",20,
2014 January,"150,000","155,000","195,000","235,000","162,500","224,048",20,
2014 February,"150,000","155,000","163,000","211,000","155,000","207,344",22,
2014 March,"150,000","154,000","165,000","219,000","155,000","208,212",21,
2014 April,**,**,**,**,**,"194,150",25,
2014 May,**,**,**,**,**,"177,397",21,
2014 June,**,**,**,**,**,"182,773",18,
2014 July,**,**,**,**,**,"183,091",22,
2014 August,**,**,**,**,**,"180,762",23,
2014 September,**,**,**,**,**,"175,768",23,
2014 October,**,**,**,**,**,"177,044",22,
2014 November,**,**,**,**,**,"172,858",35,
2014 December,**,**,**,**,**,"173,457",31,
2015 January,**,**,**,**,**,"176,095",31,
2015 February,**,**,**,**,**,"181,214",30,
2015 March,**,**,**,**,**,"182,044",25,
2015 April,**,**,**,**,**,"184,964",23,
2015 May,**,**,**,**,**,"185,510",24,
2015 June,**,**,**,**,**,"181,645",24,
2015 July,**,**,**,**,**,"181,850",20,
2015 August,**,**,**,**,**,"183,473",19,
2015 September,**,**,**,**,**,"188,590",18,
2015 October,**,**,**,**,**,"190,866",17,
2015 November,**,**,**,**,**,"189,123",18,
2015 December,**,**,**,**,**,"191,706",17,
2016 January,**,**,**,**,**,"196,712",18,
2016 February,**,**,**,**,**,"201,500",20,
2016 March,**,**,**,**,**,**,18,
2016 April,**,**,**,**,**,"185,619",17,
2016 May,**,**,**,**,**,**,16,
2016 June,**,**,**,**,**,**,14,
2016 July,**,**,**,**,**,**,21,
2016 August,**,**,**,**,**,**,37,
2016 September,"246,000","282,000","290,000","324,000","290,000","301,417",35,
2016 October,**,**,**,**,**,**,29,
2016 November,**,**,**,**,**,**,25,
2016 December,**,**,**,**,**,**,23,
2017 January,**,**,**,**,**,"311,200",25,
2017 February,**,**,**,**,**,"309,564",26,
2017 March,**,**,**,**,**,"316,000",25,
2017 April,**,**,**,**,**,"310,777",22,
2017 May,**,**,**,**,**,"305,850",23,
2017 June,"240,000","305,000","330,000","355,000","322,500","318,214",29,
2017 July,**,**,**,**,**,"305,833",28,
2017 August,**,**,**,**,**,**,6,
2017 September,**,**,**,**,**,**,0,
2017 October,**,**,**,**,**,**,0,
2017 November,**,**,**,**,**,**,1,
2017 December,**,**,**,**,**,**,0,
2018 January,**,**,**,**,**,**,0,
2018 February,**,**,**,**,**,**,0,
2018 March,**,**,**,**,**,**,0,
2018 April,**,**,**,**,**,**,0,
2018 May,**,**,**,**,**,**,0,
2018 June,**,**,**,**,**,**,0,
2018 July,**,**,**,**,**,**,0,
2018 August,**,**,**,**,**,**,0,
2018 September,**,**,**,**,**,**,0,
2018 October,**,**,**,**,**,**,0,
2018 November,**,**,**,**,**,**,0,
2018 December,**,**,**,**,**,**,0,
2019 January,**,**,**,**,**,**,0,
2019 February,**,**,**,**,**,**,0,
2019 March,**,**,**,**,**,**,0,
2019 April,**,**,**,**,**,**,0,
2019 May,**,**,**,**,**,**,0,
2019 June,**,**,**,**,**,**,0,
2019 July,**,**,**,**,**,**,0,
2019 August,**,**,**,**,**,**,0,
2019 September,**,**,**,**,**,**,0,
2019 October,**,**,**,**,**,**,0,
2019 November,**,**,**,**,**,**,0,
2019 December,**,**,**,**,**,**,0,
2020 January,**,**,**,**,**,**,0,
2020 February,**,**,**,**,**,**,0,
2020 March,**,**,**,**,**,**,0,
2020 April,**,**,**,**,**,**,0,
2020 May,**,**,**,**,**,**,0,
2020 June,**,**,**,**,**,**,0,
2020 July,**,**,**,**,**,**,0,
2020 August,**,**,**,**,**,**,0,
2020 September,**,**,**,**,**,**,0,
2020 October,**,**,**,**,**,**,0,
2020 November,**,**,**,**,**,**,0,
2020 December,**,**,**,**,**,**,0,
2021 January,**,**,**,**,**,**,0,
2021 February,**,**,**,**,**,**,0,
2021 March,**,**,**,**,**,**,0,
2021 April,**,**,**,**,**,**,0,
2021 May,**,**,**,**,**,**,0,
2021 June,**,**,**,**,**,**,1,
2021 July,**,**,**,**,**,**,1,
2021 August,**,**,**,**,**,**,1,
2021 September,**,**,**,**,**,**,1,
2021 October,**,**,**,**,**,**,1,
2021 November,**,**,**,**,**,**,0,
2021 December,**,**,**,**,**,**,0,
2022 January,**,**,**,**,**,**,0,
2022 February,**,**,**,**,**,**,1,
2022 March,**,**,**,**,**,**,1,
2022 April,**,**,**,**,**,**,0,
2022 May,**,**,**,**,**,**,0,
2022 June,**,**,**,**,**,**,1,
2022 July,**,**,**,**,**,**,0,
2022 August,**,**,**,**,**,**,0,
2022 September,**,**,**,**,**,**,0,
2022 October,**,**,**,**,**,**,0,
2022 November,**,**,**,**,**,**,0,
2022 December,**,**,**,**,**,**,1,
2023 January,**,**,**,**,**,**,0,
2023 February,**,**,**,**,**,**,0,
2023 March,**,**,**,**,**,**,0,
2023 April,**,**,**,**,**,**,0,
2023 May,**,**,**,**,**,**,0,
2023 June,**,**,**,**,**,**,0,
2023 July,**,**,**,**,**,**,0,
2023 August,"500,000","565,000","600,000","790,000","580,000","611,603",65,
2023 September,**,**,**,**,**,**,21,
2023 October,**,**,**,**,**,**,19,
2023 November,**,**,**,**,**,**,16,
2023 December,**,**,**,**,**,**,20,
2024 January,**,**,**,**,**,**,16,
2024 February,**,**,**,**,**,**,10,
2024 March,**,**,**,**,**,**,11,

Source,CMHC Market Absorption Survey
