"Toronto — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"279,000","338,000","440,000","640,000","375,000","439,061",543,
1990 February,"280,000","345,000","450,000","645,000","395,000","445,155",541,
1990 March,"270,000","330,000","445,000","640,000","375,000","438,472",624,
1990 April,"280,000","350,000","480,000","670,000","400,000","461,885",775,
1990 May,"290,000","340,000","450,000","630,000","390,000","446,360","1,051",
1990 June,"280,000","330,000","445,000","610,000","375,000","436,542","1,060",
1990 July,"285,000","340,000","450,000","600,000","390,000","443,071",973,
1990 August,"280,000","335,000","450,000","610,000","385,000","443,281",974,
1990 September,"275,000","320,000","400,000","580,000","360,000","433,955","1,044",
1990 October,"280,000","325,000","420,000","630,000","367,500","453,532","1,070",
1990 November,"275,000","320,000","410,000","630,000","355,000","452,857","1,151",
1990 December,"275,000","320,000","425,000","640,000","360,000","459,509","1,092",
1991 January,"275,000","339,000","460,000","685,000","390,000","486,639",906,
1991 February,"280,000","350,000","475,000","700,000","400,000","498,057",800,
1991 March,"285,000","355,000","480,000","700,000","400,000","504,304",767,
1991 April,"285,000","366,000","500,000","710,000","420,000","516,359",712,
1991 May,"290,000","380,000","495,000","700,000","430,000","518,384",615,
1991 June,"285,000","368,000","476,000","700,000","410,000","498,889",536,
1991 July,"275,000","350,000","450,000","700,000","390,000","493,166",478,
1991 August,"280,000","355,000","459,000","700,000","400,000","500,543",397,
1991 September,"270,000","346,000","430,000","650,000","385,000","473,834",392,
1991 October,"265,000","325,000","420,000","625,000","375,000","460,680",380,
1991 November,"250,000","300,000","404,000","650,000","350,000","448,705",382,
1991 December,"250,000","300,000","415,000","650,000","360,000","454,444",404,
1992 January,"250,000","300,000","400,000","610,000","350,000","435,598",429,
1992 February,"240,000","290,000","395,000","600,000","332,500","427,069",474,
1992 March,"250,000","300,000","400,000","550,000","350,000","419,705",530,
1992 April,"250,000","310,000","420,000","525,000","370,000","420,672",566,
1992 May,"250,000","320,000","430,000","549,000","385,000","426,618",555,
1992 June,"255,000","325,000","414,000","522,000","372,500","419,481",602,
1992 July,"260,000","310,000","400,000","500,000","350,000","411,097",519,
1992 August,"230,000","295,000","385,000","490,000","320,000","386,743",609,
1992 September,"250,000","300,000","398,000","510,000","350,000","401,530",535,
1992 October,"250,000","300,000","400,000","500,000","350,000","402,794",510,
1992 November,"240,000","300,000","392,000","492,000","335,000","391,437",488,
1992 December,"200,000","280,000","370,000","475,000","310,000","373,285",525,
1993 January,"200,000","270,000","350,000","500,000","300,000","366,233",466,
1993 February,"195,000","260,000","325,000","480,000","290,000","357,433",459,
1993 March,"195,000","265,000","335,000","500,000","295,000","364,269",449,
1993 April,"189,000","258,000","330,000","502,000","290,000","361,522",423,
1993 May,"185,000","250,000","325,000","514,000","280,000","359,147",402,
1993 June,"200,000","255,000","325,000","534,000","285,000","367,776",381,
1993 July,"200,000","260,000","330,000","550,000","285,000","371,897",384,
1993 August,"200,000","260,000","325,000","550,000","285,000","369,102",375,
1993 September,"190,000","250,000","310,000","500,000","275,000","353,600",412,
1993 October,"185,000","245,000","305,000","480,000","275,000","350,595",427,
1993 November,"181,000","240,000","300,000","474,000","262,500","342,152",470,
1993 December,"185,000","240,000","300,000","475,000","270,000","345,158",447,
1994 January,"180,000","230,000","300,000","480,000","260,000","340,514",478,
1994 February,"180,000","230,000","300,000","484,000","260,000","343,271",455,
1994 March,"180,000","230,000","306,000","480,000","270,000","341,796",441,
1994 April,"185,000","255,000","300,000","450,000","280,000","342,122",473,
1994 May,"185,000","240,000","290,000","401,000","270,000","324,085",518,
1994 June,"205,000","260,000","310,000","440,000","280,000","350,306",433,
1994 July,"205,000","270,000","337,000","460,000","290,000","385,962",368,
1994 August,"185,000","245,000","295,000","432,000","272,500","354,939",402,
1994 September,"180,000","246,000","290,000","410,000","270,000","343,145",387,
1994 October,"150,000","195,000","275,000","375,000","245,000","309,393",496,
1994 November,"170,000","201,000","280,000","400,000","250,000","319,759",492,
1994 December,"170,000","228,000","287,000","421,000","270,000","335,461",483,
1995 January,"175,000","250,000","305,000","475,000","280,000","357,167",458,
1995 February,"180,000","235,000","295,000","450,000","270,000","348,719",537,
1995 March,"180,000","235,000","295,000","462,000","270,000","348,768",556,
1995 April,"175,000","230,000","290,000","450,000","265,000","345,372",560,
1995 May,"175,000","225,000","285,000","450,000","255,000","341,804",550,
1995 June,"180,000","230,000","285,000","450,000","255,000","331,874",576,
1995 July,"181,000","225,000","280,000","414,000","250,000","323,504",585,
1995 August,"180,000","220,000","270,000","400,000","240,000","318,423",601,
1995 September,"190,000","220,000","278,000","400,000","245,000","325,752",635,
1995 October,"190,000","220,000","271,000","400,000","240,000","325,639",646,
1995 November,"190,000","220,000","275,000","439,000","240,000","332,082",625,
1995 December,"195,000","230,000","285,000","465,000","260,000","344,269",674,
1996 January,"195,000","230,000","285,000","440,000","260,000","341,174",679,
1996 February,"195,000","230,000","285,000","456,000","260,000","345,607",668,
1996 March,"195,000","230,000","290,000","470,000","260,000","344,017",664,
1996 April,"200,000","235,000","295,000","460,000","265,000","347,739",576,
1996 May,"200,000","235,000","285,000","457,000","265,000","344,677",537,
1996 June,"200,000","235,000","290,000","460,000","265,000","345,530",548,
1996 July,"200,000","230,000","285,000","460,000","260,000","338,283",532,
1996 August,"200,000","230,000","285,000","452,000","260,000","342,341",502,
1996 September,"200,000","220,000","280,000","445,000","250,000","335,474",539,
1996 October,"200,000","225,000","285,000","450,000","250,000","339,012",541,
1996 November,"200,000","230,000","287,000","475,000","260,000","345,895",533,
1996 December,"186,000","225,000","283,000","480,000","250,000","343,840",575,
1997 January,"185,000","220,000","280,000","480,000","250,000","342,534",564,
1997 February,"185,000","220,000","280,000","470,000","250,000","333,871",589,
1997 March,"180,000","220,000","285,000","480,000","250,000","342,587",534,
1997 April,"180,000","225,000","290,000","480,000","250,000","345,543",506,
