"London — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1998 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1998 January,"125,000","145,000","167,000","190,000","150,000","169,318",148,
1998 February,"125,000","145,000","165,000","185,000","150,000","163,489",149,
1998 March,"125,000","145,000","165,000","185,000","150,000","163,739",164,
1998 April,"125,000","145,000","165,000","190,000","150,000","166,032",167,
1998 May,"130,000","140,000","160,000","185,000","150,000","166,704",156,
1998 June,"130,000","145,000","160,000","190,000","150,000","168,030",151,
1998 July,"130,000","148,000","170,000","196,000","150,000","172,961",133,
1998 August,"130,000","146,000","170,000","195,000","155,000","170,156",142,
1998 September,"135,000","150,000","170,000","190,000","160,000","173,300",134,
1998 October,"135,000","150,000","170,000","200,000","160,000","173,960",140,
1998 November,"130,000","145,000","170,000","200,000","155,000","169,815",141,
1998 December,"130,000","145,000","170,000","200,000","155,000","170,930",132,
1999 January,"130,000","145,000","168,000","199,000","155,000","166,109",120,
1999 February,"130,000","145,000","162,000","200,000","152,500","164,313",128,
1999 March,"130,000","140,000","155,000","195,000","150,000","162,333",114,
1999 April,"130,000","150,000","170,000","206,000","157,500","176,823",118,
1999 May,"135,000","150,000","180,000","217,000","170,000","182,840",127,
1999 June,"140,000","155,000","185,000","220,000","170,000","183,882",139,
1999 July,"135,000","155,000","180,000","230,000","170,000","185,250",134,
1999 August,"135,000","150,000","180,000","210,000","170,000","179,043",160,
1999 September,"135,000","150,000","185,000","211,000","170,000","179,934",158,
1999 October,"135,000","150,000","185,000","215,000","170,000","180,520",169,
1999 November,"135,000","155,000","181,000","215,000","170,000","180,771",166,
1999 December,"135,000","160,000","184,000","220,000","170,000","181,566",142,
2000 January,"140,000","155,000","180,000","210,000","170,000","178,761",152,
2000 February,"140,000","160,000","182,000","216,000","170,000","183,150",138,
2000 March,"140,000","165,000","185,000","220,000","175,000","186,199",134,
2000 April,"135,000","160,000","180,000","212,000","170,000","184,172",133,
