"Ottawa — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"141,000","165,000","170,000","214,000","170,000","186,947",15,
1990 February,"161,000","170,000","170,000","352,000","170,000","212,027",15,
1990 March,"167,000","170,000","282,000","358,000","230,000","249,338",16,
1990 April,"170,000","178,000","306,000","359,000","270,000","257,660",15,
1990 May,"170,000","170,000","225,000","356,000","180,000","240,167",18,
1990 June,"162,000","170,000","193,000","352,000","170,000","232,150",20,
1990 July,"168,000","170,000","192,000","347,000","170,000","231,739",23,
1990 August,"160,000","170,000","190,000","330,000","170,000","207,679",34,
1990 September,"160,000","170,000","192,000","278,000","170,000","210,125",28,
1990 October,"162,000","170,000","224,000","317,000","180,000","217,807",30,
1990 November,"154,000","170,000","230,000","336,000","190,000","221,458",31,
1990 December,"170,000","190,000","235,000","332,000","220,000","231,887",38,
1991 January,"155,000","172,000","228,000","262,000","215,000","215,670",27,
1991 February,"127,000","170,000","220,000","263,000","180,000","202,727",26,
1991 March,"154,000","170,000","196,000","275,000","180,000","206,341",22,
1991 April,"157,000","170,000","208,000","270,000","180,000","203,872",18,
1991 May,"149,000","170,000","220,000","280,000","180,000","205,919",16,
1991 June,"170,000","195,000","226,000","292,000","220,000","227,577",13,
1991 July,"170,000","195,000","226,000","292,000","220,000","227,800",13,
1991 August,**,**,**,**,**,"210,873",11,
1991 September,"152,000","204,000","237,000","246,000","220,000","209,944",18,
1991 October,"155,000","180,000","220,000","240,000","220,000","205,100",19,
1991 November,"170,000","175,000","220,000","245,000","205,000","211,517",24,
1991 December,"160,000","170,000","190,000","224,000","175,000","196,539",18,
1992 January,"150,000","170,000","190,000","228,000","180,000","194,124",17,
1992 February,"160,000","176,000","217,000","260,000","190,000","208,331",13,
1992 March,**,**,**,**,**,"226,500",9,
1992 April,**,**,**,**,**,"227,200",4,
1992 May,**,**,**,**,**,"235,720",5,
1992 June,**,**,**,**,**,**,5,
1992 July,**,**,**,**,**,**,3,
1992 August,**,**,**,**,**,**,3,
1992 September,**,**,**,**,**,**,3,
1992 October,**,**,**,**,**,"164,370",10,
1992 November,**,**,**,**,**,"181,257",14,
1992 December,"155,000","185,000","190,000","220,000","187,500","183,014",14,
1993 January,**,**,**,**,**,"194,155",11,
1993 February,**,**,**,**,**,"200,350",8,
1993 March,**,**,**,**,**,"219,800",7,
1993 April,**,**,**,**,**,"206,938",8,
1993 May,**,**,**,**,**,"215,773",11,
1993 June,**,**,**,**,**,"214,325",8,
1993 July,**,**,**,**,**,"191,309",11,
1993 August,**,**,**,**,**,"187,673",11,
1993 September,**,**,**,**,**,"182,664",14,
1993 October,"140,000","160,000","192,000","210,000","180,000","176,905",21,
1993 November,"140,000","164,000","186,000","210,000","180,000","177,862",21,
1993 December,"148,000","158,000","182,000","210,000","180,000","175,609",23,
1994 January,"150,000","155,000","184,000","220,000","180,000","178,115",27,
1994 February,"150,000","155,000","185,000","235,000","165,000","190,138",29,
1994 March,"149,000","153,000","182,000","235,000","160,000","189,354",28,
1994 April,"145,000","150,000","155,000","188,000","150,000","175,385",33,
1994 May,"146,000","152,000","180,000","200,000","165,000","198,987",15,
1994 June,"147,000","150,000","157,000","200,000","152,500","192,613",16,
1994 July,"145,000","150,000","155,000","200,000","152,500","192,064",14,
1994 August,"150,000","155,000","156,000","196,000","155,000","182,800",21,
1994 September,"146,000","155,000","158,000","200,000","155,000","167,984",25,
1994 October,"145,000","155,000","155,000","190,000","155,000","164,945",29,
1994 November,"145,000","155,000","155,000","190,000","155,000","162,432",34,
1994 December,"148,000","155,000","160,000","200,000","157,500","165,102",42,
1995 January,"150,000","155,000","160,000","200,000","157,500","169,936",42,
1995 February,"150,000","155,000","160,000","200,000","160,000","171,685",40,
1995 March,"150,000","155,000","160,000","200,000","160,000","171,063",38,
1995 April,"150,000","155,000","160,000","185,000","160,000","169,325",32,
1995 May,"150,000","155,000","161,000","175,000","160,000","170,100",26,
1995 June,"150,000","155,000","160,000","171,000","160,000","164,696",23,
1995 July,"147,000","150,000","160,000","170,000","157,500","161,723",26,
1995 August,"135,000","150,000","160,000","171,000","155,000","155,657",23,
1995 September,"120,000","145,000","160,000","170,000","150,000","152,010",21,
1995 October,"135,000","145,000","155,000","168,000","150,000","147,957",21,
1995 November,"135,000","145,000","160,000","175,000","152,500","152,363",24,
1995 December,"135,000","145,000","160,000","175,000","152,500","152,363",24,
1996 January,"135,000","145,000","160,000","177,000","150,000","152,259",22,
1996 February,"136,000","145,000","151,000","164,000","145,000","147,873",15,
1996 March,"135,000","145,000","157,000","171,000","145,000","152,261",18,
1996 April,"135,000","145,000","159,000","172,000","145,000","150,406",17,
1996 May,"135,000","145,000","155,000","175,000","150,000","151,793",14,
1996 June,**,**,**,**,**,"166,450",10,
1996 July,**,**,**,**,**,"150,860",10,
1996 August,**,**,**,**,**,"150,420",10,
1996 September,"115,000","138,000","155,000","180,000","140,000","150,854",13,
1996 October,"115,000","134,000","155,000","180,000","140,000","149,269",13,
1996 November,"115,000","136,000","155,000","180,000","140,000","149,500",13,
1996 December,"116,000","146,000","158,000","187,000","155,000","154,753",15,
1997 January,"120,000","140,000","155,000","195,000","150,000","155,400",19,
1997 February,"130,000","130,000","150,000","181,000","140,000","149,078",27,
1997 March,"130,000","136,000","152,000","160,000","145,000","146,104",28,
1997 April,"130,000","140,000","150,000","160,000","142,500","145,115",34,
1997 May,"130,000","140,000","149,000","155,000","140,000","142,626",27,
1997 June,"130,000","140,000","150,000","155,000","145,000","143,580",25,
1997 July,"130,000","140,000","150,000","155,000","150,000","145,288",16,
1997 August,"140,000","146,000","150,000","157,000","150,000","149,150",12,
1997 September,"135,000","141,000","150,000","155,000","150,000","146,765",17,
1997 October,"135,000","142,000","150,000","154,000","150,000","146,673",15,
1997 November,"135,000","138,000","150,000","156,000","145,000","149,239",18,
1997 December,"135,000","138,000","147,000","151,000","140,000","146,565",23,
1998 January,"135,000","139,000","150,000","158,000","145,000","147,265",31,
1998 February,"135,000","140,000","150,000","159,000","145,000","148,412",25,
1998 March,"135,000","140,000","150,000","157,000","145,000","148,173",22,
1998 April,"133,000","136,000","150,000","157,000","142,500","147,582",22,
1998 May,"131,000","137,000","150,000","160,000","145,000","150,925",20,
1998 June,"130,000","135,000","146,000","156,000","140,000","146,056",16,
1998 July,"134,000","140,000","150,000","156,000","147,500","147,861",18,
1998 August,"130,000","135,000","140,000","153,000","135,000","140,169",26,
1998 September,"140,000","150,000","155,000","155,000","155,000","148,968",19,
1998 October,"140,000","150,000","155,000","155,000","150,000","148,353",19,
1998 November,"136,000","145,000","150,000","155,000","150,000","147,340",25,
