"Victoria — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"140,000","180,000","219,000","270,000","190,000","203,535",84,
1990 February,"150,000","180,000","215,000","270,000","190,000","213,513",96,
1990 March,"150,000","180,000","221,000","288,000","190,000","218,741",93,
1990 April,"171,000","221,000","278,000","345,000","250,000","245,698",101,
1990 May,"180,000","230,000","270,000","318,000","250,000","247,077",115,
1990 June,"170,000","200,000","255,000","300,000","235,000","234,499",120,
1990 July,"166,000","190,000","240,000","290,000","215,000","228,484",140,
1990 August,"180,000","200,000","250,000","298,000","220,000","233,073",150,
1990 September,"170,000","200,000","245,000","296,000","225,000","240,535",143,
1990 October,"160,000","190,000","240,000","290,000","210,000","232,882",149,
1990 November,"162,000","195,000","250,000","318,000","220,000","243,299",151,
1990 December,"160,000","190,000","240,000","319,000","215,000","238,986",155,
1991 January,"160,000","190,000","240,000","317,000","215,000","239,895",132,
1991 February,"151,000","182,000","220,000","298,000","200,000","232,789",120,
1991 March,"150,000","190,000","220,000","300,000","200,000","234,178",107,
1991 April,"146,000","180,000","220,000","296,000","190,000","230,481",105,
1991 May,"150,000","180,000","220,000","310,000","190,000","238,908",89,
1991 June,"142,000","180,000","200,000","280,000","190,000","234,328",90,
1991 July,"140,000","170,000","190,000","240,000","180,000","216,054",79,
1991 August,"130,000","170,000","194,000","260,000","180,000","207,216",82,
1991 September,"132,000","170,000","190,000","260,000","180,000","210,056",75,
1991 October,"140,000","180,000","200,000","260,000","190,000","216,598",82,
1991 November,"150,000","180,000","220,000","272,000","190,000","223,758",91,
1991 December,"155,000","180,000","210,000","268,000","190,000","225,340",97,
1992 January,"140,000","170,000","190,000","253,000","180,000","207,906",101,
1992 February,"130,000","170,000","190,000","280,000","180,000","212,817",102,
1992 March,"137,000","170,000","217,000","290,000","190,000","207,958",57,
1992 April,"144,000","180,000","235,000","290,000","195,000","207,050",54,
1992 May,"140,000","170,000","230,000","275,000","200,000","219,978",59,
1992 June,"165,000","194,000","249,000","277,000","220,000","228,855",67,
1992 July,"170,000","210,000","240,000","275,000","220,000","225,772",71,
1992 August,"175,000","215,000","240,000","275,000","230,000","229,020",86,
1992 September,"180,000","230,000","240,000","265,000","235,000","226,300",88,
1992 October,"170,000","216,000","240,000","290,000","235,000","236,524",80,
1992 November,"170,000","210,000","240,000","280,000","220,000","232,559",96,
1992 December,"170,000","210,000","250,000","305,000","220,000","238,651",96,
1993 January,"170,000","212,000","260,000","328,000","240,000","254,343",100,
1993 February,"180,000","225,000","280,000","330,000","260,000","269,188",99,
1993 March,"174,000","216,000","260,000","320,000","247,500","253,154",98,
1993 April,"173,000","225,000","279,000","340,000","255,000","267,723",87,
1993 May,"175,000","215,000","270,000","330,000","235,000","256,733",84,
1993 June,"180,000","219,000","271,000","314,000","250,000","252,085",101,
1993 July,"199,000","243,000","280,000","335,000","257,500","266,871",98,
1993 August,"200,000","240,000","275,000","319,000","252,500","264,553",110,
1993 September,"186,000","240,000","280,000","330,000","250,000","263,686",112,
1993 October,"190,000","250,000","290,000","350,000","280,000","275,830",97,
1993 November,"200,000","250,000","300,000","355,000","280,000","279,804",109,
