"Saskatoon — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"88,000","111,000","130,000","155,000","120,000","119,762",48,
1990 February,"91,000","117,000","135,000","155,000","125,000","122,118",46,
1990 March,"90,000","110,000","130,000","165,000","122,500","126,321",40,
1990 April,"87,000","100,000","126,000","151,000","120,000","122,795",35,
1990 May,"100,000","125,000","135,000","180,000","127,500","138,342",38,
1990 June,"97,000","124,000","135,000","175,000","125,000","135,912",45,
1990 July,"95,000","125,000","135,000","175,000","130,000","136,962",48,
1990 August,"90,000","105,000","130,000","160,000","122,500","135,538",38,
1990 September,"90,000","125,000","135,000","233,000","125,000","149,897",39,
1990 October,"95,000","120,000","135,000","225,000","127,500","148,116",47,
1990 November,"95,000","120,000","135,000","200,000","125,000","142,353",47,
1990 December,"83,000","116,000","135,000","191,000","125,000","138,760",55,
1991 January,"80,000","110,000","133,000","197,000","122,500","137,856",49,
1991 February,"85,000","115,000","135,000","185,000","127,500","138,627",47,
1991 March,"95,000","122,000","138,000","198,000","132,500","146,221",42,
1991 April,"91,000","112,000","139,000","194,000","132,500","144,145",48,
1991 May,"85,000","107,000","135,000","168,000","120,000","135,561",50,
1991 June,"98,000","112,000","135,000","179,000","122,500","141,745",40,
1991 July,"100,000","110,000","130,000","187,000","120,000","141,197",36,
1991 August,"106,000","114,000","125,000","135,000","120,000","126,184",19,
1991 September,"110,000","125,000","138,000","172,000","130,000","148,314",24,
1991 October,"96,000","119,000","127,000","152,000","120,000","136,316",27,
1991 November,"110,000","120,000","135,000","230,000","130,000","151,519",24,
1991 December,"92,000","112,000","126,000","192,000","120,000","136,739",30,
1992 January,"78,000","110,000","120,000","156,000","117,500","128,792",24,
1992 February,"72,000","110,000","124,000","235,000","117,500","141,256",21,
1992 March,"72,000","113,000","124,000","235,000","117,500","142,700",21,
1992 April,"82,000","112,000","126,000","221,000","120,000","139,313",18,
1992 May,"83,000","110,000","131,000","212,000","120,000","137,775",19,
1992 June,"83,000","110,000","131,000","212,000","120,000","137,775",19,
1992 July,"92,000","124,000","140,000","237,000","130,000","153,700",18,
1992 August,"110,000","130,000","155,000","260,000","137,500","159,744",34,
1992 September,"125,000","140,000","175,000","250,000","152,500","162,336",34,
1992 October,"125,000","139,000","167,000","236,000","150,000","173,444",31,
1992 November,"125,000","135,000","150,000","200,000","137,500","161,157",34,
1992 December,"125,000","130,000","140,000","188,000","135,000","157,357",28,
1993 January,"125,000","130,000","138,000","183,000","135,000","150,267",30,
1993 February,"121,000","130,000","135,000","183,000","132,500","148,293",30,
1993 March,"123,000","130,000","139,000","191,000","135,000","151,256",27,
1993 April,"124,000","144,000","191,000","255,000","175,000","185,197",21,
1993 May,"125,000","145,000","190,000","220,000","175,000","177,988",27,
1993 June,"132,000","144,000","157,000","212,000","150,000","172,921",28,
1993 July,"129,000","150,000","187,000","238,000","155,000","180,876",25,
1993 August,"130,000","141,000","177,000","232,000","155,000","175,338",26,
1993 September,"118,000","130,000","165,000","210,000","140,000","166,403",27,
1993 October,"130,000","135,000","160,000","195,000","150,000","165,646",38,
1993 November,"117,000","133,000","172,000","223,000","150,000","167,268",34,
1993 December,"108,000","130,000","157,000","208,000","137,500","160,103",38,
1994 January,"90,000","135,000","160,000","185,000","145,000","158,967",31,
1994 February,"112,000","138,000","164,000","202,000","155,000","164,687",29,
1994 March,"110,000","130,000","150,000","200,000","135,000","159,289",28,
1994 April,"118,000","133,000","150,000","190,000","137,500","160,245",25,
1994 May,"120,000","135,000","150,000","170,000","140,000","139,312",26,
1994 June,"114,000","131,000","150,000","167,000","140,000","150,141",26,
1994 July,"101,000","132,000","150,000","164,000","145,000","150,735",28,
1994 August,"115,000","135,000","160,000","255,000","150,000","165,694",22,
1994 September,"116,000","135,000","160,000","229,000","150,000","165,536",30,
1994 October,"115,000","145,000","170,000","225,000","155,000","167,308",32,
1994 November,"120,000","140,000","159,000","191,000","150,000","159,615",41,
1994 December,"120,000","135,000","155,000","176,000","150,000","149,053",47,
1995 January,"125,000","140,000","156,000","183,000","150,000","154,679",31,
1995 February,"122,000","140,000","155,000","176,000","150,000","151,674",36,
1995 March,"120,000","140,000","155,000","180,000","150,000","153,030",36,
1995 April,"124,000","135,000","157,000","184,000","150,000","157,285",39,
1995 May,"110,000","135,000","150,000","172,000","140,000","147,684",33,
1995 June,"118,000","135,000","149,000","174,000","140,000","150,334",27,
1995 July,"115,000","135,000","141,000","166,000","135,000","144,818",26,
1995 August,"121,000","136,000","154,000","250,000","142,500","166,392",23,
1995 September,"121,000","142,000","176,000","274,000","152,500","189,660",21,
1995 October,"118,000","135,000","163,000","250,000","145,000","171,781",28,
1995 November,"125,000","142,000","168,000","250,000","150,000","176,248",26,
1995 December,"111,000","135,000","157,000","230,000","145,000","165,723",27,
1996 January,"91,000","125,000","143,000","234,000","135,000","153,910",26,
1996 February,"96,000","125,000","145,000","218,000","135,000","155,137",27,
1996 March,"99,000","125,000","144,000","250,000","135,000","158,987",23,
1996 April,"99,000","127,000","153,000","250,000","140,000","163,544",25,
1996 May,"110,000","125,000","155,000","250,000","145,000","170,370",23,
1996 June,"106,000","125,000","155,000","244,000","145,000","169,925",19,
1996 July,"105,000","125,000","145,000","220,000","125,000","158,547",16,
1996 August,"110,000","139,000","161,000","203,000","147,500","164,780",22,
1996 September,"113,000","145,000","183,000","209,000","152,500","169,780",21,
1996 October,"114,000","133,000","195,000","216,000","155,000","171,819",22,
1996 November,"124,000","151,000","195,000","225,000","180,000","180,903",19,
1996 December,"110,000","125,000","195,000","210,000","155,000","169,329",22,
1997 January,"108,000","129,000","189,000","207,000","155,000","166,256",20,
1997 February,"110,000","125,000","165,000","195,000","145,000","163,732",23,
1997 March,"114,000","143,000","167,000","195,000","155,000","164,030",22,
1997 April,"110,000","125,000","145,000","195,000","140,000","152,286",22,
1997 May,"115,000","135,000","145,000","195,000","145,000","157,165",21,
1997 June,"114,000","133,000","145,000","166,000","140,000","148,084",25,
1997 July,"113,000","128,000","145,000","168,000","145,000","147,122",26,
1997 August,"102,000","129,000","151,000","171,000","140,000","148,506",29,
1997 September,"110,000","135,000","155,000","180,000","152,500","156,221",26,
1997 October,"106,000","143,000","161,000","189,000","155,000","160,134",23,
1997 November,"99,000","133,000","151,000","200,000","140,000","157,392",20,
1997 December,"106,000","124,000","157,000","215,000","135,000","161,714",17,
1998 January,"108,000","132,000","165,000","205,000","145,000","163,102",19,
1998 February,"113,000","155,000","170,000","221,000","165,000","169,062",30,
1998 March,"120,000","155,000","170,000","220,000","165,000","170,719",31,
1998 April,"120,000","150,000","160,000","175,000","155,000","161,504",42,
1998 May,"130,000","154,000","165,000","202,000","155,000","171,572",39,
1998 June,"149,000","159,000","171,000","223,000","165,000","184,760",23,
1998 July,"149,000","155,000","170,000","223,000","165,000","185,230",18,
1998 August,"141,000","160,000","175,000","199,000","165,000","177,974",39,
1998 September,"145,000","162,000","180,000","228,000","175,000","184,957",34,
1998 October,"147,000","160,000","180,000","212,000","175,000","183,069",33,
1998 November,"135,000","150,000","170,000","205,000","155,000","170,100",46,
1998 December,"135,000","150,000","160,000","205,000","152,500","166,915",64,
1999 January,"125,000","145,000","155,000","200,000","150,000","161,814",61,
1999 February,"120,000","145,000","155,000","195,000","147,500","156,226",52,
1999 March,"115,000","145,000","150,000","185,000","145,000","152,603",47,
1999 April,"130,000","145,000","160,000","185,000","150,000","157,323",57,
1999 May,"130,000","145,000","160,000","185,000","155,000","162,397",47,
