"Victoria — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"140,000","180,000","219,000","270,000","190,000","215,393",67,
1990 February,"150,000","180,000","215,000","270,000","190,000","223,265",74,
1990 March,"150,000","180,000","221,000","288,000","190,000","228,764",75,
1990 April,"171,000","221,000","278,000","345,000","250,000","262,111",80,
1990 May,"180,000","230,000","270,000","318,000","250,000","258,821",95,
1990 June,"170,000","200,000","255,000","300,000","235,000","245,597",99,
1990 July,"166,000","190,000","240,000","290,000","215,000","235,960",120,
1990 August,"180,000","200,000","250,000","298,000","220,000","242,337",126,
1990 September,"180,000","210,000","250,000","300,000","235,000","247,319",126,
1990 October,"170,000","200,000","249,000","300,000","220,000","242,532",127,
1990 November,"174,000","200,000","250,000","300,000","225,000","245,469",118,
1990 December,"170,000","190,000","240,000","300,000","220,000","241,949",116,
1991 January,"170,000","190,000","240,000","300,000","212,500","242,009",96,
1991 February,"160,000","190,000","220,000","280,000","200,000","235,556",89,
1991 March,"165,000","190,000","230,000","300,000","210,000","241,991",80,
1991 April,"165,000","190,000","220,000","314,000","200,000","240,906",77,
1991 May,"165,000","190,000","220,000","335,000","200,000","254,227",62,
1991 June,"160,000","184,000","220,000","315,000","190,000","249,352",66,
1991 July,"150,000","180,000","200,000","261,000","190,000","234,981",53,
1991 August,"160,000","185,000","210,000","265,000","192,500","226,419",54,
1991 September,"158,000","178,000","200,000","290,000","190,000","231,429",48,
1991 October,"165,000","190,000","230,000","276,000","200,000","235,345",55,
1991 November,"167,000","190,000","232,000","298,000","220,000","241,610",61,
1991 December,"167,000","190,000","230,000","314,000","205,000","241,523",71,
1992 January,"140,000","180,000","200,000","272,000","190,000","219,417",71,
1992 February,"140,000","176,000","195,000","322,000","187,500","227,219",72,
1992 March,"137,000","170,000","217,000","290,000","190,000","212,787",46,
1992 April,"144,000","180,000","235,000","290,000","195,000","214,759",46,
1992 May,"148,000","188,000","244,000","282,000","217,500","229,871",48,
1992 June,"166,000","215,000","250,000","288,000","235,000","238,422",55,
1992 July,"175,000","220,000","245,000","280,000","240,000","233,893",59,
1992 August,"190,000","230,000","250,000","280,000","240,000","240,353",68,
1992 September,"180,000","230,000","240,000","265,000","235,000","231,959",74,
1992 October,"170,000","216,000","240,000","290,000","235,000","236,524",62,
1992 November,"174,000","217,000","248,000","316,000","235,000","244,221",70,
1992 December,"185,000","215,000","260,000","330,000","240,000","251,476",74,
1993 January,"176,000","228,000","280,000","344,000","260,000","270,012",77,
1993 February,"195,000","250,000","290,000","340,000","275,000","281,562",79,
1993 March,"170,000","240,000","280,000","322,000","260,000","264,362",73,
1993 April,"190,000","260,000","290,000","350,000","277,500","288,448",64,
1993 May,"150,000","226,000","280,000","344,000","260,000","270,390",62,
1993 June,"195,000","250,000","290,000","350,000","275,000","267,703",74,
1993 July,"223,000","251,000","290,000","350,000","280,000","281,642",77,
1993 August,"240,000","260,000","290,000","340,000","280,000","283,996",76,
1993 September,"224,000","260,000","290,000","354,000","280,000","282,735",78,
1993 October,"210,000","280,000","308,000","364,000","290,000","289,633",72,
1993 November,"222,000","280,000","310,000","360,000","290,000","291,540",86,
1993 December,"238,000","290,000","322,000","392,000","300,000","313,368",78,
1994 January,"230,000","287,000","310,000","380,000","300,000","310,326",85,
1994 February,"230,000","290,000","325,000","384,000","302,500","319,649",82,
1994 March,"234,000","285,000","310,000","372,000","297,500","312,816",76,
1994 April,"234,000","285,000","311,000","392,000","300,000","316,776",71,
1994 May,"230,000","270,000","312,000","381,000","300,000","314,331",58,
1994 June,"234,000","276,000","315,000","364,000","295,000","313,614",63,
1994 July,"240,000","280,000","310,000","380,000","290,000","318,018",79,
1994 August,"245,000","282,000","306,000","359,000","292,500","313,356",80,
1994 September,"247,000","280,000","300,000","360,000","290,000","312,043",86,
1994 October,"250,000","285,000","315,000","377,000","295,000","317,123",85,
1994 November,"250,000","285,000","320,000","365,000","297,500","317,850",88,
1994 December,"260,000","290,000","320,000","374,000","300,000","323,040",86,
1995 January,"250,000","290,000","330,000","395,000","310,000","323,439",89,
1995 February,"250,000","290,000","337,000","396,000","300,000","321,338",93,
1995 March,"250,000","290,000","337,000","396,000","305,000","321,916",88,
1995 April,"249,000","283,000","320,000","382,000","295,000","311,985",93,
1995 May,"250,000","290,000","325,000","395,000","305,000","321,900",84,
1995 June,"252,000","290,000","325,000","389,000","300,000","321,390",80,
1995 July,"270,000","290,000","335,000","400,000","300,000","325,403",74,
1995 August,"270,000","300,000","350,000","412,000","320,000","347,134",67,
1995 September,"270,000","290,000","337,000","410,000","300,000","339,903",68,
1995 October,"266,000","290,000","334,000","410,000","300,000","339,775",57,
1995 November,"255,000","290,000","320,000","400,000","297,500","334,174",54,
1995 December,"252,000","290,000","331,000","408,000","300,000","340,180",50,
1996 January,"260,000","290,000","320,000","400,000","300,000","330,110",49,
1996 February,"262,000","290,000","320,000","362,000","307,500","325,043",42,
1996 March,"250,000","290,000","327,000","398,000","317,500","330,147",36,
1996 April,"250,000","294,000","336,000","398,000","310,000","337,642",26,
1996 May,"233,000","282,000","316,000","392,000","295,000","325,106",32,
