"Guelph — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,**,**,**,**,**,**,3,
1990 February,**,**,**,**,**,**,3,
1990 March,**,**,**,**,**,"245,598",6,
1990 April,"217,000","250,000","274,000","290,000","250,000","247,080",10,
1990 May,**,**,**,**,**,**,3,
1990 June,**,**,**,**,**,"214,600",6,
1990 July,**,**,**,**,**,**,1,
1990 August,**,**,**,**,**,**,0,
1990 September,**,**,**,**,**,**,1,
1990 October,**,**,**,**,**,**,0,
1990 November,**,**,**,**,**,**,0,
1990 December,**,**,**,**,**,**,3,
1991 January,**,**,**,**,**,**,0,
1991 February,**,**,**,**,**,**,0,
1991 March,**,**,**,**,**,**,0,
1991 April,**,**,**,**,**,**,0,
1991 May,**,**,**,**,**,**,0,
1991 June,**,**,**,**,**,**,1,
1991 July,**,**,**,**,**,**,2,
1991 August,**,**,**,**,**,**,2,
1991 September,**,**,**,**,**,**,3,
1991 October,**,**,**,**,**,**,2,
1991 November,**,**,**,**,**,**,2,
1991 December,**,**,**,**,**,**,2,
1992 January,**,**,**,**,**,**,1,
1992 February,**,**,**,**,**,**,3,
1992 March,**,**,**,**,**,**,2,
1992 April,**,**,**,**,**,"170,809",12,
1992 May,**,**,**,**,**,"179,186",8,
1992 June,**,**,**,**,**,"181,650",5,
1992 July,**,**,**,**,**,"239,938",9,
1992 August,"130,000","151,000","227,000","318,000","175,000","214,424",17,
1992 September,"185,000","195,000","240,000","336,000","215,000","237,707",27,
1992 October,"185,000","194,000","232,000","323,000","210,000","233,597",31,
1992 November,"185,000","190,000","230,000","325,000","210,000","238,900",21,
1992 December,"174,000","184,000","214,000","345,000","190,000","237,688",16,
1993 January,"176,000","190,000","209,000","350,000","195,000","242,308",13,
1993 February,"150,000","170,000","190,000","345,000","180,000","215,000",19,
1993 March,"154,000","178,000","200,000","313,000","192,500","222,125",16,
1993 April,"154,000","188,000","220,000","313,000","195,000","224,000",16,
1993 May,"150,000","168,000","192,000","257,000","175,000","205,957",23,
1993 June,"150,000","178,000","201,000","257,000","192,500","207,004",28,
1993 July,"155,000","175,000","195,000","250,000","185,000","201,981",47,
1993 August,"154,000","188,000","220,000","283,000","195,000","215,947",36,
1993 September,"151,000","195,000","226,000","285,000","220,000","228,337",30,
1993 October,"150,000","184,000","220,000","284,000","195,000","218,191",35,
1993 November,"175,000","195,000","225,000","285,000","220,000","229,341",34,
1993 December,"178,000","195,000","220,000","285,000","200,000","230,503",32,
1994 January,"172,000","195,000","220,000","286,000","200,000","229,912",33,
1994 February,"150,000","182,000","200,000","259,000","195,000","204,300",37,
1994 March,"160,000","195,000","218,000","271,000","200,000","218,128",32,
1994 April,"152,000","192,000","200,000","255,000","195,000","206,677",35,
1994 May,"150,000","180,000","200,000","255,000","195,000","204,638",29,
1994 June,"160,000","199,000","212,000","270,000","200,000","220,314",21,
1994 July,"190,000","200,000","220,000","245,000","210,000","216,611",19,
1994 August,"186,000","201,000","218,000","249,000","210,000","218,236",22,
1994 September,"154,000","184,000","207,000","255,000","200,000","214,730",23,
1994 October,"162,000","187,000","206,000","251,000","195,000","212,829",31,
1994 November,"167,000","195,000","211,000","253,000","202,500","221,027",26,
1994 December,"166,000","192,000","210,000","244,000","200,000","223,832",25,
1995 January,"160,000","180,000","195,000","215,000","190,000","208,031",39,
1995 February,"170,000","180,000","195,000","215,000","190,000","209,964",39,
1995 March,"170,000","180,000","200,000","220,000","190,000","208,368",51,
1995 April,"170,000","185,000","205,000","225,000","195,000","211,783",59,
1995 May,"170,000","185,000","210,000","235,000","195,000","210,998",59,
1995 June,"170,000","191,000","210,000","232,000","200,000","210,660",57,
1995 July,"170,000","195,000","210,000","235,000","200,000","215,196",47,
1995 August,"170,000","185,000","209,000","235,000","195,000","213,643",47,
1995 September,"170,000","180,000","200,000","235,000","195,000","207,051",45,
1995 October,"165,000","180,000","196,000","235,000","185,000","199,229",41,
1995 November,"167,000","180,000","200,000","235,000","185,000","201,400",41,
1995 December,"170,000","180,000","200,000","235,000","185,000","202,635",43,
1996 January,"170,000","180,000","210,000","235,000","195,000","205,867",39,
1996 February,"170,000","180,000","210,000","235,000","195,000","202,737",46,
1996 March,"170,000","180,000","202,000","231,000","187,500","195,696",46,
1996 April,"170,000","180,000","192,000","215,000","180,000","191,811",53,
1996 May,"170,000","180,000","186,000","213,000","180,000","189,036",56,
1996 June,"166,000","180,000","180,000","210,000","180,000","185,458",55,
1996 July,"169,000","178,000","180,000","196,000","180,000","183,228",58,
1996 August,"170,000","180,000","180,000","200,000","180,000","183,874",54,
1996 September,"165,000","180,000","180,000","195,000","180,000","177,417",53,
1996 October,"165,000","175,000","183,000","207,000","180,000","175,659",56,
1996 November,"160,000","178,000","185,000","210,000","180,000","176,256",61,
1996 December,"165,000","180,000","185,000","210,000","180,000","181,096",50,
1997 January,"164,000","175,000","185,000","211,000","180,000","181,394",48,
1997 February,"156,000","170,000","180,000","208,000","175,000","180,918",47,
1997 March,"155,000","170,000","180,000","193,000","175,000","173,206",54,
1997 April,"150,000","165,000","175,000","195,000","170,000","176,394",51,
1997 May,"150,000","165,000","176,000","193,000","175,000","176,602",54,
1997 June,"151,000","165,000","180,000","208,000","170,000","172,792",49,
1997 July,"160,000","170,000","180,000","210,000","175,000","181,220",44,
1997 August,"157,000","169,000","185,000","210,000","180,000","182,827",41,
1997 September,"160,000","170,000","185,000","210,000","180,000","184,837",41,
1997 October,"160,000","170,000","183,000","210,000","180,000","183,660",40,
1997 November,"158,000","170,000","180,000","199,000","177,500","181,281",53,
1997 December,"158,000","170,000","180,000","199,000","172,500","179,857",43,
1998 January,"160,000","170,000","178,000","215,000","170,000","188,260",30,
1998 February,"165,000","170,000","185,000","230,000","175,000","199,250",34,
1998 March,"165,000","170,000","201,000","229,000","182,500","198,681",40,
1998 April,"160,000","171,000","203,000","232,000","187,500","201,659",45,
1998 May,"157,000","185,000","205,000","241,000","192,500","204,180",39,
1998 June,"150,000","170,000","193,000","229,000","180,000","190,346",52,
1998 July,"152,000","174,000","201,000","233,000","185,000","194,024",32,
1998 August,"140,000","170,000","190,000","225,000","182,500","187,717",26,
1998 September,"149,000","172,000","194,000","225,000","182,500","187,101",22,
1998 October,"140,000","170,000","180,000","213,000","170,000","177,614",23,
1998 November,"140,000","157,000","174,000","207,000","170,000","170,709",27,
1998 December,"140,000","170,000","180,000","210,000","180,000","181,525",29,
1999 January,"137,000","170,000","182,000","210,000","180,000","179,391",31,
1999 February,"140,000","170,000","188,000","212,000","180,000","188,941",32,
1999 March,"140,000","170,000","184,000","211,000","170,000","187,528",33,
1999 April,"140,000","170,000","190,000","215,000","180,000","188,792",37,
1999 May,"160,000","170,000","180,000","219,000","170,000","194,701",18,
1999 June,"160,000","170,000","184,000","228,000","170,000","198,363",13,
1999 July,**,**,**,**,**,"194,735",9,
1999 August,"163,000","170,000","192,000","216,000","175,000","191,270",12,
1999 September,**,**,**,**,**,"179,952",8,
1999 October,**,**,**,**,**,"183,286",6,
1999 November,**,**,**,**,**,"187,725",4,
1999 December,**,**,**,**,**,**,4,
2000 January,**,**,**,**,**,**,3,
2000 February,**,**,**,**,**,**,7,
2000 March,**,**,**,**,**,**,9,
2000 April,"154,000","179,000","220,000","261,000","187,500","215,045",12,
2000 May,"166,000","181,000","208,000","249,000","190,000","210,396",13,
2000 June,"170,000","185,000","200,000","245,000","187,500","207,568",14,
2000 July,"170,000","190,000","205,000","224,000","200,000","199,423",13,
2000 August,**,**,**,**,**,"204,717",9,
2000 September,"158,000","190,000","200,000","220,000","195,000","195,545",10,
2000 October,"158,000","190,000","200,000","220,000","195,000","192,975",12,
2000 November,"158,000","174,000","200,000","220,000","195,000","190,661",13,
2000 December,"160,000","184,000","200,000","220,000","195,000","192,754",15,
2001 January,"169,000","188,000","208,000","225,000","195,000","202,341",16,
2001 February,"165,000","182,000","220,000","239,000","200,000","203,423",13,
2001 March,"168,000","200,000","228,000","261,000","220,000","216,454",13,
2001 April,**,**,**,**,**,"203,015",11,
2001 May,"175,000","180,000","210,000","225,000","192,500","191,924",18,
2001 June,"176,000","184,000","204,000","224,000","190,000","200,843",18,
2001 July,"176,000","186,000","213,000","233,000","195,000","204,523",17,
2001 August,"179,000","189,000","227,000","286,000","215,000","227,677",15,
2001 September,"178,000","199,000","225,000","278,000","220,000","230,647",17,
2001 October,"180,000","213,000","227,000","306,000","220,000","243,574",24,
2001 November,"180,000","208,000","226,000","338,000","220,000","243,819",22,
2001 December,"180,000","202,000","224,000","322,000","215,000","241,654",19,
2002 January,"185,000","220,000","250,000","290,000","227,500","247,587",18,
2002 February,"197,000","223,000","258,000","306,000","230,000","253,535",16,
2002 March,"178,000","221,000","246,000","322,000","227,500","244,163",15,
2002 April,"175,000","220,000","250,000","270,000","225,000","215,325",20,
2002 May,"179,000","209,000","254,000","272,000","220,000","237,110",21,
2002 June,"218,000","260,000","275,000","295,000","265,000","266,281",30,
2002 July,"185,000","220,000","265,000","370,000","255,000","256,354",17,
2002 August,**,**,**,**,**,"273,586",13,
2002 September,**,**,**,**,**,"211,905",13,
2002 October,**,**,**,**,**,"233,651",13,
2002 November,"212,000","218,000","232,000","270,000","225,000","239,591",17,
2002 December,"214,000","218,000","232,000","293,000","225,000","251,560",16,
2003 January,"215,000","217,000","236,000","362,000","225,000","259,908",13,
2003 February,"215,000","220,000","238,000","316,000","225,000","254,857",17,
2003 March,"215,000","220,000","240,000","278,000","230,000","253,411",19,
2003 April,"205,000","215,000","240,000","270,000","220,000","245,049",22,
2003 May,"204,000","218,000","242,000","276,000","230,000","246,470",25,
2003 June,"198,000","222,000","240,000","292,000","237,500","249,262",23,
2003 July,"201,000","240,000","254,000","326,000","240,000","259,539",17,
2003 August,"211,000","240,000","266,000","364,000","245,000","273,023",13,
2003 September,"213,000","240,000","283,000","350,000","250,000","274,504",17,
2003 October,"217,000","244,000","297,000","346,000","250,000","280,638",15,
2003 November,"212,000","237,000","308,000","371,000","285,000","285,456",11,
2003 December,"213,000","242,000","301,000","364,000","267,500","282,502",13,
2004 January,"218,000","264,000","314,000","378,000","295,000","294,502",11,
2004 February,"206,000","246,000","320,000","371,000","305,000","289,093",12,
2004 March,"215,000","270,000","314,000","344,000","302,500","288,364",10,
2004 April,**,**,**,**,**,"260,691",7,
2004 May,**,**,**,**,**,"261,623",9,
