"St. Catharines - Niagara — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"125,000","140,000","170,000","240,000","150,000","179,295",279,
1990 February,"125,000","140,000","170,000","234,000","150,000","176,058",290,
1990 March,"125,000","140,000","175,000","240,000","155,000","181,190",294,
1990 April,"130,000","145,000","175,000","240,000","160,000","182,932",294,
1990 May,"130,000","145,000","180,000","245,000","160,000","183,435",313,
1990 June,"130,000","150,000","185,000","240,000","165,000","184,655",312,
1990 July,"130,000","150,000","180,000","240,000","165,000","183,644",325,
1990 August,"130,000","150,000","180,000","240,000","160,000","183,022",344,
1990 September,"130,000","149,000","185,000","243,000","165,000","186,212",351,
1990 October,"130,000","145,000","190,000","245,000","165,000","186,319",327,
1990 November,"130,000","148,000","190,000","250,000","165,000","187,160",323,
1990 December,"130,000","150,000","190,000","250,000","165,000","188,730",285,
1991 January,"130,000","150,000","189,000","247,000","160,000","187,352",272,
1991 February,"130,000","150,000","190,000","250,000","165,000","188,285",261,
1991 March,"130,000","150,000","190,000","250,000","165,000","189,602",246,
1991 April,"130,000","145,000","190,000","250,000","160,000","185,954",236,
1991 May,"130,000","148,000","190,000","250,000","165,000","187,468",228,
1991 June,"130,000","145,000","190,000","250,000","160,000","185,487",230,
1991 July,"130,000","150,000","191,000","250,000","170,000","189,777",206,
1991 August,"125,000","150,000","180,000","250,000","160,000","183,996",208,
1991 September,"129,000","150,000","187,000","250,000","165,000","186,453",208,
1991 October,"130,000","157,000","190,000","260,000","170,000","190,077",200,
1991 November,"130,000","155,000","199,000","270,000","170,000","192,050",197,
1991 December,"130,000","150,000","185,000","260,000","165,000","188,187",189,
1992 January,"130,000","155,000","190,000","250,000","170,000","187,688",190,
1992 February,"125,000","155,000","190,000","260,000","170,000","189,784",195,
1992 March,"130,000","160,000","190,000","260,000","170,000","189,240",192,
1992 April,"130,000","160,000","190,000","260,000","170,000","191,499",192,
1992 May,"130,000","160,000","190,000","260,000","170,000","191,669",194,
1992 June,"130,000","160,000","190,000","260,000","175,000","192,643",191,
1992 July,"130,000","160,000","199,000","244,000","175,000","195,130",127,
1992 August,"130,000","154,000","190,000","250,000","170,000","192,954",131,
1992 September,"130,000","155,000","190,000","250,000","170,000","193,176",139,
1992 October,"133,000","150,000","190,000","240,000","170,000","190,283",132,
1992 November,"140,000","160,000","190,000","240,000","175,000","190,975",127,
1992 December,"140,000","160,000","190,000","240,000","177,500","190,736",118,
1993 January,"140,000","160,000","195,000","240,000","190,000","195,403",110,
1993 February,"135,000","155,000","190,000","240,000","170,000","191,150",109,
1993 March,"135,000","145,000","190,000","240,000","160,000","185,697",115,
1993 April,"135,000","145,000","188,000","240,000","160,000","186,352",122,
1993 May,"135,000","150,000","180,000","240,000","160,000","187,824",129,
1993 June,"135,000","145,000","190,000","250,000","160,000","189,583",120,
1993 July,"130,000","145,000","190,000","250,000","160,000","188,992",119,
