"Kitchener - Cambridge - Waterloo — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"100,000","135,000","150,000","155,000","150,000","137,143",14,
1990 February,**,**,**,**,**,"136,154",13,
1990 March,**,**,**,**,**,"133,750",12,
1990 April,"100,000","135,000","135,000","150,000","135,000","133,684",19,
1990 May,"135,000","145,000","147,000","150,000","145,000","141,447",38,
1990 June,"135,000","140,000","145,000","150,000","140,000","138,163",49,
1990 July,"130,000","140,000","145,000","150,000","140,000","136,568",44,
1990 August,"110,000","140,000","145,000","150,000","140,000","136,482",60,
1990 September,"130,000","145,000","145,000","155,000","145,000","139,375",69,
1990 October,"140,000","145,000","150,000","155,000","145,000","142,950",86,
1990 November,"135,000","145,000","150,000","155,000","145,000","141,254",80,
1990 December,"138,000","145,000","150,000","155,000","145,000","142,048",62,
1991 January,"130,000","140,000","145,000","150,000","145,000","139,661",69,
1991 February,"130,000","140,000","145,000","150,000","140,000","138,150",58,
1991 March,"121,000","140,000","145,000","150,000","140,000","136,842",45,
1991 April,"116,000","140,000","145,000","150,000","145,000","136,465",43,
1991 May,"120,000","140,000","145,000","150,000","142,500","136,795",44,
1991 June,"112,000","140,000","145,000","150,000","140,000","136,051",37,
1991 July,"130,000","145,000","150,000","150,000","145,000","142,755",29,
1991 August,"135,000","145,000","150,000","150,000","147,500","144,762",26,
1991 September,"128,000","145,000","150,000","155,000","150,000","142,430",37,
1991 October,"135,000","145,000","150,000","150,000","150,000","144,537",59,
1991 November,"140,000","148,000","150,000","155,000","150,000","146,133",73,
1991 December,"134,000","145,000","150,000","150,000","150,000","142,657",68,
1992 January,"130,000","145,000","150,000","150,000","145,000","142,102",56,
1992 February,"127,000","140,000","150,000","150,000","145,000","140,493",46,
1992 March,"118,000","140,000","150,000","150,000","142,500","137,594",32,
1992 April,"120,000","140,000","150,000","150,000","145,000","140,097",31,
1992 May,"124,000","145,000","150,000","150,000","150,000","142,857",28,
1992 June,"134,000","148,000","150,000","155,000","150,000","145,814",43,
1992 July,"135,000","140,000","151,000","155,000","145,000","145,161",56,
1992 August,"135,000","140,000","150,000","155,000","145,000","146,035",57,
1992 September,"139,000","145,000","150,000","155,000","145,000","146,333",48,
1992 October,"135,000","140,000","145,000","155,000","145,000","143,857",49,
1992 November,"140,000","145,000","145,000","155,000","145,000","146,080",50,
1992 December,"137,000","140,000","145,000","155,000","140,000","144,663",51,
1993 January,"128,000","140,000","145,000","155,000","140,000","142,681",57,
1993 February,"125,000","140,000","145,000","155,000","140,000","142,109",44,
1993 March,"125,000","140,000","144,000","157,000","140,000","141,257",42,
1993 April,"125,000","133,000","140,000","156,000","140,000","139,547",38,
1993 May,"120,000","130,000","140,000","152,000","135,000","136,362",37,
1993 June,"125,000","130,000","130,000","146,000","130,000","134,513",48,
1993 July,"120,000","130,000","135,000","150,000","132,500","134,387",30,
1993 August,"120,000","130,000","137,000","151,000","135,000","135,457",28,
1993 September,"120,000","130,000","135,000","150,000","130,000","134,821",29,
1993 October,"122,000","134,000","145,000","160,000","140,000","139,856",36,
1993 November,"126,000","135,000","148,000","160,000","145,000","142,423",35,
1993 December,"130,000","135,000","148,000","160,000","145,000","143,027",30,
1994 January,"130,000","135,000","150,000","160,000","145,000","143,303",29,
1994 February,"130,000","135,000","145,000","160,000","145,000","142,441",29,
1994 March,"130,000","137,000","145,000","159,000","145,000","142,793",30,
1994 April,"130,000","135,000","145,000","152,000","145,000","141,326",27,
1994 May,"126,000","136,000","145,000","152,000","145,000","139,127",22,
1994 June,"119,000","128,000","132,000","151,000","130,000","132,194",18,
1994 July,"120,000","130,000","130,000","150,000","130,000","132,896",24,
1994 August,"120,000","130,000","130,000","140,000","130,000","131,920",44,
1994 September,"120,000","130,000","130,000","140,000","130,000","132,061",41,
1994 October,"120,000","125,000","130,000","135,000","125,000","130,096",47,
1994 November,"120,000","125,000","130,000","135,000","125,000","128,703",39,
1994 December,"120,000","125,000","135,000","145,000","130,000","133,400",39,
1995 January,"125,000","125,000","135,000","145,000","130,000","133,600",41,
1995 February,"123,000","125,000","130,000","145,000","130,000","131,142",52,
1995 March,"125,000","125,000","130,000","145,000","130,000","132,963",38,
1995 April,"121,000","125,000","130,000","145,000","130,000","131,896",45,
1995 May,"125,000","125,000","130,000","140,000","125,000","130,288",50,
1995 June,"125,000","125,000","130,000","138,000","125,000","128,518",51,
1995 July,"125,000","125,000","130,000","135,000","130,000","128,172",43,
1995 August,"125,000","125,000","130,000","135,000","130,000","128,433",36,
1995 September,"125,000","125,000","130,000","135,000","130,000","128,403",32,
1995 October,"125,000","125,000","130,000","137,000","130,000","128,872",32,
1995 November,"125,000","129,000","130,000","140,000","130,000","129,831",36,
1995 December,"125,000","129,000","131,000","140,000","130,000","131,739",31,
1996 January,"125,000","130,000","135,000","140,000","130,000","132,630",30,
1996 February,"125,000","130,000","135,000","140,000","130,000","131,925",28,
1996 March,"125,000","130,000","135,000","145,000","130,000","132,996",24,
1996 April,"125,000","130,000","140,000","143,000","135,000","133,519",21,
1996 May,"125,000","130,000","135,000","140,000","130,000","130,946",24,
1996 June,"123,000","130,000","130,000","140,000","130,000","130,123",22,
1996 July,"112,000","129,000","131,000","140,000","130,000","128,169",26,
1996 August,"110,000","125,000","130,000","140,000","130,000","127,229",28,
1996 September,"110,000","130,000","135,000","140,000","135,000","129,581",43,
1996 October,"125,000","135,000","138,000","140,000","135,000","132,310",40,
1996 November,"125,000","130,000","135,000","140,000","135,000","131,810",51,
1996 December,"130,000","130,000","140,000","140,000","135,000","132,908",49,
1997 January,"128,000","131,000","140,000","140,000","135,000","132,926",47,
1997 February,"125,000","135,000","140,000","140,000","135,000","132,292",49,
1997 March,"125,000","133,000","140,000","140,000","135,000","132,566",38,
1997 April,"120,000","130,000","135,000","140,000","135,000","130,160",47,
1997 May,"120,000","125,000","130,000","140,000","130,000","128,098",46,
1997 June,"119,000","125,000","130,000","140,000","130,000","127,616",43,
1997 July,"120,000","125,000","130,000","140,000","125,000","126,755",47,
1997 August,"120,000","125,000","130,000","139,000","125,000","127,552",50,
1997 September,"120,000","125,000","125,000","135,000","125,000","126,138",55,
1997 October,"120,000","125,000","125,000","135,000","125,000","126,936",53,
1997 November,"120,000","125,000","130,000","135,000","125,000","126,865",55,
1997 December,"120,000","125,000","130,000","135,000","125,000","126,929",48,
1998 January,"120,000","125,000","130,000","135,000","125,000","127,077",47,
1998 February,"120,000","125,000","130,000","135,000","125,000","126,309",44,
1998 March,"120,000","125,000","130,000","135,000","125,000","126,315",40,
1998 April,"120,000","125,000","130,000","134,000","125,000","126,074",35,
1998 May,"120,000","125,000","130,000","135,000","125,000","125,779",29,
1998 June,"123,000","130,000","135,000","135,000","130,000","128,619",37,
1998 July,"125,000","130,000","135,000","135,000","130,000","128,856",32,
1998 August,"125,000","130,000","135,000","135,000","135,000","131,093",35,
1998 September,"125,000","130,000","135,000","140,000","130,000","130,488",29,
1998 October,"125,000","130,000","130,000","140,000","130,000","129,570",30,
1998 November,"125,000","130,000","130,000","135,000","130,000","129,110",30,
1998 December,"125,000","130,000","130,000","135,000","130,000","129,139",31,
1999 January,"121,000","130,000","134,000","142,000","130,000","130,707",27,
1999 February,"118,000","130,000","130,000","142,000","130,000","130,148",27,
1999 March,"120,000","130,000","130,000","140,000","130,000","130,134",29,
1999 April,"118,000","130,000","134,000","137,000","130,000","130,031",27,
1999 May,"114,000","130,000","130,000","135,000","130,000","126,748",23,
1999 June,"116,000","130,000","130,000","135,000","130,000","126,812",25,
1999 July,"111,000","130,000","130,000","135,000","130,000","126,365",20,
1999 August,"115,000","130,000","130,000","135,000","130,000","128,278",24,
1999 September,"114,000","130,000","135,000","140,000","130,000","129,370",23,
1999 October,"118,000","130,000","135,000","140,000","135,000","130,655",27,
1999 November,"119,000","130,000","135,000","141,000","135,000","132,244",28,
1999 December,"130,000","135,000","137,000","141,000","135,000","135,429",13,
2000 January,"130,000","135,000","140,000","141,000","140,000","136,429",13,
2000 February,"133,000","135,000","139,000","150,000","135,000","138,616",17,
