"Regina — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"78,000","100,000","110,000","130,000","105,000","101,943",50,
1990 February,"75,000","99,000","110,000","128,000","105,000","100,720",46,
1990 March,"80,000","100,000","107,000","130,000","105,000","105,067",41,
1990 April,"89,000","100,000","114,000","130,000","105,000","108,374",34,
1990 May,"92,000","100,000","115,000","131,000","105,000","110,490",36,
1990 June,"95,000","103,000","120,000","135,000","112,500","114,804",41,
1990 July,"95,000","100,000","120,000","135,000","110,000","113,453",32,
1990 August,"96,000","110,000","123,000","138,000","120,000","118,198",28,
1990 September,"95,000","112,000","124,000","140,000","120,000","122,091",29,
1990 October,"95,000","110,000","125,000","140,000","120,000","123,141",31,
1990 November,"95,000","120,000","138,000","157,000","125,000","128,962",33,
1990 December,"95,000","120,000","140,000","160,000","130,000","131,269",33,
1991 January,"95,000","128,000","150,000","171,000","140,000","137,437",29,
1991 February,"96,000","134,000","150,000","160,000","140,000","138,250",28,
1991 March,"96,000","134,000","150,000","160,000","140,000","138,250",28,
1991 April,"98,000","140,000","150,000","160,000","142,500","139,284",25,
1991 May,"102,000","134,000","150,000","160,000","147,500","140,863",21,
1991 June,"100,000","130,000","150,000","160,000","140,000","137,748",20,
1991 July,"104,000","136,000","150,000","164,000","145,000","142,248",20,
1991 August,"120,000","135,000","150,000","162,000","142,500","151,256",31,
1991 September,"120,000","135,000","150,000","160,000","140,000","149,176",32,
1991 October,"110,000","135,000","145,000","160,000","137,500","143,556",35,
1991 November,"90,000","133,000","145,000","160,000","135,000","137,002",30,
1991 December,"85,000","95,000","142,000","151,000","135,000","131,931",25,
1992 January,"85,000","95,000","136,000","150,000","105,000","127,925",23,
1992 February,"85,000","95,000","142,000","151,000","127,500","133,580",19,
1992 March,"85,000","94,000","141,000","150,000","127,500","134,590",17,
1992 April,"89,000","113,000","142,000","171,000","125,000","140,764",14,
1992 May,"90,000","95,000","130,000","150,000","125,000","136,536",15,
1992 June,"112,000","134,000","148,000","165,000","142,500","148,634",21,
1992 July,"116,000","142,000","153,000","164,000","147,500","146,905",31,
1992 August,"120,000","145,000","155,000","165,000","150,000","151,199",29,
1992 September,"132,000","154,000","165,000","216,000","160,000","170,504",36,
1992 October,"120,000","148,000","162,000","212,000","160,000","165,474",33,
1992 November,"130,000","155,000","170,000","200,000","160,000","166,080",39,
1992 December,"130,000","155,000","170,000","200,000","160,000","166,080",39,
1993 January,"130,000","150,000","162,000","188,000","160,000","164,258",38,
1993 February,"130,000","150,000","160,000","185,000","150,000","158,255",39,
1993 March,"130,000","147,000","160,000","182,000","150,000","156,430",35,
1993 April,"130,000","150,000","160,000","185,000","155,000","156,140",28,
1993 May,"132,000","144,000","160,000","179,000","155,000","154,458",26,
1993 June,"131,000","147,000","160,000","182,000","155,000","155,236",25,
1993 July,"130,000","140,000","160,000","170,000","150,000","151,307",29,
1993 August,"112,000","139,000","151,000","177,000","142,500","145,978",38,
1993 September,"120,000","145,000","165,000","190,000","155,000","160,626",60,
1993 October,"135,000","150,000","170,000","190,000","160,000","162,943",69,
1993 November,"131,000","152,000","168,000","190,000","160,000","162,874",65,
1993 December,"129,000","150,000","165,000","190,000","160,000","161,377",63,
1994 January,"126,000","152,000","168,000","190,000","160,000","162,368",65,
1994 February,"133,000","155,000","169,000","192,000","160,000","164,015",62,
1994 March,"135,000","154,000","171,000","195,000","160,000","165,637",66,
1994 April,"140,000","160,000","186,000","219,000","170,000","178,303",55,
1994 May,"135,000","155,000","191,000","228,000","170,000","180,042",51,
1994 June,"135,000","150,000","184,000","220,000","155,000","173,567",53,
1994 July,"135,000","150,000","195,000","223,000","180,000","176,678",41,
1994 August,"135,000","155,000","195,000","225,000","180,000","178,899",39,
1994 September,"132,000","150,000","191,000","223,000","172,500","176,539",46,
1994 October,"140,000","150,000","195,000","225,000","175,000","178,939",44,
1994 November,"127,000","150,000","191,000","226,000","165,000","175,098",52,
1994 December,"125,000","150,000","180,000","220,000","165,000","174,171",36,
1995 January,"125,000","150,000","165,000","218,000","155,000","173,779",42,
1995 February,"125,000","150,000","155,000","195,000","150,000","162,943",40,
1995 March,"125,000","147,000","155,000","195,000","150,000","162,279",41,
1995 April,"125,000","145,000","155,000","180,000","150,000","157,566",40,
1995 May,"115,000","145,000","155,000","186,000","150,000","151,195",38,
1995 June,"109,000","139,000","151,000","174,000","150,000","142,957",42,
1995 July,"117,000","144,000","156,000","183,000","150,000","148,727",53,
1995 August,"120,000","140,000","150,000","185,000","150,000","149,115",47,
1995 September,"115,000","136,000","150,000","179,000","147,500","145,621",44,
1995 October,"115,000","137,000","150,000","183,000","150,000","146,435",40,
1995 November,"115,000","135,000","150,000","185,000","145,000","145,510",39,
1995 December,"115,000","135,000","150,000","185,000","140,000","145,156",39,
1996 January,"117,000","134,000","150,000","179,000","140,000","144,425",41,
1996 February,"110,000","125,000","145,000","165,000","135,000","138,851",56,
1996 March,"111,000","127,000","150,000","169,000","140,000","141,150",52,
1996 April,"110,000","130,000","150,000","177,000","140,000","142,355",49,
1996 May,"110,000","132,000","150,000","179,000","140,000","143,518",47,
1996 June,"110,000","130,000","150,000","180,000","140,000","142,779",46,
1996 July,"110,000","130,000","150,000","175,000","140,000","141,386",41,
1996 August,"117,000","134,000","150,000","178,000","145,000","145,230",37,
1996 September,"116,000","130,000","145,000","173,000","140,000","141,910",41,
1996 October,"119,000","130,000","145,000","167,000","140,000","141,410",44,
1996 November,"112,000","130,000","145,000","171,000","140,000","141,791",42,
1996 December,"108,000","130,000","149,000","177,000","140,000","142,336",41,
1997 January,"106,000","130,000","150,000","179,000","140,000","142,898",39,
1997 February,"100,000","130,000","150,000","180,000","142,500","142,148",38,
1997 March,"100,000","138,000","157,000","181,000","145,000","143,797",36,
1997 April,"95,000","136,000","160,000","181,000","152,500","143,067",30,
1997 May,"95,000","134,000","155,000","183,000","150,000","141,842",32,
1997 June,"99,000","136,000","152,000","185,000","147,500","143,845",29,
1997 July,"101,000","127,000","153,000","173,000","145,000","141,970",25,
1997 August,"111,000","132,000","153,000","169,000","145,000","141,941",25,
1997 September,"111,000","139,000","155,000","174,000","147,500","148,496",20,
1997 October,"101,000","126,000","154,000","172,000","135,000","141,903",22,
1997 November,"105,000","115,000","135,000","164,000","125,000","134,873",30,
1997 December,"103,000","115,000","134,000","167,000","125,000","134,899",22,
1998 January,"100,000","112,000","131,000","162,000","125,000","131,841",27,
1998 February,"100,000","120,000","139,000","172,000","125,000","136,348",29,
1998 March,"105,000","120,000","135,000","165,000","125,000","136,685",31,
1998 April,"109,000","123,000","147,000","166,000","135,000","138,832",35,
1998 May,"120,000","140,000","150,000","166,000","145,000","146,939",35,
1998 June,"120,000","140,000","150,000","165,000","145,000","146,555",35,
1998 July,"120,000","145,000","150,000","175,000","150,000","152,736",37,
1998 August,"125,000","145,000","154,000","175,000","150,000","153,329",40,
1998 September,"130,000","150,000","155,000","170,000","150,000","153,632",48,
1998 October,"133,000","150,000","159,000","175,000","150,000","154,581",50,
1998 November,"133,000","150,000","160,000","175,000","150,000","155,886",75,
1998 December,"135,000","150,000","160,000","175,000","150,000","156,522",62,
1999 January,"135,000","150,000","165,000","175,000","150,000","154,784",53,
1999 February,"139,000","150,000","165,000","175,000","155,000","156,481",54,
1999 March,"135,000","150,000","165,000","175,000","155,000","157,071",54,
1999 April,"135,000","150,000","160,000","170,000","152,500","155,105",55,
1999 May,"135,000","149,000","160,000","170,000","152,500","153,258",57,
1999 June,"135,000","150,000","160,000","175,000","152,500","153,560",55,
1999 July,"140,000","150,000","160,000","175,000","155,000","156,085",60,
1999 August,"140,000","149,000","160,000","170,000","152,500","154,539",67,
1999 September,"141,000","150,000","160,000","174,000","155,000","158,378",61,
1999 October,"145,000","150,000","165,000","175,000","160,000","160,106",63,
1999 November,"143,000","150,000","164,000","175,000","155,000","159,768",69,
1999 December,"145,000","150,000","165,000","175,000","160,000","161,053",68,
2000 January,"145,000","155,000","165,000","181,000","160,000","158,917",57,
2000 February,"145,000","155,000","165,000","177,000","160,000","162,626",61,
2000 March,"148,000","155,000","165,000","189,000","160,000","167,455",49,
2000 April,"145,000","155,000","165,000","177,000","157,500","167,930",53,
2000 May,"140,000","150,000","160,000","174,000","155,000","160,784",57,
2000 June,"140,000","150,000","156,000","170,000","152,500","160,115",60,
2000 July,"130,000","145,000","155,000","170,000","150,000","151,630",82,
2000 August,"132,000","145,000","155,000","168,000","150,000","149,966",66,
2000 September,"135,000","145,000","155,000","180,000","150,000","154,447",69,
2000 October,"135,000","150,000","161,000","180,000","155,000","158,454",80,
2000 November,"130,000","150,000","163,000","180,000","155,000","157,643",101,
2000 December,"130,000","155,000","165,000","185,000","160,000","157,502",96,
2001 January,"130,000","150,000","165,000","181,000","160,000","158,568",83,
2001 February,"130,000","152,000","165,000","185,000","160,000","162,084",84,
2001 March,"140,000","155,000","170,000","185,000","162,500","164,036",69,
2001 April,"138,000","155,000","169,000","185,000","160,000","163,853",81,
2001 May,"139,000","158,000","170,000","185,000","160,000","162,647",97,
