"Greater Sudbury / Grand Sudbury — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"110,000","136,000","164,000","177,000","155,000","151,228",57,
1990 February,"106,000","120,000","165,000","198,000","155,000","160,450",40,
1990 March,"110,000","155,000","165,000","204,000","160,000","171,170",47,
1990 April,"110,000","135,000","165,000","200,000","155,000","162,268",71,
1990 May,"110,000","141,000","165,000","208,000","155,000","164,171",70,
1990 June,"110,000","150,000","165,000","218,000","160,000","168,075",80,
1990 July,"110,000","155,000","170,000","221,000","160,000","168,265",83,
1990 August,"114,000","133,000","160,000","196,000","150,000","156,349",128,
1990 September,"113,000","141,000","160,000","204,000","150,000","161,862",127,
1990 October,"110,000","150,000","160,000","200,000","150,000","164,400",120,
1990 November,"115,000","150,000","160,000","210,000","150,000","164,940",100,
1990 December,"113,000","150,000","164,000","220,000","155,000","168,038",92,
1991 January,"116,000","150,000","165,000","224,000","155,000","171,011",87,
1991 February,"120,000","150,000","160,000","230,000","150,000","170,739",69,
1991 March,"120,000","150,000","165,000","220,000","150,000","167,750",64,
1991 April,"120,000","150,000","165,000","220,000","150,000","169,500",54,
1991 May,"134,000","150,000","170,000","222,000","155,000","175,209",43,
1991 June,"141,000","150,000","172,000","226,000","162,500","177,778",36,
1991 July,"138,000","151,000","170,000","224,000","165,000","177,031",32,
1991 August,"126,000","150,000","170,000","208,000","160,000","166,446",37,
1991 September,"100,000","140,000","170,000","200,000","152,500","157,705",44,
1991 October,"100,000","150,000","170,000","200,000","165,000","162,351",37,
1991 November,"104,000","150,000","170,000","200,000","162,500","162,833",36,
1991 December,"102,000","150,000","170,000","228,000","160,000","165,513",40,
1992 January,"115,000","150,000","170,000","220,000","160,000","166,846",39,
1992 February,"100,000","160,000","180,000","220,000","170,000","168,069",29,
1992 March,"100,000","150,000","170,000","200,000","160,000","155,000",27,
1992 April,"97,000","146,000","172,000","218,000","160,000","160,238",21,
1992 May,"100,000","150,000","190,000","230,000","170,000","169,862",29,
1992 June,"128,000","172,000","199,000","230,000","185,000","182,048",42,
1992 July,"125,000","174,000","195,000","230,000","180,000","187,071",56,
1992 August,"138,000","166,000","194,000","241,000","180,000","191,823",62,
1992 September,"141,000","164,000","191,000","229,000","180,000","184,022",45,
1992 October,"139,000","173,000","195,000","222,000","180,000","186,127",63,
1992 November,"134,000","175,000","201,000","231,000","185,000","187,604",53,
1992 December,"140,000","180,000","195,000","235,000","185,000","188,615",39,
1993 January,"126,000","175,000","195,000","235,000","185,000","184,243",37,
1993 February,"126,000","175,000","195,000","229,000","185,000","185,757",37,
1993 March,"125,000","148,000","180,000","216,000","172,500","169,896",48,
1993 April,"125,000","145,000","180,000","225,000","172,500","173,529",34,
1993 May,"125,000","165,000","185,000","235,000","175,000","177,941",34,
1993 June,"106,000","175,000","185,000","229,000","180,000","177,938",32,
1993 July,"100,000","145,000","181,000","225,000","175,000","171,308",26,
1993 August,"99,000","151,000","182,000","227,000","175,000","171,000",28,
1993 September,"99,000","128,000","182,000","225,000","170,000","167,964",28,
1993 October,"97,000","142,000","191,000","244,000","175,000","178,423",26,
1993 November,"99,000","155,000","182,000","238,000","165,000","178,536",28,
1993 December,"98,000","149,000","209,000","241,000","177,500","181,545",22,
1994 January,"100,000","169,000","185,000","221,000","175,000","174,970",33,
1994 February,"100,000","136,000","178,000","219,000","175,000","166,960",25,
1994 March,"100,000","127,000","175,000","211,000","160,000","162,600",25,
1994 April,"100,000","127,000","175,000","211,000","160,000","162,400",25,
