"Sherbrooke — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 2007 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
2007 January,**,**,**,**,**,**,0,
2007 February,**,**,**,**,**,**,0,
2007 March,**,**,**,**,**,**,0,
2007 April,**,**,**,**,**,**,0,
2007 May,**,**,**,**,**,**,0,
2007 June,**,**,**,**,**,**,0,
2007 July,**,**,**,**,**,**,0,
2007 August,**,**,**,**,**,**,2,
2007 September,**,**,**,**,**,**,4,
2007 October,**,**,**,**,**,**,2,
2007 November,**,**,**,**,**,**,1,
2007 December,**,**,**,**,**,**,0,
2008 January,**,**,**,**,**,**,4,
2008 February,**,**,**,**,**,**,2,
2008 March,**,**,**,**,**,**,2,
2008 April,**,**,**,**,**,**,2,
2008 May,**,**,**,**,**,**,1,
2008 June,**,**,**,**,**,**,1,
2008 July,**,**,**,**,**,**,0,
2008 August,**,**,**,**,**,**,0,
2008 September,**,**,**,**,**,**,0,
2008 October,**,**,**,**,**,**,0,
2008 November,**,**,**,**,**,**,0,
2008 December,**,**,**,**,**,**,0,
2009 January,**,**,**,**,**,**,1,
2009 February,**,**,**,**,**,**,1,
2009 March,**,**,**,**,**,**,0,
2009 April,**,**,**,**,**,**,2,
2009 May,**,**,**,**,**,**,0,
2009 June,**,**,**,**,**,**,3,
2009 July,**,**,**,**,**,**,3,
2009 August,**,**,**,**,**,**,5,
2009 September,**,**,**,**,**,"139,400",10,
2009 October,**,**,**,**,**,"137,900",10,
2009 November,"99,000","100,000","130,000","151,000","100,000","126,231",13,
2009 December,"100,000","100,000","130,000","144,000","130,000","126,733",15,
2010 January,"100,000","110,000","130,000","142,000","125,000","127,333",15,
2010 February,**,**,**,**,**,"138,500",10,
2010 March,**,**,**,**,**,"144,500",10,
2010 April,**,**,**,**,**,"144,500",12,
2010 May,**,**,**,**,**,"144,250",8,
2010 June,**,**,**,**,**,"155,500",16,
2010 July,"120,000","125,000","165,000","180,000","150,000","148,897",29,
