"Québec — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"61,000","70,000","75,000","80,000","70,000","73,833",125,
1990 February,"65,000","70,000","75,000","84,000","75,000","75,401",125,
1990 March,"65,000","70,000","75,000","80,000","75,000","74,978",130,
1990 April,"65,000","70,000","75,000","85,000","75,000","75,762",134,
1990 May,"65,000","70,000","75,000","85,000","75,000","75,932",132,
1990 June,"65,000","70,000","75,000","85,000","75,000","75,583",125,
1990 July,"65,000","73,000","75,000","85,000","75,000","76,118",133,
1990 August,"65,000","71,000","75,000","85,000","75,000","76,167",132,
1990 September,"65,000","75,000","80,000","85,000","75,000","77,884",129,
1990 October,"65,000","75,000","80,000","85,000","75,000","77,544",127,
1990 November,"70,000","75,000","80,000","85,000","80,000","79,549",91,
1990 December,"70,000","75,000","80,000","84,000","80,000","80,487",85,
1991 January,"70,000","75,000","80,000","85,000","80,000","81,054",82,
1991 February,"70,000","75,000","80,000","85,000","80,000","80,995",85,
1991 March,"70,000","75,000","80,000","85,000","80,000","81,616",87,
1991 April,"70,000","75,000","80,000","85,000","80,000","81,501",87,
1991 May,"70,000","76,000","80,000","95,000","80,000","84,263",82,
1991 June,"70,000","80,000","80,000","90,000","80,000","82,359",87,
1991 July,"74,000","80,000","80,000","90,000","80,000","83,564",98,
1991 August,"70,000","80,000","80,000","90,000","80,000","80,581",83,
1991 September,"75,000","80,000","80,000","85,000","80,000","81,108",86,
1991 October,"75,000","80,000","80,000","90,000","80,000","83,392",88,
1991 November,"75,000","80,000","85,000","90,000","80,000","83,826",95,
1991 December,"80,000","80,000","90,000","90,000","85,000","87,828",90,
1992 January,"80,000","84,000","90,000","95,000","85,000","90,948",96,
1992 February,"80,000","85,000","90,000","90,000","90,000","90,670",109,
1992 March,"80,000","85,000","90,000","90,000","90,000","90,897",116,
1992 April,"80,000","80,000","90,000","90,000","85,000","88,311",135,
1992 May,"80,000","80,000","90,000","90,000","80,000","88,371",143,
1992 June,"80,000","80,000","85,000","90,000","80,000","86,918",134,
1992 July,"80,000","80,000","85,000","90,000","80,000","87,303",132,
1992 August,"77,000","80,000","85,000","90,000","80,000","86,921",126,
1992 September,"75,000","80,000","85,000","90,000","80,000","86,725",142,
1992 October,"75,000","80,000","85,000","90,000","80,000","88,038",160,
1992 November,"75,000","80,000","85,000","90,000","80,000","87,796",147,
1992 December,"75,000","80,000","85,000","90,000","85,000","86,833",132,
1993 January,"75,000","80,000","85,000","90,000","80,000","85,106",141,
1993 February,"75,000","80,000","85,000","90,000","80,000","86,248",145,
1993 March,"70,000","80,000","85,000","90,000","80,000","84,554",157,
1993 April,"70,000","80,000","80,000","90,000","80,000","83,018",164,
