"Montréal — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1998 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1998 January,"80,000","90,000","100,000","120,000","95,000","102,801",219,
1998 February,"80,000","90,000","100,000","120,000","95,000","102,006",234,
1998 March,"80,000","90,000","100,000","120,000","95,000","102,299",246,
1998 April,"80,000","90,000","100,000","115,000","95,000","101,026",246,
1998 May,"80,000","90,000","100,000","115,000","95,000","100,497",246,
1998 June,"85,000","90,000","100,000","115,000","95,000","101,496",247,
1998 July,"85,000","90,000","100,000","120,000","100,000","102,283",194,
1998 August,"85,000","95,000","100,000","120,000","100,000","104,166",183,
1998 September,"85,000","95,000","100,000","120,000","100,000","101,661",176,
1998 October,"85,000","95,000","101,000","120,000","100,000","104,110",186,
1998 November,"85,000","95,000","101,000","120,000","100,000","103,377",176,
1998 December,"85,000","100,000","105,000","120,000","100,000","104,232",174,
1999 January,"85,000","95,000","110,000","120,000","100,000","105,658",186,
1999 February,"85,000","100,000","110,000","120,000","100,000","107,441",189,
1999 March,"85,000","100,000","110,000","125,000","100,000","107,114",188,
1999 April,"85,000","95,000","110,000","125,000","100,000","106,391",208,
1999 May,"90,000","100,000","115,000","125,000","110,000","109,853",167,
1999 June,"90,000","100,000","115,000","130,000","110,000","111,929",156,
1999 July,"90,000","100,000","120,000","130,000","115,000","115,780",150,
1999 August,"95,000","100,000","115,000","130,000","115,000","114,718",149,
1999 September,"90,000","100,000","115,000","130,000","115,000","114,571",126,
1999 October,"90,000","100,000","115,000","137,000","110,000","118,317",142,
1999 November,"90,000","100,000","120,000","140,000","115,000","122,554",139,
1999 December,"90,000","100,000","120,000","135,000","115,000","116,934",137,
2000 January,"90,000","100,000","115,000","135,000","110,000","115,547",137,
2000 February,"90,000","100,000","115,000","135,000","105,000","114,338",130,
2000 March,"90,000","100,000","115,000","135,000","100,000","114,182",137,
2000 April,"90,000","100,000","115,000","134,000","107,500","113,807",140,
2000 May,"90,000","100,000","115,000","135,000","110,000","117,656",154,
2000 June,"95,000","108,000","120,000","140,000","115,000","122,812",138,
2000 July,"95,000","105,000","121,000","145,000","115,000","123,835",91,
2000 August,"100,000","115,000","130,000","150,000","125,000","132,306",98,
2000 September,"100,000","110,000","130,000","150,000","125,000","132,670",97,
2000 October,"100,000","110,000","130,000","150,000","125,000","129,113",80,
2000 November,"100,000","120,000","137,000","151,000","130,000","138,129",93,
2000 December,"100,000","125,000","140,000","152,000","130,000","139,250",92,
2001 January,"100,000","125,000","140,000","150,000","135,000","139,053",94,
2001 February,"100,000","125,000","135,000","150,000","130,000","135,464",84,
2001 March,"100,000","123,000","135,000","156,000","130,000","146,148",88,
2001 April,"100,000","125,000","135,000","163,000","130,000","151,214",98,
2001 May,"100,000","125,000","135,000","155,000","130,000","146,808",99,
2001 June,"106,000","130,000","140,000","160,000","135,000","146,527",110,
2001 July,"100,000","125,000","140,000","150,000","135,000","135,519",104,
2001 August,"110,000","129,000","140,000","153,000","135,000","140,407",86,
2001 September,"110,000","125,000","140,000","155,000","135,000","138,727",88,
2001 October,"115,000","130,000","140,000","158,000","135,000","140,494",81,
2001 November,"110,000","135,000","140,000","150,000","140,000","145,000",85,
2001 December,"111,000","135,000","145,000","150,000","140,000","145,242",95,
2002 January,"110,000","135,000","145,000","150,000","140,000","145,124",89,
2002 February,"111,000","135,000","145,000","150,000","140,000","144,537",95,
2002 March,"112,000","130,000","145,000","153,000","140,000","147,642",106,
