"Greater Sudbury / Grand Sudbury — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"110,000","125,000","155,000","170,000","135,000","143,359",74,
1990 February,"101,000","120,000","141,000","189,000","130,000","148,293",55,
1990 March,"110,000","135,000","157,000","196,000","150,000","158,659",63,
1990 April,"120,000","135,000","155,000","180,000","150,000","154,207",99,
1990 May,"112,000","135,000","155,000","188,000","150,000","155,684",95,
1990 June,"110,000","140,000","160,000","199,000","150,000","158,895",105,
1990 July,"112,000","150,000","160,000","200,000","155,000","159,857",105,
1990 August,"113,000","130,000","154,000","190,000","145,000","152,501",147,
1990 September,"115,000","135,000","158,000","200,000","150,000","158,217",145,
1990 October,"112,000","140,000","160,000","200,000","150,000","160,128",141,
1990 November,"115,000","145,000","155,000","200,000","150,000","159,529",119,
1990 December,"110,000","138,000","155,000","200,000","150,000","159,961",113,
1991 January,"110,000","145,000","159,000","204,000","150,000","162,481",107,
1991 February,"120,000","150,000","160,000","230,000","150,000","164,346",81,
1991 March,"120,000","150,000","165,000","220,000","150,000","163,384",73,
1991 April,"120,000","150,000","165,000","220,000","150,000","165,721",61,
1991 May,"134,000","150,000","170,000","222,000","155,000","170,056",52,
1991 June,"141,000","150,000","172,000","226,000","162,500","170,642",45,
1991 July,"138,000","151,000","170,000","224,000","165,000","169,363",41,
1991 August,"126,000","150,000","170,000","208,000","160,000","158,955",49,
1991 September,"100,000","140,000","170,000","200,000","152,500","147,228",57,
1991 October,"100,000","135,000","158,000","200,000","150,000","150,721",52,
1991 November,"102,000","132,000","156,000","200,000","150,000","151,150",50,
1991 December,"102,000","150,000","170,000","228,000","160,000","158,408",49,
1992 January,"115,000","150,000","170,000","220,000","160,000","160,032",47,
1992 February,"100,000","160,000","180,000","220,000","170,000","160,957",35,
1992 March,"100,000","150,000","170,000","200,000","160,000","150,952",31,
1992 April,"97,000","146,000","172,000","218,000","160,000","154,212",26,
1992 May,"110,000","160,000","165,000","200,000","165,000","162,284",44,
1992 June,"128,000","172,000","199,000","230,000","185,000","174,625",52,
1992 July,"120,000","160,000","180,000","215,000","170,000","176,480",74,
1992 August,"125,000","160,000","180,000","224,000","167,500","180,919",80,
1992 September,"120,000","160,000","180,000","210,000","165,000","170,485",65,
1992 October,"125,000","165,000","185,000","215,000","175,000","177,424",79,
1992 November,"120,000","165,000","185,000","220,000","175,000","177,877",69,
1992 December,"140,000","180,000","195,000","235,000","185,000","179,112",49,
1993 January,"110,000","160,000","179,000","222,000","170,000","170,048",52,
1993 February,"126,000","175,000","195,000","229,000","185,000","172,029",51,
1993 March,"125,000","148,000","180,000","216,000","172,500","163,533",61,
1993 April,"114,000","140,000","166,000","195,000","140,000","158,705",56,
1993 May,"121,000","140,000","175,000","207,000","152,500","163,958",60,
1993 June,"110,000","140,000","175,000","210,000","162,500","162,324",54,
1993 July,"105,000","125,000","148,000","190,000","140,000","151,853",51,
1993 August,"100,000","125,000","169,000","206,000","140,000","154,764",53,
1993 September,"100,000","115,000","165,000","210,000","140,000","153,827",49,
1993 October,"100,000","120,000","165,000","215,000","140,000","157,622",49,
1993 November,"101,000","135,000","163,000","214,000","145,000","158,570",50,
1993 December,"97,000","130,000","165,000","218,000","145,000","161,486",36,
1994 January,"102,000","129,000","175,000","204,000","145,000","158,696",51,
1994 February,"100,000","136,000","178,000","219,000","175,000","153,529",35,
1994 March,"100,000","127,000","175,000","211,000","160,000","150,414",35,
1994 April,"100,000","127,000","175,000","211,000","160,000","150,271",35,
1994 May,"122,000","172,000","187,000","223,000","175,000","176,938",19,
1994 June,"121,000","150,000","175,000","194,000","172,500","167,667",35,
1994 July,"125,000","148,000","166,000","191,000","150,000","162,105",43,
1994 August,"110,000","130,000","154,000","180,000","145,000","145,000",43,
1994 September,"118,000","140,000","160,000","181,000","145,000","150,455",38,
1994 October,"118,000","140,000","160,000","180,000","147,500","143,783",46,
1994 November,"120,000","145,000","160,000","180,000","150,000","145,472",53,
1994 December,"120,000","145,000","160,000","180,000","150,000","144,971",69,
1995 January,"120,000","140,000","160,000","180,000","150,000","143,449",69,
1995 February,"110,000","130,000","150,000","180,000","140,000","143,087",69,
1995 March,"128,000","140,000","162,000","180,000","150,000","141,322",59,
1995 April,"130,000","140,000","163,000","180,000","152,500","142,411",56,
1995 May,"130,000","141,000","160,000","180,000","152,500","142,283",46,
1995 June,"130,000","144,000","160,000","180,000","150,000","143,605",43,
1995 July,"130,000","145,000","160,000","180,000","150,000","145,658",38,
1995 August,"130,000","147,000","160,000","180,000","152,500","148,721",43,
1995 September,"130,000","140,000","150,000","170,000","145,000","142,333",45,
1995 October,"130,000","140,000","150,000","170,000","145,000","142,619",42,
1995 November,"130,000","140,000","146,000","168,000","145,000","141,842",38,
1995 December,"130,000","137,000","145,000","178,000","140,000","145,625",40,
1996 January,"130,000","130,000","145,000","180,000","140,000","145,769",39,
1996 February,"120,000","130,000","150,000","180,000","140,000","152,917",28,
1996 March,"122,000","130,000","140,000","177,000","135,000","148,600",28,
1996 April,"114,000","130,000","146,000","180,000","140,000","150,000",24,
1996 May,"110,000","122,000","144,000","168,000","130,000","142,941",20,
1996 June,"112,000","122,000","136,000","149,000","130,000","141,333",16,
1996 July,"126,000","137,000","140,000","149,000","140,000","147,333",16,
1996 August,"126,000","138,000","142,000","164,000","140,000","150,769",18,
1996 September,"130,000","131,000","140,000","162,000","137,500","150,833",13,
1996 October,"130,000","130,000","140,000","150,000","132,500","148,214",15,
1996 November,"121,000","130,000","133,000","150,000","130,000","144,333",15,
1996 December,"122,000","130,000","130,000","146,000","130,000","141,923",13,
1997 January,"110,000","125,000","130,000","137,000","130,000","135,278",20,
1997 February,"110,000","120,000","125,000","130,000","125,000","128,000",27,
1997 March,"110,000","120,000","125,000","136,000","125,000","131,765",19,
1997 April,"110,000","125,000","130,000","150,000","125,000","137,632",21,
1997 May,"121,000","125,000","130,000","158,000","125,000","143,333",17,
1997 June,"120,000","125,000","130,000","150,000","127,500","142,500",16,
1997 July,**,**,**,**,**,"133,000",15,
1997 August,"130,000","141,000","155,000","190,000","150,000","167,400",21,
1997 September,"130,000","142,000","167,000","188,000","150,000","170,467",19,
1997 October,"130,000","145,000","180,000","190,000","162,500","154,200",20,
1997 November,"127,000","142,000","176,000","252,000","150,000","153,500",16,
1997 December,"135,000","175,000","185,000","200,000","180,000","155,075",20,
1998 January,**,**,**,**,**,"121,333",15,
1998 February,**,**,**,**,**,"133,813",16,
1998 March,**,**,**,**,**,"150,771",14,
1998 April,**,**,**,**,**,"157,173",11,
1998 May,**,**,**,**,**,"151,718",11,
1998 June,"158,000","170,000","177,000","195,000","170,000","158,100",19,
1998 July,"163,000","170,000","187,000","227,000","170,000","167,126",23,
1998 August,"120,000","170,000","170,000","215,000","170,000","153,350",22,
1998 September,"146,000","170,000","187,000","222,000","170,000","165,715",26,
1998 October,"154,000","165,000","179,000","226,000","170,000","161,450",20,
1998 November,"150,000","164,000","173,000","218,000","165,000","160,050",20,
1998 December,"150,000","164,000","203,000","244,000","177,500","164,263",19,
1999 January,"138,000","158,000","181,000","228,000","165,000","156,363",19,
1999 February,"130,000","159,000","180,000","194,000","165,000","154,324",21,
1999 March,"130,000","150,000","169,000","218,000","165,000","152,684",19,
1999 April,"134,000","152,000","165,000","224,000","160,000","153,300",17,
1999 May,"138,000","150,000","165,000","188,000","155,000","148,012",17,
