"Calgary — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,**,**,**,**,**,"102,043",23,
1990 February,**,**,**,**,**,"107,714",21,
1990 March,"90,000","90,000","124,000","148,000","110,000","113,950",20,
1990 April,"100,000","148,000","180,000","200,000","150,000","151,577",26,
1990 May,**,**,**,**,**,"121,500",25,
1990 June,**,**,**,**,**,"131,500",33,
1990 July,"90,000","110,000","135,000","150,000","130,000","127,020",25,
1990 August,"132,000","150,000","240,000","337,000","190,000","215,638",36,
1990 September,"132,000","150,000","240,000","337,000","190,000","215,638",36,
1990 October,"120,000","145,000","160,000","240,000","150,000","177,774",49,
1990 November,"115,000","135,000","150,000","220,000","145,000","159,612",49,
1990 December,**,**,**,**,**,"169,357",42,
1991 January,"130,000","150,000","160,000","240,000","150,000","170,341",44,
1991 February,"85,000","130,000","150,000","204,000","145,000","152,962",53,
1991 March,"85,000","130,000","150,000","188,000","135,000","150,218",55,
1991 April,"100,000","117,000","139,000","169,000","130,000","141,774",62,
1991 May,"95,000","110,000","130,000","150,000","110,000","129,594",69,
1991 June,"92,000","110,000","130,000","150,000","110,000","126,879",66,
1991 July,"85,000","105,000","130,000","180,000","110,000","150,602",88,
1991 August,"85,000","105,000","130,000","160,000","110,000","144,551",89,
1991 September,"100,000","110,000","135,000","169,000","122,500","151,341",82,
1991 October,"105,000","110,000","133,000","164,000","125,000","154,933",75,
1991 November,"105,000","110,000","150,000","180,000","130,000","158,662",74,
1991 December,"105,000","125,000","150,000","185,000","130,000","162,406",69,
1992 January,"105,000","122,000","150,000","185,000","130,000","166,517",60,
1992 February,"100,000","115,000","150,000","180,000","130,000","159,054",74,
1992 March,"85,000","110,000","135,000","160,000","125,000","145,563",64,
1992 April,"90,000","112,000","150,000","197,000","130,000","153,507",55,
1992 May,"90,000","114,000","150,000","206,000","130,000","152,963",56,
1992 June,"90,000","98,000","124,000","164,000","107,500","137,322",68,
1992 July,"90,000","100,000","135,000","180,000","120,000","141,030",64,
1992 August,"90,000","109,000","150,000","183,000","142,500","146,741",66,
1992 September,"90,000","133,000","150,000","185,000","150,000","154,149",53,
1992 October,"92,000","135,000","150,000","165,000","150,000","154,113",61,
1992 November,"110,000","145,000","150,000","180,000","150,000","159,131",59,
1992 December,**,**,**,**,**,"158,707",59,
1993 January,**,**,**,**,**,"160,538",69,
1993 February,"125,000","150,000","160,000","180,000","150,000","166,852",66,
1993 March,"125,000","150,000","160,000","183,000","150,000","169,157",56,
1993 April,"125,000","150,000","160,000","185,000","152,500","171,133",64,
1993 May,"130,000","150,000","165,000","182,000","157,500","170,122",72,
1993 June,"129,000","150,000","160,000","175,000","155,000","164,045",83,
1993 July,"125,000","150,000","160,000","170,000","155,000","164,715",79,
1993 August,"125,000","150,000","160,000","170,000","155,000","168,287",79,
1993 September,"125,000","150,000","160,000","185,000","155,000","169,739",83,
1993 October,"130,000","150,000","155,000","176,000","150,000","165,259",86,
1993 November,"130,000","145,000","154,000","174,000","150,000","164,837",77,
1993 December,"130,000","146,000","155,000","182,000","150,000","165,562",72,
1994 January,"130,000","147,000","153,000","178,000","150,000","163,150",70,
1994 February,"130,000","139,000","155,000","178,000","150,000","162,891",70,
1994 March,"127,000","143,000","155,000","176,000","150,000","163,114",71,
1994 April,"125,000","141,000","155,000","181,000","150,000","161,718",73,
1994 May,"127,000","139,000","150,000","170,000","150,000","157,556",76,
1994 June,"130,000","150,000","152,000","180,000","150,000","167,522",58,
1994 July,"130,000","150,000","160,000","192,000","150,000","168,264",48,
1994 August,"130,000","150,000","150,000","214,000","150,000","169,198",47,
1994 September,"130,000","150,000","156,000","175,000","150,000","165,930",56,
1994 October,"130,000","150,000","155,000","175,000","150,000","165,798",64,
1994 November,"130,000","150,000","154,000","181,000","150,000","166,279",57,
1994 December,"130,000","150,000","150,000","190,000","150,000","165,570",64,
1995 January,"130,000","145,000","150,000","175,000","150,000","157,790",57,
1995 February,"130,000","145,000","150,000","190,000","150,000","164,082",64,
1995 March,"130,000","145,000","150,000","190,000","150,000","163,910",63,
1995 April,"130,000","145,000","150,000","181,000","150,000","161,390",67,
1995 May,"130,000","145,000","150,000","180,000","150,000","161,218",69,
