"Moncton — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"76,000","90,000","119,000","160,000","92,500","112,238",42,
1990 February,"70,000","90,000","122,000","160,000","110,000","114,697",33,
1990 March,"70,000","90,000","125,000","160,000","112,500","115,676",34,
1990 April,"68,000","86,000","124,000","157,000","115,000","111,611",27,
1990 May,"67,000","89,000","125,000","151,000","115,000","110,558",26,
1990 June,"77,000","94,000","121,000","148,000","112,500","113,028",36,
1990 July,"74,000","93,000","122,000","146,000","112,500","112,342",38,
1990 August,"86,000","100,000","118,000","135,000","110,000","114,171",35,
1990 September,"90,000","100,000","120,000","135,000","110,000","117,235",34,
1990 October,"90,000","107,000","125,000","154,000","115,000","121,971",35,
1990 November,"91,000","112,000","125,000","150,000","120,000","122,829",35,
1990 December,"99,000","115,000","127,000","151,000","120,000","124,212",33,
1991 January,"90,000","120,000","132,000","156,000","125,000","127,026",38,
1991 February,"90,000","120,000","132,000","152,000","125,000","127,316",38,
1991 March,"90,000","120,000","125,000","150,000","125,000","124,882",34,
1991 April,"100,000","120,000","130,000","150,000","125,000","131,672",29,
1991 May,"90,000","120,000","130,000","156,000","125,000","129,167",27,
1991 June,"90,000","120,000","130,000","165,000","125,000","130,563",24,
1991 July,"90,000","120,000","130,000","165,000","125,000","130,563",24,
1991 August,**,**,**,**,**,"124,775",20,
1991 September,**,**,**,**,**,"120,326",23,
1991 October,"90,000","128,000","140,000","152,000","130,000","128,643",28,
1991 November,**,**,**,**,**,"126,531",32,
1991 December,"95,000","110,000","135,000","150,000","130,000","124,412",34,
1992 January,"90,000","100,000","130,000","145,000","122,500","120,248",44,
1992 February,"90,000","96,000","129,000","145,000","110,000","117,806",47,
1992 March,"90,000","105,000","130,000","147,000","125,000","121,434",47,
1992 April,"90,000","108,000","135,000","150,000","130,000","123,288",43,
1992 May,"90,000","105,000","132,000","146,000","127,500","122,826",38,
1992 June,"90,000","120,000","135,000","150,000","130,000","125,512",34,
1992 July,"90,000","105,000","130,000","160,000","125,000","126,517",24,
1992 August,"90,000","91,000","125,000","154,000","100,000","121,018",22,
1992 September,"90,000","91,000","125,000","172,000","100,000","124,432",22,
1992 October,"90,000","90,000","125,000","145,000","95,000","119,816",19,
1992 November,"90,000","90,000","101,000","144,000","95,000","114,833",15,
1992 December,"90,000","92,000","128,000","180,000","105,000","124,367",15,
1993 January,"90,000","95,000","125,000","140,000","100,000","118,271",24,
1993 February,"90,000","95,000","122,000","143,000","100,000","116,911",28,
1993 March,"91,000","102,000","130,000","164,000","125,000","126,840",25,
1993 April,"91,000","102,000","128,000","163,000","120,000","125,240",25,
1993 May,"90,000","100,000","130,000","165,000","122,500","127,167",24,
1993 June,"95,000","108,000","130,000","162,000","122,500","125,050",20,
1993 July,"100,000","130,000","140,000","155,000","135,000","134,458",24,
1993 August,"116,000","130,000","140,000","156,000","137,500","133,778",18,
