"Hamilton — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1992 July,"169,000","210,000","242,000","325,000","230,000","247,332",143,
1992 August,"170,000","210,000","242,000","311,000","230,000","262,513",128,
1992 September,"175,000","210,000","240,000","300,000","222,500","259,492",142,
1992 October,"185,000","220,000","250,000","301,000","232,500","262,943",139,
1992 November,"185,000","225,000","245,000","312,000","235,000","268,415",135,
1992 December,"172,000","210,000","245,000","313,000","230,000","261,560",142,
1993 January,"170,000","206,000","240,000","312,000","230,000","262,206",166,
1993 February,"170,000","210,000","244,000","315,000","230,000","263,345",156,
1993 March,"170,000","210,000","235,000","280,000","230,000","255,904",166,
1993 April,"170,000","210,000","244,000","306,000","230,000","255,793",155,
1993 May,"170,000","200,000","235,000","280,000","230,000","245,864",157,
1993 June,"175,000","196,000","230,000","280,000","222,500","247,126",163,
1993 July,"174,000","190,000","230,000","271,000","210,000","240,331",164,
1993 August,"170,000","191,000","230,000","270,000","210,000","235,215",164,
1993 September,"165,000","180,000","229,000","270,000","200,000","231,379",162,
1993 October,"169,000","188,000","230,000","270,000","200,000","233,968",147,
1993 November,"170,000","190,000","230,000","272,000","210,000","237,351",168,
1993 December,"170,000","195,000","230,000","270,000","215,000","230,401",162,
1994 January,"170,000","191,000","230,000","270,000","212,500","232,545",155,
1994 February,"175,000","200,000","230,000","276,000","220,000","239,121",138,
1994 March,"175,000","200,000","230,000","280,000","220,000","238,844",142,
1994 April,"175,000","195,000","230,000","280,000","215,000","234,871",151,
1994 May,"175,000","191,000","225,000","270,000","207,500","226,490",157,
1994 June,"170,000","180,000","200,000","260,000","190,000","214,694",177,
1994 July,"170,000","180,000","205,000","260,000","190,000","213,739",168,
1994 August,"170,000","182,000","220,000","265,000","195,000","215,909",135,
1994 September,"165,000","181,000","214,000","265,000","190,000","211,164",122,
1994 October,"170,000","185,000","205,000","255,000","192,500","207,481",161,
1994 November,"170,000","180,000","200,000","255,000","190,000","206,602",172,
1994 December,"170,000","189,000","210,000","260,000","200,000","210,737",149,
1995 January,"170,000","190,000","215,000","265,000","200,000","211,986",146,
1995 February,"170,000","190,000","215,000","264,000","200,000","213,382",146,
1995 March,"168,000","190,000","219,000","265,000","200,000","213,887",143,
1995 April,"174,000","195,000","217,000","260,000","200,000","214,370",159,
1995 May,"170,000","190,000","210,000","255,000","200,000","213,238",170,
1995 June,"175,000","190,000","215,000","252,000","200,000","214,796",173,
1995 July,"170,000","190,000","210,000","250,000","195,000","211,012",184,
1995 August,"170,000","190,000","215,000","251,000","200,000","212,134",171,
1995 September,"170,000","190,000","220,000","260,000","200,000","216,814",160,
1995 October,"171,000","195,000","220,000","269,000","205,000","218,117",143,
1995 November,"170,000","190,000","220,000","270,000","200,000","217,351",176,
1995 December,"175,000","200,000","225,000","270,000","210,000","223,077",167,
1996 January,"180,000","198,000","222,000","262,000","215,000","223,990",166,
1996 February,"180,000","195,000","220,000","260,000","210,000","220,893",168,
1996 March,"179,000","200,000","220,000","255,000","210,000","218,821",152,
1996 April,"170,000","190,000","220,000","250,000","205,000","215,446",151,
1996 May,"175,000","200,000","220,000","260,000","215,000","220,708",138,
1996 June,"170,000","196,000","220,000","260,000","210,000","219,320",135,
1996 July,"170,000","200,000","220,000","272,000","215,000","219,328",120,
1996 August,"170,000","193,000","210,000","246,000","200,000","210,367",142,
1996 September,"170,000","195,000","215,000","270,000","200,000","213,631",122,
1996 October,"172,000","190,000","211,000","253,000","200,000","211,486",129,
1996 November,"175,000","195,000","214,000","250,000","200,000","213,914",144,
1996 December,"180,000","195,000","220,000","251,000","202,500","214,661",129,
1997 January,"180,000","195,000","215,000","250,000","202,500","214,973",125,
1997 February,"180,000","200,000","217,000","258,000","205,000","218,228",113,
1997 March,"180,000","195,000","210,000","252,000","200,000","215,449",113,
1997 April,"180,000","196,000","214,000","265,000","205,000","218,127",107,
1997 May,"180,000","195,000","217,000","272,000","205,000","219,151",112,
1997 June,"180,000","197,000","218,000","289,000","205,000","221,310",104,
1997 July,"180,000","200,000","215,000","270,000","205,000","219,484",93,
1997 August,"179,000","200,000","217,000","281,000","205,000","221,254",87,
1997 September,"180,000","200,000","215,000","270,000","205,000","220,768",103,
1997 October,"180,000","200,000","220,000","285,000","210,000","231,535",108,
1997 November,"180,000","200,000","220,000","270,000","205,000","226,467",112,
1997 December,"180,000","190,000","205,000","235,000","200,000","214,406",104,
1998 January,"180,000","190,000","200,000","225,000","190,000","212,133",114,
1998 February,"180,000","190,000","205,000","235,000","200,000","217,599",114,
1998 March,"180,000","190,000","210,000","248,000","200,000","219,498",107,
1998 April,"180,000","190,000","206,000","250,000","200,000","220,534",97,
1998 May,"180,000","194,000","210,000","270,000","205,000","224,398",91,
1998 June,"180,000","190,000","200,000","225,000","190,000","214,214",105,
1998 July,"180,000","190,000","200,000","241,000","195,000","216,668",99,
1998 August,"180,000","190,000","210,000","250,000","200,000","221,347",95,
1998 September,"180,000","190,000","205,000","245,000","200,000","217,504",93,
1998 October,"180,000","193,000","212,000","250,000","205,000","223,084",89,
1998 November,"180,000","185,000","210,000","236,000","200,000","217,000",82,
1998 December,"180,000","200,000","220,000","290,000","210,000","229,685",75,
1999 January,"180,000","200,000","220,000","276,000","210,000","229,145",78,
1999 February,"180,000","185,000","209,000","232,000","195,000","219,674",90,
1999 March,"180,000","185,000","207,000","241,000","190,000","221,151",84,
1999 April,"180,000","189,000","210,000","248,000","200,000","226,244",72,
1999 May,"180,000","185,000","210,000","244,000","190,000","218,289",71,
1999 June,"180,000","185,000","205,000","230,000","195,000","213,489",93,
1999 July,"180,000","190,000","208,000","249,000","200,000","216,247",97,
1999 August,"180,000","180,000","190,000","210,000","185,000","200,240",136,
1999 September,"180,000","180,000","190,000","220,000","185,000","203,680",96,
1999 October,"180,000","180,000","190,000","210,000","187,500","201,363",111,
1999 November,"180,000","185,000","195,000","210,000","190,000","201,327",103,
1999 December,"180,000","190,000","195,000","210,000","190,000","211,074",136,
2000 January,"185,000","190,000","200,000","233,000","195,000","219,710",166,
2000 February,"185,000","190,000","200,000","226,000","192,500","217,669",188,
2000 March,"185,000","190,000","200,000","230,000","195,000","219,685",204,
2000 April,"190,000","190,000","200,000","215,000","195,000","217,211",199,
2000 May,"185,000","195,000","200,000","245,000","195,000","220,190",184,
2000 June,"188,000","195,000","205,000","257,000","200,000","226,511",177,
2000 July,"190,000","200,000","210,000","290,000","200,000","235,233",156,
2000 August,"190,000","195,000","200,000","250,000","200,000","217,684",202,
2000 September,"188,000","195,000","200,000","240,000","200,000","215,383",182,
2000 October,"182,000","195,000","200,000","250,000","200,000","217,282",186,
2000 November,"190,000","195,000","200,000","245,000","200,000","218,894",196,
2000 December,"190,000","195,000","200,000","230,000","200,000","216,557",196,
2001 January,"190,000","200,000","200,000","250,000","200,000","219,996",174,
2001 February,"190,000","200,000","200,000","250,000","200,000","222,505",188,
2001 March,"190,000","200,000","200,000","256,000","200,000","222,301",166,
2001 April,"190,000","200,000","200,000","246,000","200,000","217,634",168,
2001 May,"195,000","200,000","200,000","250,000","200,000","224,211",184,
2001 June,"200,000","200,000","205,000","260,000","200,000","226,899",197,
2001 July,"200,000","200,000","210,000","250,000","205,000","226,511",199,
2001 August,"200,000","200,000","210,000","248,000","210,000","223,966",200,
2001 September,"200,000","200,000","210,000","250,000","207,500","232,208",216,
2001 October,"200,000","200,000","200,000","250,000","200,000","231,763",223,
2001 November,"195,000","200,000","200,000","250,000","200,000","235,791",288,
2001 December,"200,000","200,000","200,000","250,000","200,000","229,847",322,
2002 January,"200,000","200,000","210,000","250,000","200,000","234,830",291,
2002 February,"200,000","200,000","210,000","250,000","210,000","235,782",289,
2002 March,"200,000","200,000","210,000","250,000","210,000","230,173",310,
2002 April,"200,000","200,000","210,000","250,000","210,000","231,352",249,
2002 May,"200,000","200,000","210,000","250,000","210,000","226,427",231,
2002 June,"200,000","200,000","220,000","250,000","210,000","227,429",240,
2002 July,"200,000","210,000","220,000","250,000","210,000","227,924",246,
2002 August,"200,000","210,000","220,000","250,000","210,000","226,562",318,
2002 September,"200,000","210,000","220,000","245,000","210,000","223,659",314,
2002 October,"200,000","210,000","220,000","243,000","210,000","224,467",296,
2002 November,"200,000","210,000","220,000","240,000","220,000","227,127",314,
2002 December,"200,000","210,000","220,000","250,000","220,000","230,315",212,
2003 January,"200,000","210,000","220,000","250,000","220,000","229,940",216,
2003 February,"200,000","210,000","220,000","250,000","220,000","229,369",218,
2003 March,"200,000","210,000","230,000","276,000","220,000","240,689",108,
2003 April,"205,000","220,000","244,000","290,000","230,000","255,158",78,
2003 May,"210,000","224,000","260,000","300,000","240,000","255,613",96,
2003 June,"200,000","220,000","240,000","290,000","230,000","247,111",87,
2003 July,"205,000","220,000","250,000","290,000","235,000","254,927",74,
2003 August,"205,000","215,000","242,000","300,000","230,000","252,298",76,
2003 September,"209,000","228,000","270,000","296,000","240,000","255,676",63,
2003 October,"210,000","235,000","273,000","304,000","250,000","265,894",60,
2003 November,"211,000","240,000","268,000","372,000","250,000","277,362",65,
2003 December,"217,000","240,000","265,000","314,000","250,000","273,619",66,
2004 January,"230,000","244,000","275,000","305,000","260,000","276,031",66,
2004 February,"221,000","240,000","273,000","321,000","260,000","272,009",65,
2004 March,"215,000","235,000","275,000","340,000","260,000","271,401",61,
2004 April,"215,000","238,000","275,000","342,000","260,000","273,896",63,
2004 May,"221,000","247,000","275,000","372,000","262,500","333,058",60,
2004 June,"220,000","250,000","275,000","356,000","265,000","318,605",85,
2004 July,"220,000","245,000","275,000","340,000","250,000","316,281",79,
2004 August,"220,000","245,000","287,000","350,000","270,000","313,887",88,
2004 September,"220,000","250,000","300,000","350,000","275,000","332,872",65,
2004 October,"225,000","272,000","300,000","349,000","280,000","333,340",65,
2004 November,"231,000","275,000","296,000","356,000","280,000","344,886",66,
2004 December,"240,000","275,000","301,000","366,000","290,000","355,705",61,
2005 January,"240,000","270,000","305,000","373,000","285,000","346,974",61,
2005 February,"229,000","262,000","302,000","370,000","275,000","340,473",63,
2005 March,"240,000","272,000","319,000","369,000","290,000","381,088",42,
2005 April,"256,000","280,000","309,000","362,000","295,000","359,344",59,
2005 May,"260,000","276,000","305,000","362,000","292,500","363,883",54,
2005 June,"270,000","280,000","303,000","369,000","290,000","368,036",57,
2005 July,"270,000","280,000","301,000","342,000","300,000","368,247",53,
2005 August,"274,000","285,000","312,000","348,000","300,000","371,341",55,
2005 September,"275,000","280,000","295,000","350,000","280,000","356,728",61,
2005 October,"250,000","280,000","280,000","325,000","280,000","355,131",54,
2005 November,"250,000","280,000","305,000","350,000","280,000","356,224",59,
2005 December,"252,000","280,000","303,000","330,000","280,000","354,302",60,
2006 January,"258,000","280,000","310,000","370,000","295,000","301,908",52,
2006 February,"275,000","285,000","320,000","370,000","305,000","313,504",48,
2006 March,"275,000","295,000","320,000","370,000","310,000","307,218",44,
2006 April,"280,000","305,000","336,000","384,000","320,000","319,522",50,
2006 May,"275,000","300,000","330,000","385,000","310,000","349,465",51,
2006 June,"250,000","290,000","309,000","371,000","290,000","348,443",47,
2006 July,"249,000","288,000","324,000","392,000","300,000","365,288",53,
2006 August,"250,000","285,000","338,000","408,000","297,500","379,737",42,
2006 September,"279,000","298,000","334,000","430,000","307,500","385,918",44,
2006 October,"280,000","300,000","349,000","390,000","327,500","377,065",49,
2006 November,"280,000","305,000","360,000","392,000","340,000","384,595",66,
2006 December,"277,000","300,000","346,000","390,000","327,500","377,816",63,
2007 January,"280,000","301,000","340,000","411,000","325,000","395,654",66,
2007 February,"275,000","300,000","336,000","380,000","307,500","399,600",56,
2007 March,"275,000","300,000","338,000","384,000","310,000","401,762",55,
2007 April,"275,000","300,000","340,000","380,000","310,000","376,775",61,
2007 May,"275,000","295,000","325,000","380,000","310,000","375,182",57,
2007 June,"275,000","300,000","340,000","380,000","310,000","394,046",48,
2007 July,"275,000","300,000","340,000","400,000","310,000","403,476",45,
2007 August,"275,000","300,000","340,000","380,000","315,000","378,775",60,
2007 September,"275,000","305,000","340,000","380,000","330,000","386,491",54,
2007 October,"286,000","326,000","345,000","374,000","340,000","391,004",57,
2007 November,"300,000","326,000","357,000","381,000","342,500","390,847",71,
2007 December,"300,000","330,000","345,000","380,000","340,000","391,653",67,
2008 January,"300,000","330,000","350,000","384,000","340,000","366,742",55,
2008 February,"307,000","340,000","370,000","423,000","355,000","378,622",69,
2008 March,"305,000","330,000","370,000","466,000","350,000","382,762",64,
2008 April,"300,000","330,000","345,000","380,000","340,000","356,514",72,
2008 May,"300,000","320,000","345,000","380,000","330,000","360,747",78,
2008 June,"305,000","320,000","340,000","380,000","330,000","354,244",79,
2008 July,"305,000","330,000","350,000","406,000","335,000","374,289",68,
2008 August,"307,000","339,000","362,000","390,000","345,000","379,448",73,
2008 September,"305,000","335,000","370,000","405,000","345,000","373,652",82,
2008 October,"310,000","340,000","380,000","418,000","350,000","379,366",88,
2008 November,"300,000","325,000","346,000","430,000","335,000","381,309",96,
2008 December,"305,000","325,000","360,000","450,000","337,500","393,185",84,
2009 January,"310,000","330,000","350,000","410,000","335,000","373,440",79,
2009 February,"306,000","330,000","350,000","418,000","335,000","364,338",75,
2009 March,"310,000","330,000","360,000","500,000","340,000","388,949",87,
2009 April,"323,000","340,000","375,000","497,000","352,500","392,504",92,
2009 May,"310,000","340,000","380,000","495,000","350,000","394,214",96,
2009 June,"310,000","331,000","370,000","456,000","345,000","386,701",67,
2009 July,"306,000","330,000","372,000","450,000","342,500","378,444",50,
2009 August,"294,000","329,000","384,000","491,000","340,000","375,779",40,
2009 September,"294,000","330,000","384,000","500,000","335,000","462,599",44,
2009 October,"290,000","317,000","379,000","504,000","330,000","482,781",45,
2009 November,"283,000","326,000","350,000","462,000","330,000","422,357",44,
2009 December,"300,000","330,000","390,000","480,000","355,000","450,046",47,
2010 January,"315,000","326,000","350,000","460,000","330,000","432,814",50,
2010 February,"315,000","330,000","360,000","425,000","335,000","408,277",61,
2010 March,"320,000","330,000","350,000","400,000","340,000","361,779",66,
2010 April,"320,000","330,000","380,000","430,000","350,000","376,685",86,
2010 May,"329,000","350,000","412,000","460,000","390,000","401,659",84,
2010 June,"325,000","340,000","390,000","450,000","355,000","382,726",53,
2010 July,"325,000","374,000","427,000","473,000","400,000","398,809",52,
2010 August,"325,000","350,000","400,000","570,000","380,000","433,696",33,
2010 September,"326,000","362,000","408,000","513,000","400,000","418,555",43,
2010 October,"325,000","352,000","400,000","544,000","367,500","426,299",32,
2010 November,"329,000","358,000","400,000","504,000","370,000","422,717",35,
2010 December,"325,000","342,000","377,000","494,000","360,000","404,723",34,
2011 January,"338,000","363,000","405,000","492,000","385,000","418,032",37,
2011 February,"340,000","360,000","405,000","430,000","385,000","405,006",33,
2011 March,"340,000","360,000","397,000","495,000","380,000","427,132",35,
2011 April,"340,000","352,000","380,000","422,000","362,500","468,686",36,
2011 May,"340,000","370,000","405,000","480,000","392,500","486,553",36,
2011 June,"350,000","383,000","417,000","449,000","400,000","493,661",35,
2011 July,"360,000","386,000","419,000","491,000","402,500","508,564",34,
2011 August,"356,000","400,000","419,000","524,000","415,000","527,701",37,
2011 September,"371,000","400,000","423,000","489,000","415,000","517,521",40,
2011 October,"360,000","380,000","411,000","476,000","400,000","525,793",30,
2011 November,"360,000","400,000","418,000","496,000","410,000","532,496",30,
2011 December,"358,000","383,000","417,000","526,000","400,000","549,030",33,
2012 January,"363,000","402,000","460,000","820,000","440,000","641,059",27,
2012 February,"374,000","411,000","458,000","694,000","440,000","596,388",32,
2012 March,"380,000","425,000","481,000","678,000","440,000","597,322",35,
2012 April,"374,000","437,000","451,000","530,000","445,000","499,183",41,
2012 May,"382,000","440,000","491,000","563,000","450,000","492,744",51,
2012 June,"380,000","430,000","490,000","590,000","450,000","481,346",49,
2012 July,"380,000","444,000","493,000","581,000","465,000","487,953",45,
2012 August,"380,000","446,000","509,000","592,000","462,500","490,220",48,
2012 September,"380,000","460,000","515,000","600,000","480,000","532,764",43,
2012 October,"380,000","460,000","517,000","600,000","495,000","539,397",44,
2012 November,"385,000","448,000","507,000","596,000","480,000","625,098",52,
2012 December,"385,000","450,000","505,000","630,000","480,000","657,582",50,
2013 January,"390,000","434,000","498,000","604,000","465,000","537,475",51,
2013 February,"397,000","450,000","507,000","600,000","472,500","542,188",47,
2013 March,"400,000","460,000","515,000","580,000","487,500","536,197",57,
2013 April,"404,000","454,000","503,000","574,000","480,000","531,665",58,
2013 May,"430,000","466,000","523,000","602,000","500,000","540,558",67,
2013 June,"418,000","465,000","505,000","586,000","485,000","533,014",68,
2013 July,"440,000","470,000","505,000","580,000","495,000","517,496",54,
2013 August,"448,000","480,000","527,000","601,000","500,000","589,283",51,
2013 September,"430,000","470,000","510,000","600,000","490,000","578,652",52,
2013 October,"400,000","472,000","529,000","602,000","495,000","548,169",53,
2013 November,"394,000","454,000","522,000","597,000","490,000","548,472",53,
2013 December,"397,000","450,000","516,000","601,000","485,000","547,389",54,
2014 January,"380,000","450,000","516,000","599,000","492,500","546,602",55,
2014 February,"400,000","453,000","504,000","589,000","495,000","519,576",90,
2014 March,"406,000","450,000","500,000","584,000","490,000","512,307",81,
2014 April,"340,000","416,000","488,000","572,000","450,000","483,067",87,
2014 May,"340,000","400,000","474,000","570,000","437,500","474,099",102,
2014 June,"340,000","407,000","490,000","587,000","450,000","494,532",107,
2014 July,"365,000","435,000","495,000","600,000","475,000","521,016",84,
2014 August,"397,000","450,000","502,000","600,000","490,000","534,046",59,
2014 September,"385,000","450,000","501,000","600,000","490,000","536,932",62,
2014 October,"397,000","486,000","547,000","612,000","500,000","552,116",64,
2014 November,"400,000","462,000","548,000","658,000","502,500","561,112",60,
2014 December,"360,000","450,000","535,000","660,000","495,000","553,826",70,
2015 January,"390,000","488,000","570,000","684,000","520,000","576,097",72,
2015 February,"392,000","462,000","570,000","658,000","505,000","572,052",62,
2015 March,"404,000","498,000","585,000","702,000","535,000","636,987",53,
2015 April,"450,000","508,000","596,000","742,000","547,500","649,611",56,
2015 May,"430,000","486,000","539,000","683,000","500,000","677,925",64,
2015 June,"401,000","477,000","533,000","679,000","500,000","637,852",68,
2015 July,"390,000","470,000","510,000","666,000","492,500","653,743",84,
2015 August,"393,000","476,000","510,000","627,000","490,000","652,479",77,
2015 September,"400,000","490,000","530,000","605,000","497,500","642,165",85,
2015 October,"403,000","470,000","499,000","592,000","490,000","602,614",108,
2015 November,"398,000","462,000","490,000","570,000","480,000","522,831",108,
2015 December,"412,000","460,000","490,000","587,000","480,000","534,699",111,
2016 January,"401,000","450,000","490,000","566,000","480,000","520,137",116,
2016 February,"400,000","460,000","490,000","575,000","485,000","520,036",115,
2016 March,"408,000","467,000","493,000","587,000","490,000","520,517",133,
2016 April,"403,000","470,000","495,000","592,000","490,000","522,921",130,
2016 May,"405,000","450,000","490,000","570,000","480,000","505,043",115,
2016 June,"400,000","450,000","490,000","590,000","480,000","512,239",97,
2016 July,"380,000","430,000","490,000","598,000","465,000","492,307",110,
2016 August,"366,000","402,000","470,000","550,000","440,000","471,297",100,
2016 September,"370,000","405,000","470,000","550,000","420,000","466,133",94,
2016 October,"376,000","410,000","480,000","520,000","455,000","458,899",110,
2016 November,"370,000","405,000","480,000","535,000","455,000","463,661",104,
2016 December,"370,000","405,000","490,000","525,000","465,000","463,469",104,
2017 January,"372,000","428,000","490,000","528,000","470,000","466,196",106,
2017 February,"380,000","430,000","490,000","530,000","470,000","470,816",106,
2017 March,"374,000","429,000","486,000","530,000","470,000","463,905",86,
2017 April,"370,000","430,000","490,000","550,000","470,000","473,540",74,
2017 May,"368,000","397,000","474,000","520,000","430,000","456,720",77,
2017 June,"350,000","393,000","480,000","521,000","450,000","464,351",103,
2017 July,"350,000","390,000","470,000","500,000","430,000","453,036",121,
2017 August,"350,000","380,000","411,000","491,000","390,000","451,414",103,
2017 September,"360,000","393,000","452,000","500,000","402,500","463,673",79,
2017 October,"395,000","458,000","490,000","536,000","480,000","499,692",66,
2017 November,"399,000","470,000","490,000","595,000","480,000","597,597",47,
2017 December,"399,000","470,000","490,000","595,000","480,000","620,853",47,
2018 January,"426,000","490,000","496,000","655,000","490,000","692,469",33,
2018 February,"474,000","490,000","522,000","810,000","502,500","739,980",28,
2018 March,"457,000","490,000","524,000","720,000","502,500","720,409",30,
2018 April,"474,000","490,000","554,000","686,000","520,000","715,239",33,
2018 May,"402,000","486,000","530,000","915,000","490,000","724,630",30,
2018 June,"445,000","490,000","545,000","900,000","490,000","756,694",26,
2018 July,"448,000","490,000","540,000","765,000","490,000","680,985",24,
2018 August,"453,000","490,000","550,000","810,000","490,000","691,984",23,
2018 September,"474,000","490,000","571,000","812,000","545,000","708,600",23,
2018 October,"476,000","496,000","574,000","795,000","547,500","709,390",24,
2018 November,"472,000","490,000","562,000","865,000","532,500","712,339",22,
2018 December,"470,000","490,000","550,000","900,000","505,000","698,866",26,
2019 January,"470,000","490,000","550,000","900,000","505,000","611,624",32,
2019 February,"470,000","490,000","566,000","840,000","545,000","585,575",41,
2019 March,"478,000","508,000","615,000","844,000","550,000","612,945",40,
2019 April,"490,000","558,000","774,000","854,000","700,000","663,925",43,
2019 May,"490,000","558,000","774,000","854,000","700,000","735,702",41,
2019 June,"490,000","558,000","774,000","854,000","700,000","735,702",41,
2019 July,"490,000","550,000","740,000","850,000","650,000","716,623",45,
2019 August,"490,000","550,000","725,000","825,000","600,000","683,520",45,
2019 September,"490,000","635,000","807,000","940,000","745,000","820,643",44,
2019 October,"490,000","571,000","782,000","852,000","712,500","720,674",38,
2019 November,"490,000","562,000","766,000","851,000","700,000","712,169",39,
2019 December,"490,000","562,000","766,000","851,000","700,000","712,169",39,
2020 January,"490,000","562,000","766,000","851,000","700,000","712,169",39,
2020 February,"490,000","558,000","750,000","845,000","700,000","707,931",39,
2020 March,"490,000","550,000","750,000","840,000","650,000","692,791",45,
2020 April,"490,000","550,000","750,000","825,000","650,000","691,653",43,
2020 May,"522,000","573,000","750,000","817,000","675,000","700,532",37,
2020 June,"536,000","595,000","750,000","808,000","650,000","692,321",45,
2020 July,"533,000","612,000","750,000","809,000","662,500","695,904",44,
2020 August,"490,000","566,000","742,000","808,000","662,500","674,177",50,
2020 September,"490,000","570,000","750,000","810,000","690,000","683,752",43,
2020 October,"486,000","635,000","758,000","811,000","720,000","693,377",42,
2020 November,"490,000","676,000","766,000","812,000","740,000","699,982",42,
2020 December,"490,000","640,000","750,000","815,000","700,000","661,609",52,
2021 January,"472,000","518,000","746,000","804,000","600,000","658,310",49,
2021 February,"484,000","565,000","750,000","808,000","690,000","673,808",45,
2021 March,"490,000","748,000","790,000","840,000","770,000","744,047",31,
2021 April,"490,000","748,000","790,000","840,000","770,000","744,047",31,
2021 May,"490,000","744,000","790,000","845,000","760,000","742,849",30,
2021 June,"490,000","736,000","790,000","851,000","750,000","785,468",33,
2021 July,"490,000","738,000","790,000","840,000","750,000","748,595",31,
2021 August,"490,000","738,000","790,000","840,000","750,000","748,595",31,
2021 September,"572,000","750,000","801,000","861,000","790,000","795,110",31,
2021 October,"608,000","750,000","790,000","835,000","770,000","766,609",27,
2021 November,"572,000","748,000","790,000","821,000","760,000","719,171",26,
2021 December,"486,000","550,000","734,000","801,000","680,000","642,605",43,
2022 January,"486,000","550,000","734,000","801,000","680,000","642,605",43,
2022 February,"490,000","660,000","750,000","808,000","715,000","664,012",36,
2022 March,"494,000","698,000","774,000","813,000","750,000","686,711",31,
2022 April,"496,000","742,000","790,000","819,000","750,000","707,349",28,
2022 May,"496,000","742,000","790,000","819,000","750,000","707,349",28,
2022 June,"496,000","742,000","790,000","819,000","750,000","707,349",28,
2022 July,"496,000","742,000","790,000","819,000","750,000","707,349",28,
2022 August,"536,000","750,000","790,000","829,000","775,000","746,577",31,
2022 September,"496,000","742,000","790,000","819,000","750,000","707,349",28,
2022 October,"496,000","742,000","790,000","819,000","750,000","707,349",27,
2022 November,"498,000","746,000","790,000","830,000","760,000","749,765",28,
2022 December,"684,000","748,000","801,000","861,000","780,000","817,311",36,
2023 January,"682,000","744,000","796,000","854,000","770,000","786,520",35,
2023 February,"684,000","748,000","801,000","861,000","780,000","819,716",36,
2023 March,"682,000","744,000","796,000","854,000","770,000","792,855",35,
2023 April,"686,000","750,000","804,000","871,000","790,000","867,898",37,
2023 May,"682,000","744,000","796,000","854,000","770,000","774,300",35,
2023 June,"680,000","740,000","790,000","850,000","760,000","737,931",34,
2023 July,"680,000","740,000","790,000","850,000","760,000","747,170",37,
2023 August,"644,000","740,000","790,000","842,000","750,000","728,430",35,
2023 September,"644,000","740,000","790,000","842,000","750,000","728,430",35,
2023 October,"684,000","748,000","801,000","861,000","780,000","850,408",38,
2023 November,"684,000","748,000","801,000","861,000","780,000","851,439",36,
2023 December,"684,000","748,000","801,000","861,000","780,000","793,003",36,
2024 January,"572,000","740,000","790,000","851,000","750,000","755,994",38,
2024 February,"590,000","740,000","790,000","855,000","750,000","887,638",39,
2024 March,"490,000","698,000","742,000","824,000","730,000","759,413",31,

Source,CMHC Market Absorption Survey
