"Trois-Rivières — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"65,000","70,000","85,000","99,000","77,500","86,317",60,
1990 February,"67,000","70,000","85,000","123,000","75,000","88,294",51,
1990 March,"67,000","70,000","85,000","112,000","75,000","87,293",41,
1990 April,"68,000","70,000","85,000","122,000","77,500","88,786",42,
1990 May,"70,000","75,000","88,000","119,000","80,000","90,060",50,
1990 June,"70,000","75,000","90,000","111,000","85,000","89,317",41,
1990 July,"67,000","74,000","90,000","100,000","80,000","82,484",31,
1990 August,"70,000","75,000","85,000","100,000","80,000","81,441",39,
1990 September,"60,000","70,000","81,000","98,000","75,000","79,688",41,
1990 October,"60,000","70,000","85,000","100,000","75,000","79,352",29,
1990 November,"65,000","70,000","80,000","90,000","75,000","79,217",24,
1990 December,"63,000","71,000","80,000","90,000","75,000","78,736",22,
1991 January,"62,000","70,000","81,000","90,000","75,000","79,010",21,
1991 February,"61,000","72,000","83,000","90,000","77,500","79,635",20,
1991 March,"65,000","72,000","88,000","105,000","80,000","82,988",25,
1991 April,"70,000","80,000","85,000","105,000","80,000","85,852",29,
1991 May,"70,000","76,000","85,000","107,000","80,000","86,285",27,
1991 June,"70,000","76,000","89,000","112,000","80,000","87,656",27,
1991 July,"68,000","80,000","89,000","102,000","80,000","83,660",42,
1991 August,"70,000","80,000","87,000","105,000","80,000","85,327",48,
1991 September,"70,000","80,000","90,000","100,000","85,000","86,137",49,
1991 October,"75,000","80,000","90,000","107,000","85,000","170,044",62,
1991 November,"75,000","80,000","90,000","109,000","85,000","92,053",70,
1991 December,"75,000","80,000","90,000","100,000","85,000","87,257",69,
1992 January,"75,000","80,000","90,000","101,000","85,000","87,710",63,
1992 February,"75,000","80,000","90,000","101,000","85,000","88,685",68,
1992 March,"75,000","80,000","90,000","100,000","85,000","88,981",73,
1992 April,"75,000","80,000","85,000","100,000","85,000","87,953",72,
1992 May,"75,000","80,000","90,000","110,000","85,000","90,616",74,
1992 June,"75,000","80,000","90,000","105,000","85,000","88,832",74,
1992 July,"80,000","85,000","99,000","117,000","90,000","95,569",42,
1992 August,"75,000","81,000","100,000","117,000","90,000","95,957",47,
1992 September,"75,000","80,000","90,000","111,000","85,000","93,811",53,
1992 October,"75,000","80,000","90,000","117,000","87,500","96,038",52,
1992 November,"75,000","80,000","90,000","110,000","82,500","90,696",46,
1992 December,"75,000","80,000","85,000","110,000","80,000","90,106",47,
1993 January,"76,000","80,000","90,000","110,000","85,000","92,467",45,
1993 February,"75,000","80,000","85,000","110,000","80,000","90,209",43,
1993 March,"75,000","80,000","85,000","110,000","80,000","89,870",46,
1993 April,"75,000","80,000","85,000","110,000","80,000","87,843",51,
1993 May,"74,000","80,000","85,000","110,000","82,500","88,344",48,
1993 June,"75,000","80,000","90,000","110,000","80,000","89,508",64,
1993 July,"80,000","80,000","92,000","110,000","85,000","91,390",41,
1993 August,"80,000","80,000","95,000","120,000","90,000","95,653",49,
1993 September,"75,000","80,000","90,000","113,000","82,500","91,739",46,
1993 October,"72,000","80,000","90,000","118,000","85,000","95,043",46,
1993 November,"72,000","80,000","90,000","113,000","85,000","93,615",41,
1993 December,"75,000","80,000","89,000","110,000","85,000","89,141",37,
1994 January,"72,000","80,000","90,000","110,000","85,000","90,644",36,
1994 February,"75,000","80,000","90,000","110,000","85,000","91,159",39,
1994 March,"76,000","82,000","90,000","110,000","90,000","92,691",35,
1994 April,"80,000","90,000","110,000","120,000","95,000","97,400",40,
1994 May,"80,000","85,000","106,000","120,000","90,000","97,511",45,
1994 June,"80,000","85,000","100,000","120,000","95,000","96,794",34,
1994 July,"75,000","80,000","90,000","116,000","85,000","90,778",18,
1994 August,"75,000","80,000","90,000","120,000","82,500","93,818",22,
1994 September,"75,000","80,000","86,000","118,000","80,000","93,476",21,
1994 October,"75,000","80,000","85,000","100,000","80,000","87,208",24,
1994 November,"75,000","80,000","90,000","100,000","80,000","89,926",27,
1994 December,"75,000","80,000","96,000","110,000","90,000","91,161",31,
1995 January,"75,000","80,000","100,000","110,000","90,000","93,667",24,
1995 February,"75,000","83,000","100,000","111,000","90,000","94,913",23,
1995 March,"75,000","85,000","100,000","115,000","95,000","95,542",24,
1995 April,"79,000","88,000","100,000","111,000","90,000","94,217",23,
1995 May,"75,000","80,000","100,000","115,000","90,000","94,583",24,
1995 June,"87,000","98,000","110,000","120,000","100,000","105,909",11,
1995 July,"86,000","94,000","106,000","118,000","100,000","104,500",10,
1995 August,"83,000","90,000","100,000","114,000","95,000","100,417",12,
1995 September,**,**,**,**,**,"93,778",9,
1995 October,**,**,**,**,**,"96,125",8,
1995 November,**,**,**,**,**,"101,222",9,
1995 December,"79,000","90,000","90,000","107,000","90,000","94,667",12,
1996 January,"76,000","86,000","90,000","94,000","90,000","86,667",12,
1996 February,"73,000","85,000","90,000","90,000","87,500","84,583",12,
1996 March,"71,000","85,000","90,000","90,000","87,500","82,500",10,
1996 April,**,**,**,**,**,"83,125",8,
1996 May,**,**,**,**,**,"85,000",7,
1996 June,**,**,**,**,**,"91,500",7,
1996 July,**,**,**,**,**,"88,813",8,
1996 August,"71,000","90,000","90,000","90,000","90,000","89,250",10,
1996 September,"69,000","83,000","90,000","90,000","90,000","87,115",13,
1996 October,"67,000","83,000","90,000","90,000","90,000","84,318",11,
1996 November,"70,000","85,000","90,000","100,000","90,000","86,571",14,
1996 December,"83,000","90,000","90,000","104,000","90,000","93,615",13,
1997 January,"83,000","90,000","90,000","104,000","90,000","93,615",13,
1997 February,"71,000","87,000","90,000","100,000","90,000","89,800",15,
1997 March,"78,000","90,000","90,000","104,000","90,000","93,231",13,
1997 April,"78,000","90,000","90,000","108,000","90,000","93,083",12,
1997 May,"70,000","88,000","90,000","104,000","90,000","90,923",13,
1997 June,**,**,**,**,**,"77,500",6,
1997 July,**,**,**,**,**,"95,833",6,
1997 August,**,**,**,**,**,"91,857",7,
1997 September,**,**,**,**,**,"92,556",9,
1997 October,**,**,**,**,**,"92,556",9,
1997 November,"76,000","90,000","98,000","120,000","90,000","97,235",17,
1997 December,"72,000","90,000","106,000","124,000","95,000","101,250",20,
1998 January,"74,000","90,000","102,000","123,000","90,000","100,157",21,
1998 February,"73,000","82,000","94,000","114,000","90,000","93,332",22,
1998 March,"75,000","79,000","91,000","116,000","90,000","93,252",21,
1998 April,"71,000","77,000","90,000","108,000","87,500","87,965",20,
1998 May,"75,000","80,000","89,000","92,000","85,000","85,135",17,
1998 June,"75,000","80,000","87,000","96,000","85,000","86,444",18,
1998 July,"75,000","80,000","88,000","99,000","85,000","86,300",20,
1998 August,"77,000","84,000","90,000","98,000","90,000","87,273",11,
1998 September,"79,000","88,000","90,000","100,000","90,000","88,462",13,
1998 October,"78,000","86,000","90,000","100,000","90,000","90,000",17,
1998 November,"76,000","82,000","90,000","99,000","90,000","88,667",15,
1998 December,"77,000","90,000","100,000","128,000","95,000","98,500",16,
1999 January,"78,000","90,000","100,000","127,000","90,000","97,412",17,
1999 February,"80,000","90,000","101,000","128,000","95,000","100,375",16,
1999 March,"76,000","84,000","100,000","125,000","90,000","96,900",20,
1999 April,"77,000","88,000","100,000","123,000","90,000","96,571",21,
1999 May,"79,000","90,000","100,000","120,000","100,000","97,087",23,
1999 June,"75,000","100,000","100,000","115,000","100,000","96,571",14,
1999 July,"75,000","85,000","100,000","115,000","100,000","95,368",19,
1999 August,"78,000","96,000","100,000","115,000","100,000","97,852",27,
1999 September,"75,000","95,000","100,000","117,000","100,000","96,909",22,
1999 October,"75,000","89,000","100,000","115,000","97,500","95,100",20,
1999 November,"75,000","89,000","100,000","113,000","97,500","92,850",20,
1999 December,"75,000","93,000","100,000","115,000","100,000","94,857",21,
2000 January,"73,000","91,000","100,000","122,000","97,500","97,611",18,
2000 February,"79,000","98,000","107,000","131,000","100,000","104,783",23,
2000 March,"77,000","100,000","113,000","139,000","105,000","109,520",25,
2000 April,"79,000","100,000","111,000","138,000","105,000","108,962",26,
2000 May,"81,000","100,000","109,000","132,000","102,500","103,773",22,
2000 June,"81,000","91,000","105,000","124,000","102,500","100,818",22,
2000 July,"85,000","105,000","115,000","135,000","110,000","111,333",21,
2000 August,"89,000","105,000","118,000","141,000","112,500","122,500",16,
2000 September,"97,000","112,000","124,000","135,000","115,000","118,000",15,
2000 October,"99,000","123,000","135,000","157,000","130,000","126,429",21,
2000 November,"113,000","130,000","135,000","165,000","130,000","135,000",17,
2000 December,"110,000","130,000","135,000","140,000","130,000","129,474",19,
2001 January,"102,000","122,000","130,000","140,000","130,000","123,100",20,
2001 February,"110,000","130,000","135,000","140,000","130,000","127,350",20,
2001 March,"117,000","130,000","135,000","143,000","130,000","130,438",16,
2001 April,"102,000","124,000","135,000","144,000","130,000","126,133",15,
2001 May,"104,000","128,000","136,000","148,000","132,500","127,625",16,
2001 June,"97,000","118,000","134,000","160,000","130,000","126,692",13,
2001 July,**,**,**,**,**,"117,429",7,
2001 August,**,**,**,**,**,"117,400",5,
2001 September,**,**,**,**,**,"126,714",7,
2001 October,**,**,**,**,**,"118,444",9,
2001 November,**,**,**,**,**,"115,222",9,
2001 December,"87,000","99,000","138,000","156,000","135,000","122,455",11,
2002 January,"85,000","100,000","135,000","150,000","132,500","121,929",14,
2002 February,"90,000","130,000","135,000","150,000","132,500","125,143",14,
2002 March,"88,000","106,000","134,000","151,000","130,000","121,000",12,
2002 April,"92,000","130,000","135,000","154,000","135,000","127,273",11,
2002 May,**,**,**,**,**,"131,875",16,
2002 June,"88,000","130,000","135,000","145,000","132,500","125,833",12,
2002 July,**,**,**,**,**,"126,250",8,
2002 August,**,**,**,**,**,"132,000",5,
2002 September,**,**,**,**,**,"125,000",4,
2002 October,**,**,**,**,**,**,3,
2002 November,**,**,**,**,**,"139,167",6,
2002 December,**,**,**,**,**,"140,000",5,
2003 January,**,**,**,**,**,"140,000",5,
2003 February,**,**,**,**,**,"138,750",4,
2003 March,"122,000","140,000","150,000","175,000","145,000","147,083",12,
2003 April,**,**,**,**,**,"148,750",12,
2003 May,**,**,**,**,**,"147,222",9,
2003 June,**,**,**,**,**,"145,000",8,
2003 July,**,**,**,**,**,"123,750",4,
2003 August,**,**,**,**,**,**,4,
2003 September,**,**,**,**,**,"115,000",5,
2003 October,**,**,**,**,**,"135,000",4,
2003 November,**,**,**,**,**,"145,833",6,
2003 December,**,**,**,**,**,"145,833",6,
2004 January,**,**,**,**,**,"145,833",6,
2004 February,"128,000","138,000","150,000","169,000","150,000","154,615",13,
2004 March,"133,000","150,000","162,000","173,000","150,000","160,833",12,
2004 April,**,**,**,**,**,"166,667",9,
2004 May,**,**,**,**,**,"176,111",9,
2004 June,**,**,**,**,**,"158,000",5,
2004 July,**,**,**,**,**,**,3,
2004 August,**,**,**,**,**,**,3,
2004 September,**,**,**,**,**,**,1,
2004 October,**,**,**,**,**,**,3,
2004 November,**,**,**,**,**,**,3,
2004 December,**,**,**,**,**,**,2,
2005 January,**,**,**,**,**,**,2,
2005 February,**,**,**,**,**,"180,000",6,
2005 March,**,**,**,**,**,"180,000",6,
2005 April,**,**,**,**,**,**,6,
2005 May,**,**,**,**,**,**,5,
2005 June,**,**,**,**,**,**,3,
2005 July,**,**,**,**,**,"188,750",4,
2005 August,**,**,**,**,**,**,3,
2005 September,**,**,**,**,**,**,5,
2005 October,**,**,**,**,**,"188,000",5,
2005 November,**,**,**,**,**,"181,250",4,
2005 December,**,**,**,**,**,**,3,
2006 January,**,**,**,**,**,**,3,
2006 February,**,**,**,**,**,"178,750",4,
2006 March,**,**,**,**,**,**,3,
2006 April,**,**,**,**,**,**,1,
2006 May,**,**,**,**,**,**,1,
2006 June,**,**,**,**,**,**,15,
2006 July,**,**,**,**,**,**,11,
2006 August,"157,000","171,000","208,000","248,000","185,000","194,500",10,
2006 September,**,**,**,**,**,"203,750",8,
2006 October,"145,000","157,000","183,000","228,000","165,000","175,333",15,
2006 November,"148,000","161,000","177,000","220,000","165,000","179,167",12,
2006 December,"155,000","170,000","199,000","220,000","185,000","187,273",22,
2007 January,"154,000","165,000","194,000","220,000","170,000","183,696",23,
2007 February,"153,000","165,000","200,000","224,000","185,000","187,778",27,
2007 March,"155,000","183,000","212,000","240,000","200,000","206,786",28,
2007 April,"154,000","183,000","207,000","240,000","195,000","195,357",28,
2007 May,"155,000","180,000","200,000","240,000","187,500","192,500",24,
