"Montréal — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1998 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1998 January,"90,000","110,000","125,000","150,000","120,000","130,430",585,
1998 February,"90,000","110,000","125,000","150,000","120,000","129,745",636,
1998 March,"90,000","110,000","125,000","150,000","120,000","130,508",676,
1998 April,"95,000","110,000","130,000","154,000","120,000","130,887",710,
1998 May,"95,000","110,000","125,000","150,000","120,000","129,090",723,
1998 June,"95,000","115,000","130,000","150,000","120,000","129,314",642,
1998 July,"95,000","110,000","130,000","158,000","120,000","131,571",451,
1998 August,"90,000","114,000","130,000","155,000","120,000","129,769",441,
1998 September,"92,000","115,000","130,000","160,000","120,000","131,297",471,
1998 October,"90,000","115,000","130,000","160,000","120,000","131,148",484,
1998 November,"95,000","115,000","130,000","160,000","125,000","130,793",518,
1998 December,"95,000","115,000","130,000","150,000","120,000","130,056",544,
1999 January,"100,000","120,000","130,000","150,000","125,000","131,441",596,
1999 February,"100,000","115,000","130,000","150,000","125,000","131,112",625,
1999 March,"100,000","115,000","130,000","150,000","125,000","131,515",688,
1999 April,"95,000","115,000","130,000","150,000","120,000","129,745",783,
1999 May,"95,000","115,000","130,000","155,000","120,000","131,588",855,
1999 June,"100,000","120,000","130,000","160,000","125,000","134,714",631,
1999 July,"100,000","120,000","135,000","165,000","125,000","137,715",466,
1999 August,"100,000","120,000","135,000","170,000","125,000","138,530",444,
1999 September,"100,000","120,000","135,000","170,000","125,000","138,320",468,
1999 October,"100,000","120,000","135,000","165,000","125,000","138,158",522,
1999 November,"100,000","125,000","135,000","170,000","130,000","141,470",597,
1999 December,"100,000","125,000","140,000","170,000","130,000","141,904",671,
2000 January,"100,000","125,000","140,000","175,000","130,000","144,902",713,
2000 February,"100,000","125,000","140,000","175,000","130,000","147,522",706,
2000 March,"105,000","125,000","140,000","170,000","130,000","145,343",793,
2000 April,"110,000","125,000","145,000","175,000","135,000","147,190",824,
2000 May,"110,000","125,000","145,000","170,000","135,000","144,666",938,
2000 June,"110,000","130,000","145,000","165,000","135,000","145,987",790,
2000 July,"110,000","130,000","150,000","180,000","140,000","152,191",520,
2000 August,"114,000","130,000","150,000","190,000","140,000","154,569",468,
2000 September,"115,000","135,000","150,000","190,000","140,000","157,950",527,
2000 October,"115,000","135,000","150,000","200,000","140,000","159,858",519,
2000 November,"118,000","135,000","150,000","200,000","145,000","161,977",542,
2000 December,"120,000","140,000","160,000","210,000","150,000","170,888",631,
2001 January,"120,000","140,000","156,000","200,000","150,000","167,145",636,
2001 February,"125,000","140,000","160,000","200,000","150,000","166,343",642,
2001 March,"125,000","140,000","155,000","200,000","150,000","165,766",704,
2001 April,"125,000","140,000","155,000","190,000","150,000","165,827",732,
2001 May,"130,000","145,000","155,000","185,000","150,000","166,461",740,
2001 June,"130,000","145,000","160,000","200,000","150,000","171,730",600,
2001 July,"130,000","145,000","160,000","200,000","150,000","176,013",453,
2001 August,"130,000","150,000","165,000","200,000","150,000","176,639",451,
2001 September,"130,000","150,000","165,000","211,000","155,000","178,582",488,
2001 October,"130,000","150,000","170,000","215,000","160,000","181,538",548,
2001 November,"130,000","150,000","170,000","215,000","160,000","183,326",634,
2001 December,"130,000","150,000","175,000","220,000","160,000","181,125",633,
2002 January,"130,000","150,000","175,000","200,000","160,000","179,814",656,
2002 February,"130,000","150,000","175,000","210,000","160,000","179,647",712,
2002 March,"130,000","150,000","175,000","210,000","165,000","181,572",755,
2002 April,"130,000","150,000","175,000","209,000","165,000","182,221",770,
2002 May,"135,000","160,000","180,000","207,000","170,000","183,716",802,
2002 June,"140,000","165,000","185,000","225,000","175,000","191,721",617,
2002 July,"145,000","165,000","185,000","230,000","175,000","195,858",501,
2002 August,"145,000","170,000","200,000","260,000","180,000","211,443",345,
2002 September,"145,000","170,000","200,000","240,000","182,500","206,388",340,
2002 October,"145,000","175,000","200,000","240,000","185,000","207,228",394,
2002 November,"150,000","170,000","200,000","235,000","185,000","204,040",422,
2002 December,"150,000","180,000","200,000","260,000","190,000","214,205",464,
2003 January,"150,000","180,000","200,000","260,000","190,000","213,882",468,
2003 February,"150,000","180,000","205,000","258,000","190,000","213,876",476,
2003 March,"150,000","180,000","205,000","250,000","190,000","208,815",514,
2003 April,"150,000","180,000","210,000","260,000","200,000","211,198",546,
2003 May,"150,000","180,000","210,000","250,000","200,000","216,569",615,
2003 June,"160,000","190,000","215,000","260,000","200,000","216,066",604,
2003 July,"160,000","190,000","225,000","280,000","205,000","226,993",424,
2003 August,"160,000","190,000","224,000","272,000","200,000","222,566",422,
2003 September,"160,000","190,000","225,000","270,000","200,000","223,940",469,
2003 October,"160,000","195,000","225,000","270,000","205,000","226,519",499,
2003 November,"165,000","195,000","225,000","275,000","205,000","231,502",504,
2003 December,"170,000","200,000","230,000","280,000","212,500","236,287",494,
2004 January,"173,000","200,000","235,000","280,000","220,000","238,774",487,
2004 February,"175,000","200,000","235,000","280,000","220,000","238,645",518,
2004 March,"175,000","200,000","235,000","280,000","215,000","237,043",555,
2004 April,"175,000","200,000","235,000","280,000","220,000","237,575",607,
2004 May,"175,000","205,000","233,000","280,000","215,000","237,186",650,
2004 June,"180,000","210,000","240,000","280,000","225,000","243,593",604,
2004 July,"180,000","210,000","250,000","300,000","230,000","253,290",504,
2004 August,"180,000","210,000","250,000","300,000","230,000","253,688",496,
2004 September,"180,000","210,000","245,000","300,000","225,000","251,888",597,
2004 October,"180,000","210,000","250,000","300,000","225,000","254,551",652,
2004 November,"180,000","215,000","260,000","300,000","235,000","262,467",658,
2004 December,"180,000","215,000","260,000","300,000","240,000","262,090",632,
2005 January,"180,000","210,000","260,000","340,000","230,000","269,328",400,
2005 February,"180,000","210,000","260,000","350,000","230,000","272,547",360,
2005 March,"180,000","210,000","260,000","350,000","230,000","279,946",404,
2005 April,"185,000","216,000","260,000","350,000","235,000","276,339",457,
2005 May,"185,000","210,000","260,000","350,000","230,000","268,714",514,
2005 June,"190,000","215,000","265,000","350,000","232,500","274,052",466,
2005 July,"200,000","237,000","300,000","380,000","265,000","299,126",350,
2005 August,"200,000","230,000","300,000","379,000","260,000","292,775",360,
2005 September,"200,000","240,000","300,000","380,000","265,000","294,038",392,
2005 October,"200,000","240,000","300,000","368,000","260,000","293,961",380,
2005 November,"200,000","240,000","300,000","365,000","270,000","296,221",412,
2005 December,"210,000","250,000","300,000","366,000","280,000","299,326",396,
2006 January,"210,000","240,000","280,000","360,000","260,000","293,405",422,
2006 February,"205,000","240,000","290,000","360,000","260,000","297,479",388,
2006 March,"210,000","240,000","280,000","350,000","260,000","292,965",425,
2006 April,"200,000","238,000","280,000","350,000","260,000","292,308",428,
2006 May,"210,000","235,000","270,000","340,000","250,000","282,218",611,
2006 June,"220,000","250,000","290,000","367,000","270,000","305,048",652,
2006 July,"215,000","250,000","300,000","380,000","280,000","310,190",557,
2006 August,"215,000","260,000","300,000","390,000","280,000","314,081",519,
2006 September,"220,000","260,000","300,000","380,000","280,000","309,843",568,
2006 October,"220,000","260,000","300,000","380,000","280,000","308,899",643,
2006 November,"225,000","260,000","300,000","380,000","280,000","316,132",683,
2006 December,"225,000","260,000","300,000","380,000","280,000","313,890",682,
2007 January,"230,000","265,000","310,000","390,000","285,000","322,121",643,
2007 February,"225,000","270,000","310,000","390,000","285,000","320,109",634,
2007 March,"223,000","266,000","310,000","380,000","285,000","318,643",642,
2007 April,"225,000","265,000","310,000","390,000","280,000","319,834",669,
2007 May,"220,000","265,000","310,000","380,000","280,000","316,874",720,
2007 June,"225,000","275,000","320,000","390,000","292,500","325,660",588,
2007 July,"234,000","280,000","325,000","400,000","300,000","335,068",483,
2007 August,"235,000","280,000","325,000","400,000","300,000","334,529",467,
2007 September,"230,000","280,000","337,000","400,000","300,000","334,346",518,
2007 October,"235,000","280,000","325,000","400,000","300,000","328,766",568,
2007 November,"235,000","275,000","320,000","390,000","290,000","320,406",584,
2007 December,"240,000","275,000","325,000","390,000","300,000","327,591",580,
2008 January,"240,000","275,000","325,000","396,000","300,000","330,036",613,
2008 February,"240,000","280,000","330,000","390,000","300,000","333,285",631,
2008 March,"240,000","280,000","330,000","393,000","300,000","336,114",651,
2008 April,"245,000","285,000","335,000","397,000","300,000","336,227",647,
2008 May,"250,000","285,000","340,000","400,000","300,000","338,092",696,
2008 June,"245,000","290,000","340,000","400,000","310,000","341,420",676,
2008 July,"250,000","300,000","350,000","400,000","325,000","348,068",606,
2008 August,"250,000","300,000","350,000","400,000","325,000","351,997",574,
2008 September,"250,000","300,000","350,000","400,000","325,000","347,372",608,
2008 October,"255,000","300,000","350,000","400,000","325,000","349,629",633,
2008 November,"260,000","308,000","360,000","406,000","330,000","358,111",673,
2008 December,"260,000","300,000","360,000","400,000","330,000","356,571",650,
2009 January,"256,000","300,000","355,000","409,000","330,000","359,084",655,
2009 February,"260,000","301,000","360,000","407,000","335,000","357,686",662,
2009 March,"260,000","310,000","360,000","410,000","335,000","357,566",678,
2009 April,"260,000","320,000","365,000","420,000","340,000","362,248",701,
2009 May,"260,000","320,000","365,000","414,000","340,000","359,822",670,
2009 June,"260,000","320,000","380,000","425,000","350,000","364,544",640,
2009 July,"260,000","320,000","380,000","425,000","350,000","363,347",556,
2009 August,"260,000","320,000","380,000","425,000","350,000","362,873",519,
2009 September,"260,000","320,000","375,000","421,000","350,000","359,008",493,
2009 October,"260,000","320,000","380,000","425,000","350,000","366,101",516,
2009 November,"260,000","320,000","380,000","425,000","350,000","365,243",511,
2009 December,"260,000","320,000","380,000","425,000","350,000","366,140",514,
2010 January,"261,000","320,000","380,000","425,000","350,000","369,872",485,
2010 February,"260,000","320,000","380,000","425,000","350,000","365,221",488,
2010 March,"265,000","320,000","380,000","425,000","350,000","366,768",532,
2010 April,"265,000","320,000","380,000","420,000","350,000","366,661",549,
2010 May,"260,000","320,000","360,000","412,000","335,000","361,345",557,
2010 June,"260,000","315,000","360,000","425,000","332,500","362,376",514,
2010 July,"260,000","320,000","376,000","450,000","350,000","373,436",396,
2010 August,"260,000","320,000","375,000","450,000","350,000","372,288",383,
2010 September,"260,000","315,000","360,000","422,000","335,000","364,546",387,
2010 October,"260,000","300,000","358,000","422,000","325,000","361,800",397,
2010 November,"260,000","300,000","350,000","423,000","325,000","361,385",431,
2010 December,"260,000","300,000","350,000","425,000","325,000","358,839",449,
2011 January,"260,000","300,000","350,000","410,000","325,000","353,130",452,
2011 February,"260,000","300,000","350,000","400,000","320,000","345,920",452,
2011 March,"260,000","300,000","350,000","400,000","320,000","346,533",454,
2011 April,"260,000","300,000","350,000","400,000","325,000","348,684",474,
2011 May,"260,000","300,000","340,000","400,000","320,000","345,666",461,
2011 June,"260,000","300,000","340,000","400,000","320,000","345,491",460,
2011 July,"260,000","300,000","350,000","419,000","320,000","350,069",430,
2011 August,"260,000","300,000","349,000","402,000","320,000","348,347",412,
2011 September,"260,000","300,000","350,000","425,000","325,000","352,637",419,
2011 October,"260,000","300,000","350,000","420,000","320,000","352,421",429,
2011 November,"265,000","300,000","350,000","436,000","325,000","358,249",461,
2011 December,"260,000","300,000","350,000","437,000","325,000","358,387",462,
2012 January,"260,000","300,000","350,000","437,000","325,000","357,748",472,
2012 February,"260,000","300,000","350,000","441,000","325,000","366,647",463,
2012 March,"260,000","300,000","350,000","443,000","325,000","363,611",456,
2012 April,"260,000","300,000","350,000","450,000","325,000","367,139",430,
