"St. Catharines - Niagara — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"105,000","120,000","130,000","140,000","125,000","124,564",58,
1990 February,"110,000","125,000","134,000","140,000","125,000","124,196",72,
1990 March,"115,000","125,000","135,000","140,000","135,000","128,309",75,
1990 April,"112,000","125,000","135,000","138,000","125,000","125,509",56,
1990 May,"110,000","125,000","135,000","140,000","130,000","126,325",57,
1990 June,"115,000","125,000","135,000","135,000","125,000","125,937",51,
1990 July,"115,000","125,000","135,000","140,000","125,000","127,925",56,
1990 August,"110,000","125,000","135,000","145,000","125,000","127,073",55,
1990 September,"112,000","125,000","135,000","140,000","130,000","127,467",51,
1990 October,"110,000","125,000","130,000","140,000","125,000","126,490",49,
1990 November,"115,000","125,000","130,000","135,000","125,000","127,192",49,
1990 December,"112,000","125,000","130,000","135,000","125,000","126,595",41,
1991 January,"110,000","125,000","125,000","134,000","125,000","123,337",35,
1991 February,"110,000","124,000","125,000","130,000","125,000","121,477",31,
1991 March,"110,000","116,000","125,000","130,000","125,000","119,738",32,
1991 April,"110,000","119,000","125,000","135,000","125,000","121,322",36,
1991 May,"110,000","120,000","125,000","130,000","125,000","120,746",35,
1991 June,"110,000","120,000","125,000","135,000","125,000","122,831",39,
1991 July,"112,000","120,000","125,000","135,000","125,000","122,441",41,
1991 August,"115,000","125,000","125,000","130,000","125,000","123,416",44,
1991 September,"115,000","125,000","125,000","130,000","125,000","123,052",44,
1991 October,"115,000","125,000","125,000","130,000","125,000","122,930",37,
1991 November,"115,000","125,000","125,000","130,000","125,000","123,706",34,
1991 December,"115,000","125,000","125,000","130,000","125,000","122,800",38,
1992 January,"117,000","125,000","125,000","130,000","125,000","124,849",41,
1992 February,"115,000","125,000","125,000","130,000","125,000","122,463",43,
1992 March,"115,000","125,000","125,000","130,000","125,000","123,687",38,
1992 April,"115,000","125,000","125,000","130,000","125,000","123,673",37,
1992 May,"116,000","125,000","125,000","130,000","125,000","124,523",40,
1992 June,"120,000","125,000","125,000","130,000","125,000","125,231",39,
1992 July,"123,000","125,000","130,000","137,000","127,500","128,845",22,
1992 August,"125,000","130,000","130,000","135,000","130,000","129,467",27,
1992 September,"125,000","130,000","130,000","137,000","130,000","131,037",27,
1992 October,"125,000","130,000","130,000","140,000","130,000","130,517",29,
1992 November,"117,000","127,000","130,000","140,000","130,000","129,150",20,
1992 December,"125,000","129,000","130,000","140,000","130,000","129,563",16,
1993 January,"125,000","128,000","130,000","140,000","130,000","131,500",13,
1993 February,"125,000","130,000","135,000","140,000","135,000","130,500",17,
1993 March,"125,000","131,000","135,000","140,000","135,000","132,159",22,
1993 April,"128,000","135,000","135,000","140,000","135,000","134,182",22,
1993 May,"125,000","135,000","135,000","140,000","135,000","132,413",23,
1993 June,"125,000","130,000","135,000","140,000","135,000","130,759",27,
1993 July,"113,000","125,000","135,000","137,000","130,000","125,241",27,
1993 August,"95,000","125,000","130,000","135,000","125,000","121,414",29,
1993 September,"95,000","125,000","130,000","136,000","125,000","122,333",33,
1993 October,"120,000","125,000","130,000","135,000","130,000","123,711",45,
1993 November,"104,000","125,000","130,000","135,000","130,000","123,550",40,
1993 December,"100,000","125,000","130,000","135,000","125,000","122,000",39,
1994 January,"115,000","125,000","130,000","135,000","130,000","124,711",38,
1994 February,"110,000","125,000","130,000","135,000","130,000","122,412",34,
1994 March,"110,000","120,000","130,000","135,000","125,000","121,065",31,
1994 April,"104,000","115,000","130,000","135,000","120,000","119,513",31,
1994 May,"110,000","118,000","125,000","135,000","120,000","119,885",33,
1994 June,"110,000","120,000","125,000","135,000","120,000","120,538",32,
1994 July,"104,000","115,000","121,000","133,000","120,000","117,781",31,
1994 August,"100,000","115,000","125,000","135,000","120,000","119,452",27,
1994 September,"102,000","115,000","128,000","135,000","120,000","120,332",25,
1994 October,"110,000","122,000","130,000","139,000","130,000","122,977",30,
1994 November,"115,000","130,000","133,000","140,000","130,000","128,750",30,
1994 December,"117,000","130,000","136,000","146,000","132,500","131,865",26,
1995 January,"117,000","130,000","136,000","140,000","132,500","131,481",26,
1995 February,"120,000","130,000","135,000","140,000","130,000","128,879",29,
1995 March,"95,000","120,000","130,000","138,000","130,000","121,288",26,
1995 April,"91,000","117,000","130,000","139,000","125,000","117,380",25,
1995 May,"107,000","120,000","134,000","137,000","130,000","123,560",42,
1995 June,"100,000","120,000","135,000","135,000","130,000","123,375",44,
1995 July,"103,000","124,000","135,000","140,000","130,000","126,042",36,
1995 August,"115,000","126,000","135,000","140,000","130,000","126,172",32,
1995 September,"115,000","126,000","135,000","140,000","130,000","126,109",32,
1995 October,"115,000","124,000","135,000","140,000","130,000","125,210",31,
1995 November,"115,000","130,000","135,000","142,000","130,000","127,379",33,
1995 December,"94,000","128,000","132,000","140,000","130,000","123,413",23,
1996 January,"107,000","130,000","130,000","140,000","130,000","124,770",37,
1996 February,"115,000","130,000","133,000","140,000","130,000","125,013",40,
1996 March,"115,000","130,000","135,000","140,000","130,000","127,151",43,
1996 April,"118,000","130,000","135,000","140,000","130,000","129,016",32,
1996 May,"117,000","130,000","136,000","146,000","135,000","130,758",31,
1996 June,"112,000","130,000","135,000","140,000","130,000","127,561",33,
1996 July,"115,000","130,000","135,000","140,000","135,000","127,900",35,
1996 August,"117,000","130,000","135,000","140,000","130,000","128,744",41,
1996 September,"109,000","130,000","135,000","140,000","130,000","127,351",47,
1996 October,"115,000","130,000","138,000","140,000","135,000","128,411",45,
1996 November,"109,000","130,000","135,000","140,000","132,500","127,298",42,
1996 December,"115,000","130,000","135,000","140,000","135,000","127,239",44,
1997 January,"115,000","130,000","140,000","140,000","135,000","128,344",48,
1997 February,"115,000","130,000","140,000","140,000","135,000","130,181",47,
1997 March,"106,000","130,000","140,000","140,000","135,000","128,524",41,
1997 April,"115,000","130,000","140,000","140,000","135,000","128,880",46,
1997 May,"118,000","131,000","140,000","140,000","135,000","130,536",42,
1997 June,"115,000","133,000","140,000","141,000","135,000","130,618",38,
1997 July,"113,000","130,000","135,000","142,000","135,000","129,078",32,
1997 August,"115,000","130,000","140,000","146,000","135,000","130,081",31,
1997 September,"115,000","130,000","138,000","144,000","135,000","129,180",30,
1997 October,"113,000","130,000","140,000","141,000","135,000","129,164",33,
1997 November,"115,000","130,000","140,000","149,000","140,000","131,669",35,
1997 December,"105,000","130,000","140,000","145,000","135,000","128,621",39,
1998 January,"110,000","130,000","140,000","150,000","135,000","131,128",29,
1998 February,"110,000","130,000","140,000","140,000","132,500","129,571",24,
1998 March,"106,000","130,000","140,000","148,000","132,500","129,985",20,
1998 April,"110,000","130,000","140,000","150,000","140,000","132,488",24,
1998 May,"107,000","130,000","140,000","146,000","140,000","130,271",21,
1998 June,"106,000","130,000","140,000","140,000","135,000","129,335",20,
1998 July,"106,000","130,000","139,000","144,000","130,000","129,335",17,
1998 August,"110,000","130,000","140,000","148,000","135,000","133,380",15,
1998 September,"110,000","130,000","140,000","150,000","137,500","135,836",14,
1998 October,"110,000","130,000","138,000","144,000","130,000","132,524",17,
1998 November,"110,000","130,000","140,000","140,000","130,000","133,511",19,
1998 December,"114,000","130,000","140,000","140,000","135,000","132,390",20,
1999 January,"130,000","135,000","140,000","140,000","135,000","134,790",20,
1999 February,"130,000","135,000","140,000","140,000","135,000","134,350",24,
1999 March,"120,000","133,000","140,000","140,000","135,000","134,048",23,
1999 April,"126,000","135,000","140,000","140,000","135,000","134,509",22,
1999 May,"120,000","135,000","140,000","140,000","137,500","133,254",28,
1999 June,"118,000","135,000","140,000","140,000","135,000","130,895",22,
1999 July,"120,000","135,000","140,000","140,000","140,000","136,441",17,
1999 August,"120,000","135,000","140,000","150,000","140,000","134,986",14,
1999 September,"135,000","140,000","140,000","150,000","140,000","140,600",16,
1999 October,"129,000","140,000","140,000","154,000","140,000","140,259",17,
1999 November,"129,000","140,000","140,000","150,000","140,000","140,141",17,
1999 December,"135,000","140,000","145,000","150,000","140,000","142,531",16,
2000 January,**,**,**,**,**,"142,492",12,
2000 February,"140,000","140,000","150,000","155,000","145,000","145,193",14,
2000 March,"140,000","140,000","149,000","155,000","145,000","145,318",17,
2000 April,"140,000","140,000","150,000","160,000","145,000","147,705",20,
2000 May,"140,000","146,000","155,000","160,000","155,000","152,764",22,
2000 June,"140,000","150,000","155,000","161,000","155,000","154,117",23,
2000 July,"140,000","150,000","159,000","160,000","155,000","153,809",22,
2000 August,"140,000","140,000","160,000","160,000","155,000","153,584",19,
2000 September,"140,000","140,000","160,000","163,000","152,500","153,713",16,
2000 October,"134,000","140,000","158,000","162,000","140,000","151,141",17,
2000 November,"140,000","140,000","160,000","160,000","150,000","152,953",19,
2000 December,"140,000","148,000","160,000","163,000","150,000","153,329",21,
2001 January,"140,000","140,000","160,000","160,000","150,000","152,281",21,
2001 February,"140,000","140,000","160,000","160,000","150,000","150,847",19,
2001 March,"140,000","150,000","160,000","165,000","150,000","156,900",19,
2001 April,"140,000","150,000","160,000","165,000","150,000","156,000",21,
2001 May,"150,000","150,000","160,000","165,000","160,000","161,847",19,
2001 June,"148,000","150,000","160,000","167,000","155,000","160,956",18,
2001 July,"144,000","158,000","160,000","165,000","160,000","162,088",16,
2001 August,"140,000","150,000","160,000","160,000","160,000","161,614",14,
2001 September,**,**,**,**,**,"153,762",13,
2001 October,"124,000","160,000","160,000","175,000","160,000","159,447",15,
2001 November,"137,000","156,000","160,000","160,000","160,000","155,600",16,
2001 December,"137,000","148,000","160,000","160,000","157,500","154,850",16,
2002 January,"133,000","142,000","154,000","160,000","150,000","152,212",17,
2002 February,"137,000","148,000","156,000","160,000","150,000","153,663",16,
2002 March,**,**,**,**,**,"147,910",10,
2002 April,**,**,**,**,**,"148,600",10,
2002 May,**,**,**,**,**,"154,678",9,
2002 June,**,**,**,**,**,"155,150",12,
2002 July,**,**,**,**,**,"155,669",13,
2002 August,**,**,**,**,**,"156,817",12,
2002 September,"147,000","160,000","163,000","165,000","160,000","160,633",15,
2002 October,"155,000","157,000","163,000","177,000","160,000","162,700",20,
2002 November,"155,000","160,000","165,000","180,000","165,000","164,987",23,
2002 December,"158,000","160,000","165,000","180,000","165,000","166,082",22,
2003 January,"157,000","160,000","165,000","180,000","165,000","166,138",21,
2003 February,"160,000","165,000","167,000","182,000","165,000","169,011",18,
2003 March,"160,000","165,000","168,000","188,000","165,000","169,700",15,
2003 April,"160,000","165,000","170,000","190,000","167,500","170,329",14,
2003 May,"160,000","165,000","170,000","188,000","170,000","171,240",15,
2003 June,**,**,**,**,**,"171,139",11,
2003 July,**,**,**,**,**,"162,048",11,
2003 August,**,**,**,**,**,"158,863",10,
2003 September,"155,000","162,000","173,000","175,000","167,500","164,453",10,
2003 October,"131,000","157,000","168,000","175,000","162,500","158,863",10,
2003 November,**,**,**,**,**,"157,786",7,
2003 December,**,**,**,**,**,"158,267",6,
2004 January,**,**,**,**,**,"161,175",4,
2004 February,**,**,**,**,**,**,3,
2004 March,**,**,**,**,**,**,2,
2004 April,**,**,**,**,**,**,2,
2004 May,**,**,**,**,**,**,3,
2004 June,**,**,**,**,**,**,1,
2004 July,**,**,**,**,**,**,1,
2004 August,**,**,**,**,**,**,2,
2004 September,**,**,**,**,**,"180,100",6,
2004 October,**,**,**,**,**,"220,275",8,
2004 November,**,**,**,**,**,"220,700",10,
2004 December,**,**,**,**,**,"198,775",8,
2005 January,**,**,**,**,**,"219,471",7,
2005 February,**,**,**,**,**,"203,122",9,
2005 March,**,**,**,**,**,"193,200",10,
2005 April,**,**,**,**,**,"192,991",11,
2005 May,"171,000","200,000","205,000","209,000","205,000","199,728",15,
2005 June,**,**,**,**,**,"200,642",10,
2005 July,**,**,**,**,**,"181,080",9,
2005 August,**,**,**,**,**,"189,969",9,
2005 September,**,**,**,**,**,"200,376",12,
2005 October,**,**,**,**,**,"219,609",10,
2005 November,**,**,**,**,**,"220,036",8,
2005 December,"190,000","200,000","205,000","215,000","202,500","210,414",14,
2006 January,"190,000","200,000","209,000","216,000","200,000","210,838",13,
2006 February,**,**,**,**,**,"212,119",10,
2006 March,**,**,**,**,**,"231,281",11,
2006 April,"190,000","204,000","222,000","273,000","215,000","226,806",16,
2006 May,**,**,**,**,**,"215,524",12,
2006 June,**,**,**,**,**,"253,469",13,
2006 July,**,**,**,**,**,"256,600",12,
2006 August,**,**,**,**,**,"262,700",8,
2006 September,**,**,**,**,**,"254,956",9,
2006 October,**,**,**,**,**,"282,793",14,
2006 November,**,**,**,**,**,"278,323",13,
2006 December,**,**,**,**,**,"258,050",10,
2007 January,**,**,**,**,**,"253,682",11,
2007 February,**,**,**,**,**,"263,800",12,
2007 March,**,**,**,**,**,"272,136",11,
2007 April,"218,000","246,000","295,000","325,000","275,000","268,182",17,
2007 May,"206,000","260,000","300,000","335,000","275,000","271,613",15,
2007 June,**,**,**,**,**,"281,958",12,
2007 July,**,**,**,**,**,"247,100",13,
2007 August,"175,000","200,000","280,000","320,000","250,000","241,953",19,
2007 September,"176,000","242,000","284,000","300,000","277,500","250,622",18,
2007 October,"180,000","250,000","275,000","290,000","250,000","240,689",19,
2007 November,"220,000","250,000","280,000","290,000","277,500","260,314",14,
2007 December,"200,000","250,000","280,000","290,000","277,500","256,314",14,
2008 January,"186,000","233,000","279,000","290,000","250,000","246,594",17,
2008 February,"203,000","241,000","279,000","290,000","247,500","253,764",22,
2008 March,"220,000","245,000","280,000","290,000","275,000","261,658",19,
2008 April,"211,000","244,000","280,000","290,000","250,000","260,110",21,
2008 May,"211,000","244,000","280,000","290,000","250,000","260,110",21,
2008 June,"220,000","244,000","282,000","290,000","275,000","260,743",21,
2008 July,"220,000","242,000","286,000","290,000","262,500","260,035",20,
2008 August,"220,000","242,000","286,000","290,000","262,500","258,742",20,
2008 September,"220,000","245,000","290,000","320,000","280,000","270,321",21,
2008 October,"220,000","245,000","290,000","320,000","280,000","270,321",21,
2008 November,"220,000","245,000","290,000","290,000","280,000","265,592",20,
2008 December,"220,000","243,000","284,000","290,000","265,000","264,008",23,
2009 January,"220,000","239,000","280,000","290,000","245,000","261,352",21,
2009 February,"220,000","236,000","277,000","290,000","245,000","259,468",22,
2009 March,"220,000","238,000","267,000","290,000","242,500","256,460",28,
2009 April,"220,000","239,000","247,000","290,000","240,000","255,552",21,
2009 May,"220,000","235,000","255,000","290,000","240,000","258,615",19,
2009 June,"220,000","224,000","258,000","290,000","240,000","255,344",16,
2009 July,"220,000","240,000","274,000","330,000","255,000","267,318",17,
2009 August,"214,000","220,000","258,000","314,000","225,000","255,571",21,
2009 September,"208,000","220,000","252,000","306,000","222,500","252,777",22,
2009 October,"208,000","220,000","264,000","322,000","230,000","256,160",20,
2009 November,"220,000","220,000","271,000","330,000","240,000","261,959",17,
2009 December,"214,000","220,000","238,000","290,000","220,000","246,782",17,
2010 January,"208,000","225,000","236,000","287,000","230,000","244,365",20,
2010 February,"220,000","230,000","248,000","272,000","235,000","245,005",22,
2010 March,"220,000","230,000","250,000","270,000","235,000","241,996",26,
2010 April,"220,000","236,000","250,000","276,000","245,000","246,704",28,
2010 May,"220,000","236,000","250,000","280,000","245,000","248,704",28,
2010 June,"220,000","230,000","250,000","274,000","240,000","246,357",23,
2010 July,"223,000","232,000","250,000","278,000","245,000","248,964",22,
2010 August,"224,000","236,000","250,000","294,000","250,000","259,043",23,
2010 September,"196,000","229,000","242,000","262,000","230,000","236,035",26,
