"Vancouver — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"190,000","230,000","290,000","354,000","282,500","278,700",62,
1990 February,"190,000","222,000","284,000","360,000","247,500","274,133",52,
1990 March,"209,000","251,000","280,000","310,000","260,000","267,702",48,
1990 April,"220,000","251,000","282,000","380,000","260,000","285,953",68,
1990 May,"230,000","245,000","260,000","318,000","250,000","274,471",85,
1990 June,"230,000","245,000","270,000","330,000","255,000","273,208",107,
1990 July,"184,000","231,000","275,000","330,000","250,000","264,014",147,
1990 August,"183,000","235,000","275,000","340,000","265,000","272,337",147,
1990 September,"200,000","230,000","275,000","349,000","265,000","277,121",160,
1990 October,"170,000","210,000","270,000","315,000","235,000","258,414",192,
1990 November,"165,000","200,000","250,000","300,000","225,000","248,980",209,
1990 December,"165,000","207,000","250,000","300,000","230,000","250,319",255,
1991 January,"170,000","200,000","240,000","300,000","235,000","247,213",260,
1991 February,"165,000","200,000","240,000","290,000","230,000","244,212",247,
1991 March,"172,000","210,000","250,000","300,000","235,000","248,835",201,
1991 April,"196,000","210,000","240,000","295,000","235,000","249,221",155,
1991 May,"190,000","220,000","252,000","285,000","240,000","248,504",136,
1991 June,"191,000","223,000","256,000","285,000","240,000","249,244",115,
1991 July,"200,000","235,000","250,000","285,000","240,000","250,379",108,
1991 August,"200,000","230,000","260,000","275,000","260,000","250,054",99,
1991 September,"180,000","210,000","260,000","272,000","237,500","237,896",112,
1991 October,"170,000","207,000","260,000","269,000","220,000","234,066",125,
1991 November,"180,000","205,000","260,000","270,000","220,000","237,003",119,
1991 December,"170,000","200,000","236,000","260,000","220,000","232,197",96,
1992 January,"180,000","200,000","225,000","260,000","215,000","227,013",99,
1992 February,"188,000","201,000","225,000","260,000","212,500","228,307",102,
1992 March,"190,000","205,000","229,000","260,000","217,500","230,654",82,
1992 April,"190,000","201,000","230,000","265,000","220,000","235,612",67,
1992 May,"190,000","200,000","229,000","270,000","217,500","233,090",52,
1992 June,"200,000","230,000","250,000","300,000","245,000","259,064",69,
1992 July,"200,000","216,000","250,000","300,000","230,000","254,711",87,
1992 August,"198,000","215,000","245,000","294,000","230,000","256,861",87,
1992 September,"200,000","230,000","250,000","296,000","240,000","261,477",116,
1992 October,"200,000","240,000","250,000","330,000","245,000","269,606",114,
1992 November,"220,000","240,000","270,000","330,000","250,000","275,942",90,
1992 December,"220,000","240,000","264,000","330,000","247,500","270,486",98,
1993 January,"225,000","240,000","266,000","330,000","250,000","277,694",100,
1993 February,"220,000","240,000","270,000","313,000","250,000","274,995",101,
1993 March,"225,000","240,000","258,000","290,000","250,000","265,262",95,
1993 April,"220,000","230,000","250,000","280,000","240,000","254,593",99,
1993 May,"204,000","225,000","242,000","275,000","230,000","248,430",88,
