"Montréal — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1998 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1998 January,"85,000","100,000","120,000","145,000","115,000","122,904",804,
1998 February,"85,000","100,000","120,000","145,000","110,000","122,284",870,
1998 March,"90,000","100,000","120,000","145,000","115,000","122,982",922,
1998 April,"90,000","105,000","120,000","145,000","115,000","123,203",956,
1998 May,"90,000","105,000","120,000","140,000","110,000","121,831",969,
1998 June,"90,000","105,000","120,000","140,000","115,000","121,585",889,
1998 July,"90,000","100,000","120,000","145,000","110,000","122,762",645,
1998 August,"90,000","100,000","120,000","145,000","115,000","122,260",624,
1998 September,"90,000","105,000","120,000","145,000","115,000","123,235",647,
1998 October,"90,000","105,000","123,000","145,000","115,000","123,642",670,
1998 November,"90,000","105,000","125,000","150,000","115,000","123,840",694,
1998 December,"90,000","110,000","125,000","145,000","120,000","123,798",718,
1999 January,"90,000","110,000","125,000","145,000","120,000","125,308",782,
1999 February,"90,000","110,000","125,000","150,000","120,000","125,616",814,
1999 March,"90,000","110,000","125,000","150,000","120,000","126,278",876,
1999 April,"90,000","110,000","125,000","145,000","120,000","124,843",991,
1999 May,"95,000","115,000","125,000","150,000","120,000","128,036","1,022",
1999 June,"100,000","115,000","130,000","150,000","120,000","130,198",787,
1999 July,"100,000","115,000","130,000","160,000","125,000","132,374",616,
1999 August,"100,000","115,000","130,000","160,000","120,000","132,547",593,
1999 September,"100,000","115,000","130,000","160,000","125,000","133,282",594,
1999 October,"95,000","115,000","130,000","160,000","125,000","133,915",664,
1999 November,"100,000","120,000","135,000","160,000","125,000","137,897",736,
1999 December,"100,000","120,000","135,000","160,000","125,000","137,670",808,
2000 January,"100,000","120,000","135,000","165,000","125,000","140,171",850,
2000 February,"100,000","120,000","135,000","165,000","125,000","142,362",836,
2000 March,"100,000","120,000","135,000","160,000","130,000","140,753",930,
2000 April,"100,000","125,000","140,000","165,000","130,000","142,342",964,
2000 May,"100,000","125,000","140,000","162,000","130,000","140,857","1,092",
2000 June,"105,000","125,000","140,000","160,000","130,000","142,541",928,
2000 July,"100,000","125,000","145,000","175,000","135,000","147,968",611,
2000 August,"105,000","130,000","150,000","180,000","135,000","150,715",566,
2000 September,"105,000","130,000","150,000","180,000","140,000","154,020",624,
2000 October,"110,000","130,000","150,000","185,000","140,000","155,752",599,
2000 November,"115,000","135,000","150,000","190,000","140,000","158,484",635,
2000 December,"119,000","140,000","155,000","200,000","150,000","166,862",723,
2001 January,"120,000","140,000","150,000","200,000","145,000","163,528",730,
2001 February,"120,000","140,000","150,000","190,000","145,000","162,770",726,
2001 March,"120,000","140,000","150,000","195,000","150,000","163,586",792,
2001 April,"125,000","140,000","150,000","190,000","145,000","164,102",830,
2001 May,"125,000","140,000","150,000","180,000","150,000","164,142",839,
2001 June,"125,000","140,000","155,000","194,000","150,000","167,825",710,
2001 July,"125,000","140,000","155,000","200,000","150,000","168,452",557,
2001 August,"125,000","145,000","160,000","195,000","150,000","170,836",537,
2001 September,"127,000","145,000","160,000","200,000","150,000","172,493",576,
2001 October,"130,000","145,000","165,000","200,000","150,000","176,253",629,
2001 November,"130,000","150,000","170,000","200,000","160,000","178,796",719,
2001 December,"130,000","150,000","170,000","200,000","155,000","176,442",728,
2002 January,"130,000","150,000","170,000","200,000","155,000","175,670",745,
2002 February,"130,000","150,000","170,000","200,000","155,000","175,514",807,
2002 March,"130,000","150,000","170,000","200,000","160,000","177,395",861,
2002 April,"130,000","150,000","174,000","200,000","160,000","178,257",872,
2002 May,"135,000","150,000","175,000","200,000","165,000","180,254",901,
2002 June,"140,000","160,000","180,000","220,000","170,000","188,642",690,
2002 July,"140,000","160,000","180,000","220,000","170,000","191,269",568,
2002 August,"140,000","165,000","190,000","245,000","180,000","204,218",399,
2002 September,"140,000","165,000","190,000","230,000","180,000","199,731",401,
2002 October,"140,000","170,000","190,000","230,000","180,000","201,073",449,
2002 November,"140,000","165,000","190,000","230,000","180,000","197,043",489,
2002 December,"145,000","170,000","200,000","250,000","180,000","206,099",537,
2003 January,"145,000","170,000","200,000","250,000","180,000","207,069",536,
2003 February,"145,000","170,000","200,000","250,000","185,000","207,845",542,
2003 March,"150,000","175,000","200,000","250,000","190,000","204,332",579,
2003 April,"150,000","175,000","205,000","250,000","190,000","206,107",619,
2003 May,"150,000","179,000","205,000","250,000","190,000","210,422",706,
2003 June,"150,000","180,000","210,000","255,000","200,000","211,116",709,
2003 July,"150,000","185,000","220,000","280,000","200,000","223,234",505,
2003 August,"150,000","180,000","210,000","275,000","197,500","220,615",504,
2003 September,"155,000","180,000","210,000","270,000","195,000","220,740",551,
2003 October,"157,000","185,000","215,000","265,000","200,000","221,675",581,
2003 November,"160,000","185,000","220,000","270,000","200,000","225,834",596,
2003 December,"165,000","195,000","225,000","277,000","205,000","231,395",582,
2004 January,"165,000","195,000","230,000","280,000","210,000","234,328",558,
2004 February,"165,000","195,000","230,000","280,000","210,000","233,291",597,
2004 March,"165,000","195,000","228,000","280,000","210,000","231,940",645,
2004 April,"160,000","195,000","230,000","275,000","210,000","229,805",709,
2004 May,"160,000","195,000","225,000","270,000","210,000","229,838",749,
2004 June,"170,000","200,000","235,000","280,000","215,000","237,565",695,
2004 July,"170,000","200,000","240,000","300,000","220,000","244,060",586,
2004 August,"170,000","200,000","245,000","300,000","225,000","244,540",587,
2004 September,"175,000","200,000","240,000","295,000","220,000","245,346",683,
2004 October,"175,000","200,000","245,000","300,000","220,000","247,016",749,
2004 November,"175,000","210,000","250,000","300,000","225,000","253,420",762,
2004 December,"180,000","200,000","250,000","300,000","225,000","253,004",744,
2005 January,"175,000","200,000","245,000","310,000","220,000","256,208",501,
2005 February,"175,000","200,000","245,000","331,000","220,000","258,841",453,
2005 March,"175,000","200,000","250,000","340,000","220,000","267,140",494,
2005 April,"180,000","210,000","250,000","340,000","225,000","266,388",541,
2005 May,"180,000","200,000","250,000","340,000","220,000","258,080",616,
2005 June,"185,000","200,000","250,000","340,000","220,000","260,139",582,
2005 July,"190,000","210,000","270,000","360,000","240,000","277,100",469,
2005 August,"190,000","210,000","260,000","350,000","230,000","271,327",486,
2005 September,"190,000","220,000","268,000","350,000","240,000","275,127",505,
2005 October,"190,000","220,000","260,000","350,000","240,000","272,884",500,
2005 November,"190,000","220,000","280,000","350,000","240,000","276,694",533,
2005 December,"190,000","230,000","280,000","350,000","250,000","278,761",515,
2006 January,"195,000","225,000","260,000","340,000","240,000","274,113",542,
2006 February,"190,000","220,000","260,000","350,000","240,000","274,842",513,
2006 March,"195,000","230,000","260,000","340,000","240,000","273,712",548,
2006 April,"190,000","220,000","260,000","335,000","240,000","272,138",567,
2006 May,"200,000","225,000","260,000","320,000","240,000","269,735",744,
2006 June,"210,000","240,000","280,000","350,000","260,000","294,231",749,
2006 July,"210,000","240,000","290,000","360,000","260,000","299,344",630,
2006 August,"200,000","240,000","300,000","380,000","260,000","300,669",599,
2006 September,"210,000","240,000","285,000","375,000","260,000","296,237",654,
2006 October,"210,000","250,000","280,000","360,000","260,000","296,003",737,
2006 November,"210,000","250,000","290,000","370,000","270,000","301,309",797,
2006 December,"215,000","250,000","290,000","360,000","270,000","300,067",795,
2007 January,"215,000","250,000","299,000","375,000","270,000","304,332",772,
2007 February,"210,000","249,000","290,000","375,000","270,000","299,888",771,
2007 March,"210,000","250,000","300,000","380,000","270,000","301,349",759,
2007 April,"215,000","250,000","300,000","380,000","270,000","304,037",780,
2007 May,"210,000","245,000","300,000","372,000","270,000","301,221",847,
2007 June,"210,000","250,000","300,000","375,000","275,000","305,606",714,
2007 July,"220,000","260,000","300,000","380,000","280,000","314,098",591,
2007 August,"215,000","260,000","300,000","380,000","280,000","309,539",590,
2007 September,"220,000","260,000","301,000","390,000","280,000","312,509",631,
2007 October,"220,000","260,000","300,000","380,000","280,000","311,173",678,
2007 November,"220,000","260,000","300,000","375,000","280,000","304,412",701,
2007 December,"225,000","260,000","300,000","380,000","280,000","311,897",689,
2008 January,"225,000","260,000","302,000","380,000","280,000","315,578",718,
