"Oshawa — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"169,000","183,000","185,000","225,000","185,000","171,100",24,
1990 February,"164,000","181,000","185,000","225,000","185,000","171,396",26,
1990 March,"175,000","185,000","210,000","225,000","200,000","187,450",34,
1990 April,"175,000","185,000","210,000","225,000","200,000","183,918",34,
1990 May,"175,000","185,000","210,000","229,000","200,000","186,920",35,
1990 June,"175,000","200,000","214,000","258,000","210,000","204,299",40,
1990 July,"175,000","200,000","219,000","272,000","210,000","206,172",40,
1990 August,"181,000","210,000","225,000","279,000","215,000","212,706",46,
1990 September,"177,000","197,000","263,000","313,000","235,000","244,659",23,
1990 October,"185,000","219,000","267,000","359,000","255,000","238,556",21,
1990 November,"185,000","232,000","271,000","372,000","260,000","220,342",25,
1990 December,"150,000","159,000","191,000","281,000","165,000","213,431",26,
1991 January,"140,000","152,000","224,000","306,000","160,000","217,189",21,
1991 February,"188,000","250,000","273,000","385,000","260,000","238,746",23,
1991 March,"212,000","250,000","273,000","385,000","260,000","232,430",25,
1991 April,"240,000","250,000","265,000","385,000","250,000","240,634",25,
1991 May,"200,000","250,000","263,000","372,000","250,000","234,935",27,
1991 June,"180,000","240,000","260,000","320,000","250,000","241,255",28,
1991 July,"170,000","240,000","260,000","320,000","245,000","250,847",27,
1991 August,"169,000","240,000","262,000","333,000","250,000","253,497",24,
1991 September,"171,000","240,000","256,000","368,000","245,000","254,737",20,
1991 October,"179,000","240,000","262,000","385,000","250,000","264,519",18,
1991 November,"178,000","240,000","258,000","385,000","250,000","263,202",20,
1991 December,"178,000","240,000","258,000","385,000","250,000","263,202",20,
1992 January,"177,000","240,000","252,000","385,000","245,000","237,362",20,
1992 February,"177,000","240,000","252,000","385,000","245,000","263,034",17,
1992 March,"177,000","240,000","252,000","385,000","245,000","238,457",20,
1992 April,"165,000","240,000","250,000","385,000","240,000","228,052",22,
1992 May,"170,000","232,000","250,000","385,000","240,000","230,329",22,
1992 June,"154,000","232,000","250,000","385,000","240,000","229,288",22,
1992 July,"153,000","186,000","250,000","385,000","230,000","216,309",17,
1992 August,"161,000","216,000","250,000","385,000","245,000","213,345",19,
1992 September,**,**,**,**,**,"188,146",17,
1992 October,**,**,**,**,**,"188,693",16,
1992 November,**,**,**,**,**,"196,942",14,
1992 December,**,**,**,**,**,"202,019",15,
1993 January,"172,000","214,000","246,000","266,000","230,000","201,746",15,
1993 February,"150,000","165,000","210,000","250,000","200,000","177,124",21,
1993 March,"150,000","165,000","210,000","250,000","200,000","175,933",21,
1993 April,"155,000","160,000","200,000","240,000","165,000","175,933",24,
1993 May,"157,000","164,000","212,000","250,000","195,000","186,619",27,
1993 June,"160,000","180,000","197,000","250,000","187,500","186,708",36,
1993 July,"160,000","176,000","198,000","244,000","185,000","184,136",36,
1993 August,"160,000","175,000","200,000","240,000","187,500","185,718",51,
1993 September,"160,000","185,000","204,000","240,000","190,000","197,320",50,
1993 October,"153,000","181,000","209,000","240,000","190,000","195,884",47,
1993 November,"158,000","175,000","204,000","240,000","190,000","200,903",51,
1993 December,"160,000","175,000","202,000","240,000","190,000","200,121",52,
1994 January,"160,000","170,000","200,000","240,000","185,000","188,877",53,
1994 February,"160,000","175,000","200,000","240,000","190,000","196,975",53,
1994 March,"160,000","175,000","215,000","240,000","195,000","197,514",50,
1994 April,"165,000","181,000","200,000","240,000","192,500","200,362",42,
1994 May,"162,000","190,000","200,000","238,000","195,000","200,672",44,
1994 June,"155,000","186,000","200,000","231,000","192,500","193,920",38,
1994 July,"155,000","181,000","200,000","232,000","195,000","194,228",42,
1994 August,"165,000","190,000","200,000","240,000","200,000","200,520",35,
1994 September,"145,000","158,000","190,000","210,000","165,000","177,849",54,
1994 October,"150,000","170,000","190,000","202,000","180,000","182,881",69,
1994 November,"150,000","170,000","186,000","200,000","175,000","178,835",67,
1994 December,"145,000","160,000","176,000","200,000","170,000","171,521",82,
1995 January,"145,000","164,000","180,000","200,000","175,000","175,531",85,
1995 February,"145,000","165,000","180,000","205,000","175,000","177,929",78,
1995 March,"144,000","160,000","175,000","200,000","167,500","174,021",93,
1995 April,"145,000","160,000","180,000","210,000","175,000","178,865",100,
1995 May,"140,000","160,000","180,000","200,000","170,000","173,539",94,
1995 June,"145,000","163,000","180,000","202,000","175,000","176,681",79,
1995 July,"155,000","170,000","190,000","215,000","180,000","181,500",76,
1995 August,"153,000","170,000","190,000","215,000","180,000","182,139",73,
1995 September,"155,000","170,000","190,000","220,000","182,500","184,283",70,
1995 October,"145,000","170,000","190,000","220,000","180,000","183,087",80,
1995 November,"153,000","175,000","194,000","220,000","185,000","185,614",82,
1995 December,"148,000","175,000","199,000","222,000","185,000","186,144",82,
1996 January,"152,000","180,000","200,000","228,000","190,000","190,686",81,
1996 February,"150,000","171,000","190,000","220,000","180,000","183,459",82,
1996 March,"150,000","175,000","192,000","220,000","182,500","182,656",74,
1996 April,"154,000","166,000","187,000","215,000","175,000","179,911",80,
1996 May,"155,000","162,000","185,000","214,000","175,000","178,926",77,
1996 June,"155,000","160,000","185,000","205,000","175,000","175,976",71,
1996 July,"155,000","160,000","180,000","206,000","175,000","177,829",68,
1996 August,"154,000","160,000","177,000","196,000","172,500","175,339",72,
1996 September,"155,000","170,000","180,000","210,000","175,000","179,766",88,
1996 October,"155,000","164,000","180,000","203,000","175,000","178,098",86,
1996 November,"155,000","160,000","175,000","201,000","170,000","177,863",78,
1996 December,"155,000","162,000","175,000","194,000","170,000","176,032",76,
1997 January,"155,000","167,000","180,000","204,000","175,000","177,988",67,
1997 February,"155,000","165,000","180,000","203,000","175,000","176,256",64,
1997 March,"155,000","164,000","180,000","203,000","170,000","172,453",51,
1997 April,"150,000","156,000","180,000","199,000","165,000","171,431",46,
1997 May,"145,000","155,000","166,000","193,000","155,000","163,353",42,
1997 June,"140,000","154,000","171,000","198,000","157,500","163,552",43,
1997 July,"145,000","155,000","180,000","215,000","157,500","167,622",43,
1997 August,"145,000","155,000","177,000","200,000","157,500","165,390",36,
1997 September,"145,000","155,000","178,000","200,000","160,000","169,207",35,
1997 October,"145,000","155,000","172,000","202,000","157,500","170,429",32,
1997 November,"155,000","160,000","180,000","200,000","172,500","173,745",39,
1997 December,"150,000","160,000","180,000","202,000","175,000","176,546",42,
1998 January,"155,000","162,000","180,000","220,000","175,000","175,763",44,
1998 February,"153,000","166,000","185,000","229,000","180,000","179,677",49,
1998 March,"149,000","160,000","182,000","227,000","170,000","175,517",48,
1998 April,"145,000","160,000","180,000","210,000","167,500","179,794",70,
1998 May,"155,000","165,000","190,000","210,000","175,000","180,374",69,
1998 June,"155,000","165,000","180,000","206,000","167,500","176,580",55,
1998 July,"145,000","160,000","174,000","198,000","165,000","175,698",43,
1998 August,"145,000","160,000","180,000","210,000","165,000","175,883",39,
1998 September,"145,000","162,000","176,000","195,000","165,000","175,668",33,
1998 October,"143,000","165,000","188,000","207,000","170,000","178,713",30,
1998 November,"154,000","170,000","190,000","207,000","182,500","183,110",33,
1998 December,"160,000","180,000","190,000","205,000","185,000","186,864",36,
1999 January,"160,000","180,000","190,000","209,000","185,000","188,701",33,
1999 February,"162,000","179,000","190,000","227,000","185,000","192,143",38,
1999 March,"165,000","187,000","205,000","239,000","195,000","200,473",36,
1999 April,"163,000","180,000","199,000","240,000","195,000","197,615",39,
1999 May,"162,000","180,000","200,000","235,000","195,000","194,038",37,
1999 June,"165,000","180,000","200,000","235,000","192,500","194,109",32,
1999 July,"170,000","180,000","205,000","240,000","200,000","201,426",35,
1999 August,"170,000","193,000","212,000","240,000","205,000","206,757",39,
1999 September,"175,000","200,000","215,000","240,000","205,000","217,329",40,
1999 October,"176,000","205,000","215,000","240,000","210,000","216,933",57,
1999 November,"175,000","200,000","214,000","240,000","205,000","215,113",59,
1999 December,"175,000","195,000","215,000","240,000","205,000","213,682",68,
2000 January,"173,000","195,000","215,000","240,000","205,000","211,683",69,
2000 February,"165,000","196,000","215,000","242,000","205,000","210,871",69,
2000 March,"165,000","182,000","213,000","235,000","202,500","206,709",73,
2000 April,"167,000","189,000","215,000","246,000","202,500","206,452",79,
2000 May,"170,000","190,000","205,000","235,000","200,000","204,707",65,
