"Oshawa — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"169,000","183,000","185,000","225,000","185,000","189,150",16,
1990 February,"164,000","181,000","185,000","225,000","185,000","187,572",18,
1990 March,"175,000","185,000","210,000","225,000","200,000","203,588",26,
1990 April,"175,000","185,000","210,000","225,000","200,000","198,969",26,
1990 May,"175,000","185,000","210,000","229,000","200,000","202,304",27,
1990 June,"175,000","200,000","214,000","258,000","210,000","221,624",32,
1990 July,"175,000","200,000","219,000","272,000","210,000","223,965",32,
1990 August,"181,000","210,000","225,000","279,000","215,000","231,067",37,
1990 September,"177,000","197,000","263,000","313,000","235,000","244,659",20,
1990 October,"185,000","219,000","267,000","359,000","255,000","263,173",16,
1990 November,"185,000","232,000","271,000","372,000","260,000","266,351",15,
1990 December,"182,000","256,000","279,000","385,000","265,000","276,028",13,
1991 January,"224,000","269,000","306,000","385,000","280,000","298,446",10,
1991 February,"188,000","250,000","273,000","385,000","260,000","273,027",17,
1991 March,"212,000","250,000","273,000","385,000","260,000","275,433",17,
1991 April,"240,000","250,000","265,000","385,000","250,000","271,702",19,
1991 May,"200,000","250,000","263,000","372,000","250,000","268,267",20,
1991 June,"180,000","240,000","260,000","320,000","250,000","258,876",24,
1991 July,"170,000","240,000","260,000","320,000","245,000","250,847",24,
1991 August,"169,000","240,000","262,000","333,000","250,000","253,497",23,
1991 September,"171,000","240,000","256,000","368,000","245,000","254,737",20,
1991 October,"179,000","240,000","262,000","385,000","250,000","264,519",18,
1991 November,"178,000","240,000","258,000","385,000","250,000","263,202",17,
1991 December,"178,000","240,000","258,000","385,000","250,000","263,202",17,
1992 January,"177,000","240,000","252,000","385,000","245,000","263,034",16,
1992 February,"177,000","240,000","252,000","385,000","245,000","263,034",16,
1992 March,"177,000","240,000","252,000","385,000","245,000","263,034",16,
1992 April,"165,000","240,000","250,000","385,000","240,000","254,767",17,
1992 May,"170,000","232,000","250,000","385,000","240,000","250,613",18,
1992 June,"154,000","232,000","250,000","385,000","240,000","249,341",18,
1992 July,"153,000","186,000","250,000","385,000","230,000","245,097",12,
1992 August,"161,000","216,000","250,000","385,000","245,000","252,680",12,
1992 September,**,**,**,**,**,"226,688",9,
1992 October,**,**,**,**,**,"226,688",9,
1992 November,**,**,**,**,**,"239,711",8,
1992 December,**,**,**,**,**,"237,299",9,
1993 January,"172,000","214,000","246,000","266,000","230,000","233,359",10,
1993 February,"150,000","165,000","210,000","250,000","200,000","195,157",14,
1993 March,"150,000","165,000","210,000","250,000","200,000","195,157",14,
1993 April,"155,000","160,000","200,000","240,000","165,000","186,257",19,
1993 May,"157,000","164,000","212,000","250,000","195,000","199,533",21,
1993 June,"160,000","180,000","197,000","250,000","187,500","197,864",28,
1993 July,"160,000","176,000","198,000","244,000","185,000","197,096",27,
1993 August,"160,000","175,000","200,000","240,000","187,500","191,733",44,
1993 September,"160,000","185,000","204,000","240,000","190,000","197,320",47,
1993 October,"153,000","181,000","209,000","240,000","190,000","202,263",42,
1993 November,"158,000","175,000","204,000","240,000","190,000","200,903",47,
1993 December,"160,000","175,000","202,000","240,000","190,000","200,121",46,
1994 January,"160,000","170,000","200,000","240,000","185,000","195,621",47,
1994 February,"160,000","175,000","200,000","240,000","190,000","196,975",47,
1994 March,"160,000","175,000","215,000","240,000","195,000","205,896",44,
1994 April,"165,000","181,000","200,000","240,000","192,500","200,362",38,
1994 May,"162,000","190,000","200,000","238,000","195,000","200,672",41,
1994 June,"155,000","186,000","200,000","231,000","192,500","193,920",38,
1994 July,"155,000","181,000","200,000","232,000","195,000","194,228",42,
1994 August,"165,000","190,000","200,000","240,000","200,000","200,520",33,
1994 September,"145,000","158,000","190,000","210,000","165,000","177,849",53,
1994 October,"150,000","170,000","190,000","202,000","180,000","182,881",68,
1994 November,"150,000","170,000","186,000","200,000","175,000","178,835",66,
1994 December,"145,000","160,000","176,000","200,000","170,000","174,933",76,
1995 January,"145,000","164,000","180,000","200,000","175,000","177,313",81,
1995 February,"145,000","165,000","180,000","205,000","175,000","180,009",74,
1995 March,"144,000","160,000","175,000","200,000","167,500","176,072",88,
1995 April,"145,000","160,000","180,000","210,000","175,000","178,865",97,
1995 May,"140,000","160,000","180,000","200,000","170,000","173,539",92,
1995 June,"145,000","163,000","180,000","202,000","175,000","176,681",78,
1995 July,"155,000","170,000","190,000","215,000","180,000","181,500",76,
1995 August,"153,000","170,000","190,000","215,000","180,000","182,139",72,
1995 September,"155,000","170,000","190,000","220,000","182,500","184,283",68,
1995 October,"145,000","170,000","190,000","220,000","180,000","183,087",77,
1995 November,"153,000","175,000","194,000","220,000","185,000","185,614",77,
1995 December,"148,000","175,000","199,000","222,000","185,000","186,144",77,
1996 January,"152,000","180,000","200,000","228,000","190,000","190,686",76,
1996 February,"150,000","171,000","190,000","220,000","180,000","183,459",77,
1996 March,"150,000","175,000","192,000","220,000","182,500","184,780",68,
1996 April,"154,000","166,000","187,000","215,000","175,000","182,362",73,
1996 May,"155,000","162,000","185,000","214,000","175,000","181,383",70,
1996 June,"155,000","160,000","185,000","205,000","175,000","179,061",64,
1996 July,"155,000","160,000","180,000","206,000","175,000","177,829",63,
1996 August,"154,000","160,000","177,000","196,000","172,500","175,339",68,
1996 September,"155,000","170,000","180,000","210,000","175,000","179,766",84,
1996 October,"155,000","164,000","180,000","203,000","175,000","178,098",81,
1996 November,"155,000","160,000","175,000","201,000","170,000","177,863",73,
