"Edmonton — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"85,000","90,000","103,000","130,000","95,000","103,440",20,
1990 February,"85,000","95,000","110,000","138,000","100,000","105,943",21,
1990 March,"85,000","93,000","110,000","120,000","105,000","100,686",21,
1990 April,"96,000","114,000","167,000","200,000","135,000","142,736",25,
1990 May,"96,000","110,000","131,000","197,000","120,000","133,119",25,
1990 June,**,**,**,**,**,"137,778",31,
1990 July,"115,000","125,000","190,000","200,000","137,500","151,831",24,
1990 August,**,**,**,**,**,"141,852",23,
1990 September,**,**,**,**,**,"143,600",24,
1990 October,**,**,**,**,**,"147,812",34,
1990 November,**,**,**,**,**,"144,436",40,
1990 December,"95,000","120,000","154,000","200,000","130,000","143,694",43,
1991 January,"95,000","125,000","160,000","200,000","140,000","146,680",47,
1991 February,**,**,**,**,**,"155,006",43,
1991 March,"112,000","129,000","161,000","200,000","140,000","152,912",41,
1991 April,**,**,**,**,**,"150,749",34,
1991 May,**,**,**,**,**,"141,399",30,
1991 June,**,**,**,**,**,"143,960",26,
1991 July,**,**,**,**,**,"150,022",25,
1991 August,"125,000","140,000","160,000","200,000","147,500","164,789",30,
1991 September,"75,000","105,000","140,000","165,000","125,000","137,088",39,
1991 October,"75,000","125,000","139,000","165,000","125,000","140,295",37,
1991 November,"100,000","125,000","140,000","209,000","135,000","161,082",40,
1991 December,"121,000","125,000","149,000","211,000","135,000","163,570",40,
1992 January,"125,000","130,000","155,000","220,000","135,000","165,795",39,
1992 February,"125,000","135,000","165,000","255,000","137,500","173,499",36,
1992 March,"125,000","135,000","163,000","255,000","140,000","176,902",35,
1992 April,"115,000","135,000","156,000","255,000","135,000","173,908",35,
1992 May,"115,000","135,000","165,000","241,000","140,000","171,612",41,
1992 June,"120,000","140,000","170,000","220,000","155,000","173,143",39,
1992 July,**,**,**,**,**,"176,471",35,
1992 August,**,**,**,**,**,"176,780",34,
1992 September,"115,000","136,000","165,000","189,000","150,000","164,517",42,
1992 October,**,**,**,**,**,"160,500",42,
1992 November,**,**,**,**,**,"150,403",59,
1992 December,"110,000","125,000","150,000","171,000","130,000","147,568",78,
1993 January,"112,000","127,000","150,000","174,000","137,500","148,923",80,
1993 February,"110,000","130,000","147,000","170,000","135,000","147,515",88,
1993 March,"110,000","125,000","145,000","175,000","135,000","147,223",80,
1993 April,"110,000","129,000","140,000","173,000","130,000","146,103",86,
1993 May,"115,000","130,000","140,000","175,000","130,000","149,527",94,
1993 June,"115,000","130,000","145,000","175,000","130,000","150,300",95,
1993 July,"115,000","130,000","147,000","185,000","135,000","150,890",93,
1993 August,"115,000","130,000","150,000","185,000","140,000","151,982",97,
1993 September,"110,000","130,000","155,000","185,000","145,000","149,542",101,
1993 October,"118,000","130,000","145,000","175,000","140,000","147,434",112,
1993 November,"115,000","130,000","145,000","170,000","135,000","143,987",124,
1993 December,"120,000","125,000","140,000","165,000","130,000","139,097",155,
1994 January,"120,000","125,000","135,000","155,000","130,000","138,051",160,
1994 February,"120,000","125,000","135,000","150,000","130,000","136,371",149,
1994 March,"120,000","120,000","135,000","150,000","125,000","134,728",136,
1994 April,"120,000","125,000","140,000","150,000","135,000","137,909",119,
1994 May,"120,000","130,000","140,000","152,000","135,000","139,670",117,
1994 June,"120,000","130,000","140,000","151,000","135,000","139,557",113,
1994 July,"120,000","130,000","140,000","150,000","135,000","136,325",112,
1994 August,"120,000","125,000","140,000","150,000","135,000","135,872",116,
1994 September,"120,000","125,000","140,000","150,000","135,000","136,476",116,
1994 October,"120,000","125,000","140,000","150,000","135,000","134,197",120,
1994 November,"120,000","130,000","145,000","160,000","140,000","138,460",130,
1994 December,"120,000","130,000","142,000","160,000","140,000","138,376",148,
1995 January,"120,000","130,000","140,000","160,000","137,500","137,839",146,
1995 February,"110,000","120,000","140,000","150,000","130,000","132,484",168,
1995 March,"110,000","120,000","140,000","150,000","130,000","131,850",169,
