"Oshawa — Historical Average, Median and Price Percentiles for Unabsorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,**,**,**,**,**,"135,000",8,
1990 February,**,**,**,**,**,"135,000",8,
1990 March,**,**,**,**,**,"135,000",8,
1990 April,**,**,**,**,**,"135,000",8,
1990 May,**,**,**,**,**,"135,000",8,
1990 June,**,**,**,**,**,"135,000",8,
1990 July,**,**,**,**,**,"135,000",8,
1990 August,**,**,**,**,**,"137,222",9,
1990 September,**,**,**,**,**,**,3,
1990 October,**,**,**,**,**,"159,780",5,
1990 November,**,**,**,**,**,"151,330",10,
1990 December,"140,000","150,000","155,000","160,000","155,000","150,835",13,
1991 January,"140,000","140,000","140,000","155,000","140,000","143,318",11,
1991 February,**,**,**,**,**,"141,617",6,
1991 March,**,**,**,**,**,"141,050",8,
1991 April,**,**,**,**,**,"142,250",6,
1991 May,**,**,**,**,**,"139,700",7,
1991 June,**,**,**,**,**,"135,525",4,
1991 July,**,**,**,**,**,**,3,
1991 August,**,**,**,**,**,**,1,
1991 September,**,**,**,**,**,**,0,
1991 October,**,**,**,**,**,**,0,
1991 November,**,**,**,**,**,**,3,
1991 December,**,**,**,**,**,**,3,
1992 January,**,**,**,**,**,"134,675",4,
1992 February,**,**,**,**,**,**,1,
1992 March,**,**,**,**,**,"140,150",4,
1992 April,**,**,**,**,**,"137,220",5,
1992 May,**,**,**,**,**,"139,050",4,
1992 June,**,**,**,**,**,"139,050",4,
1992 July,**,**,**,**,**,"147,220",5,
1992 August,**,**,**,**,**,"145,914",7,
1992 September,**,**,**,**,**,"144,788",8,
1992 October,**,**,**,**,**,"139,843",7,
1992 November,**,**,**,**,**,"139,917",6,
1992 December,**,**,**,**,**,"149,100",6,
1993 January,**,**,**,**,**,"138,520",5,
1993 February,**,**,**,**,**,"141,057",7,
1993 March,**,**,**,**,**,"137,486",7,
1993 April,**,**,**,**,**,"136,700",5,
1993 May,**,**,**,**,**,"141,417",6,
1993 June,**,**,**,**,**,"147,663",8,
1993 July,**,**,**,**,**,"145,254",9,
1993 August,**,**,**,**,**,"147,914",7,
1993 September,**,**,**,**,**,**,3,
1993 October,**,**,**,**,**,"142,300",5,
1993 November,**,**,**,**,**,**,4,
1993 December,**,**,**,**,**,**,6,
1994 January,**,**,**,**,**,"136,050",6,
1994 February,**,**,**,**,**,**,6,
