Trois-Rivières — Historical Under Construction Inventory by Dwelling Type  
January 1990 to March 2024 Homeowner
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,119,16,4,0,139,
Feb 1990,111,14,4,0,129,
Mar 1990,141,20,0,0,161,
Apr 1990,210,24,0,0,234,
May 1990,262,18,0,0,280,
Jun 1990,244,6,0,0,250,
Jul 1990,156,0,0,0,156,
Aug 1990,143,2,0,0,145,
Sep 1990,142,2,0,0,144,
Oct 1990,137,4,0,0,141,
Nov 1990,144,10,0,0,154,
Dec 1990,132,8,0,0,140,
Jan 1991,112,10,0,0,122,
Feb 1991,87,8,0,0,95,
Mar 1991,92,20,0,0,112,
Apr 1991,151,34,0,4,189,
May 1991,201,34,0,4,239,
Jun 1991,233,28,0,4,265,
Jul 1991,131,6,0,0,137,
Aug 1991,103,4,0,0,107,
Sep 1991,87,16,0,4,107,
Oct 1991,118,28,0,4,150,
Nov 1991,103,36,0,0,139,
Dec 1991,109,42,0,0,151,
Jan 1992,95,38,0,0,133,
Feb 1992,75,28,0,0,103,
Mar 1992,72,10,0,0,82,
Apr 1992,79,38,0,0,117,
May 1992,115,47,0,0,162,
Jun 1992,119,42,0,0,161,
Jul 1992,83,18,0,0,101,
Aug 1992,71,14,0,0,85,
Sep 1992,61,12,0,0,73,
Oct 1992,51,18,0,0,69,
Nov 1992,83,18,0,0,101,
Dec 1992,85,28,4,0,117,
Jan 1993,82,28,4,0,114,
Feb 1993,71,26,0,0,97,
Mar 1993,66,22,0,0,88,
Apr 1993,80,58,0,14,152,
May 1993,122,62,23,12,219,
Jun 1993,130,46,31,6,213,
Jul 1993,105,26,13,0,144,
Aug 1993,81,18,13,0,112,
Sep 1993,73,20,8,0,101,
Oct 1993,57,26,12,0,95,
Nov 1993,66,28,8,0,102,
Dec 1993,68,36,4,0,108,
Jan 1994,66,40,4,0,110,
Feb 1994,65,24,8,0,97,
Mar 1994,65,38,8,0,111,
Apr 1994,91,84,8,12,195,
May 1994,150,80,13,15,258,
Jun 1994,150,32,9,12,203,
Jul 1994,94,30,0,4,128,
Aug 1994,68,16,0,8,92,
Sep 1994,58,16,0,8,82,
Oct 1994,58,42,0,8,108,
Nov 1994,52,82,0,12,146,
Dec 1994,48,86,11,6,151,
Jan 1995,42,82,11,6,141,
Feb 1995,29,64,11,6,110,
Mar 1995,20,58,7,4,89,
Apr 1995,26,64,4,4,98,
May 1995,35,72,4,0,111,
Jun 1995,27,60,4,0,91,
Jul 1995,20,46,4,0,70,
Aug 1995,12,38,4,0,54,
Sep 1995,16,36,4,0,56,
Oct 1995,17,32,4,0,53,
Nov 1995,20,20,4,0,44,
Dec 1995,15,18,4,2,39,
Jan 1996,11,20,4,2,37,
Feb 1996,9,30,4,2,45,
Mar 1996,17,56,4,0,77,
Apr 1996,30,70,4,0,104,
May 1996,45,76,4,0,125,
Jun 1996,44,58,4,0,106,
Jul 1996,26,44,4,0,74,
Aug 1996,16,34,4,0,54,
Sep 1996,16,20,4,2,42,
Oct 1996,19,24,4,2,49,
