Québec — Historical Under Construction Inventory by Dwelling Type  
January 1990 to March 2024 Homeowner
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,555,100,124,4,783,
Feb 1990,558,92,136,2,788,
Mar 1990,709,102,132,2,945,
Apr 1990,"1,075",134,136,2,"1,347",
May 1990,"1,449",178,137,19,"1,783",
Jun 1990,"1,195",176,101,17,"1,489",
Jul 1990,604,66,21,2,693,
Aug 1990,571,66,18,0,655,
Sep 1990,538,58,18,0,614,
Oct 1990,544,66,8,0,618,
Nov 1990,536,66,16,0,618,
Dec 1990,463,66,7,0,536,
Jan 1991,444,70,10,0,524,
Feb 1991,404,70,29,0,503,
Mar 1991,444,80,34,0,558,
Apr 1991,683,140,35,0,858,
May 1991,"1,055",192,58,2,"1,307",
Jun 1991,960,166,51,2,"1,179",
Jul 1991,660,84,33,5,782,
Aug 1991,704,80,32,3,819,
Sep 1991,569,72,28,3,672,
Oct 1991,781,108,77,3,969,
Nov 1991,749,150,100,2,"1,001",
Dec 1991,747,218,156,2,"1,123",
Jan 1992,628,220,155,0,"1,003",
Feb 1992,574,196,113,0,883,
Mar 1992,597,204,131,0,932,
Apr 1992,699,144,124,0,967,
May 1992,971,188,138,0,"1,297",
Jun 1992,938,204,141,2,"1,285",
Jul 1992,468,90,44,0,602,
Aug 1992,547,106,44,0,697,
Sep 1992,395,106,52,0,553,
Oct 1992,362,108,60,4,534,
Nov 1992,423,148,55,4,630,
Dec 1992,393,160,71,17,641,
Jan 1993,359,168,48,14,589,
Feb 1993,337,180,50,14,581,
Mar 1993,360,202,58,8,628,
Apr 1993,560,254,111,14,939,
May 1993,769,302,192,30,"1,293",
Jun 1993,712,242,170,26,"1,150",
Jul 1993,468,130,65,20,683,
Aug 1993,454,116,79,18,667,
Sep 1993,367,104,42,4,517,
Oct 1993,381,100,51,6,538,
Nov 1993,398,106,44,8,556,
Dec 1993,340,114,43,8,505,
Jan 1994,286,116,43,6,451,
Feb 1994,247,122,64,6,439,
Mar 1994,317,172,93,6,588,
Apr 1994,578,230,120,4,932,
May 1994,845,284,172,0,"1,301",
Jun 1994,812,208,105,0,"1,125",
Jul 1994,430,80,44,0,554,
