Charlottetown — Historical Under Construction Inventory by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,64,10,4,209,287,
Feb 1990,62,10,4,221,297,
Mar 1990,64,4,0,225,293,
Apr 1990,73,8,0,110,191,
May 1990,94,8,0,90,192,
Jun 1990,96,6,0,75,177,
Jul 1990,123,2,0,85,210,
Aug 1990,129,0,0,125,254,
Sep 1990,135,2,0,69,206,
Oct 1990,130,2,0,69,201,
Nov 1990,132,6,0,153,291,
Dec 1990,110,6,0,201,317,
Jan 1991,83,8,0,201,292,
Feb 1991,65,8,0,189,262,
Mar 1991,57,8,0,147,212,
Apr 1991,61,8,0,120,189,
May 1991,85,4,0,140,229,
Jun 1991,112,4,0,153,269,
Jul 1991,116,2,0,161,279,
Aug 1991,112,2,0,153,267,
Sep 1991,114,2,0,117,233,
Oct 1991,115,6,0,106,227,
Nov 1991,107,4,0,94,205,
Dec 1991,84,2,0,86,172,
Jan 1992,69,2,0,86,157,
Feb 1992,59,2,0,90,151,
Mar 1992,43,2,0,84,129,
Apr 1992,47,2,0,69,118,
May 1992,64,2,0,93,159,
Jun 1992,82,22,0,85,189,
Jul 1992,75,24,0,85,184,
Aug 1992,75,18,0,85,178,
Sep 1992,77,16,0,73,166,
Oct 1992,88,18,6,97,209,
Nov 1992,87,14,6,92,199,
Dec 1992,82,14,6,92,194,
Jan 1993,59,10,0,92,161,
Feb 1993,50,10,0,68,128,
Mar 1993,38,10,0,38,86,
Apr 1993,43,2,0,38,83,
May 1993,54,6,12,32,104,
Jun 1993,75,8,12,44,139,
Jul 1993,80,8,17,50,155,
Aug 1993,91,8,17,50,166,
Sep 1993,91,4,18,26,139,
Oct 1993,87,6,6,50,149,
Nov 1993,82,6,12,86,186,
Dec 1993,69,6,6,86,167,
Jan 1994,69,6,9,80,164,
Feb 1994,47,6,6,80,139,
Mar 1994,40,4,0,56,100,
Apr 1994,63,6,0,20,89,
May 1994,76,6,0,20,102,
Jun 1994,88,10,0,20,118,
Jul 1994,113,10,4,20,147,
Aug 1994,101,8,0,8,117,
Sep 1994,99,4,12,8,123,
Oct 1994,93,2,12,8,115,
Nov 1994,81,8,12,0,101,
Dec 1994,62,12,12,0,86,
Jan 1995,44,8,0,0,52,
Feb 1995,39,8,0,0,47,
Mar 1995,30,8,0,0,38,
Apr 1995,37,8,6,0,51,
May 1995,50,2,6,0,58,
Jun 1995,54,4,6,0,64,
Jul 1995,54,2,6,0,62,
Aug 1995,69,2,6,0,77,
Sep 1995,61,4,0,0,65,
Oct 1995,59,4,0,4,67,
Nov 1995,59,8,0,4,71,
Dec 1995,46,6,0,4,56,
Jan 1996,36,6,0,4,46,
Feb 1996,23,4,0,0,27,
Mar 1996,25,4,0,0,29,
Apr 1996,45,0,0,0,45,
May 1996,58,4,0,0,62,
Jun 1996,83,4,6,16,109,
Jul 1996,99,4,6,16,125,
Aug 1996,104,4,0,16,124,
Sep 1996,97,2,6,4,109,
Oct 1996,98,2,6,4,110,
Nov 1996,83,0,6,4,93,
Dec 1996,75,2,6,4,87,
Jan 1997,59,0,0,0,59,
Feb 1997,39,0,0,0,39,
Mar 1997,31,0,0,0,31,
Apr 1997,39,0,0,0,39,
May 1997,58,2,20,0,80,
Jun 1997,66,4,20,0,90,
Jul 1997,89,4,28,0,121,
Aug 1997,88,2,28,0,118,
Sep 1997,70,0,0,0,70,
Oct 1997,66,0,0,0,66,
Nov 1997,68,0,0,12,80,
Dec 1997,62,0,0,12,74,
Jan 1998,45,0,0,12,57,
Feb 1998,29,2,0,12,43,
Mar 1998,27,2,0,21,50,
Apr 1998,39,2,0,21,62,
May 1998,61,4,0,21,86,
Jun 1998,68,4,0,48,120,
Jul 1998,61,6,0,51,118,
Aug 1998,62,4,0,69,135,
Sep 1998,65,5,0,42,112,
Oct 1998,63,3,0,42,108,
Nov 1998,52,7,0,42,101,
Dec 1998,43,4,0,42,89,
Jan 1999,47,4,0,50,101,
