Saskatoon — Historical Under Construction Inventory by Dwelling Type  
January 1990 to March 2024 Condo
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,0,0,34,69,103,
Feb 1990,0,0,34,69,103,
Mar 1990,0,0,34,69,103,
Apr 1990,0,0,34,117,151,
May 1990,0,0,34,117,151,
Jun 1990,0,0,11,152,163,
Jul 1990,0,0,8,152,160,
Aug 1990,0,0,52,152,204,
Sep 1990,0,0,52,152,204,
Oct 1990,0,0,58,104,162,
Nov 1990,0,0,58,104,162,
Dec 1990,0,10,24,104,138,
Jan 1991,0,8,24,69,101,
Feb 1991,0,4,24,69,97,
Mar 1991,0,4,24,69,97,
Apr 1991,0,0,33,69,102,
May 1991,0,0,22,69,91,
Jun 1991,0,0,19,69,88,
Jul 1991,0,0,23,69,92,
Aug 1991,0,0,15,119,134,
Sep 1991,0,0,15,119,134,
Oct 1991,0,0,4,50,54,
Nov 1991,0,0,4,50,54,
Dec 1991,0,0,4,50,54,
Jan 1992,0,0,4,50,54,
Feb 1992,0,2,4,50,56,
Mar 1992,0,20,4,50,74,
Apr 1992,0,22,4,50,76,
May 1992,1,30,4,50,85,
Jun 1992,1,28,4,50,83,
Jul 1992,0,18,0,0,18,
Aug 1992,0,0,0,0,0,
Sep 1992,0,0,0,128,128,
Oct 1992,0,0,0,123,123,
Nov 1992,0,0,0,123,123,
Dec 1992,0,0,0,123,123,
Jan 1993,0,0,7,124,131,
Feb 1993,0,0,7,124,131,
Mar 1993,0,0,7,124,131,
Apr 1993,0,12,0,159,171,
May 1993,0,12,0,159,171,
Jun 1993,1,48,0,232,281,
Jul 1993,1,46,0,232,279,
Aug 1993,0,24,0,190,214,
Sep 1993,0,24,0,190,214,
Oct 1993,0,16,0,190,206,
Nov 1993,0,10,16,131,157,
Dec 1993,0,0,16,96,112,
Jan 1994,0,0,12,116,128,
Feb 1994,0,0,4,124,128,
Mar 1994,0,0,4,124,128,
Apr 1994,0,0,8,101,109,
May 1994,0,12,4,140,156,
Jun 1994,0,16,4,67,87,
Jul 1994,0,20,0,55,75,
Aug 1994,0,20,0,55,75,
Sep 1994,0,6,0,71,77,
Oct 1994,0,2,0,232,234,
Nov 1994,0,0,0,108,108,
Dec 1994,0,0,0,108,108,
Jan 1995,0,8,0,108,116,
Feb 1995,0,8,4,69,81,
Mar 1995,2,14,4,69,89,
Apr 1995,3,18,4,69,94,
May 1995,7,22,4,92,125,
Jun 1995,9,42,12,92,155,
Jul 1995,12,44,20,92,168,
Aug 1995,12,36,20,59,127,
Sep 1995,11,32,20,59,122,
Oct 1995,11,32,20,105,168,
Nov 1995,9,22,20,109,160,
Dec 1995,7,14,8,109,138,
Jan 1996,6,14,0,125,145,
Feb 1996,6,12,4,125,147,
Mar 1996,4,16,20,107,147,
Apr 1996,6,12,20,151,189,
May 1996,4,8,56,151,219,
Jun 1996,4,10,76,233,323,
Jul 1996,3,10,72,185,270,
Aug 1996,3,12,116,175,306,
Sep 1996,2,16,104,281,403,
Oct 1996,5,24,83,281,393,
Nov 1996,5,36,83,196,320,
Dec 1996,2,36,79,196,313,
Jan 1997,3,36,76,146,261,
Feb 1997,2,36,39,146,223,
Mar 1997,2,34,39,146,221,
Apr 1997,5,36,75,146,262,
May 1997,5,36,87,213,341,
Jun 1997,5,40,97,213,355,
Jul 1997,5,38,116,217,376,
Aug 1997,6,32,118,243,399,
Sep 1997,4,30,140,243,417,
Oct 1997,5,36,151,210,402,
Nov 1997,12,40,126,239,417,
Dec 1997,13,38,154,213,418,
Jan 1998,9,40,154,213,416,
Feb 1998,9,40,130,236,415,
Mar 1998,9,46,137,236,428,
Apr 1998,9,46,121,297,473,
May 1998,6,42,125,297,470,
Jun 1998,5,38,117,297,457,
Jul 1998,5,40,144,321,510,
Aug 1998,4,42,134,292,472,
Sep 1998,2,42,103,296,443,
Oct 1998,2,38,86,296,422,
Nov 1998,5,24,89,200,318,
Dec 1998,5,22,82,139,248,
Jan 1999,7,24,82,139,252,
Feb 1999,8,32,60,155,255,
Mar 1999,9,40,29,156,234,
Apr 1999,9,26,51,156,242,
May 1999,10,26,51,179,266,
Jun 1999,10,30,51,163,254,
Jul 1999,10,24,50,320,404,
Aug 1999,12,18,38,334,402,
Sep 1999,12,20,38,386,456,
Oct 1999,9,24,38,363,434,
Nov 1999,9,26,45,363,443,
Dec 1999,9,22,64,363,458,
Jan 2000,8,22,58,363,451,
Feb 2000,3,22,79,206,310,
Mar 2000,1,20,80,206,307,
