London — Historical Under Construction Inventory by Dwelling Type  
January 1998 to March 2024 Homeowner
,Single,Semi-Detached,Row,Apartment,All,
Jan 1998,231,24,0,0,255,
Feb 1998,218,18,0,0,236,
Mar 1998,214,16,0,0,230,
Apr 1998,276,22,0,0,298,
May 1998,310,26,0,0,336,
Jun 1998,341,26,0,0,367,
Jul 1998,345,24,0,0,369,
Aug 1998,366,16,0,0,382,
Sep 1998,300,6,0,0,306,
Oct 1998,306,10,0,0,316,
Nov 1998,280,12,0,2,294,
Dec 1998,265,12,0,2,279,
Jan 1999,193,6,0,0,199,
Feb 1999,179,6,0,0,185,
Mar 1999,174,4,0,0,178,
Apr 1999,202,0,0,0,202,
May 1999,246,4,0,0,250,
Jun 1999,284,4,0,0,288,
Jul 1999,331,6,0,0,337,
Aug 1999,329,6,0,0,335,
Sep 1999,376,16,0,0,392,
Oct 1999,384,16,0,0,400,
Nov 1999,393,20,0,0,413,
Dec 1999,313,18,0,0,331,
Jan 2000,301,18,0,0,319,
Feb 2000,318,16,4,0,338,
Mar 2000,303,16,4,0,323,
Apr 2000,341,16,4,0,361,
May 2000,352,12,3,0,367,
Jun 2000,430,10,3,0,443,
Jul 2000,428,6,3,0,437,
Aug 2000,372,6,10,0,388,
Sep 2000,344,2,10,0,356,
Oct 2000,318,4,13,0,335,
Nov 2000,285,10,13,0,308,
Dec 2000,284,10,13,0,307,
Jan 2001,273,10,13,0,296,
Feb 2001,274,10,13,0,297,
Mar 2001,288,10,13,0,311,
Apr 2001,326,10,10,0,346,
May 2001,367,10,10,0,387,
Jun 2001,405,8,13,0,426,
Jul 2001,408,6,13,0,427,
Aug 2001,395,8,16,0,419,
Sep 2001,381,8,13,0,402,
Oct 2001,367,10,9,0,386,
Nov 2001,356,10,6,0,372,
Dec 2001,301,8,3,0,312,
Jan 2002,394,6,6,0,406,
Feb 2002,422,6,6,0,434,
Mar 2002,417,6,6,0,429,
Apr 2002,492,4,9,0,505,
May 2002,574,8,13,0,595,
Jun 2002,655,2,16,0,673,
Jul 2002,652,2,17,0,671,
Aug 2002,681,4,21,0,706,
Sep 2002,640,10,14,0,664,
Oct 2002,575,12,27,0,614,
Nov 2002,556,12,30,0,598,
Dec 2002,482,12,30,0,524,
Jan 2003,453,10,31,0,494,
Feb 2003,451,8,35,0,494,
Mar 2003,460,6,38,0,504,
Apr 2003,512,6,49,0,567,
May 2003,547,8,41,0,596,
Jun 2003,591,8,38,0,637,
Jul 2003,634,8,42,0,684,
Aug 2003,647,10,42,0,699,
Sep 2003,590,16,35,0,641,
Oct 2003,604,16,34,0,654,
Nov 2003,564,16,34,0,614,
Dec 2003,540,12,34,0,586,
Jan 2004,547,8,34,0,589,
Feb 2004,523,6,31,0,560,
Mar 2004,518,2,22,0,542,
Apr 2004,615,2,22,0,639,
May 2004,707,2,19,0,728,
Jun 2004,763,2,15,0,780,
Jul 2004,794,12,13,0,819,
Aug 2004,822,16,19,0,857,
Sep 2004,790,18,12,0,820,
Oct 2004,725,18,12,0,755,
Nov 2004,685,18,12,0,715,
Dec 2004,638,16,12,0,666,
Jan 2005,592,18,6,0,616,
Feb 2005,536,20,6,0,562,
Mar 2005,544,20,6,0,570,
Apr 2005,599,20,6,0,625,
May 2005,660,24,6,0,690,
Jun 2005,717,26,6,0,749,
Jul 2005,700,20,6,0,726,
Aug 2005,656,18,6,0,680,
Sep 2005,639,26,6,0,671,
Oct 2005,642,44,6,0,692,
Nov 2005,618,38,6,0,662,
Dec 2005,589,28,0,0,617,
Jan 2006,553,18,0,0,571,
Feb 2006,555,8,0,0,563,
Mar 2006,529,18,10,0,557,
Apr 2006,574,24,10,0,608,
May 2006,612,22,10,0,644,
Jun 2006,682,18,10,0,710,
Jul 2006,706,16,20,0,742,
Aug 2006,725,16,20,0,761,
Sep 2006,687,12,10,0,709,
Oct 2006,635,6,10,0,651,
Nov 2006,566,2,18,0,586,
Dec 2006,548,2,26,0,576,
Jan 2007,524,6,26,0,556,
Feb 2007,528,10,26,0,564,
Mar 2007,512,16,26,0,554,
Apr 2007,545,22,26,0,593,
May 2007,630,26,49,2,707,
Jun 2007,647,30,53,2,732,
Jul 2007,658,22,53,2,735,
Aug 2007,704,12,48,2,766,
Sep 2007,641,12,48,2,703,
Oct 2007,620,2,44,2,668,
Nov 2007,576,4,40,0,620,
Dec 2007,563,4,28,0,595,
Jan 2008,499,14,28,0,541,
Feb 2008,512,16,4,0,532,
Mar 2008,472,16,4,2,494,
Apr 2008,451,8,0,2,461,
May 2008,512,10,0,2,524,
Jun 2008,533,8,0,2,543,
Jul 2008,559,8,0,2,569,
Aug 2008,519,8,0,0,527,
Sep 2008,455,6,3,0,464,
Oct 2008,383,6,3,0,392,
Nov 2008,341,6,7,0,354,
Dec 2008,272,6,7,0,285,
Jan 2009,246,6,10,0,262,
