Saint John — Historical Under Construction Inventory by Dwelling Type  
January 1990 to March 2024 Homeowner
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,129,0,14,0,143,
Feb 1990,102,2,14,0,118,
Mar 1990,114,2,14,0,130,
Apr 1990,148,2,14,0,164,
May 1990,187,0,14,0,201,
Jun 1990,187,0,29,0,216,
Jul 1990,189,0,29,0,218,
Aug 1990,200,2,17,0,219,
Sep 1990,207,2,17,0,226,
Oct 1990,203,2,17,0,222,
Nov 1990,212,2,17,0,231,
Dec 1990,190,2,17,0,209,
Jan 1991,146,2,17,0,165,
Feb 1991,115,2,17,0,134,
Mar 1991,91,0,17,0,108,
Apr 1991,88,0,17,0,105,
May 1991,113,0,11,0,124,
Jun 1991,124,0,11,0,135,
Jul 1991,135,2,25,0,162,
Aug 1991,140,2,25,0,167,
Sep 1991,131,2,18,0,151,
Oct 1991,146,2,18,0,166,
Nov 1991,132,2,11,0,145,
Dec 1991,124,2,11,0,137,
Jan 1992,95,0,11,0,106,
Feb 1992,93,0,11,0,104,
Mar 1992,93,0,11,0,104,
Apr 1992,88,0,11,0,99,
May 1992,116,0,11,0,127,
Jun 1992,150,0,11,0,161,
Jul 1992,165,0,11,0,176,
Aug 1992,174,0,18,0,192,
Sep 1992,188,0,18,0,206,
Oct 1992,191,0,11,0,202,
Nov 1992,179,0,11,0,190,
Dec 1992,147,0,19,0,166,
Jan 1993,140,2,19,0,161,
Feb 1993,124,2,19,0,145,
Mar 1993,107,2,11,0,120,
Apr 1993,93,0,11,0,104,
May 1993,130,0,11,0,141,
Jun 1993,159,4,11,0,174,
Jul 1993,184,4,11,0,199,
Aug 1993,179,4,11,4,198,
Sep 1993,179,2,19,4,204,
Oct 1993,182,0,19,4,205,
Nov 1993,155,2,19,0,176,
Dec 1993,163,2,19,0,184,
Jan 1994,143,2,19,0,164,
Feb 1994,113,0,19,0,132,
Mar 1994,50,0,8,0,58,
Apr 1994,74,0,15,0,89,
May 1994,80,0,7,0,87,
Jun 1994,121,0,7,6,134,
Jul 1994,145,0,0,6,151,
Aug 1994,126,0,0,0,126,
Sep 1994,138,0,6,0,144,
Oct 1994,126,4,16,0,146,
Nov 1994,102,4,10,0,116,
Dec 1994,85,0,6,0,91,
Jan 1995,54,2,0,0,56,
Feb 1995,57,2,0,0,59,
Mar 1995,52,0,0,0,52,
Apr 1995,54,0,0,0,54,
May 1995,60,0,13,0,73,
Jun 1995,70,2,13,0,85,
Jul 1995,72,2,4,0,78,
Aug 1995,79,2,4,0,85,
Sep 1995,78,0,4,0,82,
Oct 1995,88,0,4,0,92,
Nov 1995,81,0,4,0,85,
Dec 1995,98,0,4,0,102,
Jan 1996,74,0,4,0,78,
Feb 1996,67,0,4,0,71,
Mar 1996,59,0,0,0,59,
Apr 1996,70,0,4,0,74,
May 1996,82,0,9,0,91,
Jun 1996,92,6,4,0,102,
Jul 1996,93,0,4,0,97,
Aug 1996,100,2,4,0,106,
Sep 1996,94,4,4,0,102,
Oct 1996,90,6,18,0,114,
Nov 1996,88,10,29,0,127,
Dec 1996,84,10,28,0,122,
Jan 1997,78,10,19,0,107,
Feb 1997,66,8,9,0,83,
Mar 1997,63,8,9,0,80,
Apr 1997,31,0,6,0,37,
May 1997,22,0,13,0,35,
Jun 1997,32,0,15,0,47,
Jul 1997,37,0,11,0,48,
Aug 1997,51,0,24,0,75,
Sep 1997,55,0,24,0,79,
Oct 1997,26,8,11,0,45,
Nov 1997,36,8,15,0,59,
Dec 1997,24,8,20,0,52,
Jan 1998,20,6,20,0,46,
Feb 1998,21,6,20,0,47,
Mar 1998,16,4,20,0,40,
Apr 1998,28,6,15,0,49,
May 1998,48,2,5,0,55,
Jun 1998,44,2,8,0,54,
Jul 1998,78,10,15,0,103,
Aug 1998,75,10,14,0,99,
Sep 1998,56,6,16,0,78,
Oct 1998,53,6,16,0,75,
Nov 1998,57,9,12,0,78,
Dec 1998,53,9,21,0,83,
Jan 1999,44,2,21,0,67,
Feb 1999,41,2,21,0,64,
Mar 1999,44,2,19,0,65,
Apr 1999,57,4,26,0,87,
May 1999,53,8,26,0,87,
Jun 1999,77,10,33,0,120,
Jul 1999,95,10,31,0,136,
