London — Historical Under Construction Inventory by Dwelling Type  
January 1998 to March 2024 Condo
,Single,Semi-Detached,Row,Apartment,All,
Jan 1998,45,4,235,0,284,
Feb 1998,44,4,251,0,299,
Mar 1998,45,2,262,0,309,
Apr 1998,42,2,223,0,267,
May 1998,59,2,243,0,304,
Jun 1998,60,2,312,0,374,
Jul 1998,60,2,338,0,400,
Aug 1998,63,2,320,0,385,
Sep 1998,72,2,302,0,376,
Oct 1998,76,0,253,0,329,
Nov 1998,51,0,250,0,301,
Dec 1998,55,0,241,0,296,
Jan 1999,52,0,221,0,273,
Feb 1999,63,0,201,0,264,
Mar 1999,64,0,190,0,254,
Apr 1999,47,0,156,0,203,
May 1999,52,0,123,0,175,
Jun 1999,51,0,134,0,185,
Jul 1999,45,0,138,0,183,
Aug 1999,29,0,169,0,198,
Sep 1999,38,0,162,0,200,
Oct 1999,35,0,158,0,193,
Nov 1999,35,0,167,0,202,
Dec 1999,41,4,153,0,198,
Jan 2000,34,4,158,0,196,
Feb 2000,46,4,152,0,202,
Mar 2000,43,4,157,0,204,
Apr 2000,43,4,166,0,213,
May 2000,28,2,144,0,174,
Jun 2000,19,0,153,0,172,
Jul 2000,15,0,176,0,191,
Aug 2000,21,0,141,0,162,
Sep 2000,22,0,152,0,174,
Oct 2000,23,0,205,0,228,
Nov 2000,17,0,196,0,213,
Dec 2000,13,0,194,0,207,
Jan 2001,17,0,171,0,188,
Feb 2001,28,0,163,0,191,
Mar 2001,24,0,157,0,181,
Apr 2001,38,2,186,0,226,
May 2001,40,2,171,0,213,
Jun 2001,40,2,179,0,221,
Jul 2001,40,0,180,0,220,
Aug 2001,52,0,169,0,221,
Sep 2001,40,2,145,0,187,
Oct 2001,51,2,141,0,194,
Nov 2001,37,2,125,0,164,
Dec 2001,32,2,98,0,132,
Jan 2002,29,2,90,0,121,
Feb 2002,27,2,86,0,115,
Mar 2002,31,2,84,0,117,
Apr 2002,30,2,94,0,126,
May 2002,32,2,107,0,141,
Jun 2002,40,6,132,0,178,
Jul 2002,35,4,133,0,172,
Aug 2002,34,6,170,0,210,
Sep 2002,33,6,175,0,214,
Oct 2002,37,2,173,0,212,
Nov 2002,39,2,196,0,237,
Dec 2002,36,2,206,0,244,
Jan 2003,33,2,182,0,217,
Feb 2003,37,2,169,0,208,
Mar 2003,31,2,159,0,192,
Apr 2003,32,0,172,0,204,
May 2003,34,0,171,0,205,
Jun 2003,27,0,168,0,195,
Jul 2003,31,0,165,0,196,
Aug 2003,39,0,187,0,226,
Sep 2003,47,6,181,0,234,
Oct 2003,49,6,203,0,258,
Nov 2003,45,6,171,0,222,
Dec 2003,48,2,187,0,237,
Jan 2004,45,2,190,0,237,
Feb 2004,42,2,185,80,309,
Mar 2004,38,0,187,80,305,
Apr 2004,39,0,182,80,301,
May 2004,36,0,190,80,306,
Jun 2004,37,0,187,80,304,
Jul 2004,35,0,164,80,279,
Aug 2004,27,0,189,80,296,
Sep 2004,35,0,167,80,282,
Oct 2004,45,0,176,80,301,
Nov 2004,53,0,194,80,327,
Dec 2004,47,2,184,80,313,
Jan 2005,53,2,185,80,320,
Feb 2005,51,2,194,220,467,
Mar 2005,46,2,187,220,455,
Apr 2005,44,4,161,80,289,
May 2005,44,4,174,80,302,
Jun 2005,56,2,162,80,300,
Jul 2005,64,2,198,80,344,
Aug 2005,54,2,203,80,339,
Sep 2005,59,2,191,80,332,
Oct 2005,62,2,185,80,329,
Nov 2005,60,2,161,80,303,
Dec 2005,53,2,155,80,290,
Jan 2006,52,2,154,80,288,
Feb 2006,51,2,143,80,276,
Mar 2006,45,2,150,80,277,
Apr 2006,47,2,188,80,317,
May 2006,52,2,216,0,270,
Jun 2006,44,2,241,0,287,
Jul 2006,48,2,234,0,284,
Aug 2006,52,2,240,0,294,
Sep 2006,54,2,272,0,328,
Oct 2006,46,4,292,0,342,
Nov 2006,39,4,272,0,315,
Dec 2006,47,4,307,0,358,
Jan 2007,44,4,277,0,325,
Feb 2007,33,4,275,0,312,
Mar 2007,44,2,257,0,303,
Apr 2007,40,2,280,0,322,
May 2007,63,2,245,0,310,
Jun 2007,56,2,245,0,303,
Jul 2007,52,2,242,0,296,
Aug 2007,50,2,221,0,273,
Sep 2007,46,2,216,43,307,
Oct 2007,38,2,244,43,327,
Nov 2007,51,0,253,237,541,
Dec 2007,56,0,256,237,549,
Jan 2008,55,0,253,237,545,
Feb 2008,59,0,274,237,570,
Mar 2008,59,0,263,43,365,
Apr 2008,47,0,258,43,348,
May 2008,47,0,239,61,347,
Jun 2008,56,0,230,61,347,
Jul 2008,59,0,197,66,322,
Aug 2008,57,0,214,72,343,
Sep 2008,58,0,174,78,310,
Oct 2008,54,0,156,78,288,
Nov 2008,57,0,128,60,245,
Dec 2008,51,0,124,17,192,
Jan 2009,44,0,124,17,185,
Feb 2009,42,0,124,17,183,
Mar 2009,33,0,99,17,149,
Apr 2009,23,0,96,0,119,
May 2009,26,0,101,0,127,
Jun 2009,32,0,103,0,135,
Jul 2009,29,0,118,0,147,
Aug 2009,38,0,132,182,352,
Sep 2009,38,0,132,182,352,
Oct 2009,51,0,143,182,376,
Nov 2009,48,0,142,182,372,
Dec 2009,38,0,163,182,383,
Jan 2010,31,0,157,182,370,
Feb 2010,36,0,161,182,379,
Mar 2010,40,0,159,182,381,
Apr 2010,45,0,169,182,396,
May 2010,55,0,161,182,398,
Jun 2010,55,0,156,244,455,
Jul 2010,54,0,158,272,484,
Aug 2010,55,0,157,272,484,
Sep 2010,49,0,178,272,499,
Oct 2010,55,0,145,272,472,
Nov 2010,53,0,146,272,471,
Dec 2010,50,0,128,272,450,
Jan 2011,48,0,126,465,639,
Feb 2011,52,0,126,465,643,
Mar 2011,51,0,117,465,633,
Apr 2011,54,0,105,465,624,
May 2011,58,0,110,283,451,
Jun 2011,58,0,111,221,390,
Jul 2011,51,0,106,293,450,
Aug 2011,45,0,95,293,433,
Sep 2011,42,0,104,307,453,
Oct 2011,36,0,103,307,446,
Nov 2011,34,0,148,307,489,
Dec 2011,35,0,142,307,484,
Jan 2012,33,0,150,307,490,
Feb 2012,38,0,151,307,496,
Mar 2012,41,0,149,307,497,
Apr 2012,49,0,122,307,478,
May 2012,42,0,106,279,427,
Jun 2012,43,0,135,566,744,
Jul 2012,47,0,145,562,754,
Aug 2012,48,0,135,562,745,
Sep 2012,44,0,146,562,752,
Oct 2012,37,0,137,562,736,
Nov 2012,36,0,141,713,890,
Dec 2012,34,0,112,645,791,
Jan 2013,34,0,126,645,805,
Feb 2013,36,0,134,645,815,
Mar 2013,37,0,137,645,819,
Apr 2013,39,0,139,645,823,
May 2013,45,2,169,645,861,
Jun 2013,43,2,190,645,880,
Jul 2013,50,2,223,645,920,
Aug 2013,53,2,249,645,949,
Sep 2013,51,0,254,600,905,
Oct 2013,46,0,269,600,915,
Nov 2013,34,0,262,600,896,
Dec 2013,32,0,254,797,"1,083",
Jan 2014,34,0,239,797,"1,070",
Feb 2014,36,0,232,797,"1,065",
Mar 2014,33,0,237,797,"1,067",
Apr 2014,34,0,212,809,"1,055",
May 2014,32,0,163,885,"1,080",
Jun 2014,25,0,164,885,"1,074",
Jul 2014,29,0,199,959,"1,187",
Aug 2014,34,0,228,813,"1,075",
Sep 2014,43,0,240,815,"1,098",
Oct 2014,49,0,238,823,"1,110",
Nov 2014,52,0,288,580,920,
Dec 2014,54,0,241,580,875,
Jan 2015,57,0,255,415,727,
Feb 2015,55,0,250,415,720,
Mar 2015,39,0,233,415,687,
Apr 2015,37,0,260,267,564,
May 2015,27,0,282,267,576,
Jun 2015,26,0,297,267,590,
Jul 2015,19,0,275,267,561,
Aug 2015,11,0,256,435,702,
Sep 2015,11,0,253,435,699,
Oct 2015,14,2,212,435,663,
Nov 2015,19,2,196,435,652,
Dec 2015,16,2,178,413,609,
Jan 2016,15,2,140,415,572,
Feb 2016,11,2,151,415,579,
Mar 2016,10,2,151,262,425,
Apr 2016,9,2,138,259,408,
May 2016,10,0,158,259,427,
Jun 2016,12,0,151,204,367,
Jul 2016,16,0,176,204,396,
Aug 2016,20,0,206,403,629,
Sep 2016,14,0,196,403,613,
Oct 2016,12,0,207,373,592,
Nov 2016,13,0,217,389,619,
Dec 2016,14,0,203,429,646,
Jan 2017,14,0,231,429,674,
Feb 2017,16,0,281,429,726,
Mar 2017,17,0,325,429,771,
Apr 2017,18,0,349,413,780,
