"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35516",2006-07-01,"2006","65 - 74",50,"Census","Mobility 5 of 65 and over"
"35516",2006-07-01,"2006","75 - 84",20,"Census","Mobility 5 of 65 and over"
"35516",2006-07-01,"2006","85+",10,"Census","Mobility 5 of 65 and over"
"35516",2006-07-01,"2006","Total 65+",80,"Census","Mobility 5 of 65 and over"
"35516",2006-07-01,"2006","Total",2880,"Census","Mobility 5 of 65 and over"
"35516",2011-07-01,"2011","65 - 74",70,"Census","Mobility 5 of 65 and over"
"35516",2011-07-01,"2011","75 - 84",10,"Census","Mobility 5 of 65 and over"
"35516",2011-07-01,"2011","85+",0,"Census","Mobility 5 of 65 and over"
"35516",2011-07-01,"2011","Total 65+",80,"Census","Mobility 5 of 65 and over"
"35516",2011-07-01,"2011","Total",3300,"Census","Mobility 5 of 65 and over"
"35516",2016-07-01,"2016","65 - 74",60,"Census","Mobility 5 of 65 and over"
"35516",2016-07-01,"2016","75 - 84",30,"Census","Mobility 5 of 65 and over"
"35516",2016-07-01,"2016","85+",0,"Census","Mobility 5 of 65 and over"
"35516",2016-07-01,"2016","Total 65+",95,"Census","Mobility 5 of 65 and over"
"35516",2016-07-01,"2016","Total",3315,"Census","Mobility 5 of 65 and over"
"35516",2021-07-01,"2021","65 - 74",135,"Census","Mobility 5 of 65 and over"
"35516",2021-07-01,"2021","75 - 84",55,"Census","Mobility 5 of 65 and over"
"35516",2021-07-01,"2021","85+",10,"Census","Mobility 5 of 65 and over"
"35516",2021-07-01,"2021","Total 65+",200,"Census","Mobility 5 of 65 and over"
"35516",2021-07-01,"2021","Total",3625,"Census","Mobility 5 of 65 and over"
