"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35575",2006-07-01,"2006","65 - 74",730,"Census","Mobility 5 of 65 and over"
"35575",2006-07-01,"2006","75 - 84",445,"Census","Mobility 5 of 65 and over"
"35575",2006-07-01,"2006","85+",95,"Census","Mobility 5 of 65 and over"
"35575",2006-07-01,"2006","Total 65+",1275,"Census","Mobility 5 of 65 and over"
"35575",2006-07-01,"2006","Total",10920,"Census","Mobility 5 of 65 and over"
"35575",2011-07-01,"2011","65 - 74",840,"Census","Mobility 5 of 65 and over"
"35575",2011-07-01,"2011","75 - 84",310,"Census","Mobility 5 of 65 and over"
"35575",2011-07-01,"2011","85+",115,"Census","Mobility 5 of 65 and over"
"35575",2011-07-01,"2011","Total 65+",1270,"Census","Mobility 5 of 65 and over"
"35575",2011-07-01,"2011","Total",11510,"Census","Mobility 5 of 65 and over"
"35575",2016-07-01,"2016","65 - 74",775,"Census","Mobility 5 of 65 and over"
"35575",2016-07-01,"2016","75 - 84",450,"Census","Mobility 5 of 65 and over"
"35575",2016-07-01,"2016","85+",170,"Census","Mobility 5 of 65 and over"
"35575",2016-07-01,"2016","Total 65+",1395,"Census","Mobility 5 of 65 and over"
"35575",2016-07-01,"2016","Total",10565,"Census","Mobility 5 of 65 and over"
"35575",2021-07-01,"2021","65 - 74",1285,"Census","Mobility 5 of 65 and over"
"35575",2021-07-01,"2021","75 - 84",535,"Census","Mobility 5 of 65 and over"
"35575",2021-07-01,"2021","85+",195,"Census","Mobility 5 of 65 and over"
"35575",2021-07-01,"2021","Total 65+",2015,"Census","Mobility 5 of 65 and over"
"35575",2021-07-01,"2021","Total",11710,"Census","Mobility 5 of 65 and over"
