"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35571",2006-07-01,"2006","65 - 74",540,"Census","Mobility 5 of 65 and over"
"35571",2006-07-01,"2006","75 - 84",290,"Census","Mobility 5 of 65 and over"
"35571",2006-07-01,"2006","85+",55,"Census","Mobility 5 of 65 and over"
"35571",2006-07-01,"2006","Total 65+",890,"Census","Mobility 5 of 65 and over"
"35571",2006-07-01,"2006","Total",5450,"Census","Mobility 5 of 65 and over"
"35571",2011-07-01,"2011","65 - 74",515,"Census","Mobility 5 of 65 and over"
"35571",2011-07-01,"2011","75 - 84",295,"Census","Mobility 5 of 65 and over"
"35571",2011-07-01,"2011","85+",55,"Census","Mobility 5 of 65 and over"
"35571",2011-07-01,"2011","Total 65+",865,"Census","Mobility 5 of 65 and over"
"35571",2011-07-01,"2011","Total",4820,"Census","Mobility 5 of 65 and over"
"35571",2016-07-01,"2016","65 - 74",780,"Census","Mobility 5 of 65 and over"
"35571",2016-07-01,"2016","75 - 84",325,"Census","Mobility 5 of 65 and over"
"35571",2016-07-01,"2016","85+",90,"Census","Mobility 5 of 65 and over"
"35571",2016-07-01,"2016","Total 65+",1195,"Census","Mobility 5 of 65 and over"
"35571",2016-07-01,"2016","Total",5360,"Census","Mobility 5 of 65 and over"
"35571",2021-07-01,"2021","65 - 74",785,"Census","Mobility 5 of 65 and over"
"35571",2021-07-01,"2021","75 - 84",360,"Census","Mobility 5 of 65 and over"
"35571",2021-07-01,"2021","85+",120,"Census","Mobility 5 of 65 and over"
"35571",2021-07-01,"2021","Total 65+",1270,"Census","Mobility 5 of 65 and over"
"35571",2021-07-01,"2021","Total",4485,"Census","Mobility 5 of 65 and over"
