"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"12210",2006-07-01,"2006","65 - 74",290,"Census","Mobility 5 of 65 and over"
"12210",2006-07-01,"2006","75 - 84",170,"Census","Mobility 5 of 65 and over"
"12210",2006-07-01,"2006","85+",35,"Census","Mobility 5 of 65 and over"
"12210",2006-07-01,"2006","Total 65+",495,"Census","Mobility 5 of 65 and over"
"12210",2006-07-01,"2006","Total",3880,"Census","Mobility 5 of 65 and over"
"12210",2011-07-01,"2011","65 - 74",295,"Census","Mobility 5 of 65 and over"
"12210",2011-07-01,"2011","75 - 84",145,"Census","Mobility 5 of 65 and over"
"12210",2011-07-01,"2011","85+",0,"Census","Mobility 5 of 65 and over"
"12210",2011-07-01,"2011","Total 65+",450,"Census","Mobility 5 of 65 and over"
"12210",2011-07-01,"2011","Total",4155,"Census","Mobility 5 of 65 and over"
"12210",2016-07-01,"2016","65 - 74",285,"Census","Mobility 5 of 65 and over"
"12210",2016-07-01,"2016","75 - 84",190,"Census","Mobility 5 of 65 and over"
"12210",2016-07-01,"2016","85+",30,"Census","Mobility 5 of 65 and over"
"12210",2016-07-01,"2016","Total 65+",505,"Census","Mobility 5 of 65 and over"
"12210",2016-07-01,"2016","Total",3720,"Census","Mobility 5 of 65 and over"
"12210",2021-07-01,"2021","65 - 74",520,"Census","Mobility 5 of 65 and over"
"12210",2021-07-01,"2021","75 - 84",235,"Census","Mobility 5 of 65 and over"
"12210",2021-07-01,"2021","85+",60,"Census","Mobility 5 of 65 and over"
"12210",2021-07-01,"2021","Total 65+",810,"Census","Mobility 5 of 65 and over"
"12210",2021-07-01,"2021","Total",4435,"Census","Mobility 5 of 65 and over"
