"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35535",2006-07-01,"2006","65 - 74",33070,"Census","Mobility 5 of 65 and over"
"35535",2006-07-01,"2006","75 - 84",18335,"Census","Mobility 5 of 65 and over"
"35535",2006-07-01,"2006","85+",4540,"Census","Mobility 5 of 65 and over"
"35535",2006-07-01,"2006","Total 65+",55945,"Census","Mobility 5 of 65 and over"
"35535",2006-07-01,"2006","Total",804010,"Census","Mobility 5 of 65 and over"
"35535",2011-07-01,"2011","65 - 74",36755,"Census","Mobility 5 of 65 and over"
"35535",2011-07-01,"2011","75 - 84",18315,"Census","Mobility 5 of 65 and over"
"35535",2011-07-01,"2011","85+",5230,"Census","Mobility 5 of 65 and over"
"35535",2011-07-01,"2011","Total 65+",60300,"Census","Mobility 5 of 65 and over"
"35535",2011-07-01,"2011","Total",801375,"Census","Mobility 5 of 65 and over"
"35535",2016-07-01,"2016","65 - 74",44900,"Census","Mobility 5 of 65 and over"
"35535",2016-07-01,"2016","75 - 84",19735,"Census","Mobility 5 of 65 and over"
"35535",2016-07-01,"2016","85+",5900,"Census","Mobility 5 of 65 and over"
"35535",2016-07-01,"2016","Total 65+",70540,"Census","Mobility 5 of 65 and over"
"35535",2016-07-01,"2016","Total",824025,"Census","Mobility 5 of 65 and over"
"35535",2021-07-01,"2021","65 - 74",47550,"Census","Mobility 5 of 65 and over"
"35535",2021-07-01,"2021","75 - 84",21240,"Census","Mobility 5 of 65 and over"
"35535",2021-07-01,"2021","85+",6810,"Census","Mobility 5 of 65 and over"
"35535",2021-07-01,"2021","Total 65+",75595,"Census","Mobility 5 of 65 and over"
"35535",2021-07-01,"2021","Total",813630,"Census","Mobility 5 of 65 and over"
