"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35586",2006-07-01,"2006","65 - 74",325,"Census","Mobility 5 of 65 and over"
"35586",2006-07-01,"2006","75 - 84",215,"Census","Mobility 5 of 65 and over"
"35586",2006-07-01,"2006","85+",45,"Census","Mobility 5 of 65 and over"
"35586",2006-07-01,"2006","Total 65+",575,"Census","Mobility 5 of 65 and over"
"35586",2006-07-01,"2006","Total",6845,"Census","Mobility 5 of 65 and over"
"35586",2011-07-01,"2011","65 - 74",375,"Census","Mobility 5 of 65 and over"
"35586",2011-07-01,"2011","75 - 84",200,"Census","Mobility 5 of 65 and over"
"35586",2011-07-01,"2011","85+",25,"Census","Mobility 5 of 65 and over"
"35586",2011-07-01,"2011","Total 65+",595,"Census","Mobility 5 of 65 and over"
"35586",2011-07-01,"2011","Total",6110,"Census","Mobility 5 of 65 and over"
"35586",2016-07-01,"2016","65 - 74",375,"Census","Mobility 5 of 65 and over"
"35586",2016-07-01,"2016","75 - 84",255,"Census","Mobility 5 of 65 and over"
"35586",2016-07-01,"2016","85+",55,"Census","Mobility 5 of 65 and over"
"35586",2016-07-01,"2016","Total 65+",685,"Census","Mobility 5 of 65 and over"
"35586",2016-07-01,"2016","Total",6030,"Census","Mobility 5 of 65 and over"
"35586",2021-07-01,"2021","65 - 74",505,"Census","Mobility 5 of 65 and over"
"35586",2021-07-01,"2021","75 - 84",225,"Census","Mobility 5 of 65 and over"
"35586",2021-07-01,"2021","85+",40,"Census","Mobility 5 of 65 and over"
"35586",2021-07-01,"2021","Total 65+",775,"Census","Mobility 5 of 65 and over"
"35586",2021-07-01,"2021","Total",6305,"Census","Mobility 5 of 65 and over"
