"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"59915",2006-07-01,"2006","65 - 74",3385,"Census","Mobility 5 of 65 and over"
"59915",2006-07-01,"2006","75 - 84",2135,"Census","Mobility 5 of 65 and over"
"59915",2006-07-01,"2006","85+",570,"Census","Mobility 5 of 65 and over"
"59915",2006-07-01,"2006","Total 65+",6090,"Census","Mobility 5 of 65 and over"
"59915",2006-07-01,"2006","Total",33600,"Census","Mobility 5 of 65 and over"
"59915",2011-07-01,"2011","65 - 74",2630,"Census","Mobility 5 of 65 and over"
"59915",2011-07-01,"2011","75 - 84",1815,"Census","Mobility 5 of 65 and over"
"59915",2011-07-01,"2011","85+",455,"Census","Mobility 5 of 65 and over"
"59915",2011-07-01,"2011","Total 65+",4900,"Census","Mobility 5 of 65 and over"
"59915",2011-07-01,"2011","Total",33230,"Census","Mobility 5 of 65 and over"
"59915",2016-07-01,"2016","65 - 74",3840,"Census","Mobility 5 of 65 and over"
"59915",2016-07-01,"2016","75 - 84",1590,"Census","Mobility 5 of 65 and over"
"59915",2016-07-01,"2016","85+",465,"Census","Mobility 5 of 65 and over"
"59915",2016-07-01,"2016","Total 65+",5890,"Census","Mobility 5 of 65 and over"
"59915",2016-07-01,"2016","Total",35360,"Census","Mobility 5 of 65 and over"
"59915",2021-07-01,"2021","65 - 74",5260,"Census","Mobility 5 of 65 and over"
"59915",2021-07-01,"2021","75 - 84",2255,"Census","Mobility 5 of 65 and over"
"59915",2021-07-01,"2021","85+",775,"Census","Mobility 5 of 65 and over"
"59915",2021-07-01,"2021","Total 65+",8290,"Census","Mobility 5 of 65 and over"
"59915",2021-07-01,"2021","Total",45200,"Census","Mobility 5 of 65 and over"
