"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"59940",2006-07-01,"2006","65 - 74",270,"Census","Mobility 5 of 65 and over"
"59940",2006-07-01,"2006","75 - 84",170,"Census","Mobility 5 of 65 and over"
"59940",2006-07-01,"2006","85+",45,"Census","Mobility 5 of 65 and over"
"59940",2006-07-01,"2006","Total 65+",480,"Census","Mobility 5 of 65 and over"
"59940",2006-07-01,"2006","Total",4085,"Census","Mobility 5 of 65 and over"
"59940",2011-07-01,"2011","65 - 74",330,"Census","Mobility 5 of 65 and over"
"59940",2011-07-01,"2011","75 - 84",245,"Census","Mobility 5 of 65 and over"
"59940",2011-07-01,"2011","85+",35,"Census","Mobility 5 of 65 and over"
"59940",2011-07-01,"2011","Total 65+",615,"Census","Mobility 5 of 65 and over"
"59940",2011-07-01,"2011","Total",4220,"Census","Mobility 5 of 65 and over"
"59940",2016-07-01,"2016","65 - 74",400,"Census","Mobility 5 of 65 and over"
"59940",2016-07-01,"2016","75 - 84",170,"Census","Mobility 5 of 65 and over"
"59940",2016-07-01,"2016","85+",60,"Census","Mobility 5 of 65 and over"
"59940",2016-07-01,"2016","Total 65+",630,"Census","Mobility 5 of 65 and over"
"59940",2016-07-01,"2016","Total",3850,"Census","Mobility 5 of 65 and over"
"59940",2021-07-01,"2021","65 - 74",620,"Census","Mobility 5 of 65 and over"
"59940",2021-07-01,"2021","75 - 84",270,"Census","Mobility 5 of 65 and over"
"59940",2021-07-01,"2021","85+",65,"Census","Mobility 5 of 65 and over"
"59940",2021-07-01,"2021","Total 65+",965,"Census","Mobility 5 of 65 and over"
"59940",2021-07-01,"2021","Total",4540,"Census","Mobility 5 of 65 and over"
