"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35543",2006-07-01,"2006","65 - 74",1175,"Census","Mobility 5 of 65 and over"
"35543",2006-07-01,"2006","75 - 84",835,"Census","Mobility 5 of 65 and over"
"35543",2006-07-01,"2006","85+",140,"Census","Mobility 5 of 65 and over"
"35543",2006-07-01,"2006","Total 65+",2150,"Census","Mobility 5 of 65 and over"
"35543",2006-07-01,"2006","Total",19025,"Census","Mobility 5 of 65 and over"
"35543",2011-07-01,"2011","65 - 74",1460,"Census","Mobility 5 of 65 and over"
"35543",2011-07-01,"2011","75 - 84",810,"Census","Mobility 5 of 65 and over"
"35543",2011-07-01,"2011","85+",200,"Census","Mobility 5 of 65 and over"
"35543",2011-07-01,"2011","Total 65+",2480,"Census","Mobility 5 of 65 and over"
"35543",2011-07-01,"2011","Total",18870,"Census","Mobility 5 of 65 and over"
"35543",2016-07-01,"2016","65 - 74",1430,"Census","Mobility 5 of 65 and over"
"35543",2016-07-01,"2016","75 - 84",640,"Census","Mobility 5 of 65 and over"
"35543",2016-07-01,"2016","85+",160,"Census","Mobility 5 of 65 and over"
"35543",2016-07-01,"2016","Total 65+",2225,"Census","Mobility 5 of 65 and over"
"35543",2016-07-01,"2016","Total",18165,"Census","Mobility 5 of 65 and over"
"35543",2021-07-01,"2021","65 - 74",1880,"Census","Mobility 5 of 65 and over"
"35543",2021-07-01,"2021","75 - 84",765,"Census","Mobility 5 of 65 and over"
"35543",2021-07-01,"2021","85+",235,"Census","Mobility 5 of 65 and over"
"35543",2021-07-01,"2021","Total 65+",2880,"Census","Mobility 5 of 65 and over"
"35543",2021-07-01,"2021","Total",19960,"Census","Mobility 5 of 65 and over"
