"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"47705",2006-07-01,"2006","65 - 74",1440,"Census","Mobility 5 of 65 and over"
"47705",2006-07-01,"2006","75 - 84",1510,"Census","Mobility 5 of 65 and over"
"47705",2006-07-01,"2006","85+",615,"Census","Mobility 5 of 65 and over"
"47705",2006-07-01,"2006","Total 65+",3570,"Census","Mobility 5 of 65 and over"
"47705",2006-07-01,"2006","Total",34180,"Census","Mobility 5 of 65 and over"
"47705",2011-07-01,"2011","65 - 74",1540,"Census","Mobility 5 of 65 and over"
"47705",2011-07-01,"2011","75 - 84",1310,"Census","Mobility 5 of 65 and over"
"47705",2011-07-01,"2011","85+",725,"Census","Mobility 5 of 65 and over"
"47705",2011-07-01,"2011","Total 65+",3575,"Census","Mobility 5 of 65 and over"
"47705",2011-07-01,"2011","Total",36240,"Census","Mobility 5 of 65 and over"
"47705",2016-07-01,"2016","65 - 74",1725,"Census","Mobility 5 of 65 and over"
"47705",2016-07-01,"2016","75 - 84",1160,"Census","Mobility 5 of 65 and over"
"47705",2016-07-01,"2016","85+",575,"Census","Mobility 5 of 65 and over"
"47705",2016-07-01,"2016","Total 65+",3460,"Census","Mobility 5 of 65 and over"
"47705",2016-07-01,"2016","Total",39935,"Census","Mobility 5 of 65 and over"
"47705",2021-07-01,"2021","65 - 74",2260,"Census","Mobility 5 of 65 and over"
"47705",2021-07-01,"2021","75 - 84",1185,"Census","Mobility 5 of 65 and over"
"47705",2021-07-01,"2021","85+",700,"Census","Mobility 5 of 65 and over"
"47705",2021-07-01,"2021","Total 65+",4150,"Census","Mobility 5 of 65 and over"
"47705",2021-07-01,"2021","Total",39860,"Census","Mobility 5 of 65 and over"
