"GeoUID","Date","DateString","Bedroom Type","Value","Quality","Survey","Series"
"59936",2023-10-01,"2023 October","Studio",NA,NA,"Rms","Vacancy Rate"
"59936",2023-10-01,"2023 October","1 Bedroom",NA,NA,"Rms","Vacancy Rate"
"59936",2023-10-01,"2023 October","2 Bedroom",1.5,"Fair (Use with Caution)","Rms","Vacancy Rate"
"59936",2023-10-01,"2023 October","3 Bedroom +",NA,NA,"Rms","Vacancy Rate"
"59936",2023-10-01,"2023 October","Total",0.6,"Very good","Rms","Vacancy Rate"
"59936",2024-10-01,"2024 October","Studio",NA,NA,"Rms","Vacancy Rate"
"59936",2024-10-01,"2024 October","1 Bedroom",NA,NA,"Rms","Vacancy Rate"
"59936",2024-10-01,"2024 October","2 Bedroom",6.3,"Very good","Rms","Vacancy Rate"
"59936",2024-10-01,"2024 October","3 Bedroom +",NA,NA,"Rms","Vacancy Rate"
"59936",2024-10-01,"2024 October","Total",3.1,"Good","Rms","Vacancy Rate"
"59936",2025-10-01,"2025 October","Studio",NA,NA,"Rms","Vacancy Rate"
"59936",2025-10-01,"2025 October","1 Bedroom",NA,NA,"Rms","Vacancy Rate"
"59936",2025-10-01,"2025 October","2 Bedroom",NA,NA,"Rms","Vacancy Rate"
"59936",2025-10-01,"2025 October","3 Bedroom +",NA,NA,"Rms","Vacancy Rate"
"59936",2025-10-01,"2025 October","Total",NA,NA,"Rms","Vacancy Rate"
