"GeoUID","Date","DateString","Dwelling Type","Value","Survey","Series"
"35532",1990-01-01,"Jan 1990","Single",100,"Scss","Share absorbed at completion"
"35532",1990-01-01,"Jan 1990","Semi-Detached",NA,"Scss","Share absorbed at completion"
"35532",1990-01-01,"Jan 1990","Row",75,"Scss","Share absorbed at completion"
"35532",1990-01-01,"Jan 1990","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1990-01-01,"Jan 1990","All",98.7,"Scss","Share absorbed at completion"
"35532",1990-02-01,"Feb 1990","Single",99.2,"Scss","Share absorbed at completion"
"35532",1990-02-01,"Feb 1990","Semi-Detached",NA,"Scss","Share absorbed at completion"
"35532",1990-02-01,"Feb 1990","Row",NA,"Scss","Share absorbed at completion"
"35532",1990-02-01,"Feb 1990","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1990-02-01,"Feb 1990","All",99.2,"Scss","Share absorbed at completion"
"35532",1990-03-01,"Mar 1990","Single",98.1,"Scss","Share absorbed at completion"
"35532",1990-03-01,"Mar 1990","Semi-Detached",100,"Scss","Share absorbed at completion"
"35532",1990-03-01,"Mar 1990","Row",48.3,"Scss","Share absorbed at completion"
"35532",1990-03-01,"Mar 1990","Apartment",66.7,"Scss","Share absorbed at completion"
"35532",1990-03-01,"Mar 1990","All",95,"Scss","Share absorbed at completion"
"35532",1990-04-01,"Apr 1990","Single",99.3,"Scss","Share absorbed at completion"
"35532",1990-04-01,"Apr 1990","Semi-Detached",NA,"Scss","Share absorbed at completion"
"35532",1990-04-01,"Apr 1990","Row",46.7,"Scss","Share absorbed at completion"
"35532",1990-04-01,"Apr 1990","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1990-04-01,"Apr 1990","All",94.1,"Scss","Share absorbed at completion"
"35532",1990-05-01,"May 1990","Single",99.2,"Scss","Share absorbed at completion"
"35532",1990-05-01,"May 1990","Semi-Detached",100,"Scss","Share absorbed at completion"
"35532",1990-05-01,"May 1990","Row",NA,"Scss","Share absorbed at completion"
"35532",1990-05-01,"May 1990","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1990-05-01,"May 1990","All",99.3,"Scss","Share absorbed at completion"
"35532",1990-06-01,"Jun 1990","Single",96.7,"Scss","Share absorbed at completion"
"35532",1990-06-01,"Jun 1990","Semi-Detached",NA,"Scss","Share absorbed at completion"
"35532",1990-06-01,"Jun 1990","Row",NA,"Scss","Share absorbed at completion"
"35532",1990-06-01,"Jun 1990","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1990-06-01,"Jun 1990","All",96.7,"Scss","Share absorbed at completion"
"35532",1990-07-01,"Jul 1990","Single",99.2,"Scss","Share absorbed at completion"
"35532",1990-07-01,"Jul 1990","Semi-Detached",100,"Scss","Share absorbed at completion"
"35532",1990-07-01,"Jul 1990","Row",NA,"Scss","Share absorbed at completion"
"35532",1990-07-01,"Jul 1990","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1990-07-01,"Jul 1990","All",99.2,"Scss","Share absorbed at completion"
"35532",1990-08-01,"Aug 1990","Single",98,"Scss","Share absorbed at completion"
"35532",1990-08-01,"Aug 1990","Semi-Detached",83.3,"Scss","Share absorbed at completion"
"35532",1990-08-01,"Aug 1990","Row",NA,"Scss","Share absorbed at completion"
"35532",1990-08-01,"Aug 1990","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1990-08-01,"Aug 1990","All",97.4,"Scss","Share absorbed at completion"
"35532",1990-09-01,"Sep 1990","Single",100,"Scss","Share absorbed at completion"
"35532",1990-09-01,"Sep 1990","Semi-Detached",100,"Scss","Share absorbed at completion"
"35532",1990-09-01,"Sep 1990","Row",NA,"Scss","Share absorbed at completion"
"35532",1990-09-01,"Sep 1990","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1990-09-01,"Sep 1990","All",100,"Scss","Share absorbed at completion"
"35532",1990-10-01,"Oct 1990","Single",99.4,"Scss","Share absorbed at completion"
"35532",1990-10-01,"Oct 1990","Semi-Detached",60,"Scss","Share absorbed at completion"
"35532",1990-10-01,"Oct 1990","Row",100,"Scss","Share absorbed at completion"
"35532",1990-10-01,"Oct 1990","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1990-10-01,"Oct 1990","All",97.6,"Scss","Share absorbed at completion"
"35532",1990-11-01,"Nov 1990","Single",99.3,"Scss","Share absorbed at completion"
"35532",1990-11-01,"Nov 1990","Semi-Detached",50,"Scss","Share absorbed at completion"
"35532",1990-11-01,"Nov 1990","Row",47.1,"Scss","Share absorbed at completion"
"35532",1990-11-01,"Nov 1990","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1990-11-01,"Nov 1990","All",89.7,"Scss","Share absorbed at completion"
"35532",1990-12-01,"Dec 1990","Single",100,"Scss","Share absorbed at completion"
"35532",1990-12-01,"Dec 1990","Semi-Detached",50,"Scss","Share absorbed at completion"
"35532",1990-12-01,"Dec 1990","Row",25.6,"Scss","Share absorbed at completion"
"35532",1990-12-01,"Dec 1990","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1990-12-01,"Dec 1990","All",79.4,"Scss","Share absorbed at completion"
"35532",1991-01-01,"Jan 1991","Single",100,"Scss","Share absorbed at completion"
"35532",1991-01-01,"Jan 1991","Semi-Detached",50,"Scss","Share absorbed at completion"
"35532",1991-01-01,"Jan 1991","Row",96.5,"Scss","Share absorbed at completion"
"35532",1991-01-01,"Jan 1991","Apartment",92.8,"Scss","Share absorbed at completion"
"35532",1991-01-01,"Jan 1991","All",95.9,"Scss","Share absorbed at completion"
"35532",1991-02-01,"Feb 1991","Single",90.9,"Scss","Share absorbed at completion"
"35532",1991-02-01,"Feb 1991","Semi-Detached",100,"Scss","Share absorbed at completion"
"35532",1991-02-01,"Feb 1991","Row",NA,"Scss","Share absorbed at completion"
"35532",1991-02-01,"Feb 1991","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1991-02-01,"Feb 1991","All",91.1,"Scss","Share absorbed at completion"
"35532",1991-03-01,"Mar 1991","Single",98.4,"Scss","Share absorbed at completion"
"35532",1991-03-01,"Mar 1991","Semi-Detached",50,"Scss","Share absorbed at completion"
"35532",1991-03-01,"Mar 1991","Row",NA,"Scss","Share absorbed at completion"
"35532",1991-03-01,"Mar 1991","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1991-03-01,"Mar 1991","All",92.9,"Scss","Share absorbed at completion"
"35532",1991-04-01,"Apr 1991","Single",98.3,"Scss","Share absorbed at completion"
"35532",1991-04-01,"Apr 1991","Semi-Detached",NA,"Scss","Share absorbed at completion"
"35532",1991-04-01,"Apr 1991","Row",100,"Scss","Share absorbed at completion"
"35532",1991-04-01,"Apr 1991","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1991-04-01,"Apr 1991","All",98.3,"Scss","Share absorbed at completion"
"35532",1991-05-01,"May 1991","Single",98,"Scss","Share absorbed at completion"
"35532",1991-05-01,"May 1991","Semi-Detached",71.4,"Scss","Share absorbed at completion"
"35532",1991-05-01,"May 1991","Row",NA,"Scss","Share absorbed at completion"
"35532",1991-05-01,"May 1991","Apartment",NA,"Scss","Share absorbed at completion"
"35532",1991-05-01,"May 1991","All",94.8,"Scss","Share absorbed at completion"
"35532",1991-06-01,"Jun 1991","Single",96.5,"Scss","Share absorbed at completion"
