"GeoUID","Date","DateString","Dwelling Type","Value","Survey","Series"
"59935",1990-01-01,"Jan 1990","Single",88.7,"Scss","Share absorbed at completion"
"59935",1990-01-01,"Jan 1990","Semi-Detached",50,"Scss","Share absorbed at completion"
"59935",1990-01-01,"Jan 1990","Row",17.6,"Scss","Share absorbed at completion"
"59935",1990-01-01,"Jan 1990","Apartment",NA,"Scss","Share absorbed at completion"
"59935",1990-01-01,"Jan 1990","All",79.7,"Scss","Share absorbed at completion"
"59935",1990-02-01,"Feb 1990","Single",76.1,"Scss","Share absorbed at completion"
"59935",1990-02-01,"Feb 1990","Semi-Detached",47.1,"Scss","Share absorbed at completion"
"59935",1990-02-01,"Feb 1990","Row",60,"Scss","Share absorbed at completion"
"59935",1990-02-01,"Feb 1990","Apartment",62.1,"Scss","Share absorbed at completion"
"59935",1990-02-01,"Feb 1990","All",66.2,"Scss","Share absorbed at completion"
"59935",1990-03-01,"Mar 1990","Single",75.8,"Scss","Share absorbed at completion"
"59935",1990-03-01,"Mar 1990","Semi-Detached",100,"Scss","Share absorbed at completion"
"59935",1990-03-01,"Mar 1990","Row",27.3,"Scss","Share absorbed at completion"
"59935",1990-03-01,"Mar 1990","Apartment",20,"Scss","Share absorbed at completion"
"59935",1990-03-01,"Mar 1990","All",62.3,"Scss","Share absorbed at completion"
"59935",1990-04-01,"Apr 1990","Single",80.7,"Scss","Share absorbed at completion"
"59935",1990-04-01,"Apr 1990","Semi-Detached",50,"Scss","Share absorbed at completion"
"59935",1990-04-01,"Apr 1990","Row",56.3,"Scss","Share absorbed at completion"
"59935",1990-04-01,"Apr 1990","Apartment",28.9,"Scss","Share absorbed at completion"
"59935",1990-04-01,"Apr 1990","All",68.2,"Scss","Share absorbed at completion"
"59935",1990-05-01,"May 1990","Single",75,"Scss","Share absorbed at completion"
"59935",1990-05-01,"May 1990","Semi-Detached",75,"Scss","Share absorbed at completion"
"59935",1990-05-01,"May 1990","Row",52.6,"Scss","Share absorbed at completion"
"59935",1990-05-01,"May 1990","Apartment",NA,"Scss","Share absorbed at completion"
"59935",1990-05-01,"May 1990","All",72.3,"Scss","Share absorbed at completion"
"59935",1990-06-01,"Jun 1990","Single",75,"Scss","Share absorbed at completion"
"59935",1990-06-01,"Jun 1990","Semi-Detached",50,"Scss","Share absorbed at completion"
"59935",1990-06-01,"Jun 1990","Row",100,"Scss","Share absorbed at completion"
"59935",1990-06-01,"Jun 1990","Apartment",NA,"Scss","Share absorbed at completion"
"59935",1990-06-01,"Jun 1990","All",75,"Scss","Share absorbed at completion"
"59935",1990-07-01,"Jul 1990","Single",69,"Scss","Share absorbed at completion"
"59935",1990-07-01,"Jul 1990","Semi-Detached",100,"Scss","Share absorbed at completion"
"59935",1990-07-01,"Jul 1990","Row",85.7,"Scss","Share absorbed at completion"
"59935",1990-07-01,"Jul 1990","Apartment",100,"Scss","Share absorbed at completion"
"59935",1990-07-01,"Jul 1990","All",78.3,"Scss","Share absorbed at completion"
"59935",1990-08-01,"Aug 1990","Single",70,"Scss","Share absorbed at completion"
"59935",1990-08-01,"Aug 1990","Semi-Detached",20,"Scss","Share absorbed at completion"
"59935",1990-08-01,"Aug 1990","Row",71.4,"Scss","Share absorbed at completion"
"59935",1990-08-01,"Aug 1990","Apartment",44.4,"Scss","Share absorbed at completion"
"59935",1990-08-01,"Aug 1990","All",57.6,"Scss","Share absorbed at completion"
"59935",1990-09-01,"Sep 1990","Single",77,"Scss","Share absorbed at completion"
"59935",1990-09-01,"Sep 1990","Semi-Detached",100,"Scss","Share absorbed at completion"
"59935",1990-09-01,"Sep 1990","Row",23.7,"Scss","Share absorbed at completion"
"59935",1990-09-01,"Sep 1990","Apartment",54.8,"Scss","Share absorbed at completion"
"59935",1990-09-01,"Sep 1990","All",61.3,"Scss","Share absorbed at completion"
"59935",1990-10-01,"Oct 1990","Single",68.4,"Scss","Share absorbed at completion"
"59935",1990-10-01,"Oct 1990","Semi-Detached",16.7,"Scss","Share absorbed at completion"
"59935",1990-10-01,"Oct 1990","Row",57.7,"Scss","Share absorbed at completion"
"59935",1990-10-01,"Oct 1990","Apartment",58,"Scss","Share absorbed at completion"
"59935",1990-10-01,"Oct 1990","All",59.9,"Scss","Share absorbed at completion"
"59935",1990-11-01,"Nov 1990","Single",72.3,"Scss","Share absorbed at completion"
"59935",1990-11-01,"Nov 1990","Semi-Detached",38.9,"Scss","Share absorbed at completion"
"59935",1990-11-01,"Nov 1990","Row",0,"Scss","Share absorbed at completion"
"59935",1990-11-01,"Nov 1990","Apartment",9.4,"Scss","Share absorbed at completion"
"59935",1990-11-01,"Nov 1990","All",37.7,"Scss","Share absorbed at completion"
"59935",1990-12-01,"Dec 1990","Single",74.4,"Scss","Share absorbed at completion"
"59935",1990-12-01,"Dec 1990","Semi-Detached",25,"Scss","Share absorbed at completion"
"59935",1990-12-01,"Dec 1990","Row",0,"Scss","Share absorbed at completion"
"59935",1990-12-01,"Dec 1990","Apartment",93.8,"Scss","Share absorbed at completion"
"59935",1990-12-01,"Dec 1990","All",62,"Scss","Share absorbed at completion"
"59935",1991-01-01,"Jan 1991","Single",86,"Scss","Share absorbed at completion"
"59935",1991-01-01,"Jan 1991","Semi-Detached",57.1,"Scss","Share absorbed at completion"
"59935",1991-01-01,"Jan 1991","Row",6.3,"Scss","Share absorbed at completion"
"59935",1991-01-01,"Jan 1991","Apartment",43.7,"Scss","Share absorbed at completion"
"59935",1991-01-01,"Jan 1991","All",47.8,"Scss","Share absorbed at completion"
"59935",1991-02-01,"Feb 1991","Single",82.1,"Scss","Share absorbed at completion"
"59935",1991-02-01,"Feb 1991","Semi-Detached",100,"Scss","Share absorbed at completion"
"59935",1991-02-01,"Feb 1991","Row",50,"Scss","Share absorbed at completion"
"59935",1991-02-01,"Feb 1991","Apartment",12.5,"Scss","Share absorbed at completion"
"59935",1991-02-01,"Feb 1991","All",66.3,"Scss","Share absorbed at completion"
"59935",1991-03-01,"Mar 1991","Single",83.3,"Scss","Share absorbed at completion"
"59935",1991-03-01,"Mar 1991","Semi-Detached",66.7,"Scss","Share absorbed at completion"
"59935",1991-03-01,"Mar 1991","Row",20,"Scss","Share absorbed at completion"
"59935",1991-03-01,"Mar 1991","Apartment",NA,"Scss","Share absorbed at completion"
"59935",1991-03-01,"Mar 1991","All",67.5,"Scss","Share absorbed at completion"
"59935",1991-04-01,"Apr 1991","Single",73.6,"Scss","Share absorbed at completion"
"59935",1991-04-01,"Apr 1991","Semi-Detached",50,"Scss","Share absorbed at completion"
"59935",1991-04-01,"Apr 1991","Row",80,"Scss","Share absorbed at completion"
"59935",1991-04-01,"Apr 1991","Apartment",2.3,"Scss","Share absorbed at completion"
"59935",1991-04-01,"Apr 1991","All",45.6,"Scss","Share absorbed at completion"
"59935",1991-05-01,"May 1991","Single",91,"Scss","Share absorbed at completion"
"59935",1991-05-01,"May 1991","Semi-Detached",100,"Scss","Share absorbed at completion"
"59935",1991-05-01,"May 1991","Row",47.1,"Scss","Share absorbed at completion"
"59935",1991-05-01,"May 1991","Apartment",NA,"Scss","Share absorbed at completion"
"59935",1991-05-01,"May 1991","All",86,"Scss","Share absorbed at completion"
"59935",1991-06-01,"Jun 1991","Single",84.6,"Scss","Share absorbed at completion"
"59935",1991-06-01,"Jun 1991","Semi-Detached",0,"Scss","Share absorbed at completion"
"59935",1991-06-01,"Jun 1991","Row",0,"Scss","Share absorbed at completion"
"59935",1991-06-01,"Jun 1991","Apartment",16.7,"Scss","Share absorbed at completion"
"59935",1991-06-01,"Jun 1991","All",68,"Scss","Share absorbed at completion"
"59935",1991-07-01,"Jul 1991","Single",91.4,"Scss","Share absorbed at completion"
"59935",1991-07-01,"Jul 1991","Semi-Detached",33.3,"Scss","Share absorbed at completion"
"59935",1991-07-01,"Jul 1991","Row",0,"Scss","Share absorbed at completion"
"59935",1991-07-01,"Jul 1991","Apartment",40.7,"Scss","Share absorbed at completion"
"59935",1991-07-01,"Jul 1991","All",62.5,"Scss","Share absorbed at completion"
"59935",1991-08-01,"Aug 1991","Single",88.8,"Scss","Share absorbed at completion"
"59935",1991-08-01,"Aug 1991","Semi-Detached",28.6,"Scss","Share absorbed at completion"
"59935",1991-08-01,"Aug 1991","Row",100,"Scss","Share absorbed at completion"
"59935",1991-08-01,"Aug 1991","Apartment",41.8,"Scss","Share absorbed at completion"
"59935",1991-08-01,"Aug 1991","All",73.2,"Scss","Share absorbed at completion"
"59935",1991-09-01,"Sep 1991","Single",93.4,"Scss","Share absorbed at completion"
"59935",1991-09-01,"Sep 1991","Semi-Detached",100,"Scss","Share absorbed at completion"
"59935",1991-09-01,"Sep 1991","Row",35.7,"Scss","Share absorbed at completion"
"59935",1991-09-01,"Sep 1991","Apartment",NA,"Scss","Share absorbed at completion"
"59935",1991-09-01,"Sep 1991","All",85.8,"Scss","Share absorbed at completion"
"59935",1991-10-01,"Oct 1991","Single",86.6,"Scss","Share absorbed at completion"
"59935",1991-10-01,"Oct 1991","Semi-Detached",33.3,"Scss","Share absorbed at completion"
"59935",1991-10-01,"Oct 1991","Row",NA,"Scss","Share absorbed at completion"
"59935",1991-10-01,"Oct 1991","Apartment",NA,"Scss","Share absorbed at completion"
"59935",1991-10-01,"Oct 1991","All",83.9,"Scss","Share absorbed at completion"
"59935",1991-11-01,"Nov 1991","Single",82.5,"Scss","Share absorbed at completion"
"59935",1991-11-01,"Nov 1991","Semi-Detached",37.5,"Scss","Share absorbed at completion"
"59935",1991-11-01,"Nov 1991","Row",100,"Scss","Share absorbed at completion"
"59935",1991-11-01,"Nov 1991","Apartment",100,"Scss","Share absorbed at completion"
"59935",1991-11-01,"Nov 1991","All",83.3,"Scss","Share absorbed at completion"
"59935",1991-12-01,"Dec 1991","Single",78.9,"Scss","Share absorbed at completion"
"59935",1991-12-01,"Dec 1991","Semi-Detached",50,"Scss","Share absorbed at completion"
"59935",1991-12-01,"Dec 1991","Row",NA,"Scss","Share absorbed at completion"
"59935",1991-12-01,"Dec 1991","Apartment",NA,"Scss","Share absorbed at completion"
