"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"24405",2006-07-01,"2006","65 - 74",55,"Census","Mobility 1 of 65 and over"
"24405",2006-07-01,"2006","75 - 84",30,"Census","Mobility 1 of 65 and over"
"24405",2006-07-01,"2006","85+",0,"Census","Mobility 1 of 65 and over"
"24405",2006-07-01,"2006","Total 65+",85,"Census","Mobility 1 of 65 and over"
"24405",2006-07-01,"2006","Total",1505,"Census","Mobility 1 of 65 and over"
"24405",2011-07-01,"2011","65 - 74",70,"Census","Mobility 1 of 65 and over"
"24405",2011-07-01,"2011","75 - 84",70,"Census","Mobility 1 of 65 and over"
"24405",2011-07-01,"2011","85+",0,"Census","Mobility 1 of 65 and over"
"24405",2011-07-01,"2011","Total 65+",145,"Census","Mobility 1 of 65 and over"
"24405",2011-07-01,"2011","Total",1295,"Census","Mobility 1 of 65 and over"
"24405",2016-07-01,"2016","65 - 74",110,"Census","Mobility 1 of 65 and over"
"24405",2016-07-01,"2016","75 - 84",50,"Census","Mobility 1 of 65 and over"
"24405",2016-07-01,"2016","85+",10,"Census","Mobility 1 of 65 and over"
"24405",2016-07-01,"2016","Total 65+",170,"Census","Mobility 1 of 65 and over"
"24405",2016-07-01,"2016","Total",1400,"Census","Mobility 1 of 65 and over"
"24405",2021-07-01,"2021","65 - 74",160,"Census","Mobility 1 of 65 and over"
"24405",2021-07-01,"2021","75 - 84",75,"Census","Mobility 1 of 65 and over"
"24405",2021-07-01,"2021","85+",0,"Census","Mobility 1 of 65 and over"
"24405",2021-07-01,"2021","Total 65+",235,"Census","Mobility 1 of 65 and over"
"24405",2021-07-01,"2021","Total",1680,"Census","Mobility 1 of 65 and over"
