"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"24410",2006-07-01,"2006","65 - 74",90,"Census","Mobility 1 of 65 and over"
"24410",2006-07-01,"2006","75 - 84",80,"Census","Mobility 1 of 65 and over"
"24410",2006-07-01,"2006","85+",45,"Census","Mobility 1 of 65 and over"
"24410",2006-07-01,"2006","Total 65+",220,"Census","Mobility 1 of 65 and over"
"24410",2006-07-01,"2006","Total",1610,"Census","Mobility 1 of 65 and over"
"24410",2011-07-01,"2011","65 - 74",55,"Census","Mobility 1 of 65 and over"
"24410",2011-07-01,"2011","75 - 84",50,"Census","Mobility 1 of 65 and over"
"24410",2011-07-01,"2011","85+",0,"Census","Mobility 1 of 65 and over"
"24410",2011-07-01,"2011","Total 65+",110,"Census","Mobility 1 of 65 and over"
"24410",2011-07-01,"2011","Total",1285,"Census","Mobility 1 of 65 and over"
"24410",2016-07-01,"2016","65 - 74",85,"Census","Mobility 1 of 65 and over"
"24410",2016-07-01,"2016","75 - 84",25,"Census","Mobility 1 of 65 and over"
"24410",2016-07-01,"2016","85+",15,"Census","Mobility 1 of 65 and over"
"24410",2016-07-01,"2016","Total 65+",125,"Census","Mobility 1 of 65 and over"
"24410",2016-07-01,"2016","Total",1245,"Census","Mobility 1 of 65 and over"
"24410",2021-07-01,"2021","65 - 74",70,"Census","Mobility 1 of 65 and over"
"24410",2021-07-01,"2021","75 - 84",70,"Census","Mobility 1 of 65 and over"
"24410",2021-07-01,"2021","85+",10,"Census","Mobility 1 of 65 and over"
"24410",2021-07-01,"2021","Total 65+",150,"Census","Mobility 1 of 65 and over"
"24410",2021-07-01,"2021","Total",1225,"Census","Mobility 1 of 65 and over"
