"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"48835",2006-07-01,"2006","65 - 74",2210,"Census","Mobility 1 of 65 and over"
"48835",2006-07-01,"2006","75 - 84",1550,"Census","Mobility 1 of 65 and over"
"48835",2006-07-01,"2006","85+",530,"Census","Mobility 1 of 65 and over"
"48835",2006-07-01,"2006","Total 65+",4290,"Census","Mobility 1 of 65 and over"
"48835",2006-07-01,"2006","Total",74325,"Census","Mobility 1 of 65 and over"
"48835",2011-07-01,"2011","65 - 74",1950,"Census","Mobility 1 of 65 and over"
"48835",2011-07-01,"2011","75 - 84",935,"Census","Mobility 1 of 65 and over"
"48835",2011-07-01,"2011","85+",440,"Census","Mobility 1 of 65 and over"
"48835",2011-07-01,"2011","Total 65+",3330,"Census","Mobility 1 of 65 and over"
"48835",2011-07-01,"2011","Total",67715,"Census","Mobility 1 of 65 and over"
"48835",2016-07-01,"2016","65 - 74",2705,"Census","Mobility 1 of 65 and over"
"48835",2016-07-01,"2016","75 - 84",1205,"Census","Mobility 1 of 65 and over"
"48835",2016-07-01,"2016","85+",330,"Census","Mobility 1 of 65 and over"
"48835",2016-07-01,"2016","Total 65+",4235,"Census","Mobility 1 of 65 and over"
"48835",2016-07-01,"2016","Total",76415,"Census","Mobility 1 of 65 and over"
"48835",2021-07-01,"2021","65 - 74",3870,"Census","Mobility 1 of 65 and over"
"48835",2021-07-01,"2021","75 - 84",1285,"Census","Mobility 1 of 65 and over"
"48835",2021-07-01,"2021","85+",415,"Census","Mobility 1 of 65 and over"
"48835",2021-07-01,"2021","Total 65+",5570,"Census","Mobility 1 of 65 and over"
"48835",2021-07-01,"2021","Total",76080,"Census","Mobility 1 of 65 and over"
