"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"24481",2006-07-01,"2006","65 - 74",60,"Census","Mobility 1 of 65 and over"
"24481",2006-07-01,"2006","75 - 84",15,"Census","Mobility 1 of 65 and over"
"24481",2006-07-01,"2006","85+",0,"Census","Mobility 1 of 65 and over"
"24481",2006-07-01,"2006","Total 65+",75,"Census","Mobility 1 of 65 and over"
"24481",2006-07-01,"2006","Total",920,"Census","Mobility 1 of 65 and over"
"24481",2011-07-01,"2011","65 - 74",90,"Census","Mobility 1 of 65 and over"
"24481",2011-07-01,"2011","75 - 84",0,"Census","Mobility 1 of 65 and over"
"24481",2011-07-01,"2011","85+",0,"Census","Mobility 1 of 65 and over"
"24481",2011-07-01,"2011","Total 65+",105,"Census","Mobility 1 of 65 and over"
"24481",2011-07-01,"2011","Total",840,"Census","Mobility 1 of 65 and over"
"24481",2016-07-01,"2016","65 - 74",45,"Census","Mobility 1 of 65 and over"
"24481",2016-07-01,"2016","75 - 84",15,"Census","Mobility 1 of 65 and over"
"24481",2016-07-01,"2016","85+",0,"Census","Mobility 1 of 65 and over"
"24481",2016-07-01,"2016","Total 65+",60,"Census","Mobility 1 of 65 and over"
"24481",2016-07-01,"2016","Total",660,"Census","Mobility 1 of 65 and over"
"24481",2021-07-01,"2021","65 - 74",60,"Census","Mobility 1 of 65 and over"
"24481",2021-07-01,"2021","75 - 84",20,"Census","Mobility 1 of 65 and over"
"24481",2021-07-01,"2021","85+",0,"Census","Mobility 1 of 65 and over"
"24481",2021-07-01,"2021","Total 65+",85,"Census","Mobility 1 of 65 and over"
"24481",2021-07-01,"2021","Total",680,"Census","Mobility 1 of 65 and over"
