"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"11110",2006-07-01,"2006","65 - 74",50,"Census","Mobility 1 of 65 and over"
"11110",2006-07-01,"2006","75 - 84",55,"Census","Mobility 1 of 65 and over"
"11110",2006-07-01,"2006","85+",10,"Census","Mobility 1 of 65 and over"
"11110",2006-07-01,"2006","Total 65+",120,"Census","Mobility 1 of 65 and over"
"11110",2006-07-01,"2006","Total",1040,"Census","Mobility 1 of 65 and over"
"11110",2011-07-01,"2011","65 - 74",40,"Census","Mobility 1 of 65 and over"
"11110",2011-07-01,"2011","75 - 84",0,"Census","Mobility 1 of 65 and over"
"11110",2011-07-01,"2011","85+",30,"Census","Mobility 1 of 65 and over"
"11110",2011-07-01,"2011","Total 65+",85,"Census","Mobility 1 of 65 and over"
"11110",2011-07-01,"2011","Total",670,"Census","Mobility 1 of 65 and over"
"11110",2016-07-01,"2016","65 - 74",85,"Census","Mobility 1 of 65 and over"
"11110",2016-07-01,"2016","75 - 84",60,"Census","Mobility 1 of 65 and over"
"11110",2016-07-01,"2016","85+",20,"Census","Mobility 1 of 65 and over"
"11110",2016-07-01,"2016","Total 65+",165,"Census","Mobility 1 of 65 and over"
"11110",2016-07-01,"2016","Total",980,"Census","Mobility 1 of 65 and over"
"11110",2021-07-01,"2021","65 - 74",100,"Census","Mobility 1 of 65 and over"
"11110",2021-07-01,"2021","75 - 84",50,"Census","Mobility 1 of 65 and over"
"11110",2021-07-01,"2021","85+",20,"Census","Mobility 1 of 65 and over"
"11110",2021-07-01,"2021","Total 65+",165,"Census","Mobility 1 of 65 and over"
"11110",2021-07-01,"2021","Total",1055,"Census","Mobility 1 of 65 and over"
