"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"59905",2006-07-01,"2006","65 - 74",125,"Census","Mobility 1 of 65 and over"
"59905",2006-07-01,"2006","75 - 84",80,"Census","Mobility 1 of 65 and over"
"59905",2006-07-01,"2006","85+",20,"Census","Mobility 1 of 65 and over"
"59905",2006-07-01,"2006","Total 65+",230,"Census","Mobility 1 of 65 and over"
"59905",2006-07-01,"2006","Total",1715,"Census","Mobility 1 of 65 and over"
"59905",2011-07-01,"2011","65 - 74",55,"Census","Mobility 1 of 65 and over"
"59905",2011-07-01,"2011","75 - 84",25,"Census","Mobility 1 of 65 and over"
"59905",2011-07-01,"2011","85+",0,"Census","Mobility 1 of 65 and over"
"59905",2011-07-01,"2011","Total 65+",100,"Census","Mobility 1 of 65 and over"
"59905",2011-07-01,"2011","Total",995,"Census","Mobility 1 of 65 and over"
"59905",2016-07-01,"2016","65 - 74",70,"Census","Mobility 1 of 65 and over"
"59905",2016-07-01,"2016","75 - 84",60,"Census","Mobility 1 of 65 and over"
"59905",2016-07-01,"2016","85+",0,"Census","Mobility 1 of 65 and over"
"59905",2016-07-01,"2016","Total 65+",135,"Census","Mobility 1 of 65 and over"
"59905",2016-07-01,"2016","Total",1300,"Census","Mobility 1 of 65 and over"
"59905",2021-07-01,"2021","65 - 74",85,"Census","Mobility 1 of 65 and over"
"59905",2021-07-01,"2021","75 - 84",70,"Census","Mobility 1 of 65 and over"
"59905",2021-07-01,"2021","85+",20,"Census","Mobility 1 of 65 and over"
"59905",2021-07-01,"2021","Total 65+",170,"Census","Mobility 1 of 65 and over"
"59905",2021-07-01,"2021","Total",1260,"Census","Mobility 1 of 65 and over"
